id,sectoral,level,name
official-grants,FALSE,2,Official Grants
oil-bonuses,FALSE,2,Oil Bonuses
oilgas-revenue-savings,FALSE,2,OilGas Revenue Savings
other,FALSE,2,Other
other-expenditure,FALSE,2,Other Expenditure
other-expenditures,FALSE,2,Other Expenditures
other-finance,FALSE,2,Other Finance
other-financing,FALSE,2,Other Financing
other-sources,FALSE,2,Other Sources
others,FALSE,2,Others
paris-club-rescheduling,FALSE,2,Paris Club Rescheduling
petrocaribe-savings,FALSE,2,Petrocaribe Savings
possible-financing---excluding-imf,FALSE,2,Possible Financing 2011-14 Excluding Imf
privatization,FALSE,2,Privatization
privatization-proceeds,FALSE,2,Privatization Proceeds
privatization-receipts,FALSE,2,Privatization Receipts
project-loans,FALSE,2,Project Loans
public-investment,FALSE,2,Public Investment
public-service-restructuring,FALSE,2,Public Service Restructuring
recurrent-expenditure,FALSE,2,Recurrent Expenditure
recurrent-expenditures,FALSE,2,Recurrent Expenditures
residual-financing-neederrors-and-omissions,FALSE,2,Residual Financing NeedErrors And Omissions
residual-gap,FALSE,2,Residual Gap
restructured-bonds,FALSE,2,Restructured Bonds
restructuring-and-net-lending,FALSE,2,Restructuring and Net Lending
returned-letters-of-credit,FALSE,2,Returned Letters of Credit
revenue,FALSE,2,Revenue
revenue-equalization-and-reserve-fund,FALSE,2,Revenue Equalization And Reserve Fund
road-fund,FALSE,2,Road Fund
settlement-of-payment-delays,FALSE,2,Settlement of Payment Delays
special-funds-and-annexed-budgets,FALSE,2,Special Funds and Annexed Budgets
spending-from-excess-crude-account-sovereign-wealth-fund,FALSE,2,Spending From Excess Crude Account /Sovereign Wealth Fund
spending-from-excess-crude-account-sovereign-wealth-fund,FALSE,2,Spending From Excess Crude Account Sovereign Wealth Fund
stabex-fund,FALSE,2,Stabex Fund
state-and-local-government,FALSE,2,State and Local Government
statistical-discrepancy,FALSE,2,Statistical Discrepancy
total-grants,FALSE,2,Total Grants
transfers-to-local-governments,FALSE,2,Transfers to Local Governments
unidentified-expenditure,FALSE,2,Unidentified Expenditure
unidentified-financing,FALSE,2,Unidentified Financing
use-of-cash-balance,FALSE,2,Use Of Cash Balance
use-of-national-bank-of-the-kyrgyz-republic-investments-abroad,FALSE,2,Use of National Bank of The Kyrgyz Republic Investments Abroad
withdrawals-above-estimated-sustainable-income,FALSE,2,Withdrawals Above Estimated Sustainable Income
accounts-payable,FALSE,3,Accounts Payable
accumulation-of-arrears,FALSE,3,Accumulation of Arrears
accumulation-of-external-arrears,FALSE,3,Accumulation of External Arrears
acquisition-of-fixed-capital,FALSE,3,Acquisition of Fixed Capital
additional-finance,FALSE,3,Additional Finance
adjustments-and-fiscal-expenditure,FALSE,3,Adjustments and Fiscal Expenditure
agricultural-expenditure,FALSE,3,Agricultural Expenditure
agriculture-and-rural-development,FALSE,3,Agriculture and Rural Development
amortization,FALSE,3,Amortization
amortization-due,FALSE,3,Amortization Due
amortization-of-domestic-debt,FALSE,3,Amortization of Domestic Debt
amortization-of-parastatal-debt,FALSE,3,Amortization Of Parastatal Debt
amortizations,FALSE,3,Amortizations
annual-development-program-adp,FALSE,3,Annual Development Program ADP
arrears,FALSE,3,Arrears
arrears-on-amortization,FALSE,3,Arrears on Amortization
arrears-payments,FALSE,3,Arrears Payments
assets-held-abroad,FALSE,3,Assets Held Abroad
bank,FALSE,3,Bank
bank-balance,FALSE,3,Bank Balance
bank-financing,FALSE,3,Bank Financing
banking-system,FALSE,3,Banking System
benefits,FALSE,3,Benefits
bilateral-rescheduling,FALSE,3,Bilateral Rescheduling
block-allocations,FALSE,3,Block Allocations
bond-issues,FALSE,3,Bond Issues
bonds,FALSE,3,Bonds
borrowing,FALSE,3,Borrowing
budget,FALSE,3,Budget
budget-grants,FALSE,3,Budget Grants
budget-reserve,FALSE,3,Budget Reserve
budget-support,FALSE,3,Budget Support
budget-support-grants,FALSE,3,Budget Support Grants
capital,FALSE,3,Capital
capital-expenditures,FALSE,3,Capital Expenditures
capital-grants,FALSE,3,Capital Grants
capital-revenue,FALSE,3,Capital Revenue
capital-transfers,FALSE,3,Capital Transfers
capitalization-of-state-owned-enterpsirses,FALSE,3,Capitalization of State Owned Enterpsirses
central-bank,FALSE,3,Central Bank
central-bank-deposits,FALSE,3,Central Bank Deposits
central-bank-of-myanmar,FALSE,3,Central Bank of Myanmar
central-bank-of-the-gambia-unrealized-profits,FALSE,3,Central Bank of The Gambia Unrealized Profits
central-bank-operational-deficit,FALSE,3,Central Bank Operational Deficit
central-government,FALSE,3,Central Government
change-in-arrears,FALSE,3,Change in  arrears
change-in-amortization-arrears,FALSE,3,Change in Amortization Arrears
change-in-arrears,FALSE,3,Change in Arrears
change-in-deposits-at-central-bank,FALSE,3,Change in Deposits at Central Bank
change-in-net-arrears-principal,FALSE,3,Change In Net Arrears Principal
change-in-sinking-fund-net,FALSE,3,Change in Sinking Fund Net
changes-in-arrears,FALSE,3,Changes In Arrears
civil-service-reform,FALSE,3,Civil Service Reform
clearance-of-deferred-arrears-and-debt-service,FALSE,3,Clearance of Deferred Arrears and Debt Service
commercial-banks,FALSE,3,Commercial Banks
commercial-borrowing,FALSE,3,Commercial Borrowing
common-reserves,FALSE,3,Common Reserves
compensation-of-employees,FALSE,3,Compensation of Employees
compensation-to-employees,FALSE,3,Compensation to Employees
concessional-borrowing,FALSE,3,Concessional Borrowing
consolidation-bonds,FALSE,3,Consolidation Bonds
constitutional-reform,FALSE,3,Constitutional Reform
contingency,FALSE,3,Contingency
contingency-allocation,FALSE,3,Contingency Allocation
contributions-to-sinking-funds,FALSE,3,Contributions To Sinking Funds
counterpart-funds-financed,FALSE,3,Counterpart Funds-Financed
counterpart-funds-financed-operations,FALSE,3,Counterpart Funds-Financed Operations
credit-to-tpdc-gas-pipeline,FALSE,3,credit to TPDC gas pipeline
crisis-related-expenditure,FALSE,3,Crisis-Related Expenditure
crude-oil-export-revenues,FALSE,3,Crude Oil Export Revenues
currency-and-deposits,FALSE,3,Currency and Deposits
current,FALSE,3,Current
current-charges-on-public-debt,FALSE,3,Current Charges on Public Debt
current-expenditure,FALSE,3,Current Expenditure
current-grants,FALSE,3,Current Grants
current-revenue,FALSE,3,Current Revenue
current-transfers,FALSE,3,Current Transfers
customs-duties,FALSE,3,Customs Duties
debt-buyback,FALSE,3,Debt Buyback
debt-cancellation,FALSE,3,Debt Cancellation
debt-deferral,FALSE,3,Debt Deferral
debt-reduction,FALSE,3,Debt Reduction
debt-relief,FALSE,3,Debt Relief
debt-relief-and-budget-support,FALSE,3,Debt Relief and Budget Support
debt-relief-and-heavily-indebted-poor-countries-initiative-assistance,FALSE,3,Debt Relief and Heavily Indebted Poor Countries  Initiative Assistance
debt-relief-obtained,FALSE,3,Debt relief Obtained
debt-rescheduling,FALSE,3,Debt Rescheduling
debt-securities,FALSE,3,Debt Securities
dedicated-grants,FALSE,3,Dedicated Grants
defense,FALSE,3,Defense
defense-and-national-security-intelligence-service,FALSE,3,Defense and National Security Intelligence Service
defense-spending,FALSE,3,Defense Spending
deferred-wages,FALSE,3,Deferred Wages
demobilization-and-reintegration-project,FALSE,3,Demobilization and Reintegration  Project
deposit-money-banks,FALSE,3,Deposit Money Banks
deposits,FALSE,3,Deposits
development-capital,FALSE,3,Development Capital
disbursement,FALSE,3,Disbursement
disbursements,FALSE,3,Disbursements
discrepancy-unexplained,FALSE,3,Discrepancy Unexplained
domestic,FALSE,3,Domestic
domestic-arrears,FALSE,3,Domestic Arrears
domestic-bank-financing,FALSE,3,Domestic Bank Financing
domestic-borrowing,FALSE,3,Domestic Borrowing
domestic-capital-participation,FALSE,3,Domestic Capital Participation
domestic-financed,FALSE,3,Domestic Financed
domestic-market-borrowing,FALSE,3,Domestic Market Borrowing
domestic-non-bank-financing,FALSE,3,Domestic Non-Bank Financing
domestic-revenues,FALSE,3,Domestic Revenues
domestic-taxes,FALSE,3,Domestic Taxes
domestically-financed,FALSE,3,Domestically Financed
domestically-financed-investment,FALSE,3,Domestically Financed Investment
domestically-financed,FALSE,3,Domestically-Financed
drawdown-of-tajikistans-claim-on-community-based-rehabilitation,FALSE,3,Drawdown of TajikistanS Claim on Community Based Rehabilitation
drawings,FALSE,3,Drawings
drawings-adjustment-loans,FALSE,3,Drawings Adjustment Loans
drought-expenditures,FALSE,3,Drought Expenditures
ebola-related,FALSE,3,Ebola-Related
economic-governance-and-private-sector-development,FALSE,3,Economic Governance and Private Sector Development
education,FALSE,3,Education
elections,FALSE,3,Elections
emergency-assistance,FALSE,3,Emergency Assistance
emergency-assistance-food-and-nonfood-aid,FALSE,3,Emergency Assistance Food and Nonfood Aid
emergency-assistance-food-and-other-emergency-aid,FALSE,3,Emergency Assistance Food and Other Emergency Aid
energy-utility-and-related-subsidies,FALSE,3,Energy Utility And Related Subsidies
enviromental,FALSE,3,Enviromental
equity-and-investment-fund-shares,FALSE,3,Equity and Investment Fund Shares
exceptional-expenditure,FALSE,3,Exceptional Expenditure
exceptional-financing,FALSE,3,Exceptional Financing
exeptional-finanancing,FALSE,3,Exeptional finanancing
explicit-fuel-subsidy,FALSE,3,Explicit Fuel Subsidy
extarnaly-public-investment-program-loans,FALSE,3,Extarnaly Public Investment Program Loans
external,FALSE,3,External
external-arrears,FALSE,3,External Arrears
external-arrears-and-debt-relief,FALSE,3,External Arrears and Debt Relief
external-interest-payment-cash,FALSE,3,External Interest Payment Cash
external-project-grants,FALSE,3,External Project Grants
external-project-loans,FALSE,3,External Project Loans
external-public-sector-investment-programme,FALSE,3,External Public Sector Investment Programme
externally-financed,FALSE,3,Externally Financed
externally-financed-public-investment-program,FALSE,3,Externally Financed Public Investment Program
externally-financed-public-investment-program-grants,FALSE,3,Externally Financed Public Investment Program Grants
externally-financed-special-programs,FALSE,3,Externally Financed Special Programs
extrabudgetary-expenditures,FALSE,3,Extrabudgetary Expenditures
extrabudgetary-revenue,FALSE,3,Extrabudgetary Revenue
extraordinary-transfers,FALSE,3,Extraordinary Transfers
federal-government-capital-expenditure,FALSE,3,Federal Government Capital Expenditure
federal-government-expenditure,FALSE,3,Federal Government Expenditure
federal-government-extrabudgetary-funds,FALSE,3,Federal Government Extrabudgetary Funds
federal-government-recurrent-expenditure,FALSE,3,Federal Government Recurrent Expenditure
financial-system,FALSE,3,Financial System
fixed-capital-formation,FALSE,3,Fixed Capital Formation
floating-debtarrears,FALSE,3,Floating debtarrears
fonds-de-soutien-lnergie,FALSE,3,Fonds De Soutien  Lnergie
food-account,FALSE,3,Food account
food-security,FALSE,3,Food Security
fooddebt-relief-grants,FALSE,3,Fooddebt relief grants
foreign,FALSE,3,Foreign
foreign-asset-acquisition,FALSE,3,Foreign Asset Acquisition
foreign-bank-accounts,FALSE,3,Foreign bank accounts
foreign-financed,FALSE,3,Foreign Financed
foreign-financed,FALSE,3,Foreign-Financed
foreign-financed-current-expenditure,FALSE,3,Foreign-Financed Current Expenditure
foreign-financed-current-spending,FALSE,3,Foreign-Financed Current Spending
foreign-financed-investment,FALSE,3,Foreign-Financed Investment
foreign-financed-project-maintenance,FALSE,3,Foreign-Financed Project Maintenance
fuel-subsidies,FALSE,3,Fuel Subsidies
goods-and-services,FALSE,3,Goods and Services
goods-and-services-nonoil-sector,FALSE,3,Goods and Services (Nonoil Sector)
goods-and-services-oil-sector,FALSE,3,Goods and Services (Oil Sector)
goods-and-services-and-transfers,FALSE,3,Goods and Services and Transfers
goods-and-services-nonoil-sector,FALSE,3,Goods and Services Nonoil Sector
goods-and-services-oil-sector,FALSE,3,Goods and Services Oil Sector
governance-rule-of-law-and-human-rights,FALSE,3,Governance Rule of Law and Human Rights
government-deposits-abroad,FALSE,3,Government Deposits Abroad
grants,FALSE,3,Grants
grants-and-transfers,FALSE,3,Grants and Transfers
grants-from-india,FALSE,3,Grants from India
grants-to-development-budget,FALSE,3,Grants to Development Budget
grants-to-operating-budget,FALSE,3,Grants To Operating Budget
gross-inflow,FALSE,3,Gross Inflow
guyana-redd-plus-investment-fund-projects,FALSE,3,Guyana REDD-Plus Investment Fund Projects
health,FALSE,3,Health
heavily-indebted-poor-countries-and-multilateral-debt-relief-initiative-assistance,FALSE,3,Heavily Indebted Poor Countries and Multilateral Debt Relief Initiative Assistance
heavily-indebted-poor-countries-and-multilateral-debt-relief-initiative-current-spending,FALSE,3,Heavily Indebted Poor Countries and Multilateral Debt Relief Initiative Current Spending
heavily-indebted-poor-countries-debt-relief,FALSE,3,Heavily Indebted Poor Countries Debt Relief
heavily-indebted-poor-countries-flow-savings,FALSE,3,Heavily Indebted Poor Countries Flow Savings
heavily-indebted-poor-countries-grant-relief,FALSE,3,Heavily Indebted Poor Countries Grant Relief
heavily-indebted-poor-countries-initiative-funded-expenditure,FALSE,3,Heavily Indebted Poor Countries Initiative Funded Expenditure
heavily-indebted-poor-countries-multilateral,FALSE,3,Heavily Indebted Poor Countries Multilateral
highways,FALSE,3,Highways
hipc-grant-relief,FALSE,3,Hipc Grant Relief
imf,FALSE,3,IMF
implicit-fuel-subsidy,FALSE,3,Implicit Fuel Subsidy
infrastructure-and-natural-resources,FALSE,3,Infrastructure And Natural Resources
interest,FALSE,3,Interest
interest-due,FALSE,3,Interest Due
interest-payments,FALSE,3,Interest Payments
investment,FALSE,3,Investment
investment-management-guidelines-for-heavily-indebted-poor-countries-initiative-assistance,FALSE,3,Investment Management Guidelines for Heavily Indebted Poor Countries Initiative Assistance
investments-abroad,FALSE,3,Investments Abroad
japanese-debt-relief-account,FALSE,3,Japanese Debt Relief Account
loans,FALSE,3,Loans
local-authorities,FALSE,3,Local Authorities
local-government-expenditures,FALSE,3,Local Government Expenditures
local-public-sector-investment-programme,FALSE,3,Local Public Sector Investment Programme
macroeconomic-support,FALSE,3,Macroeconomic Support
maintenance,FALSE,3,Maintenance
millennium-challenge-account-funding,FALSE,3,Millennium Challenge Account Funding
minor-capital,FALSE,3,Minor Capital
movement-in-zimbabwes-special-drawing-rights-holdings-net,FALSE,3,Movement in ZimbabweS Special Drawing Rights Holdings Net
multi-purpose-development-projects,FALSE,3,Multi-Purpose Development Projects
multilateral-debt-relief-initiative-assistance-via-the-central-bank,FALSE,3,Multilateral Debt Relief Initiative  assistance via the central bank
multilateral-debt-relief-initiative-capital-transfer,FALSE,3,Multilateral Debt Relief Initiative  capital transfer
multilateral-debt-relief-initiative-grants,FALSE,3,Multilateral Debt Relief Initiative  Grants
multilateral-debt-relief-initiative-assistance,FALSE,3,Multilateral Debt Relief Initiative Assistance
multilateral-debt-relief-initiative-grants,FALSE,3,Multilateral Debt Relief Initiative grants
multilateral-debt-relief-initiative-imf-grant-relief,FALSE,3,Multilateral Debt Relief Initiative Imf Grant Relief
national-bank-of-the-kyrgyz-republic,FALSE,3,National Bank Of The Kyrgyz Republic
national-bank-oftajikistan,FALSE,3,National Bank ofTajikistan
net-acquisition-of-financial-assets,FALSE,3,Net Acquisition of Financial Assets
net-change-in-external-arrears,FALSE,3,Net Change in External Arrears
net-commercial-bank-credit,FALSE,3,Net Commercial Bank Credit
net-in-kind-us-loans,FALSE,3,Net In-Kind US Loans
net-issuance-of-bonds,FALSE,3,Net Issuance of Bonds
net-lending,FALSE,3,Net Lending
net-national-bank-of-georgia-credit,FALSE,3,Net National Bank of Georgia Credit
net-short-term-loans,FALSE,3,Net Short-Term Loans
net-t-bill-issuance,FALSE,3,Net T-Bill Issuance
net-transfers,FALSE,3,Net Transfers
new-police-force-ssr-program,FALSE,3,New Police Force Ssr Program
non-bank-financing,FALSE,3,Non Bank Financing
non-resource-revenue,FALSE,3,Non Resource Revenue
non-annual-development-program-adp-capital-spending,FALSE,3,Non-Annual Development Program  ADP capital spending
non-concessional-borrowing,FALSE,3,Non-Concessional Borrowing
non-oil-investment-expenditures,FALSE,3,Non-Oil Investment Expenditures
non-oil-revenue,FALSE,3,Non-Oil Revenue
non-oil-sector-revenue,FALSE,3,Non-Oil Sector Revenue
non-tax-revenue,FALSE,3,Non-Tax Revenue
nonbank,FALSE,3,Nonbank
nonbank-financing,FALSE,3,Nonbank Financing
nonbanks,FALSE,3,Nonbanks
nonproject,FALSE,3,Nonproject
nontax-revenue,FALSE,3,Nontax Revenue
nontax-revenues,FALSE,3,Nontax Revenues
off-budget-grants,FALSE,3,Off-Budget Grants
oil-account,FALSE,3,Oil Account
oil-investment-expenditures,FALSE,3,Oil Investment Expenditures
oil-revenue,FALSE,3,Oil Revenue
oil-sector-revenue,FALSE,3,Oil Sector Revenue
oil-signature-bonuses,FALSE,3,Oil Signature Bonuses
operating-expenses,FALSE,3,Operating Expenses
operations-with-assets,FALSE,3,Operations with Assets
othe-domestic,FALSE,3,Othe Domestic
other,FALSE,3,Other
other-accounts-payable,FALSE,3,Other Accounts Payable
other-capital-expenditure,FALSE,3,Other Capital Expenditure
other-capital-spending,FALSE,3,Other Capital Spending
other-contributions,FALSE,3,Other Contributions
other-current,FALSE,3,Other Current
other-current-expenditure,FALSE,3,Other Current Expenditure
other-doemstic,FALSE,3,Other Doemstic
other-domerstic,FALSE,3,Other Domerstic
other-domestic,FALSE,3,Other Domestic
other-domestic-bank-financing,FALSE,3,Other Domestic Bank Financing
other-domestic-borrowing,FALSE,3,Other Domestic Borrowing
other-domestic-finance,FALSE,3,Other Domestic Finance
other-domestic-financing,FALSE,3,Other Domestic Financing
other-excess-crude-account,FALSE,3,Other Excess Crude Account
other-expenditure,FALSE,3,Other Expenditure
other-expenditures,FALSE,3,Other Expenditures
other-expense,FALSE,3,Other Expense
other-expenses,FALSE,3,Other Expenses
other-external,FALSE,3,Other External
other-external-finance,FALSE,3,Other External Finance
other-external-financing,FALSE,3,Other External Financing
other-financial-assets,FALSE,3,Other Financial Assets
other-financing,FALSE,3,Other Financing
other-goods-and-services,FALSE,3,Other Goods and Services
other-grants,FALSE,3,Other Grants
other-nonwage,FALSE,3,Other Nonwage
other-primary-current-expenditure,FALSE,3,Other Primary Current Expenditure
other-recurrent,FALSE,3,Other Recurrent
other-recurretn,FALSE,3,Other Recurretn
other-revenue,FALSE,3,Other Revenue
other-revenues,FALSE,3,Other Revenues
otther-recurrent,FALSE,3,Otther Recurrent
own-source-revenue,FALSE,3,Own-Source Revenue
pay-and-allowances,FALSE,3,Pay and Allowances
pending-bills,FALSE,3,Pending Bills
pension-co-payment,FALSE,3,Pension Co-Payment
pension-funds,FALSE,3,Pension Funds
pensions,FALSE,3,Pensions
pensions-and-scholarships,FALSE,3,Pensions and Scholarships
personnel-costs,FALSE,3,Personnel Costs
petrocaribe-projects,FALSE,3,Petrocaribe Projects
poverty-reducing-expenditure,FALSE,3,Poverty Reducing Expenditure
primary-current-spending,FALSE,3,Primary Current Spending
primary-expenditure,FALSE,3,Primary Expenditure
principal-repayment,FALSE,3,Principal Repayment
private-sector,FALSE,3,Private Sector
privatization,FALSE,3,Privatization
privatization-proceeds,FALSE,3,Privatization proceeds
privatization-receipts,FALSE,3,Privatization Receipts
privatization-revenues,FALSE,3,Privatization Revenues
program-grants,FALSE,3,Program Grants
program-loans,FALSE,3,Program Loans
program-support-loans,FALSE,3,Program Support Loans
programs,FALSE,3,Programs
project,FALSE,3,Project
project-financing,FALSE,3,Project Financing
project-grants,FALSE,3,Project Grants
project-loans,FALSE,3,Project Loans
projects,FALSE,3,Projects
provincial-expenditure,FALSE,3,Provincial Expenditure
public-enterprises,FALSE,3,Public Enterprises
public-investment-program,FALSE,3,Public Investment Program
public-investment-program-grants,FALSE,3,Public Investment Program Grants
public-investment-program-pip-financing,FALSE,3,Public Investment Program Pip Financing
public-sector-development-program,FALSE,3,Public Sector Development Program
public-service-retrenchment,FALSE,3,Public Service Retrenchment
publicprivate-partnership,FALSE,3,PublicPrivate Partnership
purchase-of-goods-and-services,FALSE,3,Purchase of Goods and Services
purchases-of-goods-and-services,FALSE,3,Purchases of Goods and Services
quasi-fiscal-expenditures,FALSE,3,Quasi-Fiscal Expenditures
recovered-funds,FALSE,3,Recovered Funds
recurrent-departmental-charges,FALSE,3,Recurrent Departmental Charges
refinancing-of-development-finance-corporation,FALSE,3,Refinancing Of Development Finance Corporation
rehabilitation-and-participation,FALSE,3,Rehabilitation and Participation
repayment-of-domestic-debt,FALSE,3,Repayment of Domestic Debt
repayments-due,FALSE,3,Repayments Due
rescheduling-debt-swap,FALSE,3,Rescheduling  debt swap
rescheduling-obtained,FALSE,3,Rescheduling Obtained
reserve,FALSE,3,Reserve
reserve-fund,FALSE,3,Reserve Fund
resource-revenue,FALSE,3,Resource Revenue
retrocession-loans,FALSE,3,Retrocession Loans
safety-net-and-other-expenditures,FALSE,3,Safety Net and other Expenditures
salary-and-pension,FALSE,3,Salary and Pension
scholarship-programs,FALSE,3,Scholarship Programs
securitization-of-arrears-to-sonara,FALSE,3,Securitization of Arrears to Sonara
security,FALSE,3,Security
security-issue,FALSE,3,Security Issue
shares-and-other-equity,FALSE,3,Shares and Other Equity
social-allowances-and-pensions,FALSE,3,Social Allowances And Pensions
social-benefits,FALSE,3,Social Benefits
social-contributions,FALSE,3,Social Contributions
social-expenses,FALSE,3,Social Expenses
social-fund-expenditures,FALSE,3,Social Fund Expenditures
social-protection,FALSE,3,Social Protection
social-safety-nets,FALSE,3,Social Safety Nets
social-security-benefits,FALSE,3,Social Security Benefits
southern-african-customs-union,FALSE,3,Southern African Customs Union
special-accounts-expenditure,FALSE,3,Special Accounts Expenditure
special-accounts-revenue,FALSE,3,Special Accounts Revenue
special-funds-and-annexed-budgets,FALSE,3,Special Funds and Annexed Budgets
special-loans,FALSE,3,Special Loans
state-economic-enterprises,FALSE,3,State Economic Enterprises
state-economic-enterprises-net-of-transfers-to-union-government,FALSE,3,State Economic Enterprises Net of Transfers to Union Government
state-economic-enterprises-receipts-net-of-transfers-to-union-government,FALSE,3,State Economic Enterprises Receipts Net of Transfers to Union Government
subsidies,FALSE,3,Subsidies
subsidies-and-grants,FALSE,3,Subsidies and Grants
subsidies-and-other-current-transfers,FALSE,3,Subsidies and Other Current Transfers
subsidies-and-transfers,FALSE,3,Subsidies and Transfers
subsidies-grants-and-social-benefits,FALSE,3,Subsidies Grants and Social Benefits
subsidies-to-public-enterprises,FALSE,3,Subsidies to Public Enterprises
subventions,FALSE,3,Subventions
t-bills,FALSE,3,T-Bills
t-bills-and-t-bonds-west-african-economic-and-monetary-union-net,FALSE,3,T-Bills And T-Bonds West African Economic and Monetary Union Net
tajik-rail-repayment,FALSE,3,Tajik Rail Repayment
tax-revenue,FALSE,3,Tax Revenue
tax-revenue-and-social-security-contributions,FALSE,3,Tax Revenue and Social Security Contributions
tax-revenues,FALSE,3,Tax Revenues
taxes,FALSE,3,Taxes
technical-assistance,FALSE,3,Technical Assistance
transfer-payments,FALSE,3,Transfer Payments
transfers,FALSE,3,Transfers
transfers-and-oil-service-payments-to-sudan,FALSE,3,Transfers and Oil Service Payments to Sudan
transfers-and-pensions,FALSE,3,Transfers and Pensions
transfers-and-subsidies,FALSE,3,Transfers and Subsidies
transfers-from-oil-related-public-enterprises,FALSE,3,Transfers from Oil-Related Public Enterprises
transfers-from-state-economic-enterprises-to-union-government,FALSE,3,Transfers from State Economic Enterprises  to Union Government
transfers-to-the-uganda-revenue-authority,FALSE,3,Transfers to the Uganda Revenue Authority
transitional-treasury-accounts-at-bank-of-the-republic-of-burundi,FALSE,3,Transitional Treasury Accounts at Bank of the Republic of Burundi
treasury-bills,FALSE,3,Treasury Bills
treasury-correspondent-accounts,FALSE,3,Treasury Correspondent Accounts
treasury-operations,FALSE,3,Treasury Operations
trust-fund-at-the-world-bank,FALSE,3,Trust Fund at The World Bank
trust-fund-for-the-debt-service-to-the-world-bank,FALSE,3,Trust Fund for The 2010 Debt Service to The World Bank
tuvalu-medical-treatment-scheme,FALSE,3,Tuvalu Medical Treatment Scheme
union-government,FALSE,3,Union Government
use-of-deposits,FALSE,3,Use of Deposits
use-of-goods-and-services,FALSE,3,Use of Goods and Services
use-of-goods-and-services-and-grants,FALSE,3,Use of Goods and Services and Grants
use-of-government-deposits,FALSE,3,Use of Government Deposits
