"di_id","entity_name","row_id","year","direction","flow_type","flow_name","value"
"AF","Afghanistan",56864,2003,"out","official","oda-capital-payments-out",31146145.69
"AF","Afghanistan",68537,2003,"in","official","long-debt-net-official-in",0
"AF","Afghanistan",80216,2003,"out","commercial","fdi-in-profits-out",
"AF","Afghanistan",70878,2003,"out","official","long-debt-off-amt-out",0
"AF","Afghanistan",52184,2003,"in","official","oda-in",1958067518
"AF","Afghanistan",63869,2003,"out","official","oofs-capital-payments-out",0
"AF","Afghanistan",91936,2003,"out","commercial","short-debt-interest-out",
"AF","Afghanistan",54523,2003,"out","official","oda-interest-payments-out",8308822.308
"AF","Afghanistan",87247,2003,"out","commercial","long-debt-comm-int-out",0
"AF","Afghanistan",82561,2003,"in","commercial","long-debt-disbursement-in",0
"AF","Afghanistan",94280,2003,"in","commercial","net-portfolio-equity-in",
"AF","Afghanistan",98955,2003,"out","private","remittances-out",
"AF","Afghanistan",66200,2003,"out","official","ssc-out",
"AF","Afghanistan",84902,2003,"out","commercial","long-debt-comm-amt-out",0
"AF","Afghanistan",75558,2003,"in","commercial","fdi-in",107268502.6
"AF","Afghanistan",89593,2003,"in","commercial","short-debt-net-flow-in",
"AF","Afghanistan",73217,2003,"out","official","long-debt-off-int-out",0
"AF","Afghanistan",96620,2003,"in","private","remittances-in",
"AF","Afghanistan",61529,2003,"out","official","oofs-interest-payments-out",23875.92617
"AF","Afghanistan",77889,2003,"out","commercial","fdi-out",1855856.446
"AF","Afghanistan",59206,2003,"in","official","oofs-in",775967.6006
"AF","Afghanistan",64015,2004,"out","official","oofs-capital-payments-out",54754.85583
"AF","Afghanistan",54670,2004,"out","official","oda-interest-payments-out",3821888.937
"AF","Afghanistan",85048,2004,"out","commercial","long-debt-comm-amt-out",0
"AF","Afghanistan",78035,2004,"out","commercial","fdi-out",0
"AF","Afghanistan",94427,2004,"in","commercial","net-portfolio-equity-in",
"AF","Afghanistan",61676,2004,"out","official","oofs-interest-payments-out",197117.481
"AF","Afghanistan",66346,2004,"out","official","ssc-out",
"AF","Afghanistan",71024,2004,"out","official","long-debt-off-amt-out",0
"AF","Afghanistan",68683,2004,"in","official","long-debt-net-official-in",0
"AF","Afghanistan",87395,2004,"out","commercial","long-debt-comm-int-out",0
"AF","Afghanistan",80363,2004,"out","commercial","fdi-in-profits-out",
"AF","Afghanistan",82708,2004,"in","commercial","long-debt-disbursement-in",0
"AF","Afghanistan",59353,2004,"in","official","oofs-in",1642645.675
"AF","Afghanistan",73363,2004,"out","official","long-debt-off-int-out",0
"AF","Afghanistan",57010,2004,"out","official","oda-capital-payments-out",3931398.649
"AF","Afghanistan",99099,2004,"out","private","remittances-out",
"AF","Afghanistan",52330,2004,"in","official","oda-in",2601397108
"AF","Afghanistan",96766,2004,"in","private","remittances-in",
"AF","Afghanistan",92082,2004,"out","commercial","short-debt-interest-out",
"AF","Afghanistan",75704,2004,"in","commercial","fdi-in",306302003.9
"AF","Afghanistan",89740,2004,"in","commercial","short-debt-net-flow-in",
"AF","Afghanistan",52476,2005,"in","official","oda-in",3170039023
"AF","Afghanistan",64161,2005,"out","official","oofs-capital-payments-out",467603.4798
"AF","Afghanistan",75850,2005,"in","commercial","fdi-in",414442213.1
"AF","Afghanistan",92230,2005,"out","commercial","short-debt-interest-out",
"AF","Afghanistan",87541,2005,"out","commercial","long-debt-comm-int-out",0
"AF","Afghanistan",59498,2005,"in","official","oofs-in",58843646.99
"AF","Afghanistan",82854,2005,"in","commercial","long-debt-disbursement-in",0
"AF","Afghanistan",54816,2005,"out","official","oda-interest-payments-out",5196775.037
"AF","Afghanistan",66492,2005,"out","official","ssc-out",
"AF","Afghanistan",73509,2005,"out","official","long-debt-off-int-out",0
"AF","Afghanistan",78180,2005,"out","commercial","fdi-out",2293960.589
"AF","Afghanistan",71170,2005,"out","official","long-debt-off-amt-out",0
"AF","Afghanistan",57157,2005,"out","official","oda-capital-payments-out",3857728.708
"AF","Afghanistan",68830,2005,"in","official","long-debt-net-official-in",0
"AF","Afghanistan",94573,2005,"in","commercial","net-portfolio-equity-in",
"AF","Afghanistan",61823,2005,"out","official","oofs-interest-payments-out",2019196.844
"AF","Afghanistan",85195,2005,"out","commercial","long-debt-comm-amt-out",0
"AF","Afghanistan",89886,2005,"in","commercial","short-debt-net-flow-in",
"AF","Afghanistan",96913,2005,"in","private","remittances-in",
"AF","Afghanistan",99245,2005,"out","private","remittances-out",
"AF","Afghanistan",80511,2005,"out","commercial","fdi-in-profits-out",
"AF","Afghanistan",71317,2006,"out","official","long-debt-off-amt-out",0
"AF","Afghanistan",90032,2006,"in","commercial","short-debt-net-flow-in",
"AF","Afghanistan",73655,2006,"out","official","long-debt-off-int-out",497918.4498
"AF","Afghanistan",92376,2006,"out","commercial","short-debt-interest-out",
"AF","Afghanistan",52622,2006,"in","official","oda-in",3208395353
"AF","Afghanistan",80657,2006,"out","commercial","fdi-in-profits-out",
"AF","Afghanistan",75996,2006,"in","commercial","fdi-in",341511789.8
"AF","Afghanistan",83000,2006,"in","commercial","long-debt-disbursement-in",0
"AF","Afghanistan",64307,2006,"out","official","oofs-capital-payments-out",613104.7418
"AF","Afghanistan",87688,2006,"out","commercial","long-debt-comm-int-out",0
"AF","Afghanistan",85342,2006,"out","commercial","long-debt-comm-amt-out",0
"AF","Afghanistan",78326,2006,"out","commercial","fdi-out",
"AF","Afghanistan",54962,2006,"out","official","oda-interest-payments-out",5632250.34
"AF","Afghanistan",68977,2006,"in","official","long-debt-net-official-in",55939057.19
"AF","Afghanistan",66638,2006,"out","official","ssc-out",
"AF","Afghanistan",61969,2006,"out","official","oofs-interest-payments-out",6328487.928
"AF","Afghanistan",57303,2006,"out","official","oda-capital-payments-out",4156642.318
"AF","Afghanistan",99392,2006,"out","private","remittances-out",
"AF","Afghanistan",97059,2006,"in","private","remittances-in",
"AF","Afghanistan",94720,2006,"in","commercial","net-portfolio-equity-in",
"AF","Afghanistan",59644,2006,"in","official","oofs-in",27652063.02
"AF","Afghanistan",97206,2007,"in","private","remittances-in",
"AF","Afghanistan",94866,2007,"in","commercial","net-portfolio-equity-in",
"AF","Afghanistan",87835,2007,"out","commercial","long-debt-comm-int-out",0
"AF","Afghanistan",59790,2007,"in","official","oofs-in",23243676.14
"AF","Afghanistan",71463,2007,"out","official","long-debt-off-amt-out",0
"AF","Afghanistan",83146,2007,"in","commercial","long-debt-disbursement-in",0
"AF","Afghanistan",99538,2007,"out","private","remittances-out",
"AF","Afghanistan",55108,2007,"out","official","oda-interest-payments-out",6242697.576
"AF","Afghanistan",66784,2007,"out","official","ssc-out",
"AF","Afghanistan",92522,2007,"out","commercial","short-debt-interest-out",
"AF","Afghanistan",78471,2007,"out","commercial","fdi-out",
"AF","Afghanistan",90178,2007,"in","commercial","short-debt-net-flow-in",
"AF","Afghanistan",73801,2007,"out","official","long-debt-off-int-out",0
"AF","Afghanistan",64454,2007,"out","official","oofs-capital-payments-out",8075947.25
"AF","Afghanistan",62115,2007,"out","official","oofs-interest-payments-out",16229083.96
"AF","Afghanistan",69123,2007,"in","official","long-debt-net-official-in",0
"AF","Afghanistan",52768,2007,"in","official","oda-in",4947357821
"AF","Afghanistan",57450,2007,"out","official","oda-capital-payments-out",2701631.099
"AF","Afghanistan",80803,2007,"out","commercial","fdi-in-profits-out",
"AF","Afghanistan",76142,2007,"in","commercial","fdi-in",248376120.5
"AF","Afghanistan",85489,2007,"out","commercial","long-debt-comm-amt-out",0
"AF","Afghanistan",85635,2008,"out","commercial","long-debt-comm-amt-out",0
"AF","Afghanistan",92668,2008,"out","commercial","short-debt-interest-out",
"AF","Afghanistan",57596,2008,"out","official","oda-capital-payments-out",1203613.704
"AF","Afghanistan",80950,2008,"out","commercial","fdi-in-profits-out",101176.4864
"AF","Afghanistan",59936,2008,"in","official","oofs-in",44735840.65
"AF","Afghanistan",52914,2008,"in","official","oda-in",4760481525
"AF","Afghanistan",90324,2008,"in","commercial","short-debt-net-flow-in",
"AF","Afghanistan",83292,2008,"in","commercial","long-debt-disbursement-in",0
"AF","Afghanistan",55254,2008,"out","official","oda-interest-payments-out",13016174.99
"AF","Afghanistan",76288,2008,"in","commercial","fdi-in",107225646.2
"AF","Afghanistan",87982,2008,"out","commercial","long-debt-comm-int-out",0
"AF","Afghanistan",69270,2008,"in","official","long-debt-net-official-in",0
"AF","Afghanistan",71609,2008,"out","official","long-debt-off-amt-out",6816.055751
"AF","Afghanistan",99684,2008,"out","private","remittances-out",214885597.3
"AF","Afghanistan",78617,2008,"out","commercial","fdi-out",81338265.29
"AF","Afghanistan",64601,2008,"out","official","oofs-capital-payments-out",23199424.45
"AF","Afghanistan",66930,2008,"out","official","ssc-out",
"AF","Afghanistan",73947,2008,"out","official","long-debt-off-int-out",0
"AF","Afghanistan",97353,2008,"in","private","remittances-in",120060322.1
"AF","Afghanistan",95013,2008,"in","commercial","net-portfolio-equity-in",0
"AF","Afghanistan",62261,2008,"out","official","oofs-interest-payments-out",7377876.369
"AF","Afghanistan",99830,2009,"out","private","remittances-out",379154180.8
"AF","Afghanistan",55400,2009,"out","official","oda-interest-payments-out",8059861.927
"AF","Afghanistan",67076,2009,"out","official","ssc-out",
"AF","Afghanistan",85781,2009,"out","commercial","long-debt-comm-amt-out",0
"AF","Afghanistan",95160,2009,"in","commercial","net-portfolio-equity-in",
"AF","Afghanistan",64747,2009,"out","official","oofs-capital-payments-out",27534860.96
"AF","Afghanistan",97499,2009,"in","private","remittances-in",177932823.9
"AF","Afghanistan",90472,2009,"in","commercial","short-debt-net-flow-in",
"AF","Afghanistan",74094,2009,"out","official","long-debt-off-int-out",0
"AF","Afghanistan",57742,2009,"out","official","oda-capital-payments-out",845035.3881
"AF","Afghanistan",81096,2009,"out","commercial","fdi-in-profits-out",137903.3267
"AF","Afghanistan",71756,2009,"out","official","long-debt-off-amt-out",2641988.993
"AF","Afghanistan",69416,2009,"in","official","long-debt-net-official-in",0
"AF","Afghanistan",88128,2009,"out","commercial","long-debt-comm-int-out",0
"AF","Afghanistan",53060,2009,"in","official","oda-in",6243603946
"AF","Afghanistan",76434,2009,"in","commercial","fdi-in",88536511.46
"AF","Afghanistan",78763,2009,"out","commercial","fdi-out",94573853.78
"AF","Afghanistan",92814,2009,"out","commercial","short-debt-interest-out",
"AF","Afghanistan",83439,2009,"in","commercial","long-debt-disbursement-in",0
"AF","Afghanistan",62407,2009,"out","official","oofs-interest-payments-out",8212984.39
"AF","Afghanistan",60082,2009,"in","official","oofs-in",67659799.73
"AF","Afghanistan",97645,2010,"in","private","remittances-in",341409977.8
"AF","Afghanistan",83585,2010,"in","commercial","long-debt-disbursement-in",0
"AF","Afghanistan",64893,2010,"out","official","oofs-capital-payments-out",15574798.12
"AF","Afghanistan",55546,2010,"out","official","oda-interest-payments-out",7929254.382
"AF","Afghanistan",76580,2010,"in","commercial","fdi-in",210848852.9
"AF","Afghanistan",92961,2010,"out","commercial","short-debt-interest-out",977123.805
"AF","Afghanistan",57888,2010,"out","official","oda-capital-payments-out",12876037.77
"AF","Afghanistan",69562,2010,"in","official","long-debt-net-official-in",0
"AF","Afghanistan",88274,2010,"out","commercial","long-debt-comm-int-out",0
"AF","Afghanistan",99977,2010,"out","private","remittances-out",327768494.6
"AF","Afghanistan",53207,2010,"in","official","oda-in",6483054110
"AF","Afghanistan",95306,2010,"in","commercial","net-portfolio-equity-in",0
"AF","Afghanistan",90618,2010,"in","commercial","short-debt-net-flow-in",36929091.71
"AF","Afghanistan",67222,2010,"out","official","ssc-out",
"AF","Afghanistan",85928,2010,"out","commercial","long-debt-comm-amt-out",0
"AF","Afghanistan",60229,2010,"in","official","oofs-in",83071856.25
"AF","Afghanistan",71902,2010,"out","official","long-debt-off-amt-out",5988.501359
"AF","Afghanistan",74241,2010,"out","official","long-debt-off-int-out",0
"AF","Afghanistan",81242,2010,"out","commercial","fdi-in-profits-out",375088.7646
"AF","Afghanistan",62553,2010,"out","official","oofs-interest-payments-out",3947746.054
"AF","Afghanistan",78907,2010,"out","commercial","fdi-out",71562591.24
"AF","Afghanistan",72048,2011,"out","official","long-debt-off-amt-out",0
"AF","Afghanistan",62699,2011,"out","official","oofs-interest-payments-out",8603576.967
"AF","Afghanistan",83731,2011,"in","commercial","long-debt-disbursement-in",0
"AF","Afghanistan",90764,2011,"in","commercial","short-debt-net-flow-in",0
"AF","Afghanistan",74388,2011,"out","official","long-debt-off-int-out",0
"AF","Afghanistan",86074,2011,"out","commercial","long-debt-comm-amt-out",0
"AF","Afghanistan",58034,2011,"out","official","oda-capital-payments-out",7057918.301
"AF","Afghanistan",69709,2011,"in","official","long-debt-net-official-in",0
"AF","Afghanistan",81388,2011,"out","commercial","fdi-in-profits-out",75360.18748
"AF","Afghanistan",65039,2011,"out","official","oofs-capital-payments-out",17401885.1
"AF","Afghanistan",97791,2011,"in","private","remittances-in",168737509.4
"AF","Afghanistan",93108,2011,"out","commercial","short-debt-interest-out",288589.3299
"AF","Afghanistan",100124,2011,"out","private","remittances-out",234514652
"AF","Afghanistan",55692,2011,"out","official","oda-interest-payments-out",9440975.213
"AF","Afghanistan",88421,2011,"out","commercial","long-debt-comm-int-out",0
"AF","Afghanistan",79052,2011,"out","commercial","fdi-out",63908425.74
"AF","Afghanistan",95452,2011,"in","commercial","net-portfolio-equity-in",42759.0247
"AF","Afghanistan",60375,2011,"in","official","oofs-in",79317544.45
"AF","Afghanistan",53353,2011,"in","official","oda-in",6390069844
"AF","Afghanistan",67368,2011,"out","official","ssc-out",
"AF","Afghanistan",76726,2011,"in","commercial","fdi-in",75935823.05
"AF","Afghanistan",60522,2012,"in","official","oofs-in",48868942.54
"AF","Afghanistan",72194,2012,"out","official","long-debt-off-amt-out",0
"AF","Afghanistan",67514,2012,"out","official","ssc-out",
"AF","Afghanistan",83877,2012,"in","commercial","long-debt-disbursement-in",0
"AF","Afghanistan",90910,2012,"in","commercial","short-debt-net-flow-in",27518578.95
"AF","Afghanistan",100270,2012,"out","private","remittances-out",176937587.8
"AF","Afghanistan",74534,2012,"out","official","long-debt-off-int-out",0
"AF","Afghanistan",55839,2012,"out","official","oda-interest-payments-out",9770901.517
"AF","Afghanistan",79198,2012,"out","commercial","fdi-out",59445251.97
"AF","Afghanistan",58181,2012,"out","official","oda-capital-payments-out",24474104.59
"AF","Afghanistan",62845,2012,"out","official","oofs-interest-payments-out",12851191.53
"AF","Afghanistan",95598,2012,"in","commercial","net-portfolio-equity-in",1851132.239
"AF","Afghanistan",97936,2012,"in","private","remittances-in",230223891.6
"AF","Afghanistan",65185,2012,"out","official","oofs-capital-payments-out",22922033.65
"AF","Afghanistan",69855,2012,"in","official","long-debt-net-official-in",0
"AF","Afghanistan",86220,2012,"out","commercial","long-debt-comm-amt-out",0
"AF","Afghanistan",93255,2012,"out","commercial","short-debt-interest-out",1017885.622
"AF","Afghanistan",53499,2012,"in","official","oda-in",6201268196
"AF","Afghanistan",81535,2012,"out","commercial","fdi-in-profits-out",1364748.554
"AF","Afghanistan",88567,2012,"out","commercial","long-debt-comm-int-out",0
"AF","Afghanistan",76872,2012,"in","commercial","fdi-in",85784071.3
"AF","Afghanistan",86366,2013,"out","commercial","long-debt-comm-amt-out",0
"AF","Afghanistan",93401,2013,"out","commercial","short-debt-interest-out",481093.867
"AF","Afghanistan",58327,2013,"out","official","oda-capital-payments-out",31401972.39
"AF","Afghanistan",60668,2013,"in","official","oofs-in",80722810.32
"AF","Afghanistan",53644,2013,"in","official","oda-in",4779156953
"AF","Afghanistan",98082,2013,"in","private","remittances-in",300091862.2
"AF","Afghanistan",84023,2013,"in","commercial","long-debt-disbursement-in",0
"AF","Afghanistan",65332,2013,"out","official","oofs-capital-payments-out",26175260.41
"AF","Afghanistan",77018,2013,"in","commercial","fdi-in",66272353.97
"AF","Afghanistan",95744,2013,"in","commercial","net-portfolio-equity-in",3843.521511
"AF","Afghanistan",100417,2013,"out","private","remittances-out",269590614.5
"AF","Afghanistan",72340,2013,"out","official","long-debt-off-amt-out",0
"AF","Afghanistan",67660,2013,"out","official","ssc-out",
"AF","Afghanistan",91057,2013,"in","commercial","short-debt-net-flow-in",0
"AF","Afghanistan",79345,2013,"out","commercial","fdi-out",
"AF","Afghanistan",55985,2013,"out","official","oda-interest-payments-out",9724554.952
"AF","Afghanistan",62991,2013,"out","official","oofs-interest-payments-out",14685878.82
"AF","Afghanistan",70001,2013,"in","official","long-debt-net-official-in",1441368.703
"AF","Afghanistan",88713,2013,"out","commercial","long-debt-comm-int-out",0
"AF","Afghanistan",81681,2013,"out","commercial","fdi-in-profits-out",19113.88162
"AF","Afghanistan",74681,2013,"out","official","long-debt-off-int-out",0
"AF","Afghanistan",74828,2014,"out","official","long-debt-off-int-out",0
"AF","Afghanistan",56131,2014,"out","official","oda-interest-payments-out",9623942.099
"AF","Afghanistan",58474,2014,"out","official","oda-capital-payments-out",60182774.24
"AF","Afghanistan",63137,2014,"out","official","oofs-interest-payments-out",1085509.514
"AF","Afghanistan",91203,2014,"in","commercial","short-debt-net-flow-in",31475171.14
"AF","Afghanistan",77164,2014,"in","commercial","fdi-in",51420166.73
"AF","Afghanistan",86512,2014,"out","commercial","long-debt-comm-amt-out",0
"AF","Afghanistan",60814,2014,"in","official","oofs-in",5346807.192
"AF","Afghanistan",98229,2014,"in","private","remittances-in",257351161.5
"AF","Afghanistan",88859,2014,"out","commercial","long-debt-comm-int-out",0
"AF","Afghanistan",72487,2014,"out","official","long-debt-off-amt-out",1596559.695
"AF","Afghanistan",53790,2014,"in","official","oda-in",4640988540
"AF","Afghanistan",65478,2014,"out","official","oofs-capital-payments-out",27012141.7
"AF","Afghanistan",93548,2014,"out","commercial","short-debt-interest-out",1315265.654
"AF","Afghanistan",84170,2014,"in","commercial","long-debt-disbursement-in",0
"AF","Afghanistan",100563,2014,"out","private","remittances-out",233787045.9
"AF","Afghanistan",79491,2014,"out","commercial","fdi-out",
"AF","Afghanistan",81827,2014,"out","commercial","fdi-in-profits-out",69819.49018
"AF","Afghanistan",67806,2014,"out","official","ssc-out",
"AF","Afghanistan",70147,2014,"in","official","long-debt-net-official-in",10299394.11
"AF","Afghanistan",95890,2014,"in","commercial","net-portfolio-equity-in",
"AF","Afghanistan",98375,2015,"in","private","remittances-in",301173792
"AF","Afghanistan",74974,2015,"out","official","long-debt-off-int-out",0
"AF","Afghanistan",93694,2015,"out","commercial","short-debt-interest-out",1103000
"AF","Afghanistan",60960,2015,"in","official","oofs-in",128460000
"AF","Afghanistan",79636,2015,"out","commercial","fdi-out",
"AF","Afghanistan",89005,2015,"out","commercial","long-debt-comm-int-out",0
"AF","Afghanistan",72633,2015,"out","official","long-debt-off-amt-out",1594000
"AF","Afghanistan",63284,2015,"out","official","oofs-interest-payments-out",0
"AF","Afghanistan",67952,2015,"out","official","ssc-out",
"AF","Afghanistan",91351,2015,"in","commercial","short-debt-net-flow-in",0
"AF","Afghanistan",56278,2015,"out","official","oda-interest-payments-out",9720000
"AF","Afghanistan",86659,2015,"out","commercial","long-debt-comm-amt-out",0
"AF","Afghanistan",70293,2015,"in","official","long-debt-net-official-in",18004000
"AF","Afghanistan",96036,2015,"in","commercial","net-portfolio-equity-in",
"AF","Afghanistan",84316,2015,"in","commercial","long-debt-disbursement-in",0
"AF","Afghanistan",65624,2015,"out","official","oofs-capital-payments-out",1040000
"AF","Afghanistan",53936,2015,"in","official","oda-in",4300620000
"AF","Afghanistan",81974,2015,"out","commercial","fdi-in-profits-out",67475.33322
"AF","Afghanistan",100709,2015,"out","private","remittances-out",144052292
"AF","Afghanistan",77310,2015,"in","commercial","fdi-in",5.8e+07
"AF","Afghanistan",58621,2015,"out","official","oda-capital-payments-out",52840000
"AL","Albania",82121,2000,"in","commercial","long-debt-disbursement-in",560848.7289
"AL","Albania",93841,2000,"in","commercial","net-portfolio-equity-in",0
"AL","Albania",89153,2000,"in","commercial","short-debt-net-flow-in",14177009.54
"AL","Albania",86808,2000,"out","commercial","long-debt-comm-int-out",2278015.208
"AL","Albania",98522,2000,"out","private","remittances-out",
"AL","Albania",61091,2000,"out","official","oofs-interest-payments-out",2428326.625
"AL","Albania",63432,2000,"out","official","oofs-capital-payments-out",3991972.431
"AL","Albania",68099,2000,"in","official","long-debt-net-official-in",64686284.42
"AL","Albania",70441,2000,"out","official","long-debt-off-amt-out",6903286.207
"AL","Albania",75121,2000,"in","commercial","fdi-in",249733755.6
"AL","Albania",58768,2000,"in","official","oofs-in",5817501.69
"AL","Albania",96183,2000,"in","private","remittances-in",1035146728
"AL","Albania",79779,2000,"out","commercial","fdi-in-profits-out",173101.4595
"AL","Albania",54084,2000,"out","official","oda-interest-payments-out",4777386.804
"AL","Albania",51747,2000,"in","official","oda-in",470568510.2
"AL","Albania",84463,2000,"out","commercial","long-debt-comm-amt-out",1760441.844
"AL","Albania",56425,2000,"out","official","oda-capital-payments-out",12124367.91
"AL","Albania",77453,2000,"out","commercial","fdi-out",
"AL","Albania",91498,2000,"out","commercial","short-debt-interest-out",2781740.455
"AL","Albania",65772,2000,"out","official","ssc-out",
"AL","Albania",72780,2000,"out","official","long-debt-off-int-out",4329267.503
"AL","Albania",61238,2001,"out","official","oofs-interest-payments-out",1523188.487
"AL","Albania",82268,2001,"in","commercial","long-debt-disbursement-in",521930.5927
"AL","Albania",70587,2001,"out","official","long-debt-off-amt-out",5390512.459
"AL","Albania",54230,2001,"out","official","oda-interest-payments-out",8637708.528
"AL","Albania",51893,2001,"in","official","oda-in",411193734.2
"AL","Albania",84609,2001,"out","commercial","long-debt-comm-amt-out",7097591.181
"AL","Albania",75267,2001,"in","commercial","fdi-in",343123389.1
"AL","Albania",68246,2001,"in","official","long-debt-net-official-in",56285394.04
"AL","Albania",63578,2001,"out","official","oofs-capital-payments-out",9191558.663
"AL","Albania",86954,2001,"out","commercial","long-debt-comm-int-out",1605684.562
"AL","Albania",93988,2001,"in","commercial","net-portfolio-equity-in",0
"AL","Albania",91644,2001,"out","commercial","short-debt-interest-out",2007936.802
"AL","Albania",58915,2001,"in","official","oofs-in",4413505.18
"AL","Albania",89299,2001,"in","commercial","short-debt-net-flow-in",0
"AL","Albania",72926,2001,"out","official","long-debt-off-int-out",5624882.566
"AL","Albania",79925,2001,"out","commercial","fdi-in-profits-out",166219.934
"AL","Albania",56572,2001,"out","official","oda-capital-payments-out",16418679.33
"AL","Albania",98666,2001,"out","private","remittances-out",
"AL","Albania",96330,2001,"in","private","remittances-in",1162542218
"AL","Albania",77598,2001,"out","commercial","fdi-out",
"AL","Albania",65909,2001,"out","official","ssc-out",
"AL","Albania",87101,2002,"out","commercial","long-debt-comm-int-out",7803309.875
"AL","Albania",82415,2002,"in","commercial","long-debt-disbursement-in",5459648.309
"AL","Albania",54378,2002,"out","official","oda-interest-payments-out",5964322.344
"AL","Albania",61384,2002,"out","official","oofs-interest-payments-out",5300894.503
"AL","Albania",94135,2002,"in","commercial","net-portfolio-equity-in",0
"AL","Albania",70733,2002,"out","official","long-debt-off-amt-out",11459296.34
"AL","Albania",66055,2002,"out","official","ssc-out",
"AL","Albania",84756,2002,"out","commercial","long-debt-comm-amt-out",3784707.324
"AL","Albania",89447,2002,"in","commercial","short-debt-net-flow-in",831976.3093
"AL","Albania",75413,2002,"in","commercial","fdi-in",208867380.5
"AL","Albania",73072,2002,"out","official","long-debt-off-int-out",15185922.3
