channel-code,channel-name,parent,donor-code,donor-name,rank,aid-to-or-through,year,total-oda-from-donor-to-channel,total-oda-from-donor-to-channel-parent
41108,International Fund for Agricultural Development,International Fund for Agricultural Development,7,Netherlands,6,Earmarked contributions through,2014,4111485.89,4111485.89
41108,International Fund for Agricultural Development,International Fund for Agricultural Development,2,Belgium,10,Earmarked contributions through,2014,1259818.80,1259818.80
41108,International Fund for Agricultural Development,International Fund for Agricultural Development,11,Switzerland,5,Earmarked contributions through,2014,4706905.67,4706905.67
41108,International Fund for Agricultural Development,International Fund for Agricultural Development,301,Canada,4,Earmarked contributions through,2014,5236932.91,5236932.91
41108,International Fund for Agricultural Development,International Fund for Agricultural Development,18,Finland,3,Earmarked contributions through,2014,6287343.33,6287343.33
41108,International Fund for Agricultural Development,International Fund for Agricultural Development,0,Other,11,Earmarked contributions through,2014,3280230.98,3280230.98
41110,Joint United Nations Programme on HIV/AIDS,The Joint United Nations Programme on HIV/AIDS,22,Luxembourg,5,Earmarked contributions through,2014,621997.70,621997.70
41110,Joint United Nations Programme on HIV/AIDS,The Joint United Nations Programme on HIV/AIDS,742,Korea,7,Earmarked contributions through,2014,92180.70,92180.70
41110,Joint United Nations Programme on HIV/AIDS,The Joint United Nations Programme on HIV/AIDS,10,Sweden,1,Earmarked contributions through,2014,6821101.15,6821101.15
41110,Joint United Nations Programme on HIV/AIDS,The Joint United Nations Programme on HIV/AIDS,5,Germany,2,Earmarked contributions through,2014,3092790.97,3092790.97
41110,Joint United Nations Programme on HIV/AIDS,The Joint United Nations Programme on HIV/AIDS,2,Belgium,3,Earmarked contributions through,2014,919843.92,919843.92
41110,Joint United Nations Programme on HIV/AIDS,The Joint United Nations Programme on HIV/AIDS,302,United States,4,Earmarked contributions through,2014,826995.88,826995.88
41110,Joint United Nations Programme on HIV/AIDS,The Joint United Nations Programme on HIV/AIDS,8,Norway,6,Earmarked contributions through,2014,166973.72,166973.72
41114,United Nations Development Programme,United Nations Development Programme,918,EU Institutions,1,Earmarked contributions through,2014,336223281.43,336223281.43
41114,United Nations Development Programme,United Nations Development Programme,0,Other,11,Earmarked contributions through,2014,255227328.26,255227328.26
41114,United Nations Development Programme,United Nations Development Programme,302,United States,10,Earmarked contributions through,2014,81967417.33,81967417.33
41114,United Nations Development Programme,United Nations Development Programme,801,Australia,9,Earmarked contributions through,2014,82366040.44,82366040.44
41114,United Nations Development Programme,United Nations Development Programme,3,Denmark,8,Earmarked contributions through,2014,89705850.85,89705850.85
41114,United Nations Development Programme,United Nations Development Programme,5,Germany,7,Earmarked contributions through,2014,104896118.89,104896118.89
41114,United Nations Development Programme,United Nations Development Programme,7,Netherlands,6,Earmarked contributions through,2014,130393226.14,130393226.14
41114,United Nations Development Programme,United Nations Development Programme,701,Japan,5,Earmarked contributions through,2014,136685601.76,136685601.76
41114,United Nations Development Programme,United Nations Development Programme,8,Norway,4,Earmarked contributions through,2014,167526236.34,167526236.34
41114,United Nations Development Programme,United Nations Development Programme,10,Sweden,3,Earmarked contributions through,2014,212746407.43,212746407.43
41114,United Nations Development Programme,United Nations Development Programme,12,United Kingdom,2,Earmarked contributions through,2014,273708340.59,273708340.59
41119,United Nations Population Fund,United Nations Population Fund,7,Netherlands,3,Earmarked contributions through,2014,37376924.12,37376924.12
41119,United Nations Population Fund,United Nations Population Fund,0,Other,11,Earmarked contributions through,2014,31775847.44,31775847.44
41119,United Nations Population Fund,United Nations Population Fund,12,United Kingdom,1,Earmarked contributions through,2014,310623111.58,310623111.58
41119,United Nations Population Fund,United Nations Population Fund,8,Norway,2,Earmarked contributions through,2014,62526013.44,62526013.44
41119,United Nations Population Fund,United Nations Population Fund,801,Australia,10,Earmarked contributions through,2014,6062134.28,6062134.28
41119,United Nations Population Fund,United Nations Population Fund,18,Finland,9,Earmarked contributions through,2014,7359890.14,7359890.14
41119,United Nations Population Fund,United Nations Population Fund,302,United States,8,Earmarked contributions through,2014,12829367.44,12829367.44
41119,United Nations Population Fund,United Nations Population Fund,701,Japan,7,Earmarked contributions through,2014,15015880.66,15015880.66
41119,United Nations Population Fund,United Nations Population Fund,918,EU Institutions,6,Earmarked contributions through,2014,16360540.90,16360540.90
41119,United Nations Population Fund,United Nations Population Fund,10,Sweden,5,Earmarked contributions through,2014,34197133.34,34197133.34
41119,United Nations Population Fund,United Nations Population Fund,301,Canada,4,Earmarked contributions through,2014,35980269.90,35980269.90
41121,United Nations Office of the United Nations High Commissioner for Refugees,United Nations High Commissioner for Refugees,10,Sweden,7,Earmarked contributions through,2014,35280035.83,35280035.83
41121,United Nations Office of the United Nations High Commissioner for Refugees,United Nations High Commissioner for Refugees,3,Denmark,10,Earmarked contributions through,2014,19614414.55,19614414.55
41121,United Nations Office of the United Nations High Commissioner for Refugees,United Nations High Commissioner for Refugees,11,Switzerland,9,Earmarked contributions through,2014,25819877.21,25819877.21
41121,United Nations Office of the United Nations High Commissioner for Refugees,United Nations High Commissioner for Refugees,7,Netherlands,8,Earmarked contributions through,2014,27726109.55,27726109.55
41121,United Nations Office of the United Nations High Commissioner for Refugees,United Nations High Commissioner for Refugees,301,Canada,6,Earmarked contributions through,2014,66121156.04,66121156.04
41121,United Nations Office of the United Nations High Commissioner for Refugees,United Nations High Commissioner for Refugees,5,Germany,5,Earmarked contributions through,2014,104486134.91,104486134.91
41121,United Nations Office of the United Nations High Commissioner for Refugees,United Nations High Commissioner for Refugees,12,United Kingdom,4,Earmarked contributions through,2014,137294528.28,137294528.28
41121,United Nations Office of the United Nations High Commissioner for Refugees,United Nations High Commissioner for Refugees,701,Japan,3,Earmarked contributions through,2014,208063915.66,208063915.66
41121,United Nations Office of the United Nations High Commissioner for Refugees,United Nations High Commissioner for Refugees,918,EU Institutions,2,Earmarked contributions through,2014,222019940.52,222019940.52
41121,United Nations Office of the United Nations High Commissioner for Refugees,United Nations High Commissioner for Refugees,302,United States,1,Earmarked contributions through,2014,1317022262.31,1317022262.31
41121,United Nations Office of the United Nations High Commissioner for Refugees,United Nations High Commissioner for Refugees,0,Other,11,Earmarked contributions through,2014,85593266.24,85593266.24
41122,United Nations Children's Fund,United Nations Children's Fund,10,Sweden,6,Earmarked contributions through,2014,142124716.17,142124716.17
41122,United Nations Children's Fund,United Nations Children's Fund,801,Australia,8,Earmarked contributions through,2014,79688565.64,79688565.64
41122,United Nations Children's Fund,United Nations Children's Fund,7,Netherlands,9,Earmarked contributions through,2014,71893072.20,71893072.20
41122,United Nations Children's Fund,United Nations Children's Fund,0,Other,11,Earmarked contributions through,2014,188040476.40,188040476.40
41122,United Nations Children's Fund,United Nations Children's Fund,12,United Kingdom,1,Earmarked contributions through,2014,420401244.63,420401244.63
41122,United Nations Children's Fund,United Nations Children's Fund,302,United States,2,Earmarked contributions through,2014,330132872.63,330132872.63
41122,United Nations Children's Fund,United Nations Children's Fund,18,Finland,10,Earmarked contributions through,2014,37178423.44,37178423.44
41122,United Nations Children's Fund,United Nations Children's Fund,918,EU Institutions,3,Earmarked contributions through,2014,329098737.04,329098737.04
41122,United Nations Children's Fund,United Nations Children's Fund,301,Canada,4,Earmarked contributions through,2014,212545964.84,212545964.84
41122,United Nations Children's Fund,United Nations Children's Fund,701,Japan,5,Earmarked contributions through,2014,155068104.37,155068104.37
41122,United Nations Children's Fund,United Nations Children's Fund,8,Norway,7,Earmarked contributions through,2014,133204555.51,133204555.51
41130,United Nations Relief and Works Agency for Palestine Refugees in the Near East,United Nations Relief and Works Agency for Palestine Refugees in the Near East,701,Japan,4,Earmarked contributions through,2014,34237644.89,34237644.89
41130,United Nations Relief and Works Agency for Palestine Refugees in the Near East,United Nations Relief and Works Agency for Palestine Refugees in the Near East,302,United States,1,Earmarked contributions through,2014,395538374.20,395538374.20
41130,United Nations Relief and Works Agency for Palestine Refugees in the Near East,United Nations Relief and Works Agency for Palestine Refugees in the Near East,801,Australia,5,Earmarked contributions through,2014,30624475.98,30624475.98
41130,United Nations Relief and Works Agency for Palestine Refugees in the Near East,United Nations Relief and Works Agency for Palestine Refugees in the Near East,5,Germany,6,Earmarked contributions through,2014,24844474.42,24844474.42
41130,United Nations Relief and Works Agency for Palestine Refugees in the Near East,United Nations Relief and Works Agency for Palestine Refugees in the Near East,576,United Arab Emirates,7,Earmarked contributions through,2014,14663291.02,14663291.02
41130,United Nations Relief and Works Agency for Palestine Refugees in the Near East,United Nations Relief and Works Agency for Palestine Refugees in the Near East,10,Sweden,8,Earmarked contributions through,2014,11672994.85,11672994.85
41130,United Nations Relief and Works Agency for Palestine Refugees in the Near East,United Nations Relief and Works Agency for Palestine Refugees in the Near East,8,Norway,9,Earmarked contributions through,2014,10986542.06,10986542.06
41130,United Nations Relief and Works Agency for Palestine Refugees in the Near East,United Nations Relief and Works Agency for Palestine Refugees in the Near East,3,Denmark,10,Earmarked contributions through,2014,5795505.52,5795505.52
41130,United Nations Relief and Works Agency for Palestine Refugees in the Near East,United Nations Relief and Works Agency for Palestine Refugees in the Near East,0,Other,11,Earmarked contributions through,2014,31183400.08,31183400.08
41130,United Nations Relief and Works Agency for Palestine Refugees in the Near East,United Nations Relief and Works Agency for Palestine Refugees in the Near East,12,United Kingdom,3,Earmarked contributions through,2014,44474578.81,44474578.81
41130,United Nations Relief and Works Agency for Palestine Refugees in the Near East,United Nations Relief and Works Agency for Palestine Refugees in the Near East,918,EU Institutions,2,Earmarked contributions through,2014,156962914.21,156962914.21
41140,World Food Programme,World Food Programme,5,Germany,6,Earmarked contributions through,2014,162240682.06,162240682.06
41140,World Food Programme,World Food Programme,301,Canada,3,Earmarked contributions through,2014,316785950.49,316785950.49
41140,World Food Programme,World Food Programme,12,United Kingdom,4,Earmarked contributions through,2014,298063306.83,298063306.83
41140,World Food Programme,World Food Programme,701,Japan,5,Earmarked contributions through,2014,193403992.30,193403992.30
41140,World Food Programme,World Food Programme,801,Australia,7,Earmarked contributions through,2014,91276302.35,91276302.35
41140,World Food Programme,World Food Programme,11,Switzerland,8,Earmarked contributions through,2014,73252835.92,73252835.92
41140,World Food Programme,World Food Programme,8,Norway,9,Earmarked contributions through,2014,48160266.98,48160266.98
41140,World Food Programme,World Food Programme,7,Netherlands,10,Earmarked contributions through,2014,32104489.81,32104489.81
41140,World Food Programme,World Food Programme,0,Other,11,Earmarked contributions through,2014,178820206.52,178820206.52
41140,World Food Programme,World Food Programme,918,EU Institutions,2,Earmarked contributions through,2014,327490127.77,327490127.77
41140,World Food Programme,World Food Programme,302,United States,1,Earmarked contributions through,2014,2045921668.43,2045921668.43
41141,United Nations Peacebuilding Fund (Window Two:  Restricted Contributions Only),UN Peacebuilding Fund,18,Finland,1,Earmarked contributions through,2014,2465624.84,2465624.84
41143,World Health Organisation - core voluntary contributions account,World Health Organisation,742,Korea,10,Earmarked contributions through,2014,11592889.24,12688710.37
41143,World Health Organisation - core voluntary contributions account,World Health Organisation,918,EU Institutions,5,Earmarked contributions through,2014,6515047.56,39816451.19
41143,World Health Organisation - core voluntary contributions account,World Health Organisation,701,Japan,6,Earmarked contributions through,2014,17680317.89,32986589.65
41143,World Health Organisation - core voluntary contributions account,World Health Organisation,10,Sweden,7,Earmarked contributions through,2014,24356729.75,29399992.57
41143,World Health Organisation - core voluntary contributions account,World Health Organisation,576,United Arab Emirates,8,Earmarked contributions through,2014,15331161.32,20283998.67
41143,World Health Organisation - core voluntary contributions account,World Health Organisation,301,Canada,3,Earmarked contributions through,2014,85104708.01,85104708.01
41143,World Health Organisation - core voluntary contributions account,World Health Organisation,8,Norway,9,Earmarked contributions through,2014,19621422.88,19621422.88
41143,World Health Organisation - core voluntary contributions account,World Health Organisation,12,United Kingdom,2,Earmarked contributions through,2014,129183821.96,129183821.96
41143,World Health Organisation - core voluntary contributions account,World Health Organisation,801,Australia,4,Earmarked contributions through,2014,43181182.59,43181182.59
41143,World Health Organisation - core voluntary contributions account,World Health Organisation,0,Other,11,Earmarked contributions through,2014,26788142.11,61101903.24
41144,International Labour Organisation - Regular Budget Supplementary Account,International Labour Organisation,0,Other,11,Earmarked contributions through,2014,9231805.91,20582247.25
41144,International Labour Organisation - Regular Budget Supplementary Account,International Labour Organisation,10,Sweden,3,Earmarked contributions through,2014,3187078.95,19998086.19
41144,International Labour Organisation - Regular Budget Supplementary Account,International Labour Organisation,701,Japan,1,Earmarked contributions through,2014,320355905.40,320440058.91
41144,International Labour Organisation - Regular Budget Supplementary Account,International Labour Organisation,301,Canada,6,Earmarked contributions through,2014,347189.25,13576894.03
41144,International Labour Organisation - Regular Budget Supplementary Account,International Labour Organisation,8,Norway,5,Earmarked contributions through,2014,17195967.12,17195967.12
41144,International Labour Organisation - Regular Budget Supplementary Account,International Labour Organisation,918,EU Institutions,4,Earmarked contributions through,2014,5820142.86,17565627.77
41301,Food and Agricultural Organisation,Food and Agriculture Organisation,11,Switzerland,7,Earmarked contributions through,2014,18252963.26,18252963.26
41301,Food and Agricultural Organisation,Food and Agriculture Organisation,6,Italy,10,Earmarked contributions through,2014,11343743.86,11343743.86
41301,Food and Agricultural Organisation,Food and Agriculture Organisation,5,Germany,9,Earmarked contributions through,2014,11698935.39,11698935.39
41301,Food and Agricultural Organisation,Food and Agriculture Organisation,2,Belgium,8,Earmarked contributions through,2014,16914101.84,16914101.84
41301,Food and Agricultural Organisation,Food and Agriculture Organisation,918,EU Institutions,1,Earmarked contributions through,2014,105278759.94,105278759.94
41301,Food and Agricultural Organisation,Food and Agriculture Organisation,0,Other,11,Earmarked contributions through,2014,51258988.31,51258988.31
41301,Food and Agricultural Organisation,Food and Agriculture Organisation,301,Canada,6,Earmarked contributions through,2014,23496372.31,23496372.31
41301,Food and Agricultural Organisation,Food and Agriculture Organisation,10,Sweden,5,Earmarked contributions through,2014,23669123.43,23669123.43
41301,Food and Agricultural Organisation,Food and Agriculture Organisation,8,Norway,4,Earmarked contributions through,2014,32424381.99,32424381.99
41301,Food and Agricultural Organisation,Food and Agriculture Organisation,302,United States,3,Earmarked contributions through,2014,74699287.74,74699287.74
41301,Food and Agricultural Organisation,Food and Agriculture Organisation,12,United Kingdom,2,Earmarked contributions through,2014,99499624.44,99499624.44
41302,International Labour Organisation - Assessed Contributions,International Labour Organisation,302,United States,2,Earmarked contributions through,2014,26369749.49,26369749.49
41302,International Labour Organisation - Assessed Contributions,International Labour Organisation,918,EU Institutions,4,Earmarked contributions through,2014,11745484.91,17565627.77
41302,International Labour Organisation - Assessed Contributions,International Labour Organisation,3,Denmark,10,Earmarked contributions through,2014,10329452.62,10329452.62
41302,International Labour Organisation - Assessed Contributions,International Labour Organisation,0,Other,11,Earmarked contributions through,2014,11350441.34,20582247.25
41302,International Labour Organisation - Assessed Contributions,International Labour Organisation,701,Japan,1,Earmarked contributions through,2014,84153.51,320440058.91
41302,International Labour Organisation - Assessed Contributions,International Labour Organisation,11,Switzerland,9,Earmarked contributions through,2014,11535268.45,11535268.45
41302,International Labour Organisation - Assessed Contributions,International Labour Organisation,801,Australia,8,Earmarked contributions through,2014,12104855.68,12104855.68
41302,International Labour Organisation - Assessed Contributions,International Labour Organisation,7,Netherlands,7,Earmarked contributions through,2014,12189397.30,12189397.30
41302,International Labour Organisation - Assessed Contributions,International Labour Organisation,301,Canada,6,Earmarked contributions through,2014,13229704.78,13576894.03
41302,International Labour Organisation - Assessed Contributions,International Labour Organisation,10,Sweden,3,Earmarked contributions through,2014,16811007.24,19998086.19
41307,World Health Organisation - assessed contributions,World Health Organisation,0,Other,11,Earmarked contributions through,2014,34313761.13,61101903.24
41307,World Health Organisation - assessed contributions,World Health Organisation,302,United States,1,Earmarked contributions through,2014,162324190.70,162324190.70
41307,World Health Organisation - assessed contributions,World Health Organisation,918,EU Institutions,5,Earmarked contributions through,2014,33301403.63,39816451.19
41307,World Health Organisation - assessed contributions,World Health Organisation,701,Japan,6,Earmarked contributions through,2014,15306271.76,32986589.65
41307,World Health Organisation - assessed contributions,World Health Organisation,10,Sweden,7,Earmarked contributions through,2014,5043262.82,29399992.57
41307,World Health Organisation - assessed contributions,World Health Organisation,576,United Arab Emirates,8,Earmarked contributions through,2014,4952837.35,20283998.67
41307,World Health Organisation - assessed contributions,World Health Organisation,742,Korea,10,Earmarked contributions through,2014,1095821.13,12688710.37
41312,International Atomic Energy Agency - assessed contributions,International Atomic Energy Agency,613,Kazakhstan,9,Earmarked contributions through,2014,0.00,0.00
41312,International Atomic Energy Agency - assessed contributions,International Atomic Energy Agency,918,EU Institutions,3,Earmarked contributions through,2014,16495.39,436088.93
41314,United Nations Economic Commission for Europe (extrabudgetary contributions only),United Nations Economic Commission for Europe,12,United Kingdom,1,Earmarked contributions through,2014,6061167.64,6061167.64
41314,United Nations Economic Commission for Europe (extrabudgetary contributions only),United Nations Economic Commission for Europe,613,Kazakhstan,10,Earmarked contributions through,2014,0.00,0.00
41314,United Nations Economic Commission for Europe (extrabudgetary contributions only),United Nations Economic Commission for Europe,1,Austria,9,Earmarked contributions through,2014,62288.97,62288.97
41314,United Nations Economic Commission for Europe (extrabudgetary contributions only),United Nations Economic Commission for Europe,3,Denmark,8,Earmarked contributions through,2014,99419.04,99419.04
41314,United Nations Economic Commission for Europe (extrabudgetary contributions only),United Nations Economic Commission for Europe,918,EU Institutions,7,Earmarked contributions through,2014,120767.93,120767.93
41314,United Nations Economic Commission for Europe (extrabudgetary contributions only),United Nations Economic Commission for Europe,21,Ireland,6,Earmarked contributions through,2014,126865.42,126865.42
41314,United Nations Economic Commission for Europe (extrabudgetary contributions only),United Nations Economic Commission for Europe,6,Italy,5,Earmarked contributions through,2014,129631.99,129631.99
41314,United Nations Economic Commission for Europe (extrabudgetary contributions only),United Nations Economic Commission for Europe,11,Switzerland,4,Earmarked contributions through,2014,230949.99,230949.99
41314,United Nations Economic Commission for Europe (extrabudgetary contributions only),United Nations Economic Commission for Europe,5,Germany,3,Earmarked contributions through,2014,263289.71,263289.71
41314,United Nations Economic Commission for Europe (extrabudgetary contributions only),United Nations Economic Commission for Europe,18,Finland,2,Earmarked contributions through,2014,1040545.16,1040545.16
42001,European Commission - Development Share of Budget,EU Institutions,7,Netherlands,9,Earmarked contributions through,2014,5032418.47,7144016.02
42001,European Commission - Development Share of Budget,EU Institutions,11,Switzerland,8,Earmarked contributions through,2014,1558128.25,7152537.11
42001,European Commission - Development Share of Budget,EU Institutions,2,Belgium,10,Earmarked contributions through,2014,1022887.20,3107383.39
42001,European Commission - Development Share of Budget,EU Institutions,1,Austria,7,Earmarked contributions through,2014,2662915.89,8954102.17
42001,European Commission - Development Share of Budget,EU Institutions,18,Finland,5,Earmarked contributions through,2014,13331120.52,16413151.57
42001,European Commission - Development Share of Budget,EU Institutions,0,Other,11,Earmarked contributions through,2014,1962436.74,5138078.06
42001,European Commission - Development Share of Budget,EU Institutions,12,United Kingdom,2,Earmarked contributions through,2014,15279.99,88868084.59
42003,European Commission - European Development Fund,EU Institutions,2,Belgium,10,Earmarked contributions through,2014,2084496.19,3107383.39
42003,European Commission - European Development Fund,EU Institutions,12,United Kingdom,2,Earmarked contributions through,2014,578317.05,88868084.59
42003,European Commission - European Development Fund,EU Institutions,0,Other,11,Earmarked contributions through,2014,19660.65,5138078.06
42003,European Commission - European Development Fund,EU Institutions,3,Denmark,4,Earmarked contributions through,2014,2497460.31,17755666.75
42004,European Investment Bank,EU Institutions,1,Austria,7,Earmarked contributions through,2014,4733961.95,8954102.17
42004,European Investment Bank,EU Institutions,0,Other,11,Earmarked contributions through,2014,1233341.84,5138078.06
42004,European Investment Bank,EU Institutions,918,EU Institutions,1,Earmarked contributions through,2014,4992293688.75,4992389208.13
42004,European Investment Bank,EU Institutions,12,United Kingdom,2,Earmarked contributions through,2014,30559979.59,88868084.59
42004,European Investment Bank,EU Institutions,10,Sweden,3,Earmarked contributions through,2014,6625787.69,22122324.28
42004,European Investment Bank,EU Institutions,5,Germany,6,Earmarked contributions through,2014,3484956.86,11185165.85
42999,"European Union Institutions, Other",EU Institutions,18,Finland,5,Earmarked contributions through,2014,3082031.05,16413151.57
42999,"European Union Institutions, Other",EU Institutions,12,United Kingdom,2,Earmarked contributions through,2014,57714507.96,88868084.59
42999,"European Union Institutions, Other",EU Institutions,5,Germany,6,Earmarked contributions through,2014,7700208.99,11185165.85
42999,"European Union Institutions, Other",EU Institutions,10,Sweden,3,Earmarked contributions through,2014,15496536.59,22122324.28
42999,"European Union Institutions, Other",EU Institutions,1,Austria,7,Earmarked contributions through,2014,1557224.33,8954102.17
42999,"European Union Institutions, Other",EU Institutions,0,Other,11,Earmarked contributions through,2014,1922638.83,5138078.06
42999,"European Union Institutions, Other",EU Institutions,11,Switzerland,8,Earmarked contributions through,2014,5594408.86,7152537.11
42999,"European Union Institutions, Other",EU Institutions,918,EU Institutions,1,Earmarked contributions through,2014,95519.38,4992389208.13
42999,"European Union Institutions, Other",EU Institutions,3,Denmark,4,Earmarked contributions through,2014,15258206.44,17755666.75
42999,"European Union Institutions, Other",EU Institutions,7,Netherlands,9,Earmarked contributions through,2014,2111597.55,7144016.02
43001,International Monetary Fund - Poverty Reduction and Growth Trust,International Monetary Fund,7,Netherlands,6,Earmarked contributions through,2014,4363935.66,4363935.66
43001,International Monetary Fund - Poverty Reduction and Growth Trust,International Monetary Fund,2,Belgium,8,Earmarked contributions through,2014,1889728.20,1889728.20
43001,International Monetary Fund - Poverty Reduction and Growth Trust,International Monetary Fund,918,EU Institutions,3,Earmarked contributions through,2014,49015957.91,53533984.17
43003,International Monetary Fund - Subsidization of Emergency Post Conflict Assistance/Emergency Assistance for Natural Disasters for PRGT-eligible members,International Monetary Fund,0,Other,11,Earmarked contributions through,2014,231094.25,1850919.08
43999,"International Monetary Fund, Other",International Monetary Fund,12,United Kingdom,1,Earmarked contributions through,2014,133024942.24,133024942.24
43999,"International Monetary Fund, Other",International Monetary Fund,918,EU Institutions,3,Earmarked contributions through,2014,4518026.26,53533984.17
43999,"International Monetary Fund, Other",International Monetary Fund,301,Canada,4,Earmarked contributions through,2014,28997091.46,28997091.46
43999,"International Monetary Fund, Other",International Monetary Fund,22,Luxembourg,10,Earmarked contributions through,2014,1554994.25,1554994.25
43999,"International Monetary Fund, Other",International Monetary Fund,11,Switzerland,5,Earmarked contributions through,2014,4551264.72,4551264.72
43999,"International Monetary Fund, Other",International Monetary Fund,4,France,9,Earmarked contributions through,2014,1775144.97,1775144.97
43999,"International Monetary Fund, Other",International Monetary Fund,8,Norway,7,Earmarked contributions through,2014,3766053.53,3766053.53
43999,"International Monetary Fund, Other",International Monetary Fund,0,Other,11,Earmarked contributions through,2014,1619824.83,1850919.08
43999,"International Monetary Fund, Other",International Monetary Fund,701,Japan,2,Earmarked contributions through,2014,84511154.48,84511154.48
44001,International Bank for Reconstruction and Development,World Bank Group,801,Australia,5,Earmarked contributions through,2014,290736219.91,306913371.39
44001,International Bank for Reconstruction and Development,World Bank Group,8,Norway,4,Earmarked contributions through,2014,251042462.91,397458296.18
44001,International Bank for Reconstruction and Development,World Bank Group,918,EU Institutions,3,Earmarked contributions through,2014,187403956.67,398677179.06
44001,International Bank for Reconstruction and Development,World Bank Group,302,United States,2,Earmarked contributions through,2014,1161361.55,748269803.75
44001,International Bank for Reconstruction and Development,World Bank Group,12,United Kingdom,1,Earmarked contributions through,2014,827223411.08,878286170.30
44001,International Bank for Reconstruction and Development,World Bank Group,5,Germany,8,Earmarked contributions through,2014,61855819.29,233159849.64
44001,International Bank for Reconstruction and Development,World Bank Group,301,Canada,9,Earmarked contributions through,2014,9698023.90,128278370.95
44001,International Bank for Reconstruction and Development,World Bank Group,3,Denmark,10,Earmarked contributions through,2014,123878487.43,125945188.16
44001,International Bank for Reconstruction and Development,World Bank Group,0,Other,11,Earmarked contributions through,2014,48938898.78,346840406.82
44001,International Bank for Reconstruction and Development,World Bank Group,7,Netherlands,7,Earmarked contributions through,2014,10091552.66,248323582.99
44001,International Bank for Reconstruction and Development,World Bank Group,10,Sweden,6,Earmarked contributions through,2014,22498.65,269584309.35
44002,International Development Association,World Bank Group,918,EU Institutions,3,Earmarked contributions through,2014,138958836.54,398677179.06
44002,International Development Association,World Bank Group,10,Sweden,6,Earmarked contributions through,2014,564.63,269584309.35
44002,International Development Association,World Bank Group,8,Norway,4,Earmarked contributions through,2014,5265809.38,397458296.18
44002,International Development Association,World Bank Group,0,Other,11,Earmarked contributions through,2014,11036924.58,346840406.82
44002,International Development Association,World Bank Group,302,United States,2,Earmarked contributions through,2014,14897820.13,748269803.75
44003,International Development Association - Heavily Indebted Poor Countries Debt Initiative Trust Fund,World Bank Group,7,Netherlands,7,Earmarked contributions through,2014,25216611.05,248323582.99
44004,International Finance Corporation,World Bank Group,918,EU Institutions,3,Earmarked contributions through,2014,2767598.31,398677179.06
44004,International Finance Corporation,World Bank Group,12,United Kingdom,1,Earmarked contributions through,2014,16757055.98,878286170.30
44004,International Finance Corporation,World Bank Group,3,Denmark,10,Earmarked contributions through,2014,1734347.44,125945188.16
44004,International Finance Corporation,World Bank Group,301,Canada,9,Earmarked contributions through,2014,36904695.28,128278370.95
44004,International Finance Corporation,World Bank Group,5,Germany,8,Earmarked contributions through,2014,247423.28,233159849.64
44004,International Finance Corporation,World Bank Group,0,Other,11,Earmarked contributions through,2014,53955662.44,346840406.82
44004,International Finance Corporation,World Bank Group,8,Norway,4,Earmarked contributions through,2014,31859841.50,397458296.18
44004,International Finance Corporation,World Bank Group,302,United States,2,Earmarked contributions through,2014,9580139.15,748269803.75
44004,International Finance Corporation,World Bank Group,7,Netherlands,7,Earmarked contributions through,2014,14480154.19,248323582.99
