channel-code,channel-name,parent,donor-code,donor-name,rank,aid-to-or-through,year,total-oda-from-donor-to-channel,total-oda-from-donor-to-channel-parent
41110,Joint United Nations Programme on HIV/AIDS,The Joint United Nations Programme on HIV/AIDS,3,Denmark,8,Core contributions to,2014,7595682.20,7595682.20
41114,United Nations Development Programme,United Nations Development Programme,11,Switzerland,6,Core contributions to,2014,64451158.03,64451158.03
41114,United Nations Development Programme,United Nations Development Programme,801,Australia,8,Core contributions to,2014,42648897.62,42648897.62
41114,United Nations Development Programme,United Nations Development Programme,7,Netherlands,9,Core contributions to,2014,37399424.33,37399424.33
41114,United Nations Development Programme,United Nations Development Programme,0,Other,11,Core contributions to,2014,109228871.67,109228871.67
41114,United Nations Development Programme,United Nations Development Programme,8,Norway,1,Core contributions to,2014,113314885.35,113314885.35
41114,United Nations Development Programme,United Nations Development Programme,701,Japan,2,Core contributions to,2014,90713450.03,90713450.03
41114,United Nations Development Programme,United Nations Development Programme,12,United Kingdom,3,Core contributions to,2014,85545022.85,85545022.85
41114,United Nations Development Programme,United Nations Development Programme,5,Germany,10,Core contributions to,2014,27711407.04,27711407.04
41114,United Nations Development Programme,United Nations Development Programme,302,United States,4,Core contributions to,2014,77036982.68,77036982.68
41114,United Nations Development Programme,United Nations Development Programme,10,Sweden,5,Core contributions to,2014,73459090.34,73459090.34
41114,United Nations Development Programme,United Nations Development Programme,3,Denmark,7,Core contributions to,2014,58483039.53,58483039.53
41119,United Nations Population Fund,United Nations Population Fund,7,Netherlands,5,Core contributions to,2014,54098498.53,54098498.53
41119,United Nations Population Fund,United Nations Population Fund,0,Other,11,Core contributions to,2014,55517387.70,55517387.70
41119,United Nations Population Fund,United Nations Population Fund,11,Switzerland,10,Core contributions to,2014,17186975.48,17186975.48
41119,United Nations Population Fund,United Nations Population Fund,5,Germany,9,Core contributions to,2014,23505211.33,23505211.33
41119,United Nations Population Fund,United Nations Population Fund,302,United States,8,Core contributions to,2014,29711499.60,29711499.60
41119,United Nations Population Fund,United Nations Population Fund,12,United Kingdom,7,Core contributions to,2014,30559979.59,30559979.59
41119,United Nations Population Fund,United Nations Population Fund,701,Japan,6,Core contributions to,2014,31242858.24,31242858.24
41119,United Nations Population Fund,United Nations Population Fund,18,Finland,4,Core contributions to,2014,55476558.84,55476558.84
41119,United Nations Population Fund,United Nations Population Fund,3,Denmark,3,Core contributions to,2014,60259078.82,60259078.82
41119,United Nations Population Fund,United Nations Population Fund,10,Sweden,2,Core contributions to,2014,69858154.54,69858154.54
41119,United Nations Population Fund,United Nations Population Fund,8,Norway,1,Core contributions to,2014,71821640.57,71821640.57
41121,United Nations Office of the United Nations High Commissioner for Refugees,United Nations High Commissioner for Refugees,12,United Kingdom,3,Core contributions to,2014,53479964.27,53479964.27
41121,United Nations Office of the United Nations High Commissioner for Refugees,United Nations High Commissioner for Refugees,3,Denmark,2,Core contributions to,2014,54098136.59,54098136.59
41121,United Nations Office of the United Nations High Commissioner for Refugees,United Nations High Commissioner for Refugees,10,Sweden,1,Core contributions to,2014,92183956.50,92183956.50
41121,United Nations Office of the United Nations High Commissioner for Refugees,United Nations High Commissioner for Refugees,0,Other,11,Core contributions to,2014,54391503.05,54391503.05
41121,United Nations Office of the United Nations High Commissioner for Refugees,United Nations High Commissioner for Refugees,18,Finland,10,Core contributions to,2014,12328124.19,12328124.19
41121,United Nations Office of the United Nations High Commissioner for Refugees,United Nations High Commissioner for Refugees,11,Switzerland,9,Core contributions to,2014,16649882.49,16649882.49
41121,United Nations Office of the United Nations High Commissioner for Refugees,United Nations High Commissioner for Refugees,801,Australia,8,Core contributions to,2014,19358075.84,19358075.84
41121,United Nations Office of the United Nations High Commissioner for Refugees,United Nations High Commissioner for Refugees,4,France,7,Core contributions to,2014,19502834.48,19502834.48
41121,United Nations Office of the United Nations High Commissioner for Refugees,United Nations High Commissioner for Refugees,701,Japan,6,Core contributions to,2014,27543691.81,27543691.81
41121,United Nations Office of the United Nations High Commissioner for Refugees,United Nations High Commissioner for Refugees,7,Netherlands,5,Core contributions to,2014,41517452.37,41517452.37
41121,United Nations Office of the United Nations High Commissioner for Refugees,United Nations High Commissioner for Refugees,8,Norway,4,Core contributions to,2014,49991861.18,49991861.18
41122,United Nations Children's Fund,United Nations Children's Fund,0,Other,11,Core contributions to,2014,67526656.93,67526656.93
41122,United Nations Children's Fund,United Nations Children's Fund,2,Belgium,10,Core contributions to,2014,23306647.81,23306647.81
41122,United Nations Children's Fund,United Nations Children's Fund,11,Switzerland,9,Core contributions to,2014,23632091.28,23632091.28
41122,United Nations Children's Fund,United Nations Children's Fund,18,Finland,8,Core contributions to,2014,23669998.44,23669998.44
41122,United Nations Children's Fund,United Nations Children's Fund,3,Denmark,7,Core contributions to,2014,55701669.50,55701669.50
41122,United Nations Children's Fund,United Nations Children's Fund,7,Netherlands,6,Core contributions to,2014,68440891.19,68440891.19
41122,United Nations Children's Fund,United Nations Children's Fund,801,Australia,5,Core contributions to,2014,69821878.61,69821878.61
41122,United Nations Children's Fund,United Nations Children's Fund,12,United Kingdom,4,Core contributions to,2014,73343951.00,73343951.00
41122,United Nations Children's Fund,United Nations Children's Fund,8,Norway,3,Core contributions to,2014,74987791.78,74987791.78
41122,United Nations Children's Fund,United Nations Children's Fund,10,Sweden,2,Core contributions to,2014,79220587.62,79220587.62
41122,United Nations Children's Fund,United Nations Children's Fund,302,United States,1,Core contributions to,2014,127749770.28,127749770.28
41130,United Nations Relief and Works Agency for Palestine Refugees in the Near East,United Nations Relief and Works Agency for Palestine Refugees in the Near East,5,Germany,7,Core contributions to,2014,9896931.08,9896931.08
41130,United Nations Relief and Works Agency for Palestine Refugees in the Near East,United Nations Relief and Works Agency for Palestine Refugees in the Near East,0,Other,11,Core contributions to,2014,25124514.30,25124514.30
41130,United Nations Relief and Works Agency for Palestine Refugees in the Near East,United Nations Relief and Works Agency for Palestine Refugees in the Near East,11,Switzerland,4,Core contributions to,2014,20194696.18,20194696.18
41130,United Nations Relief and Works Agency for Palestine Refugees in the Near East,United Nations Relief and Works Agency for Palestine Refugees in the Near East,7,Netherlands,5,Core contributions to,2014,16355360.03,16355360.03
41130,United Nations Relief and Works Agency for Palestine Refugees in the Near East,United Nations Relief and Works Agency for Palestine Refugees in the Near East,3,Denmark,6,Core contributions to,2014,15191364.41,15191364.41
41130,United Nations Relief and Works Agency for Palestine Refugees in the Near East,United Nations Relief and Works Agency for Palestine Refugees in the Near East,10,Sweden,2,Core contributions to,2014,40618555.83,40618555.83
41130,United Nations Relief and Works Agency for Palestine Refugees in the Near East,United Nations Relief and Works Agency for Palestine Refugees in the Near East,2,Belgium,8,Core contributions to,2014,8251813.14,8251813.14
41130,United Nations Relief and Works Agency for Palestine Refugees in the Near East,United Nations Relief and Works Agency for Palestine Refugees in the Near East,4,France,9,Core contributions to,2014,7607764.20,7607764.20
41130,United Nations Relief and Works Agency for Palestine Refugees in the Near East,United Nations Relief and Works Agency for Palestine Refugees in the Near East,918,EU Institutions,10,Core contributions to,2014,5773876.81,5773876.81
41130,United Nations Relief and Works Agency for Palestine Refugees in the Near East,United Nations Relief and Works Agency for Palestine Refugees in the Near East,8,Norway,3,Core contributions to,2014,24995930.59,24995930.59
41130,United Nations Relief and Works Agency for Palestine Refugees in the Near East,United Nations Relief and Works Agency for Palestine Refugees in the Near East,12,United Kingdom,1,Core contributions to,2014,55850370.48,55850370.48
41140,World Food Programme,World Food Programme,5,Germany,6,Core contributions to,2014,28463573.81,28463573.81
41140,World Food Programme,World Food Programme,0,Other,11,Core contributions to,2014,35010059.17,35010059.17
41140,World Food Programme,World Food Programme,10,Sweden,1,Core contributions to,2014,79220587.62,79220587.62
41140,World Food Programme,World Food Programme,12,United Kingdom,2,Core contributions to,2014,76399948.96,76399948.96
41140,World Food Programme,World Food Programme,7,Netherlands,3,Core contributions to,2014,45291766.22,45291766.22
41140,World Food Programme,World Food Programme,801,Australia,4,Core contributions to,2014,40753843.88,40753843.88
41140,World Food Programme,World Food Programme,3,Denmark,5,Core contributions to,2014,35446516.95,35446516.95
41140,World Food Programme,World Food Programme,301,Canada,7,Core contributions to,2014,24245059.74,24245059.74
41140,World Food Programme,World Food Programme,8,Norway,8,Core contributions to,2014,24162732.91,24162732.91
41140,World Food Programme,World Food Programme,21,Ireland,9,Core contributions to,2014,12635796.09,12635796.09
41140,World Food Programme,World Food Programme,2,Belgium,10,Core contributions to,2014,12535197.06,12535197.06
41141,United Nations Peacebuilding Fund (Window Two:  Restricted Contributions Only),UN Peacebuilding Fund,76,Poland,9,Core contributions to,2014,37810.78,37810.78
41141,United Nations Peacebuilding Fund (Window Two:  Restricted Contributions Only),UN Peacebuilding Fund,613,Kazakhstan,10,Core contributions to,2014,0.00,0.00
41141,United Nations Peacebuilding Fund (Window Two:  Restricted Contributions Only),UN Peacebuilding Fund,82,Estonia,8,Core contributions to,2014,90636.27,90636.27
41141,United Nations Peacebuilding Fund (Window Two:  Restricted Contributions Only),UN Peacebuilding Fund,8,Norway,4,Core contributions to,2014,4999186.12,4999186.12
41141,United Nations Peacebuilding Fund (Window Two:  Restricted Contributions Only),UN Peacebuilding Fund,10,Sweden,2,Core contributions to,2014,8296556.09,8296556.09
41143,World Health Organisation - core voluntary contributions account,World Health Organisation,10,Sweden,5,Core contributions to,2014,24486363.45,24486363.45
41143,World Health Organisation - core voluntary contributions account,World Health Organisation,8,Norway,3,Core contributions to,2014,37243936.58,40437936.72
41143,World Health Organisation - core voluntary contributions account,World Health Organisation,701,Japan,2,Core contributions to,2014,9302601.00,60105234.00
41143,World Health Organisation - core voluntary contributions account,World Health Organisation,0,Other,11,Core contributions to,2014,15743400.21,95942441.64
41143,World Health Organisation - core voluntary contributions account,World Health Organisation,801,Australia,8,Core contributions to,2014,20376921.94,20376921.94
41143,World Health Organisation - core voluntary contributions account,World Health Organisation,4,France,7,Core contributions to,2014,3169901.75,23357426.94
41143,World Health Organisation - core voluntary contributions account,World Health Organisation,12,United Kingdom,4,Core contributions to,2014,22155985.20,39726139.86
41143,World Health Organisation - core voluntary contributions account,World Health Organisation,6,Italy,10,Core contributions to,2014,1258441.58,15986672.78
41144,International Labour Organisation - Regular Budget Supplementary Account,International Labour Organisation,742,Korea,10,Core contributions to,2014,980403.52,6390130.28
41144,International Labour Organisation - Regular Budget Supplementary Account,International Labour Organisation,6,Italy,3,Core contributions to,2014,29235381.16,29235381.16
41144,International Labour Organisation - Regular Budget Supplementary Account,International Labour Organisation,0,Other,11,Core contributions to,2014,5501643.95,35519410.68
41301,Food and Agricultural Organisation,Food and Agriculture Organisation,12,United Kingdom,5,Core contributions to,2014,12789383.61,12789383.61
41301,Food and Agricultural Organisation,Food and Agriculture Organisation,6,Italy,6,Core contributions to,2014,11805429.28,11805429.28
41301,Food and Agricultural Organisation,Food and Agriculture Organisation,742,Korea,7,Core contributions to,2014,9499179.76,9499179.76
41301,Food and Agricultural Organisation,Food and Agriculture Organisation,301,Canada,8,Core contributions to,2014,8499682.63,8499682.63
41301,Food and Agricultural Organisation,Food and Agriculture Organisation,50,Spain,9,Core contributions to,2014,7430254.74,7430254.74
41301,Food and Agricultural Organisation,Food and Agriculture Organisation,7,Netherlands,10,Core contributions to,2014,7185035.47,7185035.47
41301,Food and Agricultural Organisation,Food and Agriculture Organisation,0,Other,11,Core contributions to,2014,34278489.51,34278489.51
41301,Food and Agricultural Organisation,Food and Agriculture Organisation,302,United States,1,Core contributions to,2014,72441629.89,72441629.89
41301,Food and Agricultural Organisation,Food and Agriculture Organisation,701,Japan,2,Core contributions to,2014,19226298.86,19226298.86
41301,Food and Agricultural Organisation,Food and Agriculture Organisation,5,Germany,3,Core contributions to,2014,17189004.46,17189004.46
41301,Food and Agricultural Organisation,Food and Agriculture Organisation,4,France,4,Core contributions to,2014,13800733.62,13800733.62
41302,International Labour Organisation - Assessed Contributions,International Labour Organisation,2,Belgium,7,Core contributions to,2014,8028751.55,8028751.55
41302,International Labour Organisation - Assessed Contributions,International Labour Organisation,301,Canada,8,Core contributions to,2014,7866850.78,7866850.78
41302,International Labour Organisation - Assessed Contributions,International Labour Organisation,50,Spain,9,Core contributions to,2014,7061770.81,7061770.81
41302,International Labour Organisation - Assessed Contributions,International Labour Organisation,742,Korea,10,Core contributions to,2014,5409726.76,6390130.28
41302,International Labour Organisation - Assessed Contributions,International Labour Organisation,0,Other,11,Core contributions to,2014,30017766.73,35519410.68
41302,International Labour Organisation - Assessed Contributions,International Labour Organisation,302,United States,1,Core contributions to,2014,60363992.40,60363992.40
41302,International Labour Organisation - Assessed Contributions,International Labour Organisation,701,Japan,2,Core contributions to,2014,35460289.96,35460289.96
41302,International Labour Organisation - Assessed Contributions,International Labour Organisation,5,Germany,4,Core contributions to,2014,16622763.73,16622763.73
41302,International Labour Organisation - Assessed Contributions,International Labour Organisation,4,France,5,Core contributions to,2014,13252896.05,13252896.05
41302,International Labour Organisation - Assessed Contributions,International Labour Organisation,12,United Kingdom,6,Core contributions to,2014,12080142.04,12080142.04
41307,World Health Organisation - assessed contributions,World Health Organisation,0,Other,11,Core contributions to,2014,80199041.43,95942441.64
41307,World Health Organisation - assessed contributions,World Health Organisation,302,United States,1,Core contributions to,2014,99282398.59,99282398.59
41307,World Health Organisation - assessed contributions,World Health Organisation,701,Japan,2,Core contributions to,2014,50802633.00,60105234.00
41307,World Health Organisation - assessed contributions,World Health Organisation,8,Norway,3,Core contributions to,2014,3194000.14,40437936.72
41307,World Health Organisation - assessed contributions,World Health Organisation,12,United Kingdom,4,Core contributions to,2014,17570154.66,39726139.86
41307,World Health Organisation - assessed contributions,World Health Organisation,5,Germany,6,Core contributions to,2014,23475411.23,23475411.23
41307,World Health Organisation - assessed contributions,World Health Organisation,4,France,7,Core contributions to,2014,20187525.19,23357426.94
41307,World Health Organisation - assessed contributions,World Health Organisation,7,Netherlands,9,Core contributions to,2014,18485083.30,18485083.30
41307,World Health Organisation - assessed contributions,World Health Organisation,6,Italy,10,Core contributions to,2014,14728231.20,15986672.78
41311,United Nations Peacebuilding Fund (Window One:  Flexible Contributions Only),UN Peacebuilding Fund,12,United Kingdom,1,Core contributions to,2014,20398786.37,20398786.37
41311,United Nations Peacebuilding Fund (Window One:  Flexible Contributions Only),UN Peacebuilding Fund,302,United States,6,Core contributions to,2014,241950.32,241950.32
41311,United Nations Peacebuilding Fund (Window One:  Flexible Contributions Only),UN Peacebuilding Fund,742,Korea,5,Core contributions to,2014,393795.95,393795.95
41311,United Nations Peacebuilding Fund (Window One:  Flexible Contributions Only),UN Peacebuilding Fund,22,Luxembourg,7,Core contributions to,2014,110715.59,110715.59
41311,United Nations Peacebuilding Fund (Window One:  Flexible Contributions Only),UN Peacebuilding Fund,5,Germany,3,Core contributions to,2014,6606201.50,6606201.50
41312,International Atomic Energy Agency - assessed contributions,International Atomic Energy Agency,5,Germany,3,Core contributions to,2014,9673031.19,15563032.61
41312,International Atomic Energy Agency - assessed contributions,International Atomic Energy Agency,4,France,4,Core contributions to,2014,7844142.85,12572337.87
41312,International Atomic Energy Agency - assessed contributions,International Atomic Energy Agency,6,Italy,5,Core contributions to,2014,6127640.91,9653699.84
41312,International Atomic Energy Agency - assessed contributions,International Atomic Energy Agency,742,Korea,8,Core contributions to,2014,2904123.49,5439765.69
41312,International Atomic Energy Agency - assessed contributions,International Atomic Energy Agency,0,Other,11,Core contributions to,2014,8488707.75,15020915.29
41312,International Atomic Energy Agency - assessed contributions,International Atomic Energy Agency,50,Spain,9,Core contributions to,2014,4179430.65,4179430.65
41312,International Atomic Energy Agency - assessed contributions,International Atomic Energy Agency,12,United Kingdom,7,Core contributions to,2014,7212326.32,7212326.32
41312,International Atomic Energy Agency - assessed contributions,International Atomic Energy Agency,301,Canada,6,Core contributions to,2014,4666177.63,7536792.70
41312,International Atomic Energy Agency - assessed contributions,International Atomic Energy Agency,302,United States,1,Core contributions to,2014,31454432.30,53652832.42
41312,International Atomic Energy Agency - assessed contributions,International Atomic Energy Agency,701,Japan,2,Core contributions to,2014,20659343.50,35957757.44
41314,United Nations Economic Commission for Europe (extrabudgetary contributions only),United Nations Economic Commission for Europe,21,Ireland,3,Core contributions to,2014,28108.08,28108.08
41314,United Nations Economic Commission for Europe (extrabudgetary contributions only),United Nations Economic Commission for Europe,2,Belgium,4,Core contributions to,2014,7026.01,7026.01
41314,United Nations Economic Commission for Europe (extrabudgetary contributions only),United Nations Economic Commission for Europe,50,Spain,1,Core contributions to,2014,141476.03,141476.03
41314,United Nations Economic Commission for Europe (extrabudgetary contributions only),United Nations Economic Commission for Europe,68,Czech Republic,2,Core contributions to,2014,72452.68,72452.68
41314,United Nations Economic Commission for Europe (extrabudgetary contributions only),United Nations Economic Commission for Europe,75,Hungary,5,Core contributions to,2014,6436.98,6436.98
41314,United Nations Economic Commission for Europe (extrabudgetary contributions only),United Nations Economic Commission for Europe,613,Kazakhstan,7,Core contributions to,2014,0.00,0.00
41314,United Nations Economic Commission for Europe (extrabudgetary contributions only),United Nations Economic Commission for Europe,1,Austria,6,Core contributions to,2014,1916.20,1916.20
42001,European Commission - Development Share of Budget,EU Institutions,50,Spain,5,Core contributions to,2014,723463730.63,991675606.42
42001,European Commission - Development Share of Budget,EU Institutions,0,Other,11,Core contributions to,2014,1063970150.22,1441196391.89
42001,European Commission - Development Share of Budget,EU Institutions,5,Germany,1,Core contributions to,2014,1854712459.32,2682680768.45
42001,European Commission - Development Share of Budget,EU Institutions,4,France,2,Core contributions to,2014,1433214018.65,2245210133.71
42001,European Commission - Development Share of Budget,EU Institutions,12,United Kingdom,3,Core contributions to,2014,1247306691.38,1784131116.46
42001,European Commission - Development Share of Budget,EU Institutions,6,Italy,4,Core contributions to,2014,1050446356.94,1575986395.52
42001,European Commission - Development Share of Budget,EU Institutions,1,Austria,10,Core contributions to,2014,195574902.44,293466581.85
42001,European Commission - Development Share of Budget,EU Institutions,7,Netherlands,6,Core contributions to,2014,415007195.77,613807927.38
42001,European Commission - Development Share of Budget,EU Institutions,2,Belgium,7,Core contributions to,2014,340372911.35,485458562.76
42001,European Commission - Development Share of Budget,EU Institutions,10,Sweden,8,Core contributions to,2014,285828127.87,401352663.10
42001,European Commission - Development Share of Budget,EU Institutions,76,Poland,9,Core contributions to,2014,273693817.54,326150997.25
42003,European Commission - European Development Fund,EU Institutions,0,Other,11,Core contributions to,2014,368907078.25,1441196391.89
42003,European Commission - European Development Fund,EU Institutions,6,Italy,4,Core contributions to,2014,525540038.58,1575986395.52
42003,European Commission - European Development Fund,EU Institutions,4,France,2,Core contributions to,2014,811996115.06,2245210133.71
42003,European Commission - European Development Fund,EU Institutions,5,Germany,1,Core contributions to,2014,827968309.13,2682680768.45
42003,European Commission - European Development Fund,EU Institutions,50,Spain,5,Core contributions to,2014,268211875.79,991675606.42
42003,European Commission - European Development Fund,EU Institutions,7,Netherlands,6,Core contributions to,2014,198800731.61,613807927.38
42003,European Commission - European Development Fund,EU Institutions,76,Poland,9,Core contributions to,2014,52457179.71,326150997.25
42003,European Commission - European Development Fund,EU Institutions,10,Sweden,8,Core contributions to,2014,115524535.23,401352663.10
42003,European Commission - European Development Fund,EU Institutions,2,Belgium,7,Core contributions to,2014,139861737.16,485458562.76
42003,European Commission - European Development Fund,EU Institutions,12,United Kingdom,3,Core contributions to,2014,499883979.71,1784131116.46
42003,European Commission - European Development Fund,EU Institutions,1,Austria,10,Core contributions to,2014,97891679.41,293466581.85
42004,European Investment Bank,EU Institutions,2,Belgium,7,Core contributions to,2014,5223914.25,485458562.76
42004,European Investment Bank,EU Institutions,0,Other,11,Core contributions to,2014,8319163.42,1441196391.89
42999,"European Union Institutions, Other",EU Institutions,12,United Kingdom,3,Core contributions to,2014,36940445.37,1784131116.46
43001,International Monetary Fund - Poverty Reduction and Growth Trust,International Monetary Fund,801,Australia,2,Core contributions to,2014,38687846.52,38687846.52
43001,International Monetary Fund - Poverty Reduction and Growth Trust,International Monetary Fund,4,France,9,Core contributions to,2014,0.00,0.00
43001,International Monetary Fund - Poverty Reduction and Growth Trust,International Monetary Fund,3,Denmark,3,Core contributions to,2014,20557460.70,20557460.70
43001,International Monetary Fund - Poverty Reduction and Growth Trust,International Monetary Fund,701,Japan,1,Core contributions to,2014,229139316.08,229139316.08
43001,International Monetary Fund - Poverty Reduction and Growth Trust,International Monetary Fund,742,Korea,7,Core contributions to,2014,2765421.03,2765421.03
43001,International Monetary Fund - Poverty Reduction and Growth Trust,International Monetary Fund,2,Belgium,5,Core contributions to,2014,14676713.18,14676713.18
43001,International Monetary Fund - Poverty Reduction and Growth Trust,International Monetary Fund,11,Switzerland,4,Core contributions to,2014,10741859.67,15038603.54
43002,"International Monetary Fund - Poverty Reduction and Growth - Heavily Indebted Poor Countries Debt Relief Initiative Trust Fund [includes HIPC, Extended Credit Facility (ECF), and ECF-HIPC sub-accounts]",International Monetary Fund,75,Hungary,8,Core contributions to,2014,59578.30,59578.30
43002,"International Monetary Fund - Poverty Reduction and Growth - Heavily Indebted Poor Countries Debt Relief Initiative Trust Fund [includes HIPC, Extended Credit Facility (ECF), and ECF-HIPC sub-accounts]",International Monetary Fund,11,Switzerland,4,Core contributions to,2014,4296743.87,15038603.54
43999,"International Monetary Fund, Other",International Monetary Fund,576,United Arab Emirates,6,Core contributions to,2014,4604395.34,4604395.34
44001,International Bank for Reconstruction and Development,World Bank Group,5,Germany,4,Core contributions to,2014,33096339.26,696153608.62
44001,International Bank for Reconstruction and Development,World Bank Group,11,Switzerland,9,Core contributions to,2014,13149336.00,261867235.68
44001,International Bank for Reconstruction and Development,World Bank Group,302,United States,3,Core contributions to,2014,230778992.21,1546988746.61
44001,International Bank for Reconstruction and Development,World Bank Group,701,Japan,2,Core contributions to,2014,166916430.40,1579167858.00
44001,International Bank for Reconstruction and Development,World Bank Group,0,Other,11,Core contributions to,2014,126306787.10,1107988513.85
44001,International Bank for Reconstruction and Development,World Bank Group,12,United Kingdom,1,Core contributions to,2014,39598928.88,2547320293.66
44001,International Bank for Reconstruction and Development,World Bank Group,6,Italy,7,Core contributions to,2014,24254798.20,429285663.20
44001,International Bank for Reconstruction and Development,World Bank Group,801,Australia,10,Core contributions to,2014,127109373.56,205539464.50
44001,International Bank for Reconstruction and Development,World Bank Group,10,Sweden,8,Core contributions to,2014,6714753.23,387720167.77
44001,International Bank for Reconstruction and Development,World Bank Group,4,France,5,Core contributions to,2014,31066305.12,589400120.00
44002,International Development Association,World Bank Group,11,Switzerland,9,Core contributions to,2014,213117883.61,261867235.68
44002,International Development Association,World Bank Group,4,France,5,Core contributions to,2014,507184280.22,589400120.00
44002,International Development Association,World Bank Group,6,Italy,7,Core contributions to,2014,352124538.93,429285663.20
44002,International Development Association,World Bank Group,10,Sweden,8,Core contributions to,2014,355123328.38,387720167.77
44002,International Development Association,World Bank Group,5,Germany,4,Core contributions to,2014,663057269.36,696153608.62
44002,International Development Association,World Bank Group,302,United States,3,Core contributions to,2014,1316209754.40,1546988746.61
44002,International Development Association,World Bank Group,701,Japan,2,Core contributions to,2014,1288786049.84,1579167858.00
44002,International Development Association,World Bank Group,12,United Kingdom,1,Core contributions to,2014,2507721364.78,2547320293.66
44002,International Development Association,World Bank Group,0,Other,11,Core contributions to,2014,894515913.35,1107988513.85
44002,International Development Association,World Bank Group,801,Australia,10,Core contributions to,2014,78430090.94,205539464.50
44002,International Development Association,World Bank Group,301,Canada,6,Core contributions to,2014,428274433.35,488514251.87
