channel-code,channel-name,parent,donor-code,donor-name,rank,aid-to-or-through,year,total-oda-from-donor-to-channel,total-oda-from-donor-to-channel-parent
41311,United Nations Peacebuilding Fund (Window One:  Flexible Contributions Only),UN Peacebuilding Fund,11,Switzerland,7,Core contributions to,2015,305206.28,305206.28
41311,United Nations Peacebuilding Fund (Window One:  Flexible Contributions Only),UN Peacebuilding Fund,87,Russia,5,Core contributions to,2015,1780000.00,1780000.00
41311,United Nations Peacebuilding Fund (Window One:  Flexible Contributions Only),UN Peacebuilding Fund,742,Korea,9,Core contributions to,2015,166430.00,166430.00
41311,United Nations Peacebuilding Fund (Window One:  Flexible Contributions Only),UN Peacebuilding Fund,5,Germany,4,Core contributions to,2015,3455352.19,3455352.19
41312,International Atomic Energy Agency - assessed contributions,International Atomic Energy Agency,742,Korea,8,Core contributions to,2015,2427721.00,4463730.00
41312,International Atomic Energy Agency - assessed contributions,International Atomic Energy Agency,302,United States,1,Core contributions to,2015,43845574.00,62832552.00
41312,International Atomic Energy Agency - assessed contributions,International Atomic Energy Agency,701,Japan,2,Core contributions to,2015,13606675.99,21680364.28
41312,International Atomic Energy Agency - assessed contributions,International Atomic Energy Agency,5,Germany,3,Core contributions to,2015,8956971.94,14279040.71
41312,International Atomic Energy Agency - assessed contributions,International Atomic Energy Agency,12,United Kingdom,4,Core contributions to,2015,7052809.78,11222747.14
41312,International Atomic Energy Agency - assessed contributions,International Atomic Energy Agency,301,Canada,5,Core contributions to,2015,3829456.00,11039211.14
41312,International Atomic Energy Agency - assessed contributions,International Atomic Energy Agency,6,Italy,6,Core contributions to,2015,5612093.48,8521346.94
41312,International Atomic Energy Agency - assessed contributions,International Atomic Energy Agency,87,Russia,7,Core contributions to,2015,2977524.00,4778524.00
41312,International Atomic Energy Agency - assessed contributions,International Atomic Energy Agency,50,Spain,10,Core contributions to,2015,3735350.74,3846276.98
41312,International Atomic Energy Agency - assessed contributions,International Atomic Energy Agency,0,Other,11,Core contributions to,2015,13345434.59,19204446.33
41314,United Nations Economic Commission for Europe (extrabudgetary contributions only),United Nations Economic Commission for Europe,5,Germany,5,Core contributions to,2015,53089.02,53089.02
41314,United Nations Economic Commission for Europe (extrabudgetary contributions only),United Nations Economic Commission for Europe,0,Other,11,Core contributions to,2015,1877.24,1877.24
41314,United Nations Economic Commission for Europe (extrabudgetary contributions only),United Nations Economic Commission for Europe,2,Belgium,8,Core contributions to,2015,6186.36,6186.36
41314,United Nations Economic Commission for Europe (extrabudgetary contributions only),United Nations Economic Commission for Europe,68,Czech Republic,4,Core contributions to,2015,68752.35,68752.35
41314,United Nations Economic Commission for Europe (extrabudgetary contributions only),United Nations Economic Commission for Europe,21,Ireland,7,Core contributions to,2015,8264.00,8264.00
41314,United Nations Economic Commission for Europe (extrabudgetary contributions only),United Nations Economic Commission for Europe,50,Spain,3,Core contributions to,2015,144061.84,144061.84
41314,United Nations Economic Commission for Europe (extrabudgetary contributions only),United Nations Economic Commission for Europe,12,United Kingdom,2,Core contributions to,2015,492137.41,492137.41
41314,United Nations Economic Commission for Europe (extrabudgetary contributions only),United Nations Economic Commission for Europe,75,Hungary,10,Core contributions to,2015,3686.65,3686.65
41314,United Nations Economic Commission for Europe (extrabudgetary contributions only),United Nations Economic Commission for Europe,11,Switzerland,1,Core contributions to,2015,541602.41,541602.41
41314,United Nations Economic Commission for Europe (extrabudgetary contributions only),United Nations Economic Commission for Europe,72,Bulgaria,6,Core contributions to,2015,10000.00,10000.00
41314,United Nations Economic Commission for Europe (extrabudgetary contributions only),United Nations Economic Commission for Europe,76,Poland,9,Core contributions to,2015,4393.23,4393.23
42001,European Commission - Development Share of Budget,EU Institutions,5,Germany,1,Core contributions to,2015,1736623922.00,2465282491.70
42001,European Commission - Development Share of Budget,EU Institutions,4,France,3,Core contributions to,2015,1278570160.84,1941994453.69
42001,European Commission - Development Share of Budget,EU Institutions,6,Italy,4,Core contributions to,2015,934376039.93,1424368622.30
42001,European Commission - Development Share of Budget,EU Institutions,50,Spain,5,Core contributions to,2015,662436366.17,906865251.36
42001,European Commission - Development Share of Budget,EU Institutions,7,Netherlands,6,Core contributions to,2015,365909040.50,543069759.10
42001,European Commission - Development Share of Budget,EU Institutions,2,Belgium,7,Core contributions to,2015,329460817.53,462597750.42
42001,European Commission - Development Share of Budget,EU Institutions,0,Other,11,Core contributions to,2015,1015012783.69,1410716921.63
42001,European Commission - Development Share of Budget,EU Institutions,10,Sweden,8,Core contributions to,2015,250710379.27,408453608.25
42001,European Commission - Development Share of Budget,EU Institutions,76,Poland,9,Core contributions to,2015,245546311.70,295642481.66
42001,European Commission - Development Share of Budget,EU Institutions,1,Austria,10,Core contributions to,2015,176666022.47,267558978.66
42001,European Commission - Development Share of Budget,EU Institutions,12,United Kingdom,2,Core contributions to,2015,1428736174.18,2027311596.18
42003,European Commission - European Development Fund,EU Institutions,76,Poland,9,Core contributions to,2015,50096169.96,295642481.66
42003,European Commission - European Development Fund,EU Institutions,12,United Kingdom,2,Core contributions to,2015,598575422.00,2027311596.18
42003,European Commission - European Development Fund,EU Institutions,1,Austria,10,Core contributions to,2015,90892956.18,267558978.66
42003,European Commission - European Development Fund,EU Institutions,10,Sweden,8,Core contributions to,2015,157743228.98,408453608.25
42003,European Commission - European Development Fund,EU Institutions,2,Belgium,7,Core contributions to,2015,125305540.77,462597750.42
42003,European Commission - European Development Fund,EU Institutions,0,Other,11,Core contributions to,2015,342581204.12,1410716921.63
42003,European Commission - European Development Fund,EU Institutions,7,Netherlands,6,Core contributions to,2015,177160718.60,543069759.10
42003,European Commission - European Development Fund,EU Institutions,50,Spain,5,Core contributions to,2015,244428885.19,906865251.36
42003,European Commission - European Development Fund,EU Institutions,6,Italy,4,Core contributions to,2015,489992582.36,1424368622.30
42003,European Commission - European Development Fund,EU Institutions,4,France,3,Core contributions to,2015,663424292.85,1941994453.69
42003,European Commission - European Development Fund,EU Institutions,5,Germany,1,Core contributions to,2015,728658569.70,2465282491.70
42004,European Investment Bank,EU Institutions,2,Belgium,7,Core contributions to,2015,7831392.12,462597750.42
42004,European Investment Bank,EU Institutions,0,Other,11,Core contributions to,2015,12232096.83,1410716921.63
42999,"European Union Institutions, Other",EU Institutions,0,Other,11,Core contributions to,2015,40890837.00,1410716921.63
43001,International Monetary Fund - Poverty Reduction and Growth Trust,International Monetary Fund,7,Netherlands,6,Core contributions to,2015,3327787.02,3993344.43
43001,International Monetary Fund - Poverty Reduction and Growth Trust,International Monetary Fund,2,Belgium,2,Core contributions to,2015,35904368.28,35904368.28
43001,International Monetary Fund - Poverty Reduction and Growth Trust,International Monetary Fund,55,Turkey,3,Core contributions to,2015,14790000.00,14790000.00
43001,International Monetary Fund - Poverty Reduction and Growth Trust,International Monetary Fund,11,Switzerland,4,Core contributions to,2015,10391769.72,10391769.72
43001,International Monetary Fund - Poverty Reduction and Growth Trust,International Monetary Fund,742,Korea,5,Core contributions to,2015,4000000.00,4000000.00
43001,International Monetary Fund - Poverty Reduction and Growth Trust,International Monetary Fund,701,Japan,7,Core contributions to,2015,960477.33,960477.33
43001,International Monetary Fund - Poverty Reduction and Growth Trust,International Monetary Fund,4,France,8,Core contributions to,2015,0.00,0.00
43002,"International Monetary Fund - Poverty Reduction and Growth - Heavily Indebted Poor Countries Debt Relief Initiative Trust Fund [includes HIPC, Extended Credit Facility (ECF), and ECF-HIPC sub-accounts]",International Monetary Fund,12,United Kingdom,1,Core contributions to,2015,183100466.00,183100466.00
43999,"International Monetary Fund, Other",International Monetary Fund,7,Netherlands,6,Core contributions to,2015,665557.40,3993344.43
44001,International Bank for Reconstruction and Development,World Bank Group,4,France,4,Core contributions to,2015,27104825.29,908298391.57
44001,International Bank for Reconstruction and Development,World Bank Group,302,United States,2,Core contributions to,2015,196957000.00,1484757000.00
44001,International Bank for Reconstruction and Development,World Bank Group,11,Switzerland,8,Core contributions to,2015,12720787.70,307907376.08
44001,International Bank for Reconstruction and Development,World Bank Group,0,Other,11,Core contributions to,2015,203182066.31,1050842752.81
44001,International Bank for Reconstruction and Development,World Bank Group,10,Sweden,7,Core contributions to,2015,7320892.60,338410069.64
44001,International Bank for Reconstruction and Development,World Bank Group,12,United Kingdom,1,Core contributions to,2015,37349977.77,1929076679.19
44001,International Bank for Reconstruction and Development,World Bank Group,801,Australia,10,Core contributions to,2015,4132541.89,183344954.54
44001,International Bank for Reconstruction and Development,World Bank Group,6,Italy,9,Core contributions to,2015,26837253.48,267419087.50
44002,International Development Association,World Bank Group,4,France,4,Core contributions to,2015,834981697.17,908298391.57
44002,International Development Association,World Bank Group,0,Other,11,Core contributions to,2015,759400973.23,1050842752.81
44002,International Development Association,World Bank Group,801,Australia,10,Core contributions to,2015,164485536.10,183344954.54
44002,International Development Association,World Bank Group,6,Italy,9,Core contributions to,2015,193649473.10,267419087.50
