channel-code,channel-name,parent,donor-code,donor-name,rank,aid-to-or-through,year,total-oda-from-donor-to-channel,total-oda-from-donor-to-channel-parent
41143,World Health Organisation - core voluntary contributions account,World Health Organisation,918,EU Institutions,3,Earmarked contributions through,2015,15773887.96,47852479.20
41143,World Health Organisation - core voluntary contributions account,World Health Organisation,4,France,5,Earmarked contributions through,2015,5546311.70,19966722.13
41144,International Labour Organisation - Regular Budget Supplementary Account,International Labour Organisation,301,Canada,7,Earmarked contributions through,2015,569475.08,9066752.72
41144,International Labour Organisation - Regular Budget Supplementary Account,International Labour Organisation,10,Sweden,4,Earmarked contributions through,2015,2203029.67,10482271.60
41144,International Labour Organisation - Regular Budget Supplementary Account,International Labour Organisation,918,EU Institutions,3,Earmarked contributions through,2015,617925.68,12793732.67
41144,International Labour Organisation - Regular Budget Supplementary Account,International Labour Organisation,0,Other,11,Earmarked contributions through,2015,14069924.94,18747683.90
41144,International Labour Organisation - Regular Budget Supplementary Account,International Labour Organisation,8,Norway,5,Earmarked contributions through,2015,10466488.49,10466488.49
41301,Food and Agricultural Organisation,Food and Agriculture Organisation,302,United States,2,Earmarked contributions through,2015,59432673.00,59432673.00
41301,Food and Agricultural Organisation,Food and Agriculture Organisation,12,United Kingdom,3,Earmarked contributions through,2015,50571904.54,50571904.54
41301,Food and Agricultural Organisation,Food and Agriculture Organisation,0,Other,11,Earmarked contributions through,2015,31405621.59,31405621.59
41301,Food and Agricultural Organisation,Food and Agriculture Organisation,918,EU Institutions,1,Earmarked contributions through,2015,95626034.39,95626034.39
41301,Food and Agricultural Organisation,Food and Agriculture Organisation,18,Finland,10,Earmarked contributions through,2015,6682533.90,6682533.90
41301,Food and Agricultural Organisation,Food and Agriculture Organisation,6,Italy,9,Earmarked contributions through,2015,9285069.34,9285069.34
41301,Food and Agricultural Organisation,Food and Agriculture Organisation,5,Germany,8,Earmarked contributions through,2015,12393578.30,12393578.30
41301,Food and Agricultural Organisation,Food and Agriculture Organisation,10,Sweden,7,Earmarked contributions through,2015,12579456.66,12579456.66
41301,Food and Agricultural Organisation,Food and Agriculture Organisation,11,Switzerland,6,Earmarked contributions through,2015,15244316.74,15244316.74
41301,Food and Agricultural Organisation,Food and Agriculture Organisation,8,Norway,5,Earmarked contributions through,2015,24250005.69,24250005.69
41301,Food and Agricultural Organisation,Food and Agriculture Organisation,701,Japan,4,Earmarked contributions through,2015,28461302.16,28461302.16
41302,International Labour Organisation - Assessed Contributions,International Labour Organisation,7,Netherlands,6,Earmarked contributions through,2015,9796974.18,9796974.18
41302,International Labour Organisation - Assessed Contributions,International Labour Organisation,18,Finland,10,Earmarked contributions through,2015,4647809.21,4647809.21
41302,International Labour Organisation - Assessed Contributions,International Labour Organisation,301,Canada,7,Earmarked contributions through,2015,8497277.63,9066752.72
41302,International Labour Organisation - Assessed Contributions,International Labour Organisation,3,Denmark,9,Earmarked contributions through,2015,4873622.39,4873622.39
41302,International Labour Organisation - Assessed Contributions,International Labour Organisation,801,Australia,8,Earmarked contributions through,2015,6003441.28,6003441.28
41302,International Labour Organisation - Assessed Contributions,International Labour Organisation,10,Sweden,4,Earmarked contributions through,2015,8279241.93,10482271.60
41302,International Labour Organisation - Assessed Contributions,International Labour Organisation,0,Other,11,Earmarked contributions through,2015,4677758.96,18747683.90
41302,International Labour Organisation - Assessed Contributions,International Labour Organisation,302,United States,1,Earmarked contributions through,2015,17963221.00,17963221.00
41302,International Labour Organisation - Assessed Contributions,International Labour Organisation,11,Switzerland,2,Earmarked contributions through,2015,14240540.37,14240540.37
41302,International Labour Organisation - Assessed Contributions,International Labour Organisation,918,EU Institutions,3,Earmarked contributions through,2015,12175806.99,12793732.67
41307,World Health Organisation - assessed contributions,World Health Organisation,0,Other,11,Earmarked contributions through,2015,13591917.25,31328841.77
41307,World Health Organisation - assessed contributions,World Health Organisation,302,United States,1,Earmarked contributions through,2015,162982871.00,162982871.00
41307,World Health Organisation - assessed contributions,World Health Organisation,12,United Kingdom,2,Earmarked contributions through,2015,5467022.15,156074755.11
41307,World Health Organisation - assessed contributions,World Health Organisation,918,EU Institutions,3,Earmarked contributions through,2015,32078591.24,47852479.20
41307,World Health Organisation - assessed contributions,World Health Organisation,4,France,5,Earmarked contributions through,2015,14420410.43,19966722.13
41307,World Health Organisation - assessed contributions,World Health Organisation,742,Korea,10,Earmarked contributions through,2015,2034808.00,10118281.00
41311,United Nations Peacebuilding Fund (Window One:  Flexible Contributions Only),UN Peacebuilding Fund,21,Ireland,2,Earmarked contributions through,2015,554631.17,554631.17
41312,International Atomic Energy Agency - assessed contributions,International Atomic Energy Agency,0,Other,11,Earmarked contributions through,2015,3556.59,3556.59
41312,International Atomic Energy Agency - assessed contributions,International Atomic Energy Agency,12,United Kingdom,3,Earmarked contributions through,2015,550038.20,550038.20
41312,International Atomic Energy Agency - assessed contributions,International Atomic Energy Agency,742,Korea,4,Earmarked contributions through,2015,132050.00,332050.00
41312,International Atomic Energy Agency - assessed contributions,International Atomic Energy Agency,21,Ireland,5,Earmarked contributions through,2015,214198.56,214198.56
41312,International Atomic Energy Agency - assessed contributions,International Atomic Energy Agency,2,Belgium,7,Earmarked contributions through,2015,166389.35,166389.35
41314,United Nations Economic Commission for Europe (extrabudgetary contributions only),United Nations Economic Commission for Europe,6,Italy,4,Earmarked contributions through,2015,382247.91,382247.91
41314,United Nations Economic Commission for Europe (extrabudgetary contributions only),United Nations Economic Commission for Europe,11,Switzerland,3,Earmarked contributions through,2015,535595.97,535595.97
41314,United Nations Economic Commission for Europe (extrabudgetary contributions only),United Nations Economic Commission for Europe,18,Finland,2,Earmarked contributions through,2015,2980154.90,2980154.90
41314,United Nations Economic Commission for Europe (extrabudgetary contributions only),United Nations Economic Commission for Europe,12,United Kingdom,1,Earmarked contributions through,2015,3940761.34,3940761.34
41314,United Nations Economic Commission for Europe (extrabudgetary contributions only),United Nations Economic Commission for Europe,5,Germany,5,Earmarked contributions through,2015,309457.95,309457.95
41314,United Nations Economic Commission for Europe (extrabudgetary contributions only),United Nations Economic Commission for Europe,50,Spain,10,Earmarked contributions through,2015,3327.79,3327.79
41314,United Nations Economic Commission for Europe (extrabudgetary contributions only),United Nations Economic Commission for Europe,8,Norway,9,Earmarked contributions through,2015,4712.13,4712.13
41314,United Nations Economic Commission for Europe (extrabudgetary contributions only),United Nations Economic Commission for Europe,1,Austria,8,Earmarked contributions through,2015,72102.05,72102.05
41314,United Nations Economic Commission for Europe (extrabudgetary contributions only),United Nations Economic Commission for Europe,75,Hungary,7,Earmarked contributions through,2015,89696.00,89696.00
41314,United Nations Economic Commission for Europe (extrabudgetary contributions only),United Nations Economic Commission for Europe,10,Sweden,6,Earmarked contributions through,2015,130497.19,130497.19
42001,European Commission - Development Share of Budget,EU Institutions,1,Austria,9,Earmarked contributions through,2015,5664304.71,7882829.40
42001,European Commission - Development Share of Budget,EU Institutions,7,Netherlands,8,Earmarked contributions through,2015,5546311.70,9262340.54
42001,European Commission - Development Share of Budget,EU Institutions,10,Sweden,5,Earmarked contributions through,2015,3326017.58,19736214.46
42001,European Commission - Development Share of Budget,EU Institutions,18,Finland,4,Earmarked contributions through,2015,8366654.32,20568540.07
42001,European Commission - Development Share of Budget,EU Institutions,3,Denmark,3,Earmarked contributions through,2015,0.00,39144105.93
42001,European Commission - Development Share of Budget,EU Institutions,0,Other,11,Earmarked contributions through,2015,8307211.32,21261749.92
42003,European Commission - European Development Fund,EU Institutions,3,Denmark,3,Earmarked contributions through,2015,2230350.61,39144105.93
42003,European Commission - European Development Fund,EU Institutions,12,United Kingdom,1,Earmarked contributions through,2015,82918258.21,96795672.65
42003,European Commission - European Development Fund,EU Institutions,6,Italy,6,Earmarked contributions through,2015,15529672.77,15529672.77
42004,European Investment Bank,EU Institutions,0,Other,11,Earmarked contributions through,2015,1608430.40,21261749.92
42004,European Investment Bank,EU Institutions,12,United Kingdom,1,Earmarked contributions through,2015,11917494.27,96795672.65
42004,European Investment Bank,EU Institutions,10,Sweden,5,Earmarked contributions through,2015,235996.58,19736214.46
42004,European Investment Bank,EU Institutions,1,Austria,9,Earmarked contributions through,2015,2218524.68,7882829.40
42004,European Investment Bank,EU Institutions,5,Germany,7,Earmarked contributions through,2015,3327787.02,12722537.05
42004,European Investment Bank,EU Institutions,918,EU Institutions,2,Earmarked contributions through,2015,73521819.19,74001053.80
42999,"European Union Institutions, Other",EU Institutions,12,United Kingdom,1,Earmarked contributions through,2015,1959920.17,96795672.65
42999,"European Union Institutions, Other",EU Institutions,7,Netherlands,8,Earmarked contributions through,2015,3716028.84,9262340.54
42999,"European Union Institutions, Other",EU Institutions,8,Norway,10,Earmarked contributions through,2015,7649545.16,7649545.16
42999,"European Union Institutions, Other",EU Institutions,918,EU Institutions,2,Earmarked contributions through,2015,479234.61,74001053.80
42999,"European Union Institutions, Other",EU Institutions,18,Finland,4,Earmarked contributions through,2015,12201885.75,20568540.07
42999,"European Union Institutions, Other",EU Institutions,10,Sweden,5,Earmarked contributions through,2015,16174200.30,19736214.46
42999,"European Union Institutions, Other",EU Institutions,3,Denmark,3,Earmarked contributions through,2015,36913755.32,39144105.93
42999,"European Union Institutions, Other",EU Institutions,0,Other,11,Earmarked contributions through,2015,11346108.21,21261749.92
42999,"European Union Institutions, Other",EU Institutions,5,Germany,7,Earmarked contributions through,2015,9394750.03,12722537.05
43001,International Monetary Fund - Poverty Reduction and Growth Trust,International Monetary Fund,2,Belgium,9,Earmarked contributions through,2015,1663893.51,1663893.51
43001,International Monetary Fund - Poverty Reduction and Growth Trust,International Monetary Fund,0,Other,11,Earmarked contributions through,2015,669105.18,3562804.01
43001,International Monetary Fund - Poverty Reduction and Growth Trust,International Monetary Fund,918,EU Institutions,2,Earmarked contributions through,2015,10371602.88,14003749.31
43001,International Monetary Fund - Poverty Reduction and Growth Trust,International Monetary Fund,7,Netherlands,6,Earmarked contributions through,2015,2548627.80,2548627.80
43005,International Monetary Fund - Post-Catastrophe Debt Relief Trust,International Monetary Fund,12,United Kingdom,1,Earmarked contributions through,2015,42014660.41,55044177.60
43006,Catastrophe Containment and Relief Trust,International Monetary Fund,9,Portugal,7,Earmarked contributions through,2015,2075716.03,2075716.03
43999,"International Monetary Fund, Other",International Monetary Fund,0,Other,11,Earmarked contributions through,2015,2893698.83,3562804.01
43999,"International Monetary Fund, Other",International Monetary Fund,12,United Kingdom,1,Earmarked contributions through,2015,13029517.19,55044177.60
43999,"International Monetary Fund, Other",International Monetary Fund,918,EU Institutions,2,Earmarked contributions through,2015,3632146.42,14003749.31
43999,"International Monetary Fund, Other",International Monetary Fund,11,Switzerland,3,Earmarked contributions through,2015,7723019.85,7723019.85
43999,"International Monetary Fund, Other",International Monetary Fund,22,Luxembourg,4,Earmarked contributions through,2015,3605102.61,3605102.61
43999,"International Monetary Fund, Other",International Monetary Fund,301,Canada,5,Earmarked contributions through,2015,3129155.91,3129155.91
43999,"International Monetary Fund, Other",International Monetary Fund,820,New Zealand,10,Earmarked contributions through,2015,1241110.03,1241110.03
43999,"International Monetary Fund, Other",International Monetary Fund,8,Norway,8,Earmarked contributions through,2015,1891433.97,1891433.97
44001,International Bank for Reconstruction and Development,World Bank Group,801,Australia,6,Earmarked contributions through,2015,150103756.86,172026861.52
44001,International Bank for Reconstruction and Development,World Bank Group,301,Canada,8,Earmarked contributions through,2015,7822889.78,140650707.97
44001,International Bank for Reconstruction and Development,World Bank Group,10,Sweden,10,Earmarked contributions through,2015,0.00,113981540.34
44001,International Bank for Reconstruction and Development,World Bank Group,12,United Kingdom,1,Earmarked contributions through,2015,737114900.57,841224937.80
44001,International Bank for Reconstruction and Development,World Bank Group,7,Netherlands,5,Earmarked contributions through,2015,23678025.51,184138633.85
44001,International Bank for Reconstruction and Development,World Bank Group,918,EU Institutions,2,Earmarked contributions through,2015,114920066.56,229281541.87
44001,International Bank for Reconstruction and Development,World Bank Group,701,Japan,3,Earmarked contributions through,2015,124199320.86,190161292.91
44001,International Bank for Reconstruction and Development,World Bank Group,8,Norway,4,Earmarked contributions through,2015,88666713.17,187888258.92
44001,International Bank for Reconstruction and Development,World Bank Group,11,Switzerland,9,Earmarked contributions through,2015,65743393.95,133625348.64
44001,International Bank for Reconstruction and Development,World Bank Group,0,Other,11,Earmarked contributions through,2015,147303711.44,297833740.54
44001,International Bank for Reconstruction and Development,World Bank Group,302,United States,7,Earmarked contributions through,2015,3500000.00,163418731.00
44002,International Development Association,World Bank Group,11,Switzerland,9,Earmarked contributions through,2015,15771313.52,133625348.64
44002,International Development Association,World Bank Group,10,Sweden,10,Earmarked contributions through,2015,33217467.64,113981540.34
44002,International Development Association,World Bank Group,8,Norway,4,Earmarked contributions through,2015,0.00,187888258.92
44002,International Development Association,World Bank Group,302,United States,7,Earmarked contributions through,2015,10373156.00,163418731.00
44002,International Development Association,World Bank Group,12,United Kingdom,1,Earmarked contributions through,2015,33845956.94,841224937.80
44002,International Development Association,World Bank Group,918,EU Institutions,2,Earmarked contributions through,2015,92644193.01,229281541.87
44002,International Development Association,World Bank Group,0,Other,11,Earmarked contributions through,2015,4090888.52,297833740.54
44003,International Development Association - Heavily Indebted Poor Countries Debt Initiative Trust Fund,World Bank Group,8,Norway,4,Earmarked contributions through,2015,0.00,187888258.92
44003,International Development Association - Heavily Indebted Poor Countries Debt Initiative Trust Fund,World Bank Group,7,Netherlands,5,Earmarked contributions through,2015,20963408.32,184138633.85
44003,International Development Association - Heavily Indebted Poor Countries Debt Initiative Trust Fund,World Bank Group,918,EU Institutions,2,Earmarked contributions through,2015,0.00,229281541.87
44004,International Finance Corporation,World Bank Group,11,Switzerland,9,Earmarked contributions through,2015,36898301.99,133625348.64
44004,International Finance Corporation,World Bank Group,0,Other,11,Earmarked contributions through,2015,36279963.98,297833740.54
44004,International Finance Corporation,World Bank Group,10,Sweden,10,Earmarked contributions through,2015,2638167.82,113981540.34
44004,International Finance Corporation,World Bank Group,12,United Kingdom,1,Earmarked contributions through,2015,46078430.82,841224937.80
