ISO,FIPS,DHSCC,SVYTYPE,SVYYEAR,CNTRYNAMEE,CNTRYNAMEF,CNTRYNAMES,DHSREGEN,DHSREGFR,DHSREGSP,SVYID,REG_ID,Svy_Map,MULTLEVEL,LEVELRNK,REGVAR,REGCODE,REGNAME,OTHREGVAR,OTHREGCO,OTHREGNA,LEVELCO,LEVELNA,REPALLIND,REGNOTES,SVYNOTES,uniqueid,p20,poor.pop,pop.2001
CF,CT,CF,DHS,1994.00000000000,CAR,,,Region 5,,,66.00000000000,CFDHS1994393005,yes,no,1.00000000000,hv024,5.00000000000,rs v,NULL,9999.00000000000,NULL,Groups of Admin1 and the Capital City,Groups of Prefectures plus the Capital as its own Region,yes,,6 regions as 5 groups of admin1 areas plus the Capital as its own region,11,0.971120535102705,0,0
CF,CT,CF,DHS,1994.00000000000,CAR,,,Bangui,,,66.00000000000,CFDHS1994393006,yes,no,1.00000000000,hv024,6.00000000000,bangui,NULL,9999.00000000000,NULL,Groups of Admin1 and the Capital City,Groups of Prefectures plus the Capital as its own Region,yes,,6 regions as 5 groups of admin1 areas plus the Capital as its own region,12,,0,0
SZ,WZ,SZ,DHS,2006.00000000000,Swaziland,,,Hhohho,,,259.00000000000,SZDHS2006502001,yes,no,1.00000000000,hv024,1.00000000000,hhohho,NULL,9999.00000000000,NULL,Admin1,Regions,no,,4 regions as the 4 admin1 areas,13,0.490033908422576,0,0
SZ,WZ,SZ,DHS,2006.00000000000,Swaziland,,,Manzini,,,259.00000000000,SZDHS2006502002,yes,no,1.00000000000,hv024,2.00000000000,manzini,NULL,9999.00000000000,NULL,Admin1,Regions,no,,4 regions as the 4 admin1 areas,14,0.416734002345545,0,0
SZ,WZ,SZ,DHS,2006.00000000000,Swaziland,,,Shiselweni,,,259.00000000000,SZDHS2006502003,yes,no,1.00000000000,hv024,3.00000000000,shiselweni,NULL,9999.00000000000,NULL,Admin1,Regions,no,,4 regions as the 4 admin1 areas,15,0.744603147543367,0,0
SZ,WZ,SZ,DHS,2006.00000000000,Swaziland,,,Lubombo,,,259.00000000000,SZDHS2006502004,yes,no,1.00000000000,hv024,4.00000000000,lubombo,NULL,9999.00000000000,NULL,Admin1,Regions,no,,4 regions as the 4 admin1 areas,16,0.580890825168383,0,0
CM,CM,CM,DHS,2011.00000000000,Cameroon,,,Adamawa,Adamaoua,,337.00000000000,CMDHS2011396005,yes,no,1.00000000000,hv024,1.00000000000,adamaoua,NULL,9999.00000000000,NULL,Other,"Provinces, plus Douala and Yaounde as their own separate Regions",yes,,12 regions as the 10 admin1 areas plus two cities as their own regions (Douala and Yaounde),17,0.431779339231927,0,0
CM,CM,CM,DHS,2011.00000000000,Cameroon,,,Centre,Centre,,337.00000000000,CMDHS2011396009,yes,no,1.00000000000,hv024,2.00000000000,centre,NULL,9999.00000000000,NULL,Other,"Provinces, plus Douala and Yaounde as their own separate Regions",yes,,12 regions as the 10 admin1 areas plus two cities as their own regions (Douala and Yaounde),18,0.283930280470826,0,0
CM,CM,CM,DHS,2011.00000000000,Cameroon,,,Douala,Douala,,337.00000000000,CMDHS2011396003,yes,no,1.00000000000,hv024,3.00000000000,douala,NULL,9999.00000000000,NULL,Other,"Provinces, plus Douala and Yaounde as their own separate Regions",yes,,12 regions as the 10 admin1 areas plus two cities as their own regions (Douala and Yaounde),19,0.000000000000000,0,0
CM,CM,CM,DHS,2011.00000000000,Cameroon,,,East,Est,,337.00000000000,CMDHS2011396011,yes,no,1.00000000000,hv024,4.00000000000,est,NULL,9999.00000000000,NULL,Other,"Provinces, plus Douala and Yaounde as their own separate Regions",yes,,12 regions as the 10 admin1 areas plus two cities as their own regions (Douala and Yaounde),20,0.515554041045104,0,0
CM,CM,CM,DHS,2011.00000000000,Cameroon,,,Far North,ExtrÃƒÂªme-Nord,,337.00000000000,CMDHS2011396007,yes,no,1.00000000000,hv024,5.00000000000,extreme-nord,NULL,9999.00000000000,NULL,Other,"Provinces, plus Douala and Yaounde as their own separate Regions",yes,,12 regions as the 10 admin1 areas plus two cities as their own regions (Douala and Yaounde),21,0.814587820336573,0,0
CM,CM,CM,DHS,2011.00000000000,Cameroon,,,Littoral,Littoral,,337.00000000000,CMDHS2011396014,yes,no,1.00000000000,hv024,6.00000000000,littoral,NULL,9999.00000000000,NULL,Other,"Provinces, plus Douala and Yaounde as their own separate Regions",yes,,12 regions as the 10 admin1 areas plus two cities as their own regions (Douala and Yaounde),22,0.155869449497506,0,0
CM,CM,CM,DHS,2011.00000000000,Cameroon,,,North,Nord,,337.00000000000,CMDHS2011396006,yes,no,1.00000000000,hv024,7.00000000000,nord,NULL,9999.00000000000,NULL,Other,"Provinces, plus Douala and Yaounde as their own separate Regions",yes,,12 regions as the 10 admin1 areas plus two cities as their own regions (Douala and Yaounde),23,0.700010621597025,0,0
CM,CM,CM,DHS,2011.00000000000,Cameroon,,,Northwest,Nord-Ouest,,337.00000000000,CMDHS2011396016,yes,no,1.00000000000,hv024,8.00000000000,nord-ouest,NULL,9999.00000000000,NULL,Other,"Provinces, plus Douala and Yaounde as their own separate Regions",yes,,12 regions as the 10 admin1 areas plus two cities as their own regions (Douala and Yaounde),24,0.449820399378013,0,0
CM,CM,CM,DHS,2011.00000000000,Cameroon,,,South,Sud,,337.00000000000,CMDHS2011396010,yes,no,1.00000000000,hv024,10.00000000000,sud,NULL,9999.00000000000,NULL,Other,"Provinces, plus Douala and Yaounde as their own separate Regions",yes,,12 regions as the 10 admin1 areas plus two cities as their own regions (Douala and Yaounde),25,0.361115075877685,0,0
CM,CM,CM,DHS,2011.00000000000,Cameroon,,,Southwest,Sud-Ouest,,337.00000000000,CMDHS2011396017,yes,no,1.00000000000,hv024,11.00000000000,sud-ouest,NULL,9999.00000000000,NULL,Other,"Provinces, plus Douala and Yaounde as their own separate Regions",yes,,12 regions as the 10 admin1 areas plus two cities as their own regions (Douala and Yaounde),26,0.227992680518066,0,0
CM,CM,CM,DHS,2011.00000000000,Cameroon,,,West,Ouest,,337.00000000000,CMDHS2011396013,yes,no,1.00000000000,hv024,9.00000000000,ouest,NULL,9999.00000000000,NULL,Other,"Provinces, plus Douala and Yaounde as their own separate Regions",yes,,12 regions as the 10 admin1 areas plus two cities as their own regions (Douala and Yaounde),27,0.375550704516745,0,0
CM,CM,CM,DHS,2011.00000000000,Cameroon,,,Yaounde,YaoundÃƒÂ©,,337.00000000000,CMDHS2011396002,yes,no,1.00000000000,hv024,12.00000000000,yaounde,NULL,9999.00000000000,NULL,Other,"Provinces, plus Douala and Yaounde as their own separate Regions",yes,,12 regions as the 10 admin1 areas plus two cities as their own regions (Douala and Yaounde),28,0.000916152349956,0,0
ML,ML,ML,DHS,2012.00000000000,Mali,,,Bamako,Bamako,,405.00000000000,MLDHS2012427014,yes,no,1.00000000000,hv024,9.00000000000,Bamako,NULL,9999.00000000000,NULL,Other,Regions and one partial region,no,,"10 regions as the 9 admin1 areas, with Mopti split into two sections: Surveyed and Non-Surveyed. Tombouctou, Gao, Kidal, and part of Mopti regions were not surveyed.",29,0.034753756388784,0,0
ML,ML,ML,DHS,2012.00000000000,Mali,,,Gao,Gao,,405.00000000000,Excluded,yes,no,1.00000000000,hv024,9999.00000000000,NULL,NULL,9999.00000000000,NULL,Other,Regions and one partial region,no,Gao region was excluded from the survey,"10 regions as the 9 admin1 areas, with Mopti split into two sections: Surveyed and Non-Surveyed. Tombouctou, Gao, Kidal, and part of Mopti regions were not surveyed.",30,,0,0
ML,ML,ML,DHS,2012.00000000000,Mali,,,Kayes,Kayes,,405.00000000000,MLDHS2012427002,yes,no,1.00000000000,hv024,1.00000000000,Kayes,NULL,9999.00000000000,NULL,Other,Regions and one partial region,no,,"10 regions as the 9 admin1 areas, with Mopti split into two sections: Surveyed and Non-Surveyed. Tombouctou, Gao, Kidal, and part of Mopti regions were not surveyed.",31,0.707995673972150,0,0
ML,ML,ML,DHS,2012.00000000000,Mali,,,Kidal,Kidal,,405.00000000000,Excluded,yes,no,1.00000000000,hv024,9999.00000000000,NULL,NULL,9999.00000000000,NULL,Other,Regions and one partial region,no,Kidal region was excluded from the survey,"10 regions as the 9 admin1 areas, with Mopti split into two sections: Surveyed and Non-Surveyed. Tombouctou, Gao, Kidal, and part of Mopti regions were not surveyed.",32,,0,0
ML,ML,ML,DHS,2012.00000000000,Mali,,,Koulikoro,Koulikoro,,405.00000000000,MLDHS2012427003,yes,no,1.00000000000,hv024,2.00000000000,Koulikoro,NULL,9999.00000000000,NULL,Other,Regions and one partial region,no,,"10 regions as the 9 admin1 areas, with Mopti split into two sections: Surveyed and Non-Surveyed. Tombouctou, Gao, Kidal, and part of Mopti regions were not surveyed.",33,0.698709166167330,0,0
ML,ML,ML,DHS,2012.00000000000,Mali,,,Mopti,Mopti,,405.00000000000,MLDHS2012427008,yes,no,1.00000000000,hv024,5.00000000000,Mopti,NULL,9999.00000000000,NULL,Other,Regions and one partial region,no,"Douentza, Tenenkou, and Youwarou Cercles from the Mopti region were not surveyed","10 regions as the 9 admin1 areas, with Mopti split into two sections: Surveyed and Non-Surveyed. Tombouctou, Gao, Kidal, and part of Mopti regions were not surveyed.",34,0.903919779329158,0,0
ML,ML,ML,DHS,2012.00000000000,Mali,,,Mopti (Not Surveyed),Mopti (Non EnquÃƒÂªtÃƒÂ©e),,405.00000000000,Excluded,yes,no,1.00000000000,hv024,9999.00000000000,NULL,NULL,9999.00000000000,NULL,Other,Regions and one partial region,no,"Douentza, Tenenkou, and Youwarou Cercles from the Mopti region were not surveyed","10 regions as the 9 admin1 areas, with Mopti split into two sections: Surveyed and Non-Surveyed. Tombouctou, Gao, Kidal, and part of Mopti regions were not surveyed.",35,,0,0
ML,ML,ML,DHS,2012.00000000000,Mali,,,Segou,SÃƒÂ©gou,,405.00000000000,MLDHS2012427006,yes,no,1.00000000000,hv024,4.00000000000,Segou,NULL,9999.00000000000,NULL,Other,Regions and one partial region,no,,"10 regions as the 9 admin1 areas, with Mopti split into two sections: Surveyed and Non-Surveyed. Tombouctou, Gao, Kidal, and part of Mopti regions were not surveyed.",36,0.854712619827778,0,0
ML,ML,ML,DHS,2012.00000000000,Mali,,,Sikasso,Sikasso,,405.00000000000,MLDHS2012427005,yes,no,1.00000000000,hv024,3.00000000000,Sikasso,NULL,9999.00000000000,NULL,Other,Regions and one partial region,no,,"10 regions as the 9 admin1 areas, with Mopti split into two sections: Surveyed and Non-Surveyed. Tombouctou, Gao, Kidal, and part of Mopti regions were not surveyed.",37,0.768274374981525,0,0
ML,ML,ML,DHS,2012.00000000000,Mali,,,Tombouctou,Tombouctou,,405.00000000000,Excluded,yes,no,1.00000000000,hv024,9999.00000000000,NULL,NULL,9999.00000000000,NULL,Other,Regions and one partial region,no,Tombouctou region was excluded from the survey,"10 regions as the 9 admin1 areas, with Mopti split into two sections: Surveyed and Non-Surveyed. Tombouctou, Gao, Kidal, and part of Mopti regions were not surveyed.",38,,0,0
ET,ET,ET,DHS,2005.00000000000,Ethiopia,,,Tigray,,,248.00000000000,ETDHS2005406001,yes,no,1.00000000000,hv024,1.00000000000,tigray,NULL,9999.00000000000,NULL,Admin1,States,no,,11 regions as the 11 admin1 areas,39,0.554533502308315,0,0
ET,ET,ET,DHS,2005.00000000000,Ethiopia,,,Affar,,,248.00000000000,ETDHS2005406002,yes,no,1.00000000000,hv024,2.00000000000,afar,NULL,9999.00000000000,NULL,Admin1,States,no,,11 regions as the 11 admin1 areas,40,0.709892018974625,0,0
ET,ET,ET,DHS,2005.00000000000,Ethiopia,,,Amhara,,,248.00000000000,ETDHS2005406003,yes,no,1.00000000000,hv024,3.00000000000,amhara,NULL,9999.00000000000,NULL,Admin1,States,no,,11 regions as the 11 admin1 areas,41,0.434388636510240,0,0
ET,ET,ET,DHS,2005.00000000000,Ethiopia,,,Oromiya,,,248.00000000000,ETDHS2005406004,yes,no,1.00000000000,hv024,4.00000000000,oromiya,NULL,9999.00000000000,NULL,Admin1,States,no,,11 regions as the 11 admin1 areas,42,0.448602885281642,0,0
ET,ET,ET,DHS,2005.00000000000,Ethiopia,,,Somali,,,248.00000000000,ETDHS2005406005,yes,no,1.00000000000,hv024,5.00000000000,somali,NULL,9999.00000000000,NULL,Admin1,States,no,,11 regions as the 11 admin1 areas,43,0.798790317860151,0,0
ET,ET,ET,DHS,2005.00000000000,Ethiopia,,,Benishangul-Gumuz,,,248.00000000000,ETDHS2005406006,yes,no,1.00000000000,hv024,6.00000000000,ben-gumz,NULL,9999.00000000000,NULL,Admin1,States,no,,11 regions as the 11 admin1 areas,44,0.425795475480952,0,0
ET,ET,ET,DHS,2005.00000000000,Ethiopia,,,SNNP,,,248.00000000000,ETDHS2005406007,yes,no,1.00000000000,hv024,7.00000000000,snnp,NULL,9999.00000000000,NULL,Admin1,States,no,,11 regions as the 11 admin1 areas,45,0.325706936823445,0,0
ET,ET,ET,DHS,2005.00000000000,Ethiopia,,,Gambela,,,248.00000000000,ETDHS2005406012,yes,no,1.00000000000,hv024,12.00000000000,gambela,NULL,9999.00000000000,NULL,Admin1,States,no,,11 regions as the 11 admin1 areas,46,0.593401906417897,0,0
ET,ET,ET,DHS,2005.00000000000,Ethiopia,,,Harari,,,248.00000000000,ETDHS2005406013,yes,no,1.00000000000,hv024,13.00000000000,harari,NULL,9999.00000000000,NULL,Admin1,States,no,,11 regions as the 11 admin1 areas,47,0.116734567586065,0,0
ET,ET,ET,DHS,2005.00000000000,Ethiopia,,,Addis Ababa,,,248.00000000000,ETDHS2005406014,yes,no,1.00000000000,hv024,14.00000000000,addis abeba,NULL,9999.00000000000,NULL,Admin1,States,no,,11 regions as the 11 admin1 areas,48,0.002361733842098,0,0
ET,ET,ET,DHS,2005.00000000000,Ethiopia,,,Dire Dawa,,,248.00000000000,ETDHS2005406015,yes,no,1.00000000000,hv024,15.00000000000,dire dawa,NULL,9999.00000000000,NULL,Admin1,States,no,,11 regions as the 11 admin1 areas,49,0.190315724234540,0,0
GY,GY,GY,DHS,2009.00000000000,Guyana,,,Region 1,,,309.00000000000,GYDHS2009478001,yes,no,1.00000000000,hv024,1.00000000000,region 1,NULL,9999.00000000000,NULL,Admin1,Regions,no,Also called Barima-Waini region,10 regions as the 10 admin1 areas,50,0.623046506924304,0,0
GY,GY,GY,DHS,2009.00000000000,Guyana,,,Region 2,,,309.00000000000,GYDHS2009478002,yes,no,1.00000000000,hv024,2.00000000000,region 2,NULL,9999.00000000000,NULL,Admin1,Regions,no,Also called Pomeroon-Supenaam region,10 regions as the 10 admin1 areas,51,0.230807845472411,0,0
GY,GY,GY,DHS,2009.00000000000,Guyana,,,Region 3,,,309.00000000000,GYDHS2009478003,yes,no,1.00000000000,hv024,3.00000000000,region 3,NULL,9999.00000000000,NULL,Admin1,Regions,no,Also called Essequibo Islands-West Demerara region,10 regions as the 10 admin1 areas,52,0.090170537936184,0,0
GY,GY,GY,DHS,2009.00000000000,Guyana,,,Region 4,,,309.00000000000,GYDHS2009478004,yes,no,1.00000000000,hv024,4.00000000000,region 4,NULL,9999.00000000000,NULL,Admin1,Regions,no,Also called Demerara-Mahaica region,10 regions as the 10 admin1 areas,53,0.050733992401074,0,0
GY,GY,GY,DHS,2009.00000000000,Guyana,,,Region 5,,,309.00000000000,GYDHS2009478005,yes,no,1.00000000000,hv024,5.00000000000,region 5,NULL,9999.00000000000,NULL,Admin1,Regions,no,Also called Mahaica-Berbice region,10 regions as the 10 admin1 areas,54,0.109047844012310,0,0
GY,GY,GY,DHS,2009.00000000000,Guyana,,,Region 6,,,309.00000000000,GYDHS2009478006,yes,no,1.00000000000,hv024,6.00000000000,region 6,NULL,9999.00000000000,NULL,Admin1,Regions,no,Also called East Berbice-Corentyne region,10 regions as the 10 admin1 areas,55,0.065401521741104,0,0
GY,GY,GY,DHS,2009.00000000000,Guyana,,,Region 7,,,309.00000000000,GYDHS2009478007,yes,no,1.00000000000,hv024,7.00000000000,region 7,NULL,9999.00000000000,NULL,Admin1,Regions,no,Also called Cuyuni-Mazaruni region,10 regions as the 10 admin1 areas,56,0.384620088397737,0,0
GY,GY,GY,DHS,2009.00000000000,Guyana,,,Region 8,,,309.00000000000,GYDHS2009478008,yes,no,1.00000000000,hv024,8.00000000000,region 8,NULL,9999.00000000000,NULL,Admin1,Regions,no,Also called Potaro-Siparuni region,10 regions as the 10 admin1 areas,57,0.618643068368966,0,0
GY,GY,GY,DHS,2009.00000000000,Guyana,,,Region 9,,,309.00000000000,GYDHS2009478009,yes,no,1.00000000000,hv024,9.00000000000,region 9,NULL,9999.00000000000,NULL,Admin1,Regions,no,Also called Upper Takutu-Upper Essequibo region,10 regions as the 10 admin1 areas,58,0.743408500442556,0,0
GY,GY,GY,DHS,2009.00000000000,Guyana,,,Region 10,,,309.00000000000,GYDHS2009478010,yes,no,1.00000000000,hv024,10.00000000000,region 10,NULL,9999.00000000000,NULL,Admin1,Regions,no,Also called Upper Demerara-Berbice region,10 regions as the 10 admin1 areas,59,0.053091162704584,0,0
KG,KG,KY,DHS,2012.00000000000,Kyrgyz Republic,,,Bishkek City,,,383.00000000000,KYDHS2012420001,yes,no,1.00000000000,hv024,8.00000000000,Bishkek City,NULL,9999.00000000000,NULL,Admin1,Provinces and 2 independent cities,yes,,9 regions as the 9 admin1 areas. Bishkek and Osh cities are admin1 level independent cities,60,0.003924124363484,0,0
KG,KG,KY,DHS,2012.00000000000,Kyrgyz Republic,,,Batken,,,383.00000000000,KYDHS2012420008,yes,no,1.00000000000,hv024,4.00000000000,Batken,NULL,9999.00000000000,NULL,Admin1,Provinces and 2 independent cities,yes,,9 regions as the 9 admin1 areas. Bishkek and Osh cities are admin1 level independent cities,61,0.047730011038521,0,0
KG,KG,KY,DHS,2012.00000000000,Kyrgyz Republic,,,Osh City,,,383.00000000000,KYDHS2012420012,yes,no,1.00000000000,hv024,9.00000000000,Osh City,NULL,9999.00000000000,NULL,Admin1,Provinces and 2 independent cities,yes,The region of Osh City is separate from the region of Osh Oblast,9 regions as the 9 admin1 areas. Bishkek and Osh cities are admin1 level independent cities,62,0.008023954458700,0,0
KG,KG,KY,DHS,2012.00000000000,Kyrgyz Republic,,,Djalal-Abad,,,383.00000000000,KYDHS2012420006,yes,no,1.00000000000,hv024,2.00000000000,Djalal-Abad,NULL,9999.00000000000,NULL,Admin1,Provinces and 2 independent cities,yes,,9 regions as the 9 admin1 areas. Bishkek and Osh cities are admin1 level independent cities,63,0.150333399676367,0,0
KG,KG,KY,DHS,2012.00000000000,Kyrgyz Republic,,,Naryn,,,383.00000000000,KYDHS2012420007,yes,no,1.00000000000,hv024,3.00000000000,Naryn,NULL,9999.00000000000,NULL,Admin1,Provinces and 2 independent cities,yes,,9 regions as the 9 admin1 areas. Bishkek and Osh cities are admin1 level independent cities,64,0.358511098900218,0,0
KG,KG,KY,DHS,2012.00000000000,Kyrgyz Republic,,,Talas,,,383.00000000000,KYDHS2012420010,yes,no,1.00000000000,hv024,6.00000000000,Talas,NULL,9999.00000000000,NULL,Admin1,Provinces and 2 independent cities,yes,,9 regions as the 9 admin1 areas. Bishkek and Osh cities are admin1 level independent cities,65,0.210849425853318,0,0
KG,KG,KY,DHS,2012.00000000000,Kyrgyz Republic,,,Issyk-Kul,,,383.00000000000,KYDHS2012420005,yes,no,1.00000000000,hv024,1.00000000000,Issyk-Kul,NULL,9999.00000000000,NULL,Admin1,Provinces and 2 independent cities,yes,,9 regions as the 9 admin1 areas. Bishkek and Osh cities are admin1 level independent cities,66,0.254507092210783,0,0
KG,KG,KY,DHS,2012.00000000000,Kyrgyz Republic,,,Chui,,,383.00000000000,KYDHS2012420011,yes,no,1.00000000000,hv024,7.00000000000,Chui,NULL,9999.00000000000,NULL,Admin1,Provinces and 2 independent cities,yes,,9 regions as the 9 admin1 areas. Bishkek and Osh cities are admin1 level independent cities,67,0.059278430294956,0,0
KG,KG,KY,DHS,2012.00000000000,Kyrgyz Republic,,,Osh Oblast,,,383.00000000000,KYDHS2012420009,yes,no,1.00000000000,hv024,5.00000000000,Osh Oblast,NULL,9999.00000000000,NULL,Admin1,Provinces and 2 independent cities,yes,The region of Osh City is separate from the region of Osh Oblast,9 regions as the 9 admin1 areas. Bishkek and Osh cities are admin1 level independent cities,68,0.216676638270872,0,0
BJ,BN,BJ,DHS,2012.00000000000,Benin,BÃƒÂ©nin,BenÃƒÂ­n,Alibori,Alibori,,420.00000000000,BJDHS2012387009,yes,no,1.00000000000,hv024,1.00000000000,alibori,NULL,9999.00000000000,NULL,Admin1,Departments,yes,,12 regions as the 12 admin1 areas,69,0.947650261124631,0,0
BJ,BN,BJ,DHS,2012.00000000000,Benin,BÃƒÂ©nin,BenÃƒÂ­n,Atacora,Atacora,,420.00000000000,BJDHS2012387002,yes,no,1.00000000000,hv024,2.00000000000,atacora,NULL,9999.00000000000,NULL,Admin1,Departments,yes,,12 regions as the 12 admin1 areas,70,0.911035154401352,0,0
BJ,BN,BJ,DHS,2012.00000000000,Benin,BÃƒÂ©nin,BenÃƒÂ­n,Atlantique,Atlantique,,420.00000000000,BJDHS2012387005,yes,no,1.00000000000,hv024,3.00000000000,atlantique,NULL,9999.00000000000,NULL,Admin1,Departments,yes,,12 regions as the 12 admin1 areas,71,0.594925580974603,0,0
BJ,BN,BJ,DHS,2012.00000000000,Benin,BÃƒÂ©nin,BenÃƒÂ­n,Borgou,Borgou,,420.00000000000,BJDHS2012387008,yes,no,1.00000000000,hv024,4.00000000000,borgou,NULL,9999.00000000000,NULL,Admin1,Departments,yes,,12 regions as the 12 admin1 areas,72,0.717676775984440,0,0
BJ,BN,BJ,DHS,2012.00000000000,Benin,BÃƒÂ©nin,BenÃƒÂ­n,Collines,Collines,,420.00000000000,BJDHS2012387018,yes,no,1.00000000000,hv024,5.00000000000,collines,NULL,9999.00000000000,NULL,Admin1,Departments,yes,,12 regions as the 12 admin1 areas,73,0.855916039251857,0,0
BJ,BN,BJ,DHS,2012.00000000000,Benin,BÃƒÂ©nin,BenÃƒÂ­n,Couffo,Couffo,,420.00000000000,BJDHS2012387012,yes,no,1.00000000000,hv024,6.00000000000,couffo,NULL,9999.00000000000,NULL,Admin1,Departments,yes,,12 regions as the 12 admin1 areas,74,0.915201765420584,0,0
BJ,BN,BJ,DHS,2012.00000000000,Benin,BÃƒÂ©nin,BenÃƒÂ­n,Donga,Donga,,420.00000000000,BJDHS2012387003,yes,no,1.00000000000,hv024,7.00000000000,donga,NULL,9999.00000000000,NULL,Admin1,Departments,yes,,12 regions as the 12 admin1 areas,75,0.833300512305514,0,0
BJ,BN,BJ,DHS,2012.00000000000,Benin,BÃƒÂ©nin,BenÃƒÂ­n,Littoral,Littoral,,420.00000000000,BJDHS2012387006,yes,no,1.00000000000,hv024,8.00000000000,littoral,NULL,9999.00000000000,NULL,Admin1,Departments,yes,,12 regions as the 12 admin1 areas,76,0.070879398786388,0,0
