"id","entity-name","year","out-oof-gross","capital-repayment","interest-repayment"
"BE","Belgium",2013,187040000,114230000,0
"CA","Canada",2000,2364870000,2355470000,32870000
"CA","Canada",2001,2519900000,2716220000,1258410000
"CA","Canada",2002,2018320000,2.871e+09,596300000
"CA","Canada",2003,1251520000,1873100000,508870000
"CA","Canada",2004,1018850000,2258310000,478410000
"CA","Canada",2005,1843840000,2596520000,474560000
"CA","Canada",2006,2836590000,2379190000,485840000
"CA","Canada",2007,1944780000,1949760000,99900000
"CA","Canada",2008,3448810000,1634270000,484210000
"CA","Canada",2009,1828010000,3228250000,400360000
"CA","Canada",2010,3586720000,2124790000,231110000
"CA","Canada",2011,10580610000,10247900000,1063980000
"CA","Canada",2012,3996690000,2370880000,282960000
"CA","Canada",2013,3228360000,2070170000,338200000
"cardb","CarDB",2000,99040000,23300000,31260000
"cardb","CarDB",2001,79520000,31020000,42370000
"cardb","CarDB",2002,164580000,76660000,49390000
"cardb","CarDB",2003,99270000,38220000,34250000
"cardb","CarDB",2004,193310000,51690000,33880000
"cardb","CarDB",2005,41180000,19960000,11230000
"cardb","CarDB",2006,97180000,56370000,46370000
"cardb","CarDB",2007,109420000,60370000,45070000
"cardb","CarDB",2008,103100000,73760000,43440000
"cardb","CarDB",2009,119780000,63530000,39180000
"cardb","CarDB",2010,256690000,119380000,38150000
"cardb","CarDB",2011,81130000,45770000,29250000
"cardb","CarDB",2012,3.6e+07,46270000,26490000
"cardb","CarDB",2013,54330000,64280000,28980000
"DK","Denmark",2000,16200000,2.1e+07,5700000
"DK","Denmark",2001,12200000,19540000,7080000
"DK","Denmark",2002,15110000,20750000,3270000
"DK","Denmark",2003,71490000,13770000,7240000
"DK","Denmark",2004,58910000,33160000,6460000
"DK","Denmark",2005,31560000,41520000,7160000
"DK","Denmark",2006,55470000,146790000,12500000
"DK","Denmark",2007,30830000,153920000,15930000
"DK","Denmark",2008,48340000,123440000,12540000
"DK","Denmark",2009,36750000,30470000,14420000
"DK","Denmark",2010,39450000,73200000,5850000
"DK","Denmark",2011,43160000,33200000,8550000
"DK","Denmark",2012,37110000,31590000,8770000
"DK","Denmark",2013,44530000,36760000,7340000
"ebrd","EBRD",2000,665340000,306070000,154910000
"ebrd","EBRD",2001,866110000,515480000,207360000
"ebrd","EBRD",2002,952900000,812440000,141260000
"ebrd","EBRD",2003,1136390000,845780000,112380000
"ebrd","EBRD",2004,2066390000,1025450000,87420000
"ebrd","EBRD",2005,1834490000,1792260000,2.03e+08
"ebrd","EBRD",2006,1562570000,1026250000,296900000
"ebrd","EBRD",2007,2381610000,876060000,349770000
"ebrd","EBRD",2008,2806300000,784890000,366590000
"ebrd","EBRD",2009,3781980000,1370120000,345070000
"ebrd","EBRD",2010,3769120000,1657740000,395370000
"ebrd","EBRD",2011,3937660000,1636930000,447700000
"ebrd","EBRD",2012,3336320000,1523170000,0
"ebrd","EBRD",2013,3823230000,2204730000,0
"EU","European Union",2000,1047470000,313140000,466520000
"EU","European Union",2001,1144160000,571160000,446250000
"EU","European Union",2002,2299690000,884020000,585410000
"EU","European Union",2003,2023810000,524780000,0
"EU","European Union",2004,2790820000,624610000,491720000
"EU","European Union",2005,2998580000,1171470000,550740000
"EU","European Union",2006,3660720000,1593660000,651860000
"EU","European Union",2007,5986670000,1278650000,853080000
"EU","European Union",2008,5758930000,1624110000,940770000
"EU","European Union",2009,6365600000,1889380000,918790000
"EU","European Union",2010,8217370000,2662830000,996230000
"EU","European Union",2011,919540000,1663170000,668420000
"EU","European Union",2012,762060000,1761480000,687320000
"EU","European Union",2013,1366230000,1950030000,568440000
"FI","Finland",2000,3610000,0,2660000
"FI","Finland",2001,14090000,5560000,3390000
"FI","Finland",2002,7210000,2010000,3510000
"FI","Finland",2003,27800000,18510000,3290000
"FI","Finland",2004,17560000,20880000,2190000
"FI","Finland",2005,0,0,0
"FI","Finland",2006,0,0,0
"FI","Finland",2007,100380000,0,5850000
"FI","Finland",2008,36790000,15380000,0
"FI","Finland",2009,142950000,9220000,4650000
"FI","Finland",2010,52090000,7780000,5700000
"FI","Finland",2011,1068330000,28300000,7800000
"FI","Finland",2012,14210000,4840000,3270000
"FI","Finland",2013,23790000,53200000,6930000
"FR","France",2000,607950000,583640000,0
"FR","France",2001,640380000,708030000,0
"FR","France",2002,1430030000,401560000,0
"FR","France",2003,5609830000,1893870000,258860000
"FR","France",2004,485370000,741230000,87460000
"FR","France",2005,2197030000,3811710000,96600000
"FR","France",2006,350870000,2988290000,1241230000
"FR","France",2007,226300000,1413600000,472810000
"FR","France",2008,896490000,1109630000,395060000
"FR","France",2009,927170000,645030000,4.13e+08
"FR","France",2010,801790000,1373510000,436350000
"FR","France",2011,1199310000,1265600000,348810000
"FR","France",2012,1272330000,1800650000,580400000
"FR","France",2013,1437130000,797150000,683900000
"DE","Germany",2000,1783150000,2506660000,1644010000
"DE","Germany",2001,954360000,2024440000,1042770000
"DE","Germany",2002,8017480000,2405390000,811410000
"DE","Germany",2003,-1362510000,3085730000,724930000
"DE","Germany",2004,1035860000,2216220000,650690000
"DE","Germany",2005,12171020000,4300940000,226850000
"DE","Germany",2006,126600000,6434690000,457530000
"DE","Germany",2007,1430370000,3939740000,572840000
"DE","Germany",2008,2554590000,2986810000,970200000
"DE","Germany",2009,1557360000,1378310000,402810000
"DE","Germany",2010,1308280000,1714720000,447270000
"DE","Germany",2011,1389870000,1774110000,579740000
"DE","Germany",2012,1288400000,2134130000,478370000
"DE","Germany",2013,1160050000,1507130000,380300000
"GR","Greece",2000,4640000,0,0
"GR","Greece",2001,0,0,0
"GR","Greece",2002,0,0,0
"GR","Greece",2003,0,0,0
"GR","Greece",2004,4300000,0,0
"GR","Greece",2005,0,0,0
"GR","Greece",2006,9420000,0,0
"GR","Greece",2007,3610000,0,0
"GR","Greece",2008,0,0,0
"GR","Greece",2009,0,0,0
"GR","Greece",2010,0,0,0
"GR","Greece",2011,0,0,0
"GR","Greece",2012,0,0,0
"GR","Greece",2013,0,0,0
"ibrd","IBRD",2000,17870590000,13840160000,10315050000
"ibrd","IBRD",2001,16991560000,14145100000,10516060000
"ibrd","IBRD",2002,14680840000,20062590000,8805030000
"ibrd","IBRD",2003,13839480000,23112580000,6227490000
"ibrd","IBRD",2004,11415560000,15653670000,4569030000
"ibrd","IBRD",2005,9878120000,12928500000,4399910000
"ibrd","IBRD",2006,13357610000,18978420000,5110710000
"ibrd","IBRD",2007,10684010000,10592280000,5371330000
"ibrd","IBRD",2008,13621280000,9770800000,4312870000
"ibrd","IBRD",2009,22450110000,10369770000,3225710000
"ibrd","IBRD",2010,27534370000,8616710000,2266100000
"ibrd","IBRD",2011,15589690000,13822420000,2148020000
"ibrd","IBRD",2012,15136130000,7411390000,2297200000
"ibrd","IBRD",2013,16218620000,8200590000,2102690000
"idb","IDB",2000,10105110000,3490720000,4504130000
"idb","IDB",2001,9500270000,3019490000,4767990000
"idb","IDB",2002,8372490000,6223960000,4218940000
"idb","IDB",2003,11187800000,9504080000,3800460000
"idb","IDB",2004,4580370000,6321410000,2972690000
"idb","IDB",2005,5803600000,6189860000,2874180000
"idb","IDB",2006,7042280000,9971550000,2844390000
"idb","IDB",2007,7181710000,5625630000,2603870000
"idb","IDB",2008,7279280000,4827080000,2462830000
"idb","IDB",2009,11971220000,4.786e+09,2406990000
"idb","IDB",2010,10567600000,5875040000,2417420000
"idb","IDB",2011,7015850000,4424250000,2169460000
"idb","IDB",2012,6446510000,4532390000,2104120000
"idb","IDB",2013,9818310000,8400630000,2125890000
"ifad","IFAD",2000,50260000,43160000,13160000
"ifad","IFAD",2001,52590000,43330000,12980000
"ifad","IFAD",2002,30560000,37790000,9790000
"ifad","IFAD",2003,30820000,41080000,10570000
"ifad","IFAD",2004,37340000,49070000,10200000
"ifad","IFAD",2005,31610000,30990000,7040000
"ifad","IFAD",2006,45330000,32190000,6610000
"ifad","IFAD",2007,42880000,34950000,6980000
"ifad","IFAD",2008,54140000,31430000,8840000
"ifad","IFAD",2009,39550000,33480000,6450000
"ifad","IFAD",2010,45900000,34270000,2720000
"ifad","IFAD",2011,47700000,36650000,1710000
"ifad","IFAD",2012,63390000,35590000,2070000
"ifad","IFAD",2013,57450000,30960000,1700000
"ifc","IFC",2000,1936130000,1588940000,1022290000
"ifc","IFC",2001,1675180000,1640930000,1045180000
"ifc","IFC",2002,2141350000,2093130000,782130000
"ifc","IFC",2003,2828890000,1161760000,644770000
"ifc","IFC",2004,2800760000,2150690000,694760000
"ifc","IFC",2005,2938400000,2515090000,811420000
"ifc","IFC",2006,4364090000,2575880000,939280000
"ifc","IFC",2007,4622270000,2494020000,1072760000
"ifc","IFC",2008,5107480000,1842880000,1087240000
"ifc","IFC",2009,4688730000,2334430000,1067570000
"ifc","IFC",2010,4345450000,2587460000,1002230000
"ifc","IFC",2011,4619840000,3228420000,1076910000
"ifc","IFC",2012,6414080000,4232670000,1178090000
"ifc","IFC",2013,6736730000,4725090000,1214210000
"islamic-dev-bank","Islamic Dev Bank",2000,0,0,0
"islamic-dev-bank","Islamic Dev Bank",2001,0,0,0
"islamic-dev-bank","Islamic Dev Bank",2002,0,0,0
"islamic-dev-bank","Islamic Dev Bank",2003,0,0,0
"islamic-dev-bank","Islamic Dev Bank",2004,0,0,0
"islamic-dev-bank","Islamic Dev Bank",2005,0,0,0
"islamic-dev-bank","Islamic Dev Bank",2006,0,0,0
"islamic-dev-bank","Islamic Dev Bank",2007,0,0,0
"islamic-dev-bank","Islamic Dev Bank",2008,0,0,0
"islamic-dev-bank","Islamic Dev Bank",2009,0,0,0
"islamic-dev-bank","Islamic Dev Bank",2010,1548800000,344630000,0
"islamic-dev-bank","Islamic Dev Bank",2011,1643650000,106400000,0
"islamic-dev-bank","Islamic Dev Bank",2012,1304530000,485970000,0
"islamic-dev-bank","Islamic Dev Bank",2013,0,0,0
"IT","Italy",2000,185040000,370860000,0
"IT","Italy",2001,111070000,12990000,5570000
"IT","Italy",2002,417540000,1029320000,0
"IT","Italy",2003,550360000,932120000,0
"IT","Italy",2004,2402380000,1800410000,771610000
"IT","Italy",2005,106940000,1419730000,608470000
"IT","Italy",2006,181190000,1268070000,543450000
"IT","Italy",2007,140180000,405460000,173790000
"IT","Italy",2008,973680000,589460000,250790000
"IT","Italy",2009,41440000,110250000,47240000
"IT","Italy",2010,56280000,207060000,68790000
"IT","Italy",2011,169390000,370310000,158710000
"IT","Italy",2012,197600000,1450000,0
"IT","Italy",2013,153530000,0,0
"JP","Japan",2000,5506300000,11206170000,0
"JP","Japan",2001,9340220000,10488180000,0
"JP","Japan",2002,9018720000,11352050000,15870000
"JP","Japan",2003,11539770000,14821500000,0
"JP","Japan",2004,7951620000,10408380000,30700000
"JP","Japan",2005,1.0098e+10,11896240000,23290000
"JP","Japan",2006,16268670000,12578020000,0
"JP","Japan",2007,12028220000,12344820000,480700000
"JP","Japan",2008,6800700000,9969440000,349290000
"JP","Japan",2009,13828490000,6353700000,0
"JP","Japan",2010,9754570000,6355730000,0
"JP","Japan",2011,9897090000,6662720000,0
"JP","Japan",2012,12236270000,6030350000,838360000
"JP","Japan",2013,8695310000,6845420000,1001780000
"KW","Kuwait",2000,0,0,0
"KW","Kuwait",2001,0,0,0
"KW","Kuwait",2002,0,0,0
"KW","Kuwait",2003,0,0,0
"KW","Kuwait",2004,0,0,0
"KW","Kuwait",2005,0,0,0
"KW","Kuwait",2006,0,0,0
"KW","Kuwait",2007,0,0,0
"KW","Kuwait",2008,0,0,0
"KW","Kuwait",2009,0,0,0
"KW","Kuwait",2010,0,0,0
"KW","Kuwait",2011,0,0,0
"KW","Kuwait",2012,0,0,0
"KW","Kuwait",2013,0,0,0
"LU","Luxembourg",2000,0,0,0
"LU","Luxembourg",2001,0,0,0
"LU","Luxembourg",2002,0,0,0
"LU","Luxembourg",2003,0,0,0
"LU","Luxembourg",2004,0,0,0
"LU","Luxembourg",2005,0,0,0
"LU","Luxembourg",2006,0,0,0
"LU","Luxembourg",2007,0,0,0
"LU","Luxembourg",2008,0,0,0
"LU","Luxembourg",2009,0,0,0
"LU","Luxembourg",2010,0,0,0
"LU","Luxembourg",2011,0,0,0
"LU","Luxembourg",2012,0,0,0
"LU","Luxembourg",2013,0,0,0
"NL","Netherlands",2000,233110000,166710000,0
"NL","Netherlands",2001,522880000,4.51e+08,0
"NL","Netherlands",2002,360110000,0,0
"NL","Netherlands",2003,1757170000,602060000,0
"NL","Netherlands",2004,174930000,0,0
"NL","Netherlands",2005,172540000,0,0
"NL","Netherlands",2006,378200000,0,0
"NL","Netherlands",2007,0,0,0
"NL","Netherlands",2008,0,0,0
"NL","Netherlands",2009,0,0,0
"NL","Netherlands",2010,0,0,0
"NL","Netherlands",2011,0,0,0
"NL","Netherlands",2012,0,0,0
"NL","Netherlands",2013,0,0,0
"NZ","New Zealand",2000,0,0,0
"NZ","New Zealand",2001,0,0,0
"NZ","New Zealand",2002,4920000,0,0
"NZ","New Zealand",2003,5160000,0,0
"NZ","New Zealand",2004,7760000,0,0
"NZ","New Zealand",2005,9580000,0,0
"NZ","New Zealand",2006,10620000,0,0
"NZ","New Zealand",2007,9970000,0,0
"NZ","New Zealand",2008,10270000,0,0
"NZ","New Zealand",2009,10380000,0,0
"NZ","New Zealand",2010,9500000,0,0
"NZ","New Zealand",2011,9810000,0,0
"NZ","New Zealand",2012,11270000,0,0
"NZ","New Zealand",2013,10700000,0,0
"nordic-dev-fund","Nordic Dev.Fund",2000,0,0,0
"nordic-dev-fund","Nordic Dev.Fund",2001,0,0,0
"nordic-dev-fund","Nordic Dev.Fund",2002,0,0,0
"nordic-dev-fund","Nordic Dev.Fund",2003,0,0,0
"nordic-dev-fund","Nordic Dev.Fund",2004,0,0,0
"nordic-dev-fund","Nordic Dev.Fund",2005,0,0,0
"nordic-dev-fund","Nordic Dev.Fund",2006,0,0,0
"nordic-dev-fund","Nordic Dev.Fund",2007,0,0,0
"nordic-dev-fund","Nordic Dev.Fund",2008,0,0,0
"nordic-dev-fund","Nordic Dev.Fund",2009,0,0,0
"nordic-dev-fund","Nordic Dev.Fund",2010,0,0,0
"nordic-dev-fund","Nordic Dev.Fund",2011,0,0,0
"nordic-dev-fund","Nordic Dev.Fund",2012,0,0,0
"nordic-dev-fund","Nordic Dev.Fund",2013,0,0,0
"NO","Norway",2000,0,0,0
"NO","Norway",2001,0,0,0
"NO","Norway",2002,0,0,0
"NO","Norway",2003,440000,0,0
"NO","Norway",2004,460000,0,20000
"NO","Norway",2005,7030000,60000,20000
"NO","Norway",2006,6890000,70000,0
"NO","Norway",2007,6250000,60000,0
"NO","Norway",2008,660000,110000,0
"NO","Norway",2009,150000,0,0
"NO","Norway",2010,750000,0,0
"NO","Norway",2011,0,0,0
"NO","Norway",2012,0,210000,0
"NO","Norway",2013,310000,1e+05,0
"ofid","OFID",2000,0,0,0
"ofid","OFID",2001,0,0,0
"ofid","OFID",2002,0,0,0
"ofid","OFID",2003,0,0,0
"ofid","OFID",2004,0,0,0
"ofid","OFID",2005,0,0,0
"ofid","OFID",2006,0,0,0
"ofid","OFID",2007,0,0,0
"ofid","OFID",2008,0,0,0
"ofid","OFID",2009,379330000,107300000,18130000
"ofid","OFID",2010,510460000,211260000,0
"ofid","OFID",2011,598550000,282380000,0
"ofid","OFID",2012,447930000,350690000,0
"ofid","OFID",2013,678020000,449510000,0
"PT","Portugal",2000,138780000,1380000,33750000
"PT","Portugal",2001,0,1860000,33140000
"PT","Portugal",2002,0,2250000,39870000
"PT","Portugal",2003,0,2340000,7780000
"PT","Portugal",2004,0,800420000,6810000
"PT","Portugal",2005,0,3090000,4180000
"PT","Portugal",2006,0,22020000,277170000
"PT","Portugal",2007,2053450000,2282920000,503460000
"PT","Portugal",2008,0,0,0
"PT","Portugal",2009,0,0,0
"PT","Portugal",2010,0,0,0
"PT","Portugal",2011,0,0,0
"PT","Portugal",2012,2060000,130000,110000
"PT","Portugal",2013,3010000,190000,210000
"SA","Saudi Arabia",2000,0,0,0
"SA","Saudi Arabia",2001,0,0,0
"SA","Saudi Arabia",2002,0,0,0
"SA","Saudi Arabia",2003,0,0,0
"SA","Saudi Arabia",2004,0,0,0
"SA","Saudi Arabia",2005,0,0,0
"SA","Saudi Arabia",2006,0,0,0
"SA","Saudi Arabia",2007,0,0,0
"SA","Saudi Arabia",2008,0,0,0
"SA","Saudi Arabia",2009,0,0,0
"SA","Saudi Arabia",2010,0,0,0
"SA","Saudi Arabia",2011,0,0,0
"SA","Saudi Arabia",2012,0,0,0
"SA","Saudi Arabia",2013,0,0,0
"KR","South Korea",2000,746830000,1668160000,218660000
"KR","South Korea",2001,850970000,1145010000,199800000
"KR","South Korea",2002,1028500000,711390000,151690000
"KR","South Korea",2003,935660000,915410000,147940000
"KR","South Korea",2004,1257540000,906720000,93010000
"KR","South Korea",2005,1504870000,749330000,121060000
"KR","South Korea",2006,1876330000,877970000,169970000
"KR","South Korea",2007,2347800000,1409620000,234900000
"KR","South Korea",2008,3852950000,1791840000,290130000
"KR","South Korea",2009,3098220000,2554640000,329070000
"KR","South Korea",2010,4614790000,2621650000,232400000
"KR","South Korea",2011,5114810000,2893090000,206390000
"KR","South Korea",2012,4530060000,3358660000,273920000
"KR","South Korea",2013,6062330000,4799730000,417260000
"ES","Spain",2000,6210000,0,0
"ES","Spain",2001,273290000,0,0
"ES","Spain",2002,92490000,0,0
"ES","Spain",2003,109320000,9930000,2570000
"ES","Spain",2004,29750000,0,0
"ES","Spain",2005,76150000,0,0
"ES","Spain",2006,0,0,0
"ES","Spain",2007,6060000,0,0
"ES","Spain",2008,0,0,0
"ES","Spain",2009,3210000,0,0
"ES","Spain",2010,0,0,0
"ES","Spain",2011,3780000,0,0
"ES","Spain",2012,2480000,0,0
"ES","Spain",2013,13930000,0,0
"SE","Sweden",2000,8530000,8350000,1150000
"SE","Sweden",2001,4430000,2300000,8e+05
"SE","Sweden",2002,6160000,3170000,720000
"SE","Sweden",2003,93680000,114920000,265130000
"SE","Sweden",2004,39730000,119460000,23980000
"SE","Sweden",2005,50940000,55940000,5610000
"SE","Sweden",2006,98580000,100730000,108800000
"SE","Sweden",2007,41970000,92270000,4190000
"SE","Sweden",2008,66110000,34140000,4160000
"SE","Sweden",2009,89640000,10220000,15170000
"SE","Sweden",2010,50000,0,0
"SE","Sweden",2011,50720000,179640000,21590000
"SE","Sweden",2012,49220000,97660000,5950000
"SE","Sweden",2013,44310000,66600000,5630000
"CH","Switzerland",2000,15190000,0,0
"CH","Switzerland",2001,12800000,0,0
"CH","Switzerland",2002,5870000,0,0
"CH","Switzerland",2003,90000,0,0
"CH","Switzerland",2004,0,0,0
"CH","Switzerland",2005,0,0,0
"CH","Switzerland",2006,24370000,0,0
"CH","Switzerland",2007,0,0,0
"CH","Switzerland",2008,0,0,0
"CH","Switzerland",2009,0,0,0
"CH","Switzerland",2010,0,0,0
"CH","Switzerland",2011,0,0,0
"CH","Switzerland",2012,0,0,0
"CH","Switzerland",2013,0,0,0
"TR","Turkey",2000,0,0,0
"TR","Turkey",2001,0,0,0
"TR","Turkey",2002,0,0,0
"TR","Turkey",2003,69210000,0,0
"TR","Turkey",2004,1131630000,0,0
"TR","Turkey",2005,624220000,129470000,0
"TR","Turkey",2006,8440000,160070000,23700000
"TR","Turkey",2007,7280000,50880000,11610000
"TR","Turkey",2008,32710000,35100000,8130000
"TR","Turkey",2009,29240000,40890000,5870000
"TR","Turkey",2010,6530000,3.1e+07,4490000
"TR","Turkey",2011,37150000,25480000,4200000
"TR","Turkey",2012,70090000,13540000,4380000
"TR","Turkey",2013,2590000,15670000,3860000
"AE","UAE",2000,0,0,0
"AE","UAE",2001,0,0,0
"AE","UAE",2002,0,0,0
"AE","UAE",2003,0,0,0
"AE","UAE",2004,0,0,0
"AE","UAE",2005,0,0,0
"AE","UAE",2006,0,0,0
"AE","UAE",2007,0,0,0
"AE","UAE",2008,0,0,0
"AE","UAE",2009,13420000,3630000,0
"AE","UAE",2010,29620000,31490000,0
"AE","UAE",2011,23970000,0,0
"AE","UAE",2012,60820000,250000,0
"AE","UAE",2013,7890000,5e+05,0
"GB","UK",2000,247930000,348040000,0
"GB","UK",2001,354330000,321860000,0
"GB","UK",2002,240540000,245660000,0
"GB","UK",2003,292910000,233010000,0
"GB","UK",2004,71840000,234570000,0
"GB","UK",2005,54360000,1.57e+08,0
"GB","UK",2006,10910000,197250000,43270000
"GB","UK",2007,16940000,55560000,0
"GB","UK",2008,14380000,35890000,5260000
"GB","UK",2009,8360000,22500000,0
"GB","UK",2010,29150000,49460000,0
"GB","UK",2011,19990000,59910000,0
"GB","UK",2012,63740000,27720000,0
"GB","UK",2013,187200000,1950000,0
"US","USA",2000,2084520000,1363700000,938600000
"US","USA",2001,2329490000,1382490000,895010000
"US","USA",2002,2024510000,1744740000,1280800000
"US","USA",2003,3713280000,2420510000,3167840000
"US","USA",2004,1092140000,1892530000,895920000
"US","USA",2005,850830000,2046480000,5298400000
"US","USA",2006,588090000,5036250000,745450000
"US","USA",2007,404850000,2164900000,525520000
"US","USA",2008,436500000,1600030000,376010000
"US","USA",2009,2231670000,1194050000,454610000
"US","USA",2010,1297350000,1292330000,348980000
"US","USA",2011,4779860000,2168220000,760660000
"US","USA",2012,3455130000,993250000,-597060000
"US","USA",2013,2.791e+09,1384970000,470400000
