"id","entity-name","year","budget-type","l1","l2","l3","l4","value","value-ncu"
"d314","Abim",2015,"budget","revenue","conditional-government-transfers","conditional-grant-to-primary-education",,61987.02374,209670000
"d314","Abim",2015,"budget","revenue","conditional-government-transfers","conditional-grant-to-phc--non-wage",,26619.50502,90040000
"d314","Abim",2015,"budget","revenue","conditional-government-transfers","conditional-grant-to-paf-monitoring",,16883.75513,57109000
"d314","Abim",2015,"budget","revenue","conditional-government-transfers","conditional-grant-to-ngo-hospitals",,35437.58561,119867000
"d314","Abim",2015,"budget","revenue","conditional-government-transfers","conditional-grant-to-functional-adult-lit",,1870.519861,6327000
"d314","Abim",2015,"budget","revenue","conditional-government-transfers","conditional-grant-to-dsc-chairs’-salaries",,7250.00135,24523000
"d314","Abim",2015,"budget","revenue","conditional-government-transfers","conditional-grant-to-district-natural-res---wetlands-non-wage",,15138.58701,51206000
"d314","Abim",2015,"budget","revenue","conditional-government-transfers","conditional-grant-to-district-hospitals",,40673.38563,137577000
"d314","Abim",2015,"budget","revenue","conditional-government-transfers","conditional-grant-to-community-devt-assistants-non-wage",,473.9123339,1603000
"d314","Abim",2015,"budget","revenue","conditional-government-transfers","conditional-grant-to-agric-ext-salaries",,3933.206295,13304000
"d314","Abim",2015,"budget","revenue","conditional-government-transfers","conditional-grant-for-naads",,39609.66973,133979000
"d314","Abim",2015,"budget","revenue","conditional-government-transfers","conditional-grant-to-phc-salaries",,573009.0881,1938193000
"d314","Abim",2015,"budget","revenue","conditional-government-transfers","conditional-transfers-to-production-and-marketing",,38965.17261,131799000
"d314","Abim",2015,"budget","revenue","conditional-government-transfers","sanitation-and-hygiene",,6504.099405,2.2e+07
"d314","Abim",2015,"budget","revenue","conditional-government-transfers","conditional-transfers-to-school-inspection-grant",,4556.712915,15413000
"d314","Abim",2015,"budget","revenue","conditional-government-transfers","conditional-transfers-to-special-grant-for-pwds",,3562.176988,12049000
"d314","Abim",2015,"budget","revenue","conditional-government-transfers","naads-districts---wage",,29074.80254,98345000
"d314","Abim",2015,"budget","revenue","conditional-government-transfers","roads-rehabilitation-grant",,65142.69451,220344000
"d314","Abim",2015,"budget","revenue","conditional-government-transfers","conditional-transfers-to-councillors-allowances-and-ex--gratia-for-llgs",,16078.42937,54385000
"d314","Abim",2015,"budget","revenue","conditional-government-transfers","conditional-transfers-to-dsc-operational-costs",,5747.850029,19442000
"d314","Abim",2015,"budget","revenue","other-government-transfers","unspent-balances---other-government-transfers",,0,0
"d314","Abim",2015,"budget","revenue","other-government-transfers","uganda-roads-funds---urban",,37288.29753,126127000
"d314","Abim",2015,"budget","revenue","other-government-transfers","uganda-roads-funds---district",,107321.1879,363012000
"d314","Abim",2015,"budget","revenue","other-government-transfers","nusaf-ii",,602454.9199,2037793000
"d314","Abim",2015,"budget","revenue","other-government-transfers","unspent-balances---conditional-grants",,0,0
"d314","Abim",2015,"budget","revenue","local-development-grant","lgmsd-former-lgdp",,195147.5203,660083000
"d314","Abim",2015,"budget","revenue","donor-funding","ubos-census",,104217.2542,352513000
"d314","Abim",2015,"budget","revenue","donor-funding","sustain",,147820.441,5e+08
"d314","Abim",2015,"budget","revenue","donor-funding","research-triangle",,0,0
"d314","Abim",2015,"budget","revenue","donor-funding","who",,118256.3528,4e+08
"d314","Abim",2016,"budget","revenue","donor-funding","who",,108165.0121,4e+08
"d314","Abim",2016,"budget","revenue","donor-funding","sight-savers",,10816.50121,4e+07
"d314","Abim",2016,"budget","revenue","donor-funding","monitoring-educ-enrolment",,0,0
"d314","Abim",2016,"budget","revenue","donor-funding","moh",,66251.06993,2.45e+08
"d314","Abim",2016,"budget","revenue","donor-funding","unicef",,350652.5813,1296732000
"d314","Abim",2016,"budget","revenue","donor-funding","led",,33926.76729,125463000
"d314","Abim",2016,"budget","revenue","donor-funding","youth-livelihood-fund",,0,0
"d314","Abim",2016,"budget","revenue","donor-funding","unspent-balances---donor",,0,0
"d314","Abim",2016,"budget","revenue","donor-funding","global-fund",,13520.62652,5e+07
"d314","Abim",2016,"budget","revenue","donor-funding","unfpapopsec",,6100.506684,22560000
"d314","Abim",2016,"budget","expenditure","administration","recurrent-expenditure","wage",509464.2379,1884026000
"d314","Abim",2016,"budget","expenditure","administration","recurrent-expenditure","non-wage",106864.0574,395189000
"d314","Abim",2016,"budget","expenditure","administration","development-expenditure","domestic-development",131867.2112,487652000
"d314","Abim",2016,"budget","expenditure","administration","development-expenditure","donor-development",0,0
"d314","Abim",2016,"budget","expenditure","finance","recurrent-expenditure","wage",41220.87489,152437000
"d314","Abim",2016,"budget","expenditure","finance","recurrent-expenditure","non-wage",39366.92658,145581000
"d314","Abim",2016,"budget","expenditure","finance","development-expenditure","domestic-development",0,0
"d314","Abim",2016,"budget","expenditure","finance","development-expenditure","donor-development",0,0
"d314","Abim",2016,"budget","expenditure","statutory-bodies","recurrent-expenditure","wage",48758.35376,180311000
"d314","Abim",2016,"budget","expenditure","statutory-bodies","recurrent-expenditure","non-wage",47952.254,177330000
"d314","Abim",2016,"budget","expenditure","statutory-bodies","development-expenditure","domestic-development",0,0
"d314","Abim",2016,"budget","expenditure","statutory-bodies","development-expenditure","donor-development",0,0
"d314","Abim",2016,"budget","expenditure","production-and-marketing","recurrent-expenditure","wage",46538.53729,172102000
"d314","Abim",2016,"budget","expenditure","production-and-marketing","recurrent-expenditure","non-wage",6871.452808,25411000
"d314","Abim",2016,"budget","expenditure","production-and-marketing","development-expenditure","domestic-development",67271.60682,248774000
"d314","Abim",2016,"budget","expenditure","production-and-marketing","development-expenditure","donor-development",0,0
"d314","Abim",2016,"budget","expenditure","health","recurrent-expenditure","wage",524111.6734,1938193000
"d314","Abim",2016,"budget","expenditure","health","recurrent-expenditure","non-wage",93964.02769,347484000
"d314","Abim",2016,"budget","expenditure","health","development-expenditure","domestic-development",100075.6213,370085000
"d314","Abim",2016,"budget","expenditure","health","development-expenditure","donor-development",476440.378,1761902000
"d314","Abim",2016,"budget","expenditure","education","recurrent-expenditure","wage",1170408.167,4328232000
"d314","Abim",2016,"budget","expenditure","education","recurrent-expenditure","non-wage",234543.1194,867353000
"d314","Abim",2016,"budget","expenditure","education","development-expenditure","domestic-development",104155.6055,385173000
"d314","Abim",2016,"budget","expenditure","education","development-expenditure","donor-development",70076.05517,259145000
"d314","Abim",2016,"budget","expenditure","roads-and-engineering","recurrent-expenditure","wage",15634.71168,57818000
"d314","Abim",2016,"budget","expenditure","roads-and-engineering","recurrent-expenditure","non-wage",19740.11471,7.3e+07
"d314","Abim",2016,"budget","expenditure","roads-and-engineering","development-expenditure","domestic-development",191853.0933,709483000
"d314","Abim",2016,"budget","expenditure","roads-and-engineering","development-expenditure","donor-development",0,0
"d314","Abim",2016,"budget","expenditure","water","recurrent-expenditure","wage",6211.375822,22970000
"d314","Abim",2016,"budget","expenditure","water","recurrent-expenditure","non-wage",5949.075667,2.2e+07
"d314","Abim",2016,"budget","expenditure","water","development-expenditure","domestic-development",200053.0828,739807000
"d314","Abim",2016,"budget","expenditure","water","development-expenditure","donor-development",118954.4721,439900000
"d314","Abim",2016,"budget","expenditure","natural-resources","recurrent-expenditure","wage",10837.05257,40076000
"d314","Abim",2016,"budget","expenditure","natural-resources","recurrent-expenditure","non-wage",13846.74403,51206000
"d314","Abim",2016,"budget","expenditure","natural-resources","development-expenditure","domestic-development",0,0
"d314","Abim",2016,"budget","expenditure","natural-resources","development-expenditure","donor-development",0,0
"d314","Abim",2016,"budget","expenditure","community-based-services","recurrent-expenditure","wage",16532.21087,61137000
"d314","Abim",2016,"budget","expenditure","community-based-services","recurrent-expenditure","non-wage",8193.770081,30301000
"d314","Abim",2016,"budget","expenditure","community-based-services","development-expenditure","domestic-development",0,0
"d314","Abim",2016,"budget","expenditure","community-based-services","development-expenditure","donor-development",19141.15096,70785000
"d314","Abim",2016,"budget","expenditure","planning","recurrent-expenditure","wage",10027.16704,37081000
"d314","Abim",2016,"budget","expenditure","planning","recurrent-expenditure","non-wage",16915.38542,62554000
"d314","Abim",2016,"budget","expenditure","planning","development-expenditure","domestic-development",61946.37286,229081000
"d314","Abim",2016,"budget","expenditure","planning","development-expenditure","donor-development",40027.27398,148023000
"d314","Abim",2016,"budget","expenditure","internal-audit","recurrent-expenditure","wage",8711.069252,32214000
"d314","Abim",2016,"budget","expenditure","internal-audit","recurrent-expenditure","non-wage",5615.386605,20766000
"d314","Abim",2016,"budget","expenditure","internal-audit","development-expenditure","domestic-development",0,0
"d314","Abim",2016,"budget","expenditure","internal-audit","development-expenditure","donor-development",0,0
"d314","Abim",2016,"budget","revenue","locally-raised-revenues","local-service-tax",,23539.95159,87052000
"d314","Abim",2016,"budget","revenue","locally-raised-revenues","registration-eg-births-deaths-marriages-etc-fees",,327.1991617,1210000
"d314","Abim",2016,"budget","revenue","locally-raised-revenues","public-health-licences",,67.60313258,250000
"d314","Abim",2016,"budget","revenue","locally-raised-revenues","property-related-dutiesfees",,4337.416986,16040000
"d314","Abim",2016,"budget","revenue","locally-raised-revenues","park-fees",,1352.062652,5e+06
"d314","Abim",2016,"budget","revenue","locally-raised-revenues","other-licences",,21198.17908,78392000
"d314","Abim",2016,"budget","revenue","locally-raised-revenues","other-fees-and-charges",,13446.53348,49726000
"d314","Abim",2016,"budget","revenue","locally-raised-revenues","sale-of-produced-government-propertiesassets",,18555.70783,68620000
"d314","Abim",2016,"budget","revenue","locally-raised-revenues","marketgate-charges",,9826.52094,36339000
"d314","Abim",2016,"budget","revenue","locally-raised-revenues","land-fees",,155.7576175,576000
"d314","Abim",2016,"budget","revenue","locally-raised-revenues","local-government-hotel-tax",,865.320097,3200000
"d314","Abim",2016,"budget","revenue","locally-raised-revenues","inspection-fees",,540.8250607,2e+06
"d314","Abim",2016,"budget","revenue","locally-raised-revenues","group-registration",,165.222056,611000
"d314","Abim",2016,"budget","revenue","locally-raised-revenues","business-licences",,2215.760273,8194000
"d314","Abim",2016,"budget","revenue","locally-raised-revenues","application-fees",,27.04125303,1e+05
"d314","Abim",2016,"budget","revenue","locally-raised-revenues","animal-crop-husbandry-related-levies",,40.56187955,150000
"d314","Abim",2016,"budget","revenue","locally-raised-revenues","miscellaneous",,4895.818862,18105000
"d314","Abim",2016,"budget","revenue","locally-raised-revenues","unspent-balances---locally-raised-revenues",,0,0
"d314","Abim",2016,"budget","revenue","discretionary-government-transfers","district-equalisation-grant",,6983.944421,25827000
"d314","Abim",2016,"budget","revenue","discretionary-government-transfers","hard-to-reach-allowances",,370129.855,1368760000
"d314","Abim",2016,"budget","revenue","discretionary-government-transfers","district-unconditional-grant---non-wage",,64118.59672,237114000
"d314","Abim",2016,"budget","revenue","discretionary-government-transfers","transfer-of-urban-unconditional-grant---wage",,33854.02632,125194000
"d314","Abim",2016,"budget","revenue","discretionary-government-transfers","transfer-of-district-unconditional-grant---wage",,256015.4968,946759000
"d314","Abim",2016,"budget","revenue","discretionary-government-transfers","urban-equalisation-grant",,6198.666433,22923000
"d314","Abim",2016,"budget","revenue","discretionary-government-transfers","urban-unconditional-grant---non-wage",,23902.57479,88393000
"d314","Abim",2016,"budget","revenue","conditional-government-transfers","conditional-transfers-for-non-wage-technical-institutes",,43945.28113,162512000
"d314","Abim",2016,"budget","revenue","conditional-government-transfers","conditional-transfer-for-rural-water",,200053.0828,739807000
"d314","Abim",2016,"budget","revenue","conditional-government-transfers","conditional-grant-to-phc---development",,100075.6213,370085000
"d314","Abim",2016,"budget","revenue","conditional-government-transfers","conditional-grant-to-primary-salaries",,951989.7467,3520509000
"d314","Abim",2016,"budget","revenue","conditional-government-transfers","conditional-grant-to-tertiary-salaries",,73626.30128,272274000
"d314","Abim",2016,"budget","revenue","conditional-government-transfers","conditional-grant-to-sfg",,104155.6055,385173000
"d314","Abim",2016,"budget","revenue","conditional-government-transfers","conditional-grant-to-secondary-salaries",,131634.6565,486792000
"d314","Abim",2016,"budget","revenue","conditional-government-transfers","conditional-grant-to-secondary-education",,127263.4379,470627000
"d314","Abim",2016,"budget","revenue","conditional-government-transfers","conditional-grant-to-women-youth-and-disability-grant",,1560.550713,5771000
"d314","Abim",2016,"budget","revenue","conditional-government-transfers","conditional-grant-to-primary-education",,56697.39523,209670000
"d314","Abim",2016,"budget","revenue","conditional-government-transfers","conditional-grant-to-phc--non-wage",,24347.94423,90040000
"d314","Abim",2016,"budget","revenue","conditional-government-transfers","conditional-grant-to-paf-monitoring",,15442.98919,57109000
"d314","Abim",2016,"budget","revenue","conditional-government-transfers","conditional-grant-to-ngo-hospitals",,32413.53877,119867000
"d314","Abim",2016,"budget","revenue","conditional-government-transfers","conditional-grant-to-functional-adult-lit",,1710.900079,6327000
"d314","Abim",2016,"budget","revenue","conditional-government-transfers","conditional-grant-to-dsc-chairs’-salaries",,6631.326481,24523000
"d314","Abim",2016,"budget","revenue","conditional-government-transfers","conditional-grant-to-district-natural-res---wetlands-non-wage",,13846.74403,51206000
"d314","Abim",2016,"budget","revenue","conditional-government-transfers","conditional-grant-to-district-hospitals",,37202.54468,137577000
"d314","Abim",2016,"budget","revenue","conditional-government-transfers","conditional-grant-to-community-devt-assistants-non-wage",,433.4712861,1603000
"d314","Abim",2016,"budget","revenue","conditional-government-transfers","conditional-grant-to-agric-ext-salaries",,3597.568303,13304000
"d314","Abim",2016,"budget","revenue","conditional-government-transfers","conditional-grant-for-naads",,36229.6004,133979000
"d314","Abim",2016,"budget","revenue","conditional-government-transfers","conditional-grant-to-phc-salaries",,524111.6734,1938193000
"d314","Abim",2016,"budget","revenue","conditional-government-transfers","conditional-transfers-to-production-and-marketing",,35640.10108,131799000
"d314","Abim",2016,"budget","revenue","conditional-government-transfers","sanitation-and-hygiene",,5949.075667,2.2e+07
"d314","Abim",2016,"budget","revenue","conditional-government-transfers","conditional-transfers-to-school-inspection-grant",,4167.86833,15413000
"d314","Abim",2016,"budget","revenue","conditional-government-transfers","conditional-transfers-to-special-grant-for-pwds",,3258.200578,12049000
"d314","Abim",2016,"budget","revenue","conditional-government-transfers","naads-districts---wage",,26593.72029,98345000
"d314","Abim",2016,"budget","revenue","conditional-government-transfers","roads-rehabilitation-grant",,59583.77858,220344000
"d314","Abim",2016,"budget","revenue","conditional-government-transfers","conditional-transfers-to-councillors-allowances-and-ex--gratia-for-llgs",,14706.38546,54385000
"d314","Abim",2016,"budget","revenue","conditional-government-transfers","conditional-transfers-to-dsc-operational-costs",,5257.360415,19442000
"d314","Abim",2016,"budget","revenue","other-government-transfers","unspent-balances---other-government-transfers",,0,0
"d314","Abim",2016,"budget","revenue","other-government-transfers","uganda-roads-funds---urban",,34106.32121,126127000
"d314","Abim",2016,"budget","revenue","other-government-transfers","uganda-roads-funds---district",,98162.99346,363012000
"d314","Abim",2016,"budget","revenue","other-government-transfers","nusaf-ii",,0,0
"d314","Abim",2016,"budget","revenue","other-government-transfers","unspent-balances---conditional-grants",,0,0
"d314","Abim",2016,"budget","revenue","local-development-grant","lgmsd-former-lgdp",,178494.7143,660083000
"d314","Abim",2016,"budget","revenue","donor-funding","ubos-census",,0,0
"d314","Abim",2016,"budget","revenue","donor-funding","sustain",,135206.2652,5e+08
"d314","Abim",2016,"budget","revenue","donor-funding","research-triangle",,0,0
"d314","Abim",2016,"budget","revenue","locally-raised-revenues","agency-fees",,5164.608917,19099000
"d301","Adjumani",2015,"budget","expenditure","planning","development-expenditure","domestic-development",206657.1155,699014000
"d301","Adjumani",2015,"budget","expenditure","planning","development-expenditure","donor-development",59128.17641,2e+08
"d301","Adjumani",2015,"budget","expenditure","internal-audit","recurrent-expenditure","wage",11328.9586,38320000
"d301","Adjumani",2015,"budget","expenditure","planning","recurrent-expenditure","non-wage",33870.68893,114567000
"d301","Adjumani",2015,"budget","expenditure","internal-audit","development-expenditure","domestic-development",0,0
"d301","Adjumani",2015,"budget","expenditure","internal-audit","development-expenditure","donor-development",0,0
"d301","Adjumani",2015,"budget","expenditure","internal-audit","recurrent-expenditure","non-wage",15909.02714,53812000
"d301","Adjumani",2015,"budget","revenue","locally-raised-revenues","liquor-licences",,8.277944697,28000
"d301","Adjumani",2015,"budget","revenue","locally-raised-revenues","advance-recoveries",,5912.817641,2e+07
"d301","Adjumani",2015,"budget","revenue","locally-raised-revenues","inspection-fees",,126.2386566,427000
"d301","Adjumani",2015,"budget","revenue","locally-raised-revenues","land-fees",,1436.814687,4860000
"d301","Adjumani",2015,"budget","revenue","locally-raised-revenues","local-service-tax",,9067.897134,30672000
"d301","Adjumani",2015,"budget","revenue","locally-raised-revenues","marketgate-charges",,5092.118552,17224000
"d301","Adjumani",2015,"budget","revenue","locally-raised-revenues","miscellaneous",,15954.2602,53965000
"d301","Adjumani",2015,"budget","revenue","locally-raised-revenues","other-court-fees",,103.4743087,350000
"d301","Adjumani",2015,"budget","revenue","locally-raised-revenues","other-fees-and-charges",,22671.51668,76686000
"d301","Adjumani",2015,"budget","revenue","locally-raised-revenues","other-licences",,687.3650507,2325000
"d301","Adjumani",2015,"budget","revenue","locally-raised-revenues","park-fees",,484.2597648,1638000
"d301","Adjumani",2015,"budget","revenue","locally-raised-revenues","public-health-licences",,202.2183633,684000
"d301","Adjumani",2015,"budget","expenditure","administration","recurrent-expenditure","wage",133834.8535,452694000
"d301","Adjumani",2015,"budget","expenditure","administration","recurrent-expenditure","non-wage",138132.585,467231000
"d301","Adjumani",2015,"budget","expenditure","administration","development-expenditure","domestic-development",353206.3007,1194714000
"d301","Adjumani",2015,"budget","expenditure","administration","development-expenditure","donor-development",19796.70474,66962000
"d301","Adjumani",2015,"budget","expenditure","finance","recurrent-expenditure","wage",46422.41822,157023000
"d301","Adjumani",2015,"budget","expenditure","finance","recurrent-expenditure","non-wage",51038.25931,172636000
"d301","Adjumani",2015,"budget","expenditure","finance","development-expenditure","domestic-development",0,0
"d301","Adjumani",2015,"budget","expenditure","finance","development-expenditure","donor-development",0,0
"d301","Adjumani",2015,"budget","expenditure","statutory-bodies","recurrent-expenditure","wage",67722.16121,229069000
"d301","Adjumani",2015,"budget","expenditure","statutory-bodies","recurrent-expenditure","non-wage",112857.9503,381740000
"d301","Adjumani",2015,"budget","expenditure","statutory-bodies","development-expenditure","domestic-development",0,0
"d301","Adjumani",2015,"budget","expenditure","statutory-bodies","development-expenditure","donor-development",0,0
"d301","Adjumani",2015,"budget","expenditure","production-and-marketing","recurrent-expenditure","wage",115771.4912,391595000
"d301","Adjumani",2015,"budget","expenditure","production-and-marketing","recurrent-expenditure","non-wage",33678.818,113918000
"d301","Adjumani",2015,"budget","expenditure","production-and-marketing","development-expenditure","domestic-development",143275.5537,484627000
"d301","Adjumani",2015,"budget","expenditure","production-and-marketing","development-expenditure","donor-development",0,0
"d301","Adjumani",2015,"budget","expenditure","health","recurrent-expenditure","wage",984991.7526,3331717000
"d301","Adjumani",2015,"budget","expenditure","health","recurrent-expenditure","non-wage",302969.8195,1024790000
