"id","year","budget-type","l1","l2","l3","l4","l5","value"
"UG",2005,"actual","total-revenue-and-grants","revenue","tax-revenue","excises",,539852019.6
"UG",2006,"actual","total-revenue-and-grants","revenue","tax-revenue","excises",,567143791.2
"UG",2007,"actual","total-revenue-and-grants","revenue","tax-revenue","excises",,647767902.8
"UG",2008,"actual","total-revenue-and-grants","revenue","tax-revenue","excises",,741164260
"UG",2009,"actual","total-revenue-and-grants","revenue","tax-revenue","excises",,619803804.3
"UG",2010,"actual","total-revenue-and-grants","revenue","tax-revenue","excises",,616378574
"UG",2011,"actual","total-revenue-and-grants","revenue","tax-revenue","excises",,531478752
"UG",2012,"actual","total-revenue-and-grants","revenue","tax-revenue","excises",,578937440
"UG",2013,"actual","total-revenue-and-grants","revenue","tax-revenue","excises",,539057379
"UG",2014,"budget","total-revenue-and-grants","revenue","tax-revenue","excises",,612540327
"UG",2014,"actual","total-revenue-and-grants","revenue","tax-revenue","excises",,602274288
"UG",2015,"proj","total-revenue-and-grants","revenue","tax-revenue","excises",,617889481
"UG",2016,"proj","total-revenue-and-grants","revenue","tax-revenue","excises",,659806500
"UG",2017,"proj","total-revenue-and-grants","revenue","tax-revenue","excises",,696781146
"UG",2018,"proj","total-revenue-and-grants","revenue","tax-revenue","excises",,736910685
"UG",2019,"proj","total-revenue-and-grants","revenue","tax-revenue","excises",,765237384
"UG",2000,"actual","total-revenue-and-grants","revenue","tax-revenue","value-added-tax",,455119371.5
"UG",2001,"actual","total-revenue-and-grants","revenue","tax-revenue","value-added-tax",,452548422.9
"UG",2002,"actual","total-revenue-and-grants","revenue","tax-revenue","value-added-tax",,509303398.2
"UG",2003,"actual","total-revenue-and-grants","revenue","tax-revenue","value-added-tax",,508304924.6
"UG",2004,"actual","total-revenue-and-grants","revenue","tax-revenue","value-added-tax",,602567914.5
"UG",2005,"actual","total-revenue-and-grants","revenue","tax-revenue","value-added-tax",,659096441.6
"UG",2006,"actual","total-revenue-and-grants","revenue","tax-revenue","value-added-tax",,696176505.6
"UG",2007,"actual","total-revenue-and-grants","revenue","tax-revenue","value-added-tax",,822357720.4
"UG",2008,"actual","total-revenue-and-grants","revenue","tax-revenue","value-added-tax",,945780160
"UG",2009,"actual","total-revenue-and-grants","revenue","tax-revenue","value-added-tax",,794102594
"UG",2010,"actual","total-revenue-and-grants","revenue","tax-revenue","value-added-tax",,795906314
"UG",2011,"actual","total-revenue-and-grants","revenue","tax-revenue","value-added-tax",,701194656
"UG",2012,"actual","total-revenue-and-grants","revenue","tax-revenue","value-added-tax",,766593024
"UG",2013,"actual","total-revenue-and-grants","revenue","tax-revenue","value-added-tax",,861758395
"UG",2014,"budget","total-revenue-and-grants","revenue","tax-revenue","value-added-tax",,1009493835
"UG",2014,"actual","total-revenue-and-grants","revenue","tax-revenue","value-added-tax",,879457341
"UG",2015,"proj","total-revenue-and-grants","revenue","tax-revenue","value-added-tax",,907617563
"UG",2016,"proj","total-revenue-and-grants","revenue","tax-revenue","value-added-tax",,927514875
"UG",2017,"proj","total-revenue-and-grants","revenue","tax-revenue","value-added-tax",,987524358
"UG",2018,"proj","total-revenue-and-grants","revenue","tax-revenue","value-added-tax",,1069105343
"UG",2019,"proj","total-revenue-and-grants","revenue","tax-revenue","value-added-tax",,1154452950
"UG",2000,"actual","total-revenue-and-grants","revenue","nontax-revenue",,,117778495.5
"UG",2001,"actual","total-revenue-and-grants","revenue","nontax-revenue",,,70752408.3
"UG",2002,"actual","total-revenue-and-grants","revenue","nontax-revenue",,,127001865.2
"UG",2003,"actual","total-revenue-and-grants","revenue","nontax-revenue",,,104715177.6
"UG",2004,"actual","total-revenue-and-grants","revenue","nontax-revenue",,,135038760.5
"UG",2005,"actual","total-revenue-and-grants","revenue","nontax-revenue",,,131168864.2
"UG",2006,"actual","total-revenue-and-grants","revenue","nontax-revenue",,,125031700
"UG",2007,"actual","total-revenue-and-grants","revenue","nontax-revenue",,,142846214.4
"UG",2008,"actual","total-revenue-and-grants","revenue","nontax-revenue",,,110037884
"UG",2009,"actual","total-revenue-and-grants","revenue","nontax-revenue",,,133247723.4
"UG",2010,"actual","total-revenue-and-grants","revenue","nontax-revenue",,,123275714.8
"UG",2011,"actual","total-revenue-and-grants","revenue","nontax-revenue",,,112101820.8
"UG",2012,"actual","total-revenue-and-grants","revenue","nontax-revenue",,,103410204.8
"UG",2013,"actual","total-revenue-and-grants","revenue","nontax-revenue",,,111478532.8
"UG",2014,"budget","total-revenue-and-grants","revenue","nontax-revenue",,,62280636.6
"UG",2014,"actual","total-revenue-and-grants","revenue","nontax-revenue",,,114295234.2
"UG",2015,"proj","total-revenue-and-grants","revenue","nontax-revenue",,,119734564.5
"UG",2016,"proj","total-revenue-and-grants","revenue","nontax-revenue",,,136287900
"UG",2017,"proj","total-revenue-and-grants","revenue","nontax-revenue",,,145371606
"UG",2018,"proj","total-revenue-and-grants","revenue","nontax-revenue",,,162120350.7
"UG",2019,"proj","total-revenue-and-grants","revenue","nontax-revenue",,,182293618.2
"UG",2000,"actual","total-revenue-and-grants","revenue","resource-revenue",,,0
"UG",2001,"actual","total-revenue-and-grants","revenue","resource-revenue",,,0
"UG",2002,"actual","total-revenue-and-grants","revenue","resource-revenue",,,0
"UG",2003,"actual","total-revenue-and-grants","revenue","resource-revenue",,,0
"UG",2004,"actual","total-revenue-and-grants","revenue","resource-revenue",,,0
"UG",2005,"actual","total-revenue-and-grants","revenue","resource-revenue",,,0
"UG",2006,"actual","total-revenue-and-grants","revenue","resource-revenue",,,0
"UG",2007,"actual","total-revenue-and-grants","revenue","resource-revenue",,,0
"UG",2008,"actual","total-revenue-and-grants","revenue","resource-revenue",,,0
"UG",2009,"actual","total-revenue-and-grants","revenue","resource-revenue",,,0
"UG",2010,"actual","total-revenue-and-grants","revenue","resource-revenue",,,0
"UG",2011,"actual","total-revenue-and-grants","revenue","resource-revenue",,,500215296
"UG",2012,"actual","total-revenue-and-grants","revenue","resource-revenue",,,156512742.4
"UG",2013,"actual","total-revenue-and-grants","revenue","resource-revenue",,,0
"UG",2014,"budget","total-revenue-and-grants","revenue","resource-revenue",,,0
"UG",2014,"actual","total-revenue-and-grants","revenue","resource-revenue",,,0
"UG",2015,"proj","total-revenue-and-grants","revenue","resource-revenue",,,0
"UG",2016,"proj","total-revenue-and-grants","revenue","resource-revenue",,,0
"UG",2017,"proj","total-revenue-and-grants","revenue","resource-revenue",,,0
"UG",2018,"proj","total-revenue-and-grants","revenue","resource-revenue",,,0
"UG",2019,"proj","total-revenue-and-grants","revenue","resource-revenue",,,0
"UG",2000,"actual","total-revenue-and-grants","grants",,,,750292638
"UG",2001,"actual","total-revenue-and-grants","grants",,,,1049271564.6
"UG",2002,"actual","total-revenue-and-grants","grants",,,,926595241
"UG",2003,"actual","total-revenue-and-grants","grants",,,,905349973
"UG",2004,"actual","total-revenue-and-grants","grants",,,,1418474375
"UG",2005,"actual","total-revenue-and-grants","grants",,,,1300848240
"UG",2006,"actual","total-revenue-and-grants","grants",,,,974247006.4
"UG",2007,"actual","total-revenue-and-grants","grants",,,,949332133.2
"UG",2008,"actual","total-revenue-and-grants","grants",,,,596569024
"UG",2009,"actual","total-revenue-and-grants","grants",,,,529626052.1
"UG",2010,"actual","total-revenue-and-grants","grants",,,,516441465.4
"UG",2011,"actual","total-revenue-and-grants","grants",,,,397939132.8
"UG",2012,"actual","total-revenue-and-grants","grants",,,,455164608
"UG",2013,"actual","total-revenue-and-grants","grants",,,,343236535.2
"UG",2014,"budget","total-revenue-and-grants","grants",,,,311403183
"UG",2014,"actual","total-revenue-and-grants","grants",,,,242620721.7
"UG",2015,"proj","total-revenue-and-grants","grants",,,,360681898
"UG",2016,"proj","total-revenue-and-grants","grants",,,,222819900
"UG",2017,"proj","total-revenue-and-grants","grants",,,,205274733.3
"UG",2018,"proj","total-revenue-and-grants","grants",,,,206101051.9
"UG",2019,"proj","total-revenue-and-grants","grants",,,,162283100.4
"UG",2000,"actual","total-revenue-and-grants","grants","budget-support-grants",,,348973320
"UG",2001,"actual","total-revenue-and-grants","grants","budget-support-grants",,,489927053.7
"UG",2002,"actual","total-revenue-and-grants","grants","budget-support-grants",,,471721213.6
"UG",2003,"actual","total-revenue-and-grants","grants","budget-support-grants",,,511577273.9
"UG",2004,"actual","total-revenue-and-grants","grants","budget-support-grants",,,925980072
"UG",2005,"actual","total-revenue-and-grants","grants","budget-support-grants",,,879156602.2
"UG",2006,"actual","total-revenue-and-grants","grants","budget-support-grants",,,738187156.8
"UG",2007,"actual","total-revenue-and-grants","grants","budget-support-grants",,,769782377.6
"UG",2008,"actual","total-revenue-and-grants","grants","budget-support-grants",,,427419880
"UG",2009,"actual","total-revenue-and-grants","grants","budget-support-grants",,,357346167.3
"UG",2010,"actual","total-revenue-and-grants","grants","budget-support-grants",,,279464848.6
"UG",2011,"actual","total-revenue-and-grants","grants","budget-support-grants",,,230009712
"UG",2012,"actual","total-revenue-and-grants","grants","budget-support-grants",,,231974243.2
"UG",2013,"actual","total-revenue-and-grants","grants","budget-support-grants",,,72974434.3
"UG",2014,"budget","total-revenue-and-grants","grants","budget-support-grants",,,72888876.9
"UG",2014,"actual","total-revenue-and-grants","grants","budget-support-grants",,,73573279.5
"UG",2015,"proj","total-revenue-and-grants","grants","budget-support-grants",,,75979711.3
"UG",2016,"proj","total-revenue-and-grants","grants","budget-support-grants",,,69225600
"UG",2017,"proj","total-revenue-and-grants","grants","budget-support-grants",,,63662737.8
"UG",2018,"proj","total-revenue-and-grants","grants","budget-support-grants",,,64099532.6
"UG",2019,"proj","total-revenue-and-grants","grants","budget-support-grants",,,50356138.2
"UG",2000,"actual","total-revenue-and-grants","grants","project-grants",,,399865262.5
"UG",2001,"actual","total-revenue-and-grants","grants","project-grants",,,559344510.9
"UG",2002,"actual","total-revenue-and-grants","grants","project-grants",,,454874027.4
"UG",2003,"actual","total-revenue-and-grants","grants","project-grants",,,393772699.1
"UG",2004,"actual","total-revenue-and-grants","grants","project-grants",,,491359523.5
"UG",2005,"actual","total-revenue-and-grants","grants","project-grants",,,419523557.4
"UG",2006,"actual","total-revenue-and-grants","grants","project-grants",,,236059849.6
"UG",2007,"actual","total-revenue-and-grants","grants","project-grants",,,179549755.6
"UG",2008,"actual","total-revenue-and-grants","grants","project-grants",,,168239740
"UG",2009,"actual","total-revenue-and-grants","grants","project-grants",,,172952853.1
"UG",2010,"actual","total-revenue-and-grants","grants","project-grants",,,236976616.8
"UG",2011,"actual","total-revenue-and-grants","grants","project-grants",,,167482800
"UG",2012,"actual","total-revenue-and-grants","grants","project-grants",,,221992563.2
"UG",2013,"actual","total-revenue-and-grants","grants","project-grants",,,270628806.6
"UG",2014,"budget","total-revenue-and-grants","grants","project-grants",,,238514306.1
"UG",2014,"actual","total-revenue-and-grants","grants","project-grants",,,169047442.2
"UG",2015,"proj","total-revenue-and-grants","grants","project-grants",,,284997827.6
"UG",2016,"proj","total-revenue-and-grants","grants","project-grants",,,153594300
"UG",2017,"proj","total-revenue-and-grants","grants","project-grants",,,141361354.8
"UG",2018,"proj","total-revenue-and-grants","grants","project-grants",,,142001519.3
"UG",2019,"proj","total-revenue-and-grants","grants","project-grants",,,111926962.2
"UG",2000,"actual","total-expenditure",,,,,3475192645
"UG",2001,"actual","total-expenditure",,,,,2950241931
"UG",2002,"actual","total-expenditure",,,,,3252802874
"UG",2003,"actual","total-expenditure",,,,,2399722820
"UG",2004,"actual","total-expenditure",,,,,3563207630
"UG",2005,"actual","total-expenditure",,,,,3512290248
"UG",2006,"actual","total-expenditure",,,,,3260826736
"UG",2007,"actual","total-expenditure",,,,,3809232384
"UG",2008,"actual","total-expenditure",,,,,4137788200
"UG",2009,"actual","total-expenditure",,,,,3539813258
"UG",2010,"actual","total-expenditure",,,,,4111185246
"UG",2011,"actual","total-expenditure",,,,,3988323744
"UG",2012,"actual","total-expenditure",,,,,3721170304
"UG",2013,"actual","total-expenditure",,,,,3850409850
"UG",2014,"budget","total-expenditure",,,,,4448616900
"UG",2014,"actual","total-expenditure",,,,,3935314950
"UG",2015,"proj","total-expenditure",,,,,4789382580
"UG",2016,"proj","total-expenditure",,,,,4380682500
"UG",2017,"proj","total-expenditure",,,,,4686981090
"UG",2018,"proj","total-expenditure",,,,,4795767950
"UG",2019,"proj","total-expenditure",,,,,4705770120
"UG",2000,"actual","total-expenditure","recurrent-expenditure",,,,1420612223.5
"UG",2001,"actual","total-expenditure","recurrent-expenditure",,,,1521844254
"UG",2002,"actual","total-expenditure","recurrent-expenditure",,,,1840231108
"UG",2003,"actual","total-expenditure","recurrent-expenditure",,,,1065695088.7
"UG",2004,"actual","total-expenditure","recurrent-expenditure",,,,2122037665
"UG",2005,"actual","total-expenditure","recurrent-expenditure",,,,2146399596
"UG",2006,"actual","total-expenditure","recurrent-expenditure",,,,2230565528
"UG",2007,"actual","total-expenditure","recurrent-expenditure",,,,2420449744
"UG",2008,"actual","total-expenditure","recurrent-expenditure",,,,2619083520
"UG",2009,"actual","total-expenditure","recurrent-expenditure",,,,2214065707
"UG",2010,"actual","total-expenditure","recurrent-expenditure",,,,2579215198
"UG",2011,"actual","total-expenditure","recurrent-expenditure",,,,2661859968
"UG",2012,"actual","total-expenditure","recurrent-expenditure",,,,2231903648
"UG",2013,"actual","total-expenditure","recurrent-expenditure",,,,2130560117
"UG",2014,"budget","total-expenditure","recurrent-expenditure",,,,2203776372
"UG",2014,"actual","total-expenditure","recurrent-expenditure",,,,2285904684
"UG",2015,"proj","total-expenditure","recurrent-expenditure",,,,2214350341
"UG",2016,"proj","total-expenditure","recurrent-expenditure",,,,2252536125
"UG",2017,"proj","total-expenditure","recurrent-expenditure",,,,2353516173
"UG",2018,"proj","total-expenditure","recurrent-expenditure",,,,2456368950
"UG",2019,"proj","total-expenditure","recurrent-expenditure",,,,2616760020
"UG",2000,"actual","total-expenditure","recurrent-expenditure","wages-and-salaries",,,543816757
"UG",2001,"actual","total-expenditure","recurrent-expenditure","wages-and-salaries",,,579368777.4
"UG",2002,"actual","total-expenditure","recurrent-expenditure","wages-and-salaries",,,711469632.6
"UG",2003,"actual","total-expenditure","recurrent-expenditure","wages-and-salaries",,,666468474.1
"UG",2004,"actual","total-expenditure","recurrent-expenditure","wages-and-salaries",,,775054398.5
"UG",2005,"actual","total-expenditure","recurrent-expenditure","wages-and-salaries",,,839047114.8
"UG",2006,"actual","total-expenditure","recurrent-expenditure","wages-and-salaries",,,867219871.2
"UG",2007,"actual","total-expenditure","recurrent-expenditure","wages-and-salaries",,,979091761.2
"UG",2008,"actual","total-expenditure","recurrent-expenditure","wages-and-salaries",,,1009438440
"UG",2009,"actual","total-expenditure","recurrent-expenditure","wages-and-salaries",,,794102594
"UG",2010,"actual","total-expenditure","recurrent-expenditure","wages-and-salaries",,,783937798
"UG",2011,"actual","total-expenditure","recurrent-expenditure","wages-and-salaries",,,741390528
"UG",2012,"actual","total-expenditure","recurrent-expenditure","wages-and-salaries",,,730658976
"UG",2013,"actual","total-expenditure","recurrent-expenditure","wages-and-salaries",,,792084312
"UG",2014,"budget","total-expenditure","recurrent-expenditure","wages-and-salaries",,,834971172
"UG",2014,"actual","total-expenditure","recurrent-expenditure","wages-and-salaries",,,814439094
"UG",2015,"proj","total-expenditure","recurrent-expenditure","wages-and-salaries",,,860315019
"UG",2016,"proj","total-expenditure","recurrent-expenditure","wages-and-salaries",,,808533375
"UG",2017,"proj","total-expenditure","recurrent-expenditure","wages-and-salaries",,,847165566
"UG",2018,"proj","total-expenditure","recurrent-expenditure","wages-and-salaries",,,867917029
"UG",2019,"proj","total-expenditure","recurrent-expenditure","wages-and-salaries",,,923562360
"UG",2000,"actual","total-expenditure","recurrent-expenditure","interest-payments",,,138135272.5
"UG",2001,"actual","total-expenditure","recurrent-expenditure","interest-payments",,,166868887.5
"UG",2002,"actual","total-expenditure","recurrent-expenditure","interest-payments",,,182727173.4
"UG",2003,"actual","total-expenditure","recurrent-expenditure","interest-payments",,,188705476.3
"UG",2004,"actual","total-expenditure","recurrent-expenditure","interest-payments",,,297312229
"UG",2005,"actual","total-expenditure","recurrent-expenditure","interest-payments",,,248245205.8
"UG",2006,"actual","total-expenditure","recurrent-expenditure","interest-payments",,,249063146.4
"UG",2007,"actual","total-expenditure","recurrent-expenditure","interest-payments",,,234109073.6
"UG",2008,"actual","total-expenditure","recurrent-expenditure","interest-payments",,,281005836
"UG",2009,"actual","total-expenditure","recurrent-expenditure","interest-payments",,,240249683.1
"UG",2010,"actual","total-expenditure","recurrent-expenditure","interest-payments",,,230992358.8
"UG",2011,"actual","total-expenditure","recurrent-expenditure","interest-payments",,,189367219.2
"UG",2012,"actual","total-expenditure","recurrent-expenditure","interest-payments",,,240758121.6
"UG",2013,"actual","total-expenditure","recurrent-expenditure","interest-payments",,,326368073
"UG",2014,"budget","total-expenditure","recurrent-expenditure","interest-payments",,,333646267.5
"UG",2014,"actual","total-expenditure","recurrent-expenditure","interest-payments",,,331935261
"UG",2015,"proj","total-expenditure","recurrent-expenditure","interest-payments",,,381376761
"UG",2016,"proj","total-expenditure","recurrent-expenditure","interest-payments",,,435364125
"UG",2017,"proj","total-expenditure","recurrent-expenditure","interest-payments",,,471204516
"UG",2018,"proj","total-expenditure","recurrent-expenditure","interest-payments",,,517007179
"UG",2019,"proj","total-expenditure","recurrent-expenditure","interest-payments",,,547540542
"UG",2000,"actual","total-expenditure","recurrent-expenditure","other-recurrent",,,738660194
"UG",2001,"actual","total-expenditure","recurrent-expenditure","other-recurrent",,,772936686.9
"UG",2002,"actual","total-expenditure","recurrent-expenditure","other-recurrent",,,946034302
"UG",2003,"actual","total-expenditure","recurrent-expenditure","other-recurrent",,,851901601.1
"UG",2004,"actual","total-expenditure","recurrent-expenditure","other-recurrent",,,977045149.5
"UG",2005,"actual","total-expenditure","recurrent-expenditure","other-recurrent",,,1056939195
"UG",2006,"actual","total-expenditure","recurrent-expenditure","other-recurrent",,,1120284032
"UG",2007,"actual","total-expenditure","recurrent-expenditure","other-recurrent",,,1210224872
"UG",2008,"actual","total-expenditure","recurrent-expenditure","other-recurrent",,,1336823880
"UG",2009,"actual","total-expenditure","recurrent-expenditure","other-recurrent",,,1177694525
"UG",2010,"actual","total-expenditure","recurrent-expenditure","other-recurrent",,,1561891338
"UG",2011,"actual","total-expenditure","recurrent-expenditure","other-recurrent",,,1732888704
"UG",2012,"actual","total-expenditure","recurrent-expenditure","other-recurrent",,,1257691680
"UG",2013,"actual","total-expenditure","recurrent-expenditure","other-recurrent",,,1012107732
"UG",2014,"budget","total-expenditure","recurrent-expenditure","other-recurrent",,,1033447926
"UG",2014,"actual","total-expenditure","recurrent-expenditure","other-recurrent",,,1136108316
"UG",2015,"proj","total-expenditure","recurrent-expenditure","other-recurrent",,,972658561
"UG",2016,"proj","total-expenditure","recurrent-expenditure","other-recurrent",,,1008638625
"UG",2017,"proj","total-expenditure","recurrent-expenditure","other-recurrent",,,1037652498
