id,sector,year,value
afdb,humanitarian,2013,
afdb,industry-and-trade,2011,84715
afdb,industry-and-trade,2012,124410
afdb,industry-and-trade,2013,226945
afdb,industry-and-trade,2014,346182
afdb,infrastructure,2011,496467
afdb,infrastructure,2012,1802102
afdb,infrastructure,2013,1189836
afdb,infrastructure,2014,1333076
afdb,other,2011,345857
afdb,other,2012,718959
afdb,other,2013,784170
afdb,other,2014,1859241
afdb,other-social-services,2011,352768
afdb,other-social-services,2012,1808085
afdb,other-social-services,2013,1271087
afdb,other-social-services,2014,1242702
afdb,water-and-sanitation,2011,1809555
afdb,water-and-sanitation,2012,1715813
afdb,water-and-sanitation,2013,2129425
afdb,water-and-sanitation,2014,2859445
afdf,agriculture-and-food-security,2002,116902818
afdf,agriculture-and-food-security,2003,102924672
afdf,agriculture-and-food-security,2004,156598856
afdf,agriculture-and-food-security,2005,185897805
afdf,agriculture-and-food-security,2006,163369872
afdf,agriculture-and-food-security,2007,169010052
afdf,agriculture-and-food-security,2008,276845684
afdf,agriculture-and-food-security,2009,292021609
afdf,agriculture-and-food-security,2010,372333159
afdf,agriculture-and-food-security,2011,312655418
afdf,agriculture-and-food-security,2012,208037204
afdf,agriculture-and-food-security,2013,184440244
afdf,agriculture-and-food-security,2014,168246165
afdf,banking-and-business,2002,222005117
afdf,banking-and-business,2003,59900486
afdf,banking-and-business,2004,220449635
afdf,banking-and-business,2005,12437019
afdf,banking-and-business,2006,11847944
afdf,banking-and-business,2007,27292908
afdf,banking-and-business,2008,5636490
afdf,banking-and-business,2009,1036328756
afdf,banking-and-business,2010,51047736
afdf,banking-and-business,2011,30934087
afdf,banking-and-business,2012,22813616
afdf,banking-and-business,2013,45488419
afdf,banking-and-business,2014,11093541
afdf,debt-relief,2002,191486172
afdf,debt-relief,2003,118724467
afdf,debt-relief,2004,203339691
afdf,debt-relief,2005,109660223
afdf,debt-relief,2006,9924812510
afdf,debt-relief,2007,353286326
afdf,debt-relief,2008,22672717
afdf,debt-relief,2009,754422546
afdf,debt-relief,2010,521849315
afdf,debt-relief,2011,391555
afdf,debt-relief,2012,551598373
afdf,debt-relief,2013,636215
afdf,debt-relief,2014,219135
afdf,education,2002,92740711
afdf,education,2003,55516206
afdf,education,2004,90229797
afdf,education,2005,67857533
afdf,education,2006,73116424
afdf,education,2007,87664930
afdf,education,2008,121598257
afdf,education,2009,114160510
afdf,education,2010,124740037
afdf,education,2011,92236359
afdf,education,2012,103445702
afdf,education,2013,94189154
afdf,education,2014,68636642
afdf,environment,2002,11216850
afdf,environment,2003,4839854
afdf,environment,2004,9839270
afdf,environment,2005,9323889
afdf,environment,2006,9886365
afdf,environment,2007,13352337
afdf,environment,2008,8148063
afdf,environment,2009,714645
afdf,environment,2010,7381224
afdf,environment,2011,14223379
afdf,environment,2012,14168599
afdf,environment,2013,24205925
afdf,environment,2014,27161822
afdf,general-budget-support,2002,102937821
afdf,general-budget-support,2003,123821797
afdf,general-budget-support,2004,123688316
afdf,general-budget-support,2005,166737041
afdf,general-budget-support,2006,145724720
afdf,general-budget-support,2007,251995585
afdf,general-budget-support,2008,318496432
afdf,general-budget-support,2009,425550988
afdf,general-budget-support,2010,318437244
afdf,general-budget-support,2011,417339030
afdf,general-budget-support,2012,331444120
afdf,general-budget-support,2013,428894617
afdf,general-budget-support,2014,213797807
afdf,governance-and-security,2002,115729606
afdf,governance-and-security,2003,76007004
afdf,governance-and-security,2004,134604992
afdf,governance-and-security,2005,146744023
afdf,governance-and-security,2006,63960110
afdf,governance-and-security,2007,111445602
afdf,governance-and-security,2008,122579559
afdf,governance-and-security,2009,10725754
afdf,governance-and-security,2010,15176323
afdf,governance-and-security,2011,77083189
afdf,governance-and-security,2012,57126385
afdf,governance-and-security,2013,45107033
afdf,governance-and-security,2014,65806984
afdf,health,2002,88525992
afdf,health,2003,42830488
afdf,health,2004,85394012
afdf,health,2005,68730723
afdf,health,2006,89665592
afdf,health,2007,84955264
afdf,health,2008,113439787
afdf,health,2009,109372233
afdf,health,2010,79824304
afdf,health,2011,87714334
afdf,health,2012,70976689
afdf,health,2013,41026952
afdf,health,2014,127644086
afdf,humanitarian,2002,14635059
afdf,humanitarian,2003,9727731
afdf,humanitarian,2004,10773010
afdf,humanitarian,2005,7205620
afdf,humanitarian,2006,5464810
afdf,humanitarian,2007,4993401
afdf,humanitarian,2008,4596874
afdf,humanitarian,2009,
afdf,humanitarian,2010,
afdf,humanitarian,2011,92613748
afdf,humanitarian,2012,358166
afdf,humanitarian,2013,8640
afdf,humanitarian,2014,1132119
afdf,industry-and-trade,2002,5470283
afdf,industry-and-trade,2003,6526448
afdf,industry-and-trade,2004,11433397
afdf,industry-and-trade,2005,8587619
afdf,industry-and-trade,2006,4720495
afdf,industry-and-trade,2007,4366875
afdf,industry-and-trade,2008,1764003
afdf,industry-and-trade,2009,17141334
afdf,industry-and-trade,2010,
afdf,industry-and-trade,2011,1378049
afdf,industry-and-trade,2012,
afdf,industry-and-trade,2013,
afdf,industry-and-trade,2014,8837017
afdf,infrastructure,2002,143053028
afdf,infrastructure,2003,114993825
afdf,infrastructure,2004,179803546
afdf,infrastructure,2005,161154619
afdf,infrastructure,2006,151395762
afdf,infrastructure,2007,169520283
afdf,infrastructure,2008,256453073
afdf,infrastructure,2009,449772240
afdf,infrastructure,2010,566855232
afdf,infrastructure,2011,787537200
afdf,infrastructure,2012,796624636
afdf,infrastructure,2013,974629689
afdf,infrastructure,2014,840068763
afdf,other,2002,30898644
afdf,other,2003,28861143
afdf,other,2004,40611575
afdf,other,2005,107360242
afdf,other,2006,83961192
afdf,other,2007,84694351
afdf,other,2008,365255593
afdf,other,2009,112036205
afdf,other,2010,96642063
afdf,other,2011,46406769
afdf,other,2012,91128368
afdf,other,2013,136503807
afdf,other,2014,193449047
afdf,other-social-services,2002,6315582
afdf,other-social-services,2003,23824649
afdf,other-social-services,2004,35494853
afdf,other-social-services,2005,29290640
afdf,other-social-services,2006,26601654
afdf,other-social-services,2007,26175611
afdf,other-social-services,2008,29161121
afdf,other-social-services,2009,24361974
afdf,other-social-services,2010,35902388
afdf,other-social-services,2011,42234436
afdf,other-social-services,2012,13352200
afdf,other-social-services,2013,23526422
afdf,other-social-services,2014,1545287
afdf,water-and-sanitation,2002,35695611
afdf,water-and-sanitation,2003,34065700
afdf,water-and-sanitation,2004,30234979
afdf,water-and-sanitation,2005,55210914
afdf,water-and-sanitation,2006,95541374
afdf,water-and-sanitation,2007,154986304
afdf,water-and-sanitation,2008,195884617
afdf,water-and-sanitation,2009,206110578
afdf,water-and-sanitation,2010,183253221
afdf,water-and-sanitation,2011,176140807
afdf,water-and-sanitation,2012,172444579
afdf,water-and-sanitation,2013,264716767
afdf,water-and-sanitation,2014,263653009
arab-fund-afesd,agriculture-and-food-security,2008,66829857
arab-fund-afesd,agriculture-and-food-security,2009,69986594
arab-fund-afesd,agriculture-and-food-security,2010,76402417
arab-fund-afesd,agriculture-and-food-security,2011,155154002
arab-fund-afesd,agriculture-and-food-security,2012,133767906
arab-fund-afesd,agriculture-and-food-security,2013,75715199
arab-fund-afesd,agriculture-and-food-security,2014,143537948
arab-fund-afesd,banking-and-business,2012,0
arab-fund-afesd,banking-and-business,2013,95630
arab-fund-afesd,education,2008,48788687
arab-fund-afesd,education,2009,26431232
arab-fund-afesd,education,2010,8033288
arab-fund-afesd,education,2011,11251854
arab-fund-afesd,education,2012,7275275
arab-fund-afesd,education,2013,4893605
arab-fund-afesd,education,2014,3727782
arab-fund-afesd,environment,2008,840199
arab-fund-afesd,environment,2009,583445
arab-fund-afesd,environment,2010,37986
arab-fund-afesd,environment,2011,73687
arab-fund-afesd,environment,2012,2327374
arab-fund-afesd,environment,2013,8611752
arab-fund-afesd,environment,2014,7159946
arab-fund-afesd,governance-and-security,2008,600178
arab-fund-afesd,governance-and-security,2009,286127
arab-fund-afesd,governance-and-security,2010,116523
arab-fund-afesd,governance-and-security,2011,63124
arab-fund-afesd,governance-and-security,2012,2864279
arab-fund-afesd,governance-and-security,2013,123702
arab-fund-afesd,governance-and-security,2014,30198
arab-fund-afesd,health,2008,4678489
arab-fund-afesd,health,2009,1732289
arab-fund-afesd,health,2010,1360702
arab-fund-afesd,health,2011,2210527
arab-fund-afesd,health,2012,4706624
arab-fund-afesd,health,2013,1331596
arab-fund-afesd,health,2014,4184997
arab-fund-afesd,humanitarian,2008,28744649
arab-fund-afesd,humanitarian,2009,11565362
arab-fund-afesd,humanitarian,2010,7363640
arab-fund-afesd,humanitarian,2011,6505566
arab-fund-afesd,humanitarian,2012,3429022
arab-fund-afesd,humanitarian,2013,6344861
arab-fund-afesd,humanitarian,2014,6622576
arab-fund-afesd,industry-and-trade,2008,22241208
arab-fund-afesd,industry-and-trade,2009,19085296
arab-fund-afesd,industry-and-trade,2010,8877450
arab-fund-afesd,industry-and-trade,2011,14682575
arab-fund-afesd,industry-and-trade,2012,1788453
arab-fund-afesd,industry-and-trade,2013,1531114
arab-fund-afesd,industry-and-trade,2014,2315838
arab-fund-afesd,infrastructure,2008,686596292
arab-fund-afesd,infrastructure,2009,636825528
arab-fund-afesd,infrastructure,2010,846944979
arab-fund-afesd,infrastructure,2011,512494538
arab-fund-afesd,infrastructure,2012,606142613
arab-fund-afesd,infrastructure,2013,667643990
arab-fund-afesd,infrastructure,2014,549764173
arab-fund-afesd,other,2008,3124891
arab-fund-afesd,other,2009,5220556
arab-fund-afesd,other,2010,5579729
arab-fund-afesd,other,2011,3044515
arab-fund-afesd,other,2012,4458300
arab-fund-afesd,other,2013,20104110
arab-fund-afesd,other,2014,202449
arab-fund-afesd,other-social-services,2008,21083146
arab-fund-afesd,other-social-services,2009,31856498
arab-fund-afesd,other-social-services,2010,24120213
arab-fund-afesd,other-social-services,2011,12693717
arab-fund-afesd,other-social-services,2012,5893450
arab-fund-afesd,other-social-services,2013,23150199
arab-fund-afesd,other-social-services,2014,50607196
arab-fund-afesd,water-and-sanitation,2008,192477877
arab-fund-afesd,water-and-sanitation,2009,123533242
arab-fund-afesd,water-and-sanitation,2010,88525204
arab-fund-afesd,water-and-sanitation,2011,94482998
arab-fund-afesd,water-and-sanitation,2012,82100593
arab-fund-afesd,water-and-sanitation,2013,82494991
arab-fund-afesd,water-and-sanitation,2014,108400072
asdb-special-funds,agriculture-and-food-security,2002,
asdb-special-funds,agriculture-and-food-security,2003,
asdb-special-funds,agriculture-and-food-security,2004,
asdb-special-funds,agriculture-and-food-security,2005,
asdb-special-funds,agriculture-and-food-security,2006,
asdb-special-funds,agriculture-and-food-security,2007,
asdb-special-funds,agriculture-and-food-security,2009,
asdb-special-funds,agriculture-and-food-security,2010,111184808
asdb-special-funds,agriculture-and-food-security,2011,121097986
asdb-special-funds,agriculture-and-food-security,2012,144772971
asdb-special-funds,agriculture-and-food-security,2013,207877673
asdb-special-funds,agriculture-and-food-security,2014,208101096
asdb-special-funds,banking-and-business,2002,
asdb-special-funds,banking-and-business,2003,
asdb-special-funds,banking-and-business,2004,
asdb-special-funds,banking-and-business,2005,
asdb-special-funds,banking-and-business,2006,
asdb-special-funds,banking-and-business,2007,
asdb-special-funds,banking-and-business,2008,
asdb-special-funds,banking-and-business,2010,51513064
asdb-special-funds,banking-and-business,2011,83455922
asdb-special-funds,banking-and-business,2012,84288706
asdb-special-funds,banking-and-business,2013,135371786
asdb-special-funds,banking-and-business,2014,292884385
asdb-special-funds,debt-relief,2010,764904
asdb-special-funds,debt-relief,2011,1016107
asdb-special-funds,debt-relief,2013,5307178
asdb-special-funds,debt-relief,2014,6063385
asdb-special-funds,education,2002,
asdb-special-funds,education,2003,
asdb-special-funds,education,2004,
asdb-special-funds,education,2005,
asdb-special-funds,education,2006,
asdb-special-funds,education,2007,
asdb-special-funds,education,2008,
asdb-special-funds,education,2009,
asdb-special-funds,education,2010,218191031
asdb-special-funds,education,2011,254210495
asdb-special-funds,education,2012,223844282
asdb-special-funds,education,2013,219542931
asdb-special-funds,education,2014,220687011
asdb-special-funds,environment,2003,
asdb-special-funds,environment,2004,
asdb-special-funds,environment,2007,
asdb-special-funds,environment,2010,68294653
asdb-special-funds,environment,2011,23769538
asdb-special-funds,environment,2012,27123700
asdb-special-funds,environment,2013,16838206
asdb-special-funds,environment,2014,32398857
asdb-special-funds,general-budget-support,2004,
asdb-special-funds,general-budget-support,2005,
asdb-special-funds,general-budget-support,2008,
asdb-special-funds,general-budget-support,2009,
asdb-special-funds,governance-and-security,2003,
asdb-special-funds,governance-and-security,2004,
asdb-special-funds,governance-and-security,2005,
asdb-special-funds,governance-and-security,2006,
asdb-special-funds,governance-and-security,2007,
asdb-special-funds,governance-and-security,2008,
asdb-special-funds,governance-and-security,2010,232447823
asdb-special-funds,governance-and-security,2011,146795641
asdb-special-funds,governance-and-security,2012,87142000
asdb-special-funds,governance-and-security,2013,645224627
asdb-special-funds,governance-and-security,2014,119881710
asdb-special-funds,health,2003,
asdb-special-funds,health,2004,
asdb-special-funds,health,2005,
asdb-special-funds,health,2007,
asdb-special-funds,health,2008,
asdb-special-funds,health,2010,232729487
asdb-special-funds,health,2011,84070075
asdb-special-funds,health,2012,70790837
asdb-special-funds,health,2013,70808753
asdb-special-funds,health,2014,57110636
asdb-special-funds,humanitarian,2002,
asdb-special-funds,humanitarian,2003,
asdb-special-funds,humanitarian,2004,
asdb-special-funds,humanitarian,2005,
asdb-special-funds,humanitarian,2008,
asdb-special-funds,humanitarian,2010,82168301
asdb-special-funds,humanitarian,2011,91062632
asdb-special-funds,humanitarian,2012,11786357
asdb-special-funds,humanitarian,2013,
asdb-special-funds,industry-and-trade,2002,
asdb-special-funds,industry-and-trade,2003,
asdb-special-funds,industry-and-trade,2004,
asdb-special-funds,industry-and-trade,2005,
asdb-special-funds,industry-and-trade,2007,
asdb-special-funds,industry-and-trade,2009,
asdb-special-funds,industry-and-trade,2010,38658864
asdb-special-funds,industry-and-trade,2011,85136978
asdb-special-funds,industry-and-trade,2012,60782226
asdb-special-funds,industry-and-trade,2013,62480128
asdb-special-funds,industry-and-trade,2014,52595818
asdb-special-funds,infrastructure,2002,
asdb-special-funds,infrastructure,2003,
asdb-special-funds,infrastructure,2004,
asdb-special-funds,infrastructure,2005,
asdb-special-funds,infrastructure,2006,
asdb-special-funds,infrastructure,2007,
asdb-special-funds,infrastructure,2008,
asdb-special-funds,infrastructure,2009,
asdb-special-funds,infrastructure,2010,578891531
asdb-special-funds,infrastructure,2011,513198185
asdb-special-funds,infrastructure,2012,716737728
asdb-special-funds,infrastructure,2013,904696662
asdb-special-funds,infrastructure,2014,1204657950
asdb-special-funds,other,2002,
asdb-special-funds,other,2003,
asdb-special-funds,other,2004,
asdb-special-funds,other,2005,
asdb-special-funds,other,2006,
asdb-special-funds,other,2007,
asdb-special-funds,other,2008,
asdb-special-funds,other,2009,
asdb-special-funds,other,2010,206771379
asdb-special-funds,other,2011,257939752
asdb-special-funds,other,2012,221679340
asdb-special-funds,other,2013,131485402
asdb-special-funds,other,2014,87821292
asdb-special-funds,other-social-services,2002,
asdb-special-funds,other-social-services,2003,
asdb-special-funds,other-social-services,2004,
asdb-special-funds,other-social-services,2006,
asdb-special-funds,other-social-services,2009,
asdb-special-funds,other-social-services,2010,20174416
asdb-special-funds,other-social-services,2011,47567084
asdb-special-funds,other-social-services,2012,28459822
asdb-special-funds,other-social-services,2013,21813311
asdb-special-funds,other-social-services,2014,161353581
asdb-special-funds,water-and-sanitation,2002,
asdb-special-funds,water-and-sanitation,2003,
asdb-special-funds,water-and-sanitation,2004,
asdb-special-funds,water-and-sanitation,2005,
asdb-special-funds,water-and-sanitation,2006,
asdb-special-funds,water-and-sanitation,2007,
asdb-special-funds,water-and-sanitation,2008,
asdb-special-funds,water-and-sanitation,2009,
asdb-special-funds,water-and-sanitation,2010,160958452
asdb-special-funds,water-and-sanitation,2011,186621004
asdb-special-funds,water-and-sanitation,2012,157361468
asdb-special-funds,water-and-sanitation,2013,258916251
asdb-special-funds,water-and-sanitation,2014,327657048
AT,agriculture-and-food-security,2002,8351736
AT,agriculture-and-food-security,2003,9088613
AT,agriculture-and-food-security,2004,7635198
AT,agriculture-and-food-security,2005,8511529
AT,agriculture-and-food-security,2006,12472769
AT,agriculture-and-food-security,2007,9500198
AT,agriculture-and-food-security,2008,12681142
AT,agriculture-and-food-security,2009,15416396
AT,agriculture-and-food-security,2010,9971260
AT,agriculture-and-food-security,2011,14404242
AT,agriculture-and-food-security,2012,10348118
AT,agriculture-and-food-security,2013,29473676
AT,agriculture-and-food-security,2014,17899701
AT,banking-and-business,2002,1806822
AT,banking-and-business,2003,2384787
AT,banking-and-business,2004,1104946
AT,banking-and-business,2005,2554347
AT,banking-and-business,2006,4914756
AT,banking-and-business,2007,8890723
AT,banking-and-business,2008,21673713
AT,banking-and-business,2009,26055135
AT,banking-and-business,2010,34667631
AT,banking-and-business,2011,18590427
AT,banking-and-business,2012,19762303
AT,banking-and-business,2013,8612906
AT,banking-and-business,2014,16865528
AT,debt-relief,2002,
AT,debt-relief,2003,55147419
AT,debt-relief,2004,140879155
AT,debt-relief,2005,1068913073
AT,debt-relief,2006,867866544
AT,debt-relief,2007,968655364
AT,debt-relief,2008,739495992
AT,debt-relief,2009,56933333
AT,debt-relief,2010,156403619
AT,debt-relief,2011,40783267
AT,debt-relief,2012,105766115
AT,debt-relief,2013,42800249
AT,debt-relief,2014,102237763
AT,education,2002,34129331
AT,education,2003,99244933
AT,education,2004,92489111
AT,education,2005,109123999
AT,education,2006,120463355
AT,education,2007,127214391
AT,education,2008,133821873
AT,education,2009,125686417
AT,education,2010,130814955
AT,education,2011,125891091
AT,education,2012,153029898
AT,education,2013,135620835
AT,education,2014,137349752
AT,environment,2002,5856369
AT,environment,2003,3400542
AT,environment,2004,3162507
AT,environment,2005,6236591
AT,environment,2006,4352410
AT,environment,2007,5887057
AT,environment,2008,3862769
AT,environment,2009,3402277
AT,environment,2010,8676810
AT,environment,2011,7535628
AT,environment,2012,3641231
AT,environment,2013,4636842
AT,environment,2014,9132508
AT,general-budget-support,2008,4401159
AT,general-budget-support,2009,2158343
AT,general-budget-support,2010,4273521
AT,general-budget-support,2011,4193841
AT,general-budget-support,2012,3213370
AT,general-budget-support,2013,1898778
AT,general-budget-support,2014,1868668
AT,governance-and-security,2002,59303130
AT,governance-and-security,2003,46975818
AT,governance-and-security,2004,36277277
AT,governance-and-security,2005,43303377
AT,governance-and-security,2006,50601979
AT,governance-and-security,2007,50601262
AT,governance-and-security,2008,54549375
AT,governance-and-security,2009,47037747
AT,governance-and-security,2010,48808610
AT,governance-and-security,2011,38365226
AT,governance-and-security,2012,34188872
AT,governance-and-security,2013,39306920
AT,governance-and-security,2014,25349363
AT,health,2002,8653635
AT,health,2003,8389786
AT,health,2004,9568701
AT,health,2005,9401012
AT,health,2006,15893862
AT,health,2007,14304263
AT,health,2008,13372256
AT,health,2009,11462673
AT,health,2010,9966744
AT,health,2011,14121114
AT,health,2012,10276862
AT,health,2013,8510805
AT,health,2014,14881949
AT,humanitarian,2002,4178948
AT,humanitarian,2003,3413786
AT,humanitarian,2004,8010285
AT,humanitarian,2005,30741334
AT,humanitarian,2006,19283797
AT,humanitarian,2007,15243139
AT,humanitarian,2008,42252909
AT,humanitarian,2009,35248932
AT,humanitarian,2010,24139558
AT,humanitarian,2011,13313375
AT,humanitarian,2012,18137230
AT,humanitarian,2013,16078035
AT,humanitarian,2014,19031827
AT,industry-and-trade,2002,11207528
AT,industry-and-trade,2003,7874983
AT,industry-and-trade,2004,7312685
AT,industry-and-trade,2005,13580424
AT,industry-and-trade,2006,9590980
AT,industry-and-trade,2007,9840465
AT,industry-and-trade,2008,9932998
AT,industry-and-trade,2009,11680222
AT,industry-and-trade,2010,12943984
AT,industry-and-trade,2011,7157799
AT,industry-and-trade,2012,5077115
AT,industry-and-trade,2013,23672402
AT,industry-and-trade,2014,10140649
AT,infrastructure,2002,2093326
AT,infrastructure,2003,2816637
AT,infrastructure,2004,2667736
AT,infrastructure,2005,3132466
AT,infrastructure,2006,8332214
AT,infrastructure,2007,7545452
AT,infrastructure,2008,13624190
AT,infrastructure,2009,12862155
AT,infrastructure,2010,13227700
AT,infrastructure,2011,20752156
AT,infrastructure,2012,15292965
AT,infrastructure,2013,17524119
AT,infrastructure,2014,13650404
AT,other,2002,453729249
AT,other,2003,111637972
AT,other,2004,131264821
AT,other,2005,137291764
AT,other,2006,119688087
AT,other,2007,136432822
AT,other,2008,141704245
AT,other,2009,128695269
AT,other,2010,138947093
AT,other,2011,132770575
AT,other,2012,135223158
AT,other,2013,165944656
AT,other,2014,198046707
AT,other-social-services,2002,4451584
AT,other-social-services,2003,4378338
AT,other-social-services,2004,6037936
AT,other-social-services,2005,7985912
AT,other-social-services,2006,9649131
AT,other-social-services,2007,10121836
AT,other-social-services,2008,11567600
AT,other-social-services,2009,9830127
AT,other-social-services,2010,9714229
AT,other-social-services,2011,8887792
AT,other-social-services,2012,9004228
AT,other-social-services,2013,10202273
AT,other-social-services,2014,14322955
AT,water-and-sanitation,2002,9989116
AT,water-and-sanitation,2003,13592875
AT,water-and-sanitation,2004,14150388
AT,water-and-sanitation,2005,17245439
AT,water-and-sanitation,2006,14790252
AT,water-and-sanitation,2007,18578717
AT,water-and-sanitation,2008,20871606
AT,water-and-sanitation,2009,17485545
AT,water-and-sanitation,2010,19515354
AT,water-and-sanitation,2011,18096925
AT,water-and-sanitation,2012,20371293
AT,water-and-sanitation,2013,18340913
AT,water-and-sanitation,2014,21378036
AU,agriculture-and-food-security,2002,206082142
AU,agriculture-and-food-security,2003,174843326
AU,agriculture-and-food-security,2004,156083452
AU,agriculture-and-food-security,2005,200176620
AU,agriculture-and-food-security,2006,128817286
AU,agriculture-and-food-security,2007,202488034
AU,agriculture-and-food-security,2008,227807858
AU,agriculture-and-food-security,2009,179818619
AU,agriculture-and-food-security,2010,284001981
AU,agriculture-and-food-security,2011,317421334
AU,agriculture-and-food-security,2012,282732180
AU,agriculture-and-food-security,2013,236200077
AU,agriculture-and-food-security,2014,165567955
AU,banking-and-business,2002,15439898
AU,banking-and-business,2003,12243066
AU,banking-and-business,2004,12072908
AU,banking-and-business,2005,11106252
AU,banking-and-business,2006,34182501
AU,banking-and-business,2007,40217871
AU,banking-and-business,2008,38915391
AU,banking-and-business,2009,12294557
AU,banking-and-business,2010,22137928
AU,banking-and-business,2011,34599312
AU,banking-and-business,2012,63662303
AU,banking-and-business,2013,37389234
AU,banking-and-business,2014,50237736
AU,debt-relief,2002,12281450
AU,debt-relief,2003,15222375
AU,debt-relief,2004,22941987
AU,debt-relief,2005,16834508
AU,debt-relief,2006,464870398
AU,debt-relief,2007,421825790
AU,debt-relief,2008,353073818
AU,debt-relief,2009,4306377
AU,debt-relief,2010,8886926
AU,debt-relief,2011,12737271
AU,debt-relief,2012,11943590
AU,debt-relief,2013,11364097
AU,debt-relief,2014,8144201
AU,education,2002,247404255
AU,education,2003,194128567
AU,education,2004,188431319
AU,education,2005,146071435
AU,education,2006,257424102
AU,education,2007,292398229
AU,education,2008,382024623
AU,education,2009,400149593
AU,education,2010,307571866
AU,education,2011,435795164
AU,education,2012,563193234
AU,education,2013,441019188
AU,education,2014,597944845
AU,environment,2002,36700710
AU,environment,2003,42106698
AU,environment,2004,21897586
AU,environment,2005,22406167
AU,environment,2006,29912811
AU,environment,2007,107641026
AU,environment,2008,29444311
AU,environment,2009,80008432
AU,environment,2010,118442532
AU,environment,2011,100728162
AU,environment,2012,125320863
AU,environment,2013,107463049
AU,environment,2014,41336322
AU,general-budget-support,2002,16489779
AU,general-budget-support,2003,18534671
AU,general-budget-support,2004,9898379
