id,sector,year,value
afdb,agriculture-and-food-security,2012,1245295.13
afdb,agriculture-and-food-security,2013,531197.06
afdb,agriculture-and-food-security,2014,2171098.24
afdb,agriculture-and-food-security,2015,2322990.00
afdb,banking-and-business,2011,1285992.76
afdb,banking-and-business,2012,223902.89
afdb,banking-and-business,2013,1288648.75
afdb,banking-and-business,2014,494349.70
afdb,banking-and-business,2015,481170.00
afdb,debt-relief,2002,134345694.62
afdb,debt-relief,2003,101410656.18
afdb,debt-relief,2004,164072017.05
afdb,debt-relief,2005,176627384.20
afdb,debt-relief,2006,189879359.79
afdb,debt-relief,2007,170088692.96
afdb,debt-relief,2008,162766288.59
afdb,debt-relief,2009,158761327.57
afdb,debt-relief,2010,119809968.39
afdb,debt-relief,2011,101324503.62
afdb,debt-relief,2012,95699124.74
afdb,debt-relief,2013,120472838.37
afdb,debt-relief,2014,111490439.29
afdb,debt-relief,2015,110046550.00
afdb,education,2011,1740738.18
afdb,education,2012,56846.55
afdb,education,2013,107168.20
afdb,education,2014,414973.60
afdb,education,2015,146190.00
afdb,environment,2011,42292.25
afdb,environment,2012,53347.48
afdb,environment,2013,60177.17
afdb,environment,2014,0.00
afdb,governance-and-security,2011,626623.29
afdb,governance-and-security,2012,591078.56
afdb,governance-and-security,2013,760771.20
afdb,governance-and-security,2014,1271418.36
afdb,governance-and-security,2015,3150470.00
afdb,health,2011,1520240.19
afdb,health,2012,181734.79
afdb,health,2013,606560.11
afdb,health,2014,539593.32
afdb,health,2015,318040.00
afdb,humanitarian,2011,0.00
afdb,humanitarian,2012,0.00
afdb,humanitarian,2013,0.00
afdb,industry-and-trade,2011,76722.40
afdb,industry-and-trade,2012,112671.80
afdb,industry-and-trade,2013,205533.77
afdb,industry-and-trade,2014,313520.43
afdb,industry-and-trade,2015,568820.00
afdb,infrastructure,2011,449626.29
afdb,infrastructure,2012,1632075.97
afdb,infrastructure,2013,1077576.50
afdb,infrastructure,2014,1207303.23
afdb,infrastructure,2015,3200050.00
afdb,other,2011,313226.32
afdb,other,2012,651126.04
afdb,other,2013,710185.33
afdb,other,2014,1683823.88
afdb,other,2015,1795910.00
afdb,other-social-services,2011,319484.80
afdb,other-social-services,2012,1637494.21
afdb,other-social-services,2013,1151162.20
afdb,other-social-services,2014,1125454.47
afdb,other-social-services,2015,152870.00
afdb,water-and-sanitation,2011,1638822.38
afdb,water-and-sanitation,2012,1553929.59
afdb,water-and-sanitation,2013,1928516.07
afdb,water-and-sanitation,2014,2589661.21
afdb,water-and-sanitation,2015,1548910.00
afdf,agriculture-and-food-security,2002,105873186.77
afdf,agriculture-and-food-security,2003,93213861.89
afdf,agriculture-and-food-security,2004,141823948.62
afdf,agriculture-and-food-security,2005,168358582.25
afdf,agriculture-and-food-security,2006,147956132.21
afdf,agriculture-and-food-security,2007,153064169.83
afdf,agriculture-and-food-security,2008,250725641.77
afdf,agriculture-and-food-security,2009,264469743.85
afdf,agriculture-and-food-security,2010,337203995.70
afdf,agriculture-and-food-security,2011,283156773.89
afdf,agriculture-and-food-security,2012,188409158.24
afdf,agriculture-and-food-security,2013,167038545.70
afdf,agriculture-and-food-security,2014,152372358.17
afdf,agriculture-and-food-security,2015,136463820.00
afdf,banking-and-business,2002,201059217.59
afdf,banking-and-business,2003,54248951.73
afdf,banking-and-business,2004,199650492.79
afdf,banking-and-business,2005,11263601.80
afdf,banking-and-business,2006,10730106.34
afdf,banking-and-business,2007,24717856.91
afdf,banking-and-business,2008,5104695.68
afdf,banking-and-business,2009,938552453.62
afdf,banking-and-business,2010,46231449.13
afdf,banking-and-business,2011,28015495.69
afdf,banking-and-business,2012,20661180.52
afdf,banking-and-business,2013,41196645.47
afdf,banking-and-business,2014,10046878.72
afdf,banking-and-business,2015,32095070.00
afdf,debt-relief,2002,173419694.73
afdf,debt-relief,2003,107522966.08
afdf,debt-relief,2004,184154849.81
afdf,debt-relief,2005,99313920.49
afdf,debt-relief,2006,8988419068.72
afdf,debt-relief,2007,319954210.49
afdf,debt-relief,2008,20533576.23
afdf,debt-relief,2009,683243736.21
afdf,debt-relief,2010,472613497.65
afdf,debt-relief,2011,354611.95
afdf,debt-relief,2012,499555767.90
afdf,debt-relief,2013,576188.89
afdf,debt-relief,2014,198459.85
afdf,debt-relief,2015,4110.00
afdf,education,2002,83990739.48
afdf,education,2003,50278320.85
afdf,education,2004,81716729.88
afdf,education,2005,61455260.33
afdf,education,2006,66217979.87
afdf,education,2007,79393855.01
afdf,education,2008,110125614.86
afdf,education,2009,103389611.59
afdf,education,2010,112970973.11
afdf,education,2011,83533975.25
afdf,education,2012,93685730.65
afdf,education,2013,85302526.63
afdf,education,2014,62160861.14
afdf,education,2015,83075220.00
afdf,environment,2002,10158553.64
afdf,environment,2003,4383220.11
afdf,environment,2004,8910946.31
afdf,environment,2005,8444191.93
afdf,environment,2006,8953598.94
afdf,environment,2007,12092561.04
afdf,environment,2008,7379303.96
afdf,environment,2009,647219.25
afdf,environment,2010,6684815.31
afdf,environment,2011,12881420.57
afdf,environment,2012,12831809.70
afdf,environment,2013,21922127.30
afdf,environment,2014,24599138.36
afdf,environment,2015,16645140.00
afdf,general-budget-support,2002,93225769.43
afdf,general-budget-support,2003,112139368.03
afdf,general-budget-support,2004,112018479.50
afdf,general-budget-support,2005,151005612.33
afdf,general-budget-support,2006,131975779.19
afdf,general-budget-support,2007,228220121.25
afdf,general-budget-support,2008,288446697.70
afdf,general-budget-support,2009,385400792.55
afdf,general-budget-support,2010,288393094.84
afdf,general-budget-support,2011,377963623.80
afdf,general-budget-support,2012,300172788.72
afdf,general-budget-support,2013,388428952.77
afdf,general-budget-support,2014,193626255.82
afdf,general-budget-support,2015,67077940.00
afdf,governance-and-security,2002,104810662.91
afdf,governance-and-security,2003,68835839.18
afdf,governance-and-security,2004,121905183.73
afdf,governance-and-security,2005,132898909.48
afdf,governance-and-security,2006,57925555.28
afdf,governance-and-security,2007,100930851.40
afdf,governance-and-security,2008,111014333.52
afdf,governance-and-security,2009,9713791.05
afdf,governance-and-security,2010,13744457.07
afdf,governance-and-security,2011,69810486.85
afdf,governance-and-security,2012,51736583.69
afdf,governance-and-security,2013,40851243.69
afdf,governance-and-security,2014,59598179.14
afdf,governance-and-security,2015,107921250.00
afdf,health,2002,80173681.07
afdf,health,2003,38789485.14
afdf,health,2004,77337195.13
afdf,health,2005,62246065.54
afdf,health,2006,81205757.79
afdf,health,2007,76939841.52
afdf,health,2008,102736888.09
afdf,health,2009,99053104.07
afdf,health,2010,72292980.77
afdf,health,2011,79438598.94
afdf,health,2012,64280128.29
afdf,health,2013,37156110.89
afdf,health,2014,115601030.03
afdf,health,2015,142851140.00
afdf,humanitarian,2002,13254258.96
afdf,humanitarian,2003,8809931.41
afdf,humanitarian,2004,9756590.38
afdf,humanitarian,2005,6525778.52
afdf,humanitarian,2006,4949210.72
afdf,humanitarian,2007,4522279.61
afdf,humanitarian,2008,4163164.73
afdf,humanitarian,2009,0.00
afdf,humanitarian,2010,0.00
afdf,humanitarian,2011,83875758.28
afdf,humanitarian,2012,324373.49
afdf,humanitarian,2013,7824.67
afdf,humanitarian,2014,1025305.00
afdf,humanitarian,2015,12081440.00
afdf,industry-and-trade,2002,4954169.86
afdf,industry-and-trade,2003,5910685.22
afdf,industry-and-trade,2004,10354669.90
afdf,industry-and-trade,2005,7777388.31
afdf,industry-and-trade,2006,4275122.22
afdf,industry-and-trade,2007,3954865.67
afdf,industry-and-trade,2008,1597571.17
afdf,industry-and-trade,2009,15524071.93
afdf,industry-and-trade,2010,0.00
afdf,industry-and-trade,2011,1248032.04
afdf,industry-and-trade,2012,0.00
afdf,industry-and-trade,2013,0.00
afdf,industry-and-trade,2014,8003255.30
afdf,industry-and-trade,2015,1678760.00
afdf,infrastructure,2002,129556157.62
afdf,infrastructure,2003,104144302.03
afdf,infrastructure,2004,162839307.42
afdf,infrastructure,2005,145949884.13
afdf,infrastructure,2006,137111760.06
afdf,infrastructure,2007,153526254.32
afdf,infrastructure,2008,232257051.72
afdf,infrastructure,2009,407336799.33
afdf,infrastructure,2010,513373164.76
afdf,infrastructure,2011,713234063.51
afdf,infrastructure,2012,721464114.06
afdf,infrastructure,2013,882674615.00
afdf,infrastructure,2014,760809346.21
afdf,infrastructure,2015,1046628470.00
afdf,other,2002,27983394.26
afdf,other,2003,26138131.04
afdf,other,2004,36779924.97
afdf,other,2005,97230940.41
afdf,other,2006,76039557.80
afdf,other,2007,76703546.35
afdf,other,2008,330794195.79
afdf,other,2009,101465731.68
afdf,other,2010,87524003.72
afdf,other,2011,42028350.71
afdf,other,2012,82530521.23
afdf,other,2013,123624845.77
afdf,other,2014,175197373.77
afdf,other,2015,203777090.00
afdf,other-social-services,2002,5719713.91
afdf,other-social-services,2003,21576821.95
afdf,other-social-services,2004,32145958.87
afdf,other-social-services,2005,26527102.37
afdf,other-social-services,2006,24091821.60
afdf,other-social-services,2007,23705974.78
afdf,other-social-services,2008,26409804.92
afdf,other-social-services,2009,22063453.39
afdf,other-social-services,2010,32515042.77
afdf,other-social-services,2011,38249670.60
afdf,other-social-services,2012,12092436.91
afdf,other-social-services,2013,21306734.06
afdf,other-social-services,2014,1399490.90
afdf,other-social-services,2015,22711010.00
afdf,water-and-sanitation,2002,32327774.97
afdf,water-and-sanitation,2003,30851646.05
afdf,water-and-sanitation,2004,27382347.06
afdf,water-and-sanitation,2005,50001835.24
afdf,water-and-sanitation,2006,86527165.28
afdf,water-and-sanitation,2007,140363544.44
afdf,water-and-sanitation,2008,177403149.88
afdf,water-and-sanitation,2009,186664307.54
afdf,water-and-sanitation,2010,165963515.80
afdf,water-and-sanitation,2011,159522146.70
afdf,water-and-sanitation,2012,156174652.51
afdf,water-and-sanitation,2013,239741074.50
afdf,water-and-sanitation,2014,238777686.16
afdf,water-and-sanitation,2015,285549530.00
arab-fund-afesd,agriculture-and-food-security,2008,60524542.66
arab-fund-afesd,agriculture-and-food-security,2009,63383446.76
arab-fund-afesd,agriculture-and-food-security,2010,69193944.71
arab-fund-afesd,agriculture-and-food-security,2011,140515419.26
arab-fund-afesd,agriculture-and-food-security,2012,121147074.07
arab-fund-afesd,agriculture-and-food-security,2013,68571564.86
arab-fund-afesd,agriculture-and-food-security,2014,129995326.30
arab-fund-afesd,agriculture-and-food-security,2015,96425077.50
arab-fund-afesd,banking-and-business,2012,0.00
arab-fund-afesd,banking-and-business,2013,86607.07
arab-fund-afesd,banking-and-business,2015,0.00
arab-fund-afesd,education,2008,44185537.67
arab-fund-afesd,education,2009,23937477.69
arab-fund-afesd,education,2010,7275356.45
arab-fund-afesd,education,2011,10190255.42
arab-fund-afesd,education,2012,6588860.61
arab-fund-afesd,education,2013,4431900.74
arab-fund-afesd,education,2014,3376068.95
arab-fund-afesd,education,2015,5322203.30
arab-fund-afesd,environment,2008,760926.60
arab-fund-afesd,environment,2009,528397.12
arab-fund-afesd,environment,2010,34402.07
arab-fund-afesd,environment,2011,66733.82
arab-fund-afesd,environment,2012,2107789.22
arab-fund-afesd,environment,2013,7799243.82
arab-fund-afesd,environment,2014,6484413.62
arab-fund-afesd,environment,2015,2968747.00
arab-fund-afesd,governance-and-security,2008,543552.22
arab-fund-afesd,governance-and-security,2009,259131.05
arab-fund-afesd,governance-and-security,2010,105529.08
arab-fund-afesd,governance-and-security,2011,57168.73
arab-fund-afesd,governance-and-security,2012,2594037.37
arab-fund-afesd,governance-and-security,2013,112030.02
arab-fund-afesd,governance-and-security,2014,27348.29
arab-fund-afesd,governance-and-security,2015,159208.80
arab-fund-afesd,health,2008,4237078.92
arab-fund-afesd,health,2009,1568848.63
arab-fund-afesd,health,2010,1232321.74
arab-fund-afesd,health,2011,2001965.70
arab-fund-afesd,health,2012,4262559.20
arab-fund-afesd,health,2013,1205961.06
arab-fund-afesd,health,2014,3790148.24
arab-fund-afesd,health,2015,2466123.10
arab-fund-afesd,humanitarian,2008,26032627.86
arab-fund-afesd,humanitarian,2009,10474185.16
arab-fund-afesd,humanitarian,2010,6668889.82
arab-fund-afesd,humanitarian,2011,5891773.75
arab-fund-afesd,humanitarian,2012,3105498.13
arab-fund-afesd,humanitarian,2013,5746230.53
arab-fund-afesd,humanitarian,2014,5997745.08
arab-fund-afesd,humanitarian,2015,8070550.00
arab-fund-afesd,industry-and-trade,2008,20142779.40
arab-fund-afesd,industry-and-trade,2009,17284622.46
arab-fund-afesd,industry-and-trade,2010,8039874.16
arab-fund-afesd,industry-and-trade,2011,13297292.34
arab-fund-afesd,industry-and-trade,2012,1619714.91
arab-fund-afesd,industry-and-trade,2013,1386655.27
arab-fund-afesd,industry-and-trade,2014,2097340.74
arab-fund-afesd,industry-and-trade,2015,1350800.00
arab-fund-afesd,infrastructure,2008,621816805.81
arab-fund-afesd,infrastructure,2009,576741847.61
arab-fund-afesd,infrastructure,2010,767036794.67
arab-fund-afesd,infrastructure,2011,464141329.51
arab-fund-afesd,infrastructure,2012,548953828.21
arab-fund-afesd,infrastructure,2013,604652629.15
arab-fund-afesd,infrastructure,2014,497894617.92
arab-fund-afesd,infrastructure,2015,389080226.44
arab-fund-afesd,other,2008,2830061.37
arab-fund-afesd,other,2009,4728003.67
arab-fund-afesd,other,2010,5053288.00
arab-fund-afesd,other,2011,2757268.23
arab-fund-afesd,other,2012,4037663.89
arab-fund-afesd,other,2013,18207312.37
arab-fund-afesd,other,2014,183347.85
arab-fund-afesd,other,2015,1228458.04
arab-fund-afesd,other-social-services,2008,19093978.07
arab-fund-afesd,other-social-services,2009,28850878.76
arab-fund-afesd,other-social-services,2010,21844503.56
arab-fund-afesd,other-social-services,2011,11496079.69
arab-fund-afesd,other-social-services,2012,5337410.94
arab-fund-afesd,other-social-services,2013,20966008.34
arab-fund-afesd,other-social-services,2014,45832471.47
arab-fund-afesd,other-social-services,2015,26461489.20
arab-fund-afesd,water-and-sanitation,2008,174317831.97
arab-fund-afesd,water-and-sanitation,2009,111878037.26
arab-fund-afesd,water-and-sanitation,2010,80172966.20
arab-fund-afesd,water-and-sanitation,2011,85568647.47
arab-fund-afesd,water-and-sanitation,2012,74354506.08
arab-fund-afesd,water-and-sanitation,2013,74711693.53
arab-fund-afesd,water-and-sanitation,2014,98172662.46
arab-fund-afesd,water-and-sanitation,2015,84841848.80
asdb-special-funds,agriculture-and-food-security,2002,0.00
asdb-special-funds,agriculture-and-food-security,2003,0.00
asdb-special-funds,agriculture-and-food-security,2004,0.00
asdb-special-funds,agriculture-and-food-security,2005,0.00
asdb-special-funds,agriculture-and-food-security,2006,0.00
asdb-special-funds,agriculture-and-food-security,2007,0.00
asdb-special-funds,agriculture-and-food-security,2009,0.00
asdb-special-funds,agriculture-and-food-security,2010,100694662.02
asdb-special-funds,agriculture-and-food-security,2011,109672544.13
asdb-special-funds,agriculture-and-food-security,2012,131113825.09
asdb-special-funds,agriculture-and-food-security,2013,188264683.01
asdb-special-funds,agriculture-and-food-security,2014,188467018.49
asdb-special-funds,agriculture-and-food-security,2015,190301740.00
asdb-special-funds,banking-and-business,2002,0.00
asdb-special-funds,banking-and-business,2003,0.00
asdb-special-funds,banking-and-business,2004,0.00
asdb-special-funds,banking-and-business,2005,0.00
asdb-special-funds,banking-and-business,2006,0.00
asdb-special-funds,banking-and-business,2007,0.00
asdb-special-funds,banking-and-business,2008,0.00
asdb-special-funds,banking-and-business,2010,46652871.81
asdb-special-funds,banking-and-business,2011,75581961.64
asdb-special-funds,banking-and-business,2012,76336173.76
asdb-special-funds,banking-and-business,2013,122599625.55
asdb-special-funds,banking-and-business,2014,265251122.89
asdb-special-funds,banking-and-business,2015,163050100.00
asdb-special-funds,debt-relief,2010,692735.44
asdb-special-funds,debt-relief,2011,920239.74
asdb-special-funds,debt-relief,2013,4806451.34
asdb-special-funds,debt-relief,2014,5491311.48
asdb-special-funds,debt-relief,2015,6073590.00
asdb-special-funds,education,2002,0.00
asdb-special-funds,education,2003,0.00
asdb-special-funds,education,2004,0.00
asdb-special-funds,education,2005,0.00
asdb-special-funds,education,2006,0.00
asdb-special-funds,education,2007,0.00
asdb-special-funds,education,2008,0.00
asdb-special-funds,education,2009,0.00
asdb-special-funds,education,2010,197604984.79
asdb-special-funds,education,2011,230226058.38
asdb-special-funds,education,2012,202724859.43
asdb-special-funds,education,2013,198829331.48
asdb-special-funds,education,2014,199865474.15
asdb-special-funds,education,2015,245775020.00
asdb-special-funds,environment,2003,0.00
asdb-special-funds,environment,2004,0.00
asdb-special-funds,environment,2007,0.00
asdb-special-funds,environment,2010,61851137.09
asdb-special-funds,environment,2011,21526912.51
asdb-special-funds,environment,2012,24564613.30
asdb-special-funds,environment,2013,15249542.87
asdb-special-funds,environment,2014,29342064.77
asdb-special-funds,environment,2015,44552660.00
asdb-special-funds,general-budget-support,2004,0.00
asdb-special-funds,general-budget-support,2005,0.00
asdb-special-funds,general-budget-support,2008,0.00
asdb-special-funds,general-budget-support,2009,0.00
asdb-special-funds,governance-and-security,2003,0.00
asdb-special-funds,governance-and-security,2004,0.00
asdb-special-funds,governance-and-security,2005,0.00
asdb-special-funds,governance-and-security,2006,0.00
asdb-special-funds,governance-and-security,2007,0.00
asdb-special-funds,governance-and-security,2008,0.00
asdb-special-funds,governance-and-security,2010,210516667.40
asdb-special-funds,governance-and-security,2011,132945657.77
asdb-special-funds,governance-and-security,2012,78920263.10
asdb-special-funds,governance-and-security,2013,584348508.32
asdb-special-funds,governance-and-security,2014,108571011.22
asdb-special-funds,governance-and-security,2015,198258250.00
asdb-special-funds,health,2003,0.00
asdb-special-funds,health,2004,0.00
asdb-special-funds,health,2005,0.00
asdb-special-funds,health,2007,0.00
asdb-special-funds,health,2008,0.00
asdb-special-funds,health,2010,210771754.27
asdb-special-funds,health,2011,76138170.47
asdb-special-funds,health,2012,64111812.10
asdb-special-funds,health,2013,64128037.52
asdb-special-funds,health,2014,51722321.32
asdb-special-funds,health,2015,48869620.00
asdb-special-funds,humanitarian,2002,0.00
asdb-special-funds,humanitarian,2003,0.00
asdb-special-funds,humanitarian,2004,0.00
asdb-special-funds,humanitarian,2005,0.00
asdb-special-funds,humanitarian,2008,0.00
asdb-special-funds,humanitarian,2010,74415827.61
asdb-special-funds,humanitarian,2011,82470988.98
asdb-special-funds,humanitarian,2012,10674329.48
asdb-special-funds,humanitarian,2013,0.00
asdb-special-funds,humanitarian,2015,7316590.00
asdb-special-funds,industry-and-trade,2002,0.00
asdb-special-funds,industry-and-trade,2003,0.00
asdb-special-funds,industry-and-trade,2004,0.00
asdb-special-funds,industry-and-trade,2005,0.00
asdb-special-funds,industry-and-trade,2007,0.00
asdb-special-funds,industry-and-trade,2009,0.00
asdb-special-funds,industry-and-trade,2010,35011450.65
asdb-special-funds,industry-and-trade,2011,77104413.06
asdb-special-funds,industry-and-trade,2012,55047500.17
asdb-special-funds,industry-and-trade,2013,56585204.46
asdb-special-funds,industry-and-trade,2014,47633468.79
asdb-special-funds,industry-and-trade,2015,40446970.00
asdb-special-funds,infrastructure,2002,0.00
asdb-special-funds,infrastructure,2003,0.00
asdb-special-funds,infrastructure,2004,0.00
asdb-special-funds,infrastructure,2005,0.00
asdb-special-funds,infrastructure,2006,0.00
asdb-special-funds,infrastructure,2007,0.00
asdb-special-funds,infrastructure,2008,0.00
asdb-special-funds,infrastructure,2009,0.00
asdb-special-funds,infrastructure,2010,524273850.43
asdb-special-funds,infrastructure,2011,464778586.93
asdb-special-funds,infrastructure,2012,649114434.36
asdb-special-funds,infrastructure,2013,819339677.97
asdb-special-funds,infrastructure,2014,1090999989.26
asdb-special-funds,infrastructure,2015,1159640750.00
asdb-special-funds,other,2002,0.00
asdb-special-funds,other,2003,0.00
asdb-special-funds,other,2004,0.00
asdb-special-funds,other,2005,0.00
asdb-special-funds,other,2006,0.00
asdb-special-funds,other,2007,0.00
asdb-special-funds,other,2008,0.00
asdb-special-funds,other,2009,0.00
asdb-special-funds,other,2010,187262762.31
asdb-special-funds,other,2011,233603466.49
asdb-special-funds,other,2012,200764175.74
asdb-special-funds,other,2013,119079921.93
asdb-special-funds,other,2014,79535456.41
asdb-special-funds,other,2015,194805510.00
asdb-special-funds,other-social-services,2002,0.00
asdb-special-funds,other-social-services,2003,0.00
asdb-special-funds,other-social-services,2004,0.00
asdb-special-funds,other-social-services,2006,0.00
asdb-special-funds,other-social-services,2009,0.00
asdb-special-funds,other-social-services,2010,18270985.56
asdb-special-funds,other-social-services,2011,43079190.53
asdb-special-funds,other-social-services,2012,25774673.80
asdb-special-funds,other-social-services,2013,19755253.34
asdb-special-funds,other-social-services,2014,146130080.67
asdb-special-funds,other-social-services,2015,66767090.00
asdb-special-funds,water-and-sanitation,2002,0.00
asdb-special-funds,water-and-sanitation,2003,0.00
asdb-special-funds,water-and-sanitation,2004,0.00
asdb-special-funds,water-and-sanitation,2005,0.00
asdb-special-funds,water-and-sanitation,2006,0.00
asdb-special-funds,water-and-sanitation,2007,0.00
asdb-special-funds,water-and-sanitation,2008,0.00
asdb-special-funds,water-and-sanitation,2009,0.00
asdb-special-funds,water-and-sanitation,2010,145772226.25
asdb-special-funds,water-and-sanitation,2011,169013549.24
asdb-special-funds,water-and-sanitation,2012,142514613.45
asdb-special-funds,water-and-sanitation,2013,234487833.89
asdb-special-funds,water-and-sanitation,2014,296743021.74
asdb-special-funds,water-and-sanitation,2015,333675120.00
AT,agriculture-and-food-security,2002,7540575.77
AT,agriculture-and-food-security,2003,8205891.92
AT,agriculture-and-food-security,2004,6893628.02
AT,agriculture-and-food-security,2005,7684849.04
AT,agriculture-and-food-security,2006,11261352.80
AT,agriculture-and-food-security,2007,8577494.22
AT,agriculture-and-food-security,2008,11449486.81
AT,agriculture-and-food-security,2009,13919081.63
AT,agriculture-and-food-security,2010,9002803.64
AT,agriculture-and-food-security,2011,13005243.39
AT,agriculture-and-food-security,2012,9343061.28
AT,agriculture-and-food-security,2013,26611059.62
AT,agriculture-and-food-security,2014,16161201.23
AT,agriculture-and-food-security,2015,17267729.36
AT,banking-and-business,2002,1631334.61
AT,banking-and-business,2003,2153163.99
AT,banking-and-business,2004,997628.86
AT,banking-and-business,2005,2306254.86
AT,banking-and-business,2006,4437412.51
AT,banking-and-business,2007,8027214.83
AT,banking-and-business,2008,19568659.89
AT,banking-and-business,2009,23524542.08
AT,banking-and-business,2010,31300556.77
AT,banking-and-business,2011,16784841.17
AT,banking-and-business,2012,17842897.95
AT,banking-and-business,2013,7776379.58
AT,banking-and-business,2014,15227469.57
AT,banking-and-business,2015,6373606.66
AT,debt-relief,2002,0.00
AT,debt-relief,2003,49791252.24
AT,debt-relief,2004,127196332.58
AT,debt-relief,2005,965095408.02
AT,debt-relief,2006,783575422.12
AT,debt-relief,2007,874575179.91
AT,debt-relief,2008,667672801.32
AT,debt-relief,2009,51403712.26
AT,debt-relief,2010,141212993.79
AT,debt-relief,2011,36822211.55
AT,debt-relief,2012,95493632.93
AT,debt-relief,2013,38643294.64
AT,debt-relief,2014,92307969.83
AT,debt-relief,2015,620101.10
AT,education,2002,30814529.63
AT,education,2003,89605809.25
AT,education,2004,83506166.62
AT,education,2005,98525335.61
AT,education,2006,108763385.63
AT,education,2007,114858733.10
AT,education,2008,120824444.81
AT,education,2009,113479166.05
AT,education,2010,118109585.79
AT,education,2011,113663981.79
AT,education,2012,138166930.62
AT,education,2013,122448716.40
AT,education,2014,124009705.21
AT,education,2015,134214218.97
AT,environment,2002,5287571.21
AT,environment,2003,3070269.12
AT,environment,2004,2855348.35
AT,environment,2005,5630866.88
AT,environment,2006,3929679.17
AT,environment,2007,5315279.53
AT,environment,2008,3487596.29
AT,environment,2009,3071836.57
AT,environment,2010,7834074.31
AT,environment,2011,6803734.08
AT,environment,2012,3287578.86
AT,environment,2013,4186491.07
AT,environment,2014,8245512.53
AT,environment,2015,4100677.45
AT,general-budget-support,2008,3973698.28
AT,general-budget-support,2009,1948714.53
AT,general-budget-support,2010,3858457.59
AT,general-budget-support,2011,3786515.87
AT,general-budget-support,2012,2901272.99
AT,general-budget-support,2013,1714359.80
AT,general-budget-support,2014,1687174.10
AT,general-budget-support,2015,1663890.00
