country,admin1,admin1-name,lat,long,geonames-id
IN,IN.32,Daman and Diu,,,1271155
IN,IN.33,Goa,,,1271157
IN,IN.07,NCT,,,1273293
IN,IN.06,Dadra and Nagar Haveli,,,1273726
IN,IN.05,Chandigarh,,,1274744
IN,IN.34,Bihar,,,1275715
IN,IN.03,Assam,,,1278253
IN,IN.30,Arunachal Pradesh,,,1278341
IN,IN.02,Andhra Pradesh,,,1278629
IN,IN.01,Andaman and Nicobar Islands,,,1278647
IN,IN.37,Chhattisgarh,,,1444364
IN,IN.38,Jharkhand,,,1444365
IN,IN.39,Uttarakhand,,,1444366
IQ,IQ.02,Al Basrah,,,89341
IQ,IQ.16,Wasit,,,89693
IQ,IQ.18,Salah ad Din,,,91695
IQ,IQ.15,Ninawa,,,92877
IQ,IQ.14,Maysan,,,93540
IQ,IQ.12,Muhafazat Karbala',,,94823
IQ,IQ.11,Arbil,,,95445
IQ,IQ.10,Diyala Province,,,96965
IQ,IQ.09,Dhi Qar,,,97019
IQ,IQ.08,Dahuk,,,97270
IQ,IQ.07,Mayorality of Baghdad,,,98180
IQ,IQ.06,Babil,,,98227
IQ,IQ.13,Muhafazat Kirkuk,,,98410
IQ,IQ.05,As Sulaymaniyah,,,98465
IQ,IQ.17,An Najaf,,,98862
IQ,IQ.04,Al Qadisiyah,,,99022
IQ,IQ.03,Al Muthanna,,,99032
IQ,IQ.01,Anbar,,,99592
IR,IR.26,Tehran,,,110791
IR,IR.36,Zanjan,,,111452
IR,IR.40,Yazd,,,111821
IR,IR.25,Semnan,,,116401
IR,IR.35,Mazandaran,,,124544
IR,IR.34,Markazi,,,124763
IR,IR.23,Lorestan,,,125605
IR,IR.16,Kordestan,,,126584
IR,IR.05,Kohgiluyeh va Buyer Ahmad,,,126878
IR,IR.15,Khuzestan,,,127082
IR,IR.13,Kermanshah,,,128222
IR,IR.29,Kerman,,,128231
IR,IR.10,Ilam,,,130801
IR,IR.11,Hormozgan,,,131222
IR,IR.09,Hamadan,,,132142
IR,IR.08,Gilan,,,133349
IR,IR.07,Fars,,,134766
IR,IR.03,Chahar Mahall va Bakhtiari,,,139677
IR,IR.22,Bushehr,,,139816
IR,IR.33,East Azarbaijan,,,142549
IR,IR.01,Azarbayjan-e Gharbi,,,142550
IR,IR.32,Ardabil,,,413931
IR,IR.28,Ostan-e Esfahan,,,418862
IR,IR.37,Golestan,,,443792
IR,IR.38,Qazvin,,,443793
IR,IR.39,Qom,,,443794
IR,IR.04,Sistan va Baluchestan,,,1159456
IR,IR.41,Khorasan-e Jonubi,,,6201374
IR,IR.42,Razavi Khorasan,,,6201375
IR,IR.43,Khorasan-e Shomali,,,6201376
IR,IR.44,Alborz,,,7648907
IS,IS.41,Northwest,,,3337403
IS,IS.40,Northeast,,,3337404
IS,IS.38,East,,,3337405
IS,IS.42,South,,,3337406
IS,IS.39,Capital Region,,,3426182
IS,IS.43,Southern Peninsula,,,3426183
IS,IS.45,West,,,3426184
IS,IS.44,Westfjords,,,3426185
IT,IT.15,Sicily,,,2523119
IT,IT.14,Sardinia,,,2523228
IT,IT.03,Calabria,,,2525468
IT,IT.20,Veneto,,,3164604
IT,IT.19,Aosta Valley,,,3164857
IT,IT.18,Umbria,,,3165048
IT,IT.17,Trentino-Alto Adige,,,3165244
IT,IT.16,Tuscany,,,3165361
IT,IT.13,Apulia,,,3169778
IT,IT.12,Piedmont,,,3170831
IT,IT.11,Molise,,,3173222
IT,IT.10,The Marches,,,3174004
IT,IT.09,Lombardy,,,3174618
IT,IT.08,Liguria,,,3174725
IT,IT.07,Latium,,,3174976
IT,IT.06,Friuli Venezia Giulia,,,3176525
IT,IT.05,Emilia-Romagna,,,3177401
IT,IT.04,Campania,,,3181042
IT,IT.02,Basilicate,,,3182306
IT,IT.01,Abruzzo,,,3183560
JE,JE.3237072,St Clement,,,3237072
JE,JE.3237073,St Saviour,,,3237073
JE,JE.3237200,St. Brelade,,,3237200
JE,JE.3237203,Grouville,,,3237203
JE,JE.3237212,St Mary,,,3237212
JE,JE.3237214,St Lawrence,,,3237214
JE,JE.3237221,St Peter,,,3237221
JE,JE.3237229,St. Ouen's,,,3237229
JE,JE.3237497,St John,,,3237497
JE,JE.3237530,Trinity,,,3237530
JE,JE.3237716,St Martin,,,3237716
JE,JE.3237864,St Helier,,,3237864
JM,JM.16,Westmoreland,,,3488081
JM,JM.15,Trelawny,,,3488222
JM,JM.14,Saint Thomas,,,3488688
JM,JM.13,Saint Mary,,,3488693
JM,JM.12,Saint James,,,3488700
JM,JM.11,St. Elizabeth,,,3488708
JM,JM.10,Saint Catherine,,,3488711
JM,JM.09,Saint Ann,,,3488715
JM,JM.08,Saint Andrew,,,3488716
JM,JM.07,Portland,,,3488997
JM,JM.04,Manchester,,,3489586
JM,JM.17,Kingston,,,3489853
JM,JM.02,Hanover Parish,,,3490145
JM,JM.01,Clarendon,,,3490952
JO,JO.19,Ma'an,,,248380
JO,JO.18,Irbid,,,248944
JO,JO.17,Zarqa,,,250092
JO,JO.12,Tafielah,,,250199
JO,JO.16,Amman,,,250439
JO,JO.15,Mafraq,,,250583
JO,JO.09,Karak,,,250625
JO,JO.02,Balqa,,,250751
JO,JO.20,Ajlun,,,443120
JO,JO.22,Jerash,,,443121
JO,JO.21,Aqaba,,,443122
JO,JO.23,Madaba,,,443123
JP,JP.46,Yamanashi,,,1848649
JP,JP.45,Yamaguchi,,,1848681
JP,JP.43,Wakayama,,,1848938
JP,JP.42,Toyama,,,1849872
JP,JP.41,Tottori,,,1849890
JP,JP.40,Tokyo,,,1850144
JP,JP.39,Tokushima,,,1850157
JP,JP.38,Tochigi,,,1850310
JP,JP.37,Shizuoka,,,1851715
JP,JP.36,Shimane,,,1852442
JP,JP.35,Shiga,,,1852553
JP,JP.34,Saitama,,,1853226
JP,JP.33,Saga,,,1853299
JP,JP.32,Osaka,,,1853904
JP,JP.47,Okinawa,,,1854345
JP,JP.31,Okayama,,,1854381
JP,JP.30,Oita,,,1854484
JP,JP.29,Niigata,,,1855429
JP,JP.28,Nara,,,1855608
JP,JP.27,Nagasaki,,,1856156
JP,JP.26,Nagano,,,1856210
JP,JP.25,Miyazaki,,,1856710
JP,JP.23,Mie,,,1857352
JP,JP.22,Kyoto,,,1857907
JP,JP.21,Kumamoto,,,1858419
JP,JP.20,Kochi,,,1859133
JP,JP.19,Kanagawa,,,1860291
JP,JP.18,Kagoshima,,,1860825
JP,JP.17,Kagawa,,,1860834
JP,JP.15,Ishikawa,,,1861387
JP,JP.13,Hyogo,,,1862047
JP,JP.11,Hiroshima,,,1862413
JP,JP.10,Gunma,,,1863501
JP,JP.09,Gifu,,,1863640
JP,JP.07,Fukuoka,,,1863958
JP,JP.06,Fukui,,,1863983
JP,JP.05,Ehime,,,1864226
JP,JP.01,Aichi,,,1865694
JP,JP.44,Yamagata,,,2110554
JP,JP.24,Miyagi,,,2111888
JP,JP.16,Iwate,,,2112518
JP,JP.14,Ibaraki,,,2112669
JP,JP.08,Fukushima,,,2112922
JP,JP.04,Chiba,,,2113014
JP,JP.02,Akita,,,2113124
JP,JP.12,Hokkaido,,,2130037
JP,JP.03,Aomori,,,2130656
KE,KE.55,West Pokot,,,178145
KE,KE.54,Wajir,,,178440
KE,KE.52,Uasin Gishu,,,178837
KE,KE.51,Turkana,,,178914
KE,KE.50,Trans Nzoia,,,179068
KE,KE.49,Tharaka District,,,179380
KE,KE.48,Tana River,,,179585
KE,KE.46,Siaya,,,180320
KE,KE.45,Samburu,,,180782
KE,KE.05,Nairobi Area,,,184742
KE,KE.38,Murang'a District,,,185578
KE,KE.37,Mombasa,,,186298
KE,KE.35,Meru,,,186824
KE,KE.34,Marsabit,,,187583
KE,KE.33,Mandera,,,187895
KE,KE.29,Laikipia,,,189794
KE,KE.28,Kwale,,,190106
KE,KE.27,Kitui,,,191037
KE,KE.26,Kisumu,,,191242
KE,KE.25,Kisii,,,191298
KE,KE.24,Kirinyaga,,,191420
KE,KE.23,Kilifi,,,192064
KE,KE.22,Kiambu,,,192709
KE,KE.21,Kericho,,,192898
KE,KE.20,Kakamega,,,195271
KE,KE.18,Isiolo,,,196228
KE,KE.16,Garissa,,,197744
KE,KE.15,Embu,,,198474
KE,KE.13,Busia,,,199987
KE,KE.12,Bungoma,,,200066
KE,KE.10,Baringo,,,200573
KE,KE.43,Nyandarua,,,7603036
KE,KE.53,Vihiga,,,7667638
KE,KE.30,Lamu,,,7667643
KE,KE.31,Machakos,,,7667644
KE,KE.32,Makueni,,,7667645
KE,KE.14,Marakwet District,,,7667646
KE,KE.47,Taita Taveta,,,7667652
KE,KE.19,Kajiado,,,7667657
KE,KE.44,Nyeri,,,7667661
KE,KE.17,Homa Bay,,,7667665
KE,KE.11,Bomet,,,7667666
KE,KE.36,Migori,,,7667678
KE,KE.08,Keiyo,,,7668899
KE,KE.39,Nakuru,,,7668902
KE,KE.41,Narok,,,7668904
KE,KE.42,Nyamira District,,,7806857
KE,KE.40,Nandi,,,8051212
KG,KG.08,Osh,,,1346798
KG,KG.09,Batken,,,1463580
KG,KG.06,Talas,,,1527297
KG,KG.04,Naryn,,,1527590
KG,KG.07,Ysyk-Koel,,,1528260
KG,KG.01,Bishkek,,,1528334
KG,KG.03,Jalal-Abad,,,1529778
KG,KG.02,Chuy,,,1538652
KH,KH.12,Pursat Province,,,1821301
KH,KH.29,Battambang,,,1821310
KH,KH.19,Takeo,,,1821939
KH,KH.18,Svay Rieng,,,1821992
KH,KH.17,Stung Treng,,,1822028
KH,KH.27,Otar Meanchey,,,1822210
KH,KH.24,Siem Reap,,,1822213
KH,KH.23,Ratanakiri,,,1822449
KH,KH.14,Prey Veng,,,1822609
KH,KH.13,Preah Vihear,,,1822676
KH,KH.22,Phnom Penh,,,1830103
KH,KH.30,Pailin,,,1830206
KH,KH.10,Mondolkiri,,,1830306
KH,KH.09,Kratie,,,1830563
KH,KH.26,Kep Province,,,1830937
KH,KH.08,Koh Kong Province,,,1831037
KH,KH.07,Kandal,,,1831095
KH,KH.21,Kampot,,,1831111
KH,KH.05,Kampong Thom,,,1831124
KH,KH.04,Kampong Speu,,,1831132
KH,KH.03,Kampong Chhnang,,,1831166
KH,KH.02,Kampong Cham,,,1831172
KH,KH.28,Preah Sihanouk,,,1899262
KH,KH.25,Banteay Meanchey,,,1899273
KI,KI.01,Gilbert Islands,,,2110215
KI,KI.02,Line Islands,,,4030940
KI,KI.03,Phoenix Islands,,,7521379
KM,KM.03,Moheli,,,921780
KM,KM.02,Grande Comore,,,921882
KM,KM.01,Anjouan,,,922001
KN,KN.15,Trinity Palmetto Point,,,3575114
KN,KN.13,Saint Thomas Middle Island,,,3575164
KN,KN.12,Saint Thomas Lowland,,,3575165
KN,KN.11,Saint Peter Basseterre,,,3575168
KN,KN.10,Saint Paul Charlestown,,,3575171
KN,KN.09,Saint Paul Capesterre,,,3575172
KN,KN.08,Saint Mary Cayon,,,3575173
KN,KN.07,Saint John Figtree,,,3575175
KN,KN.06,Saint John Capesterre,,,3575176
KN,KN.05,Saint James Windwa,,,3575177
KN,KN.04,Saint George Gingerland,,,3575179
KN,KN.03,Saint George Basseterre,,,3575180
KN,KN.02,Saint Anne Sandy Point,,,3575183
KN,KN.01,Christ Church Nichola Town,,,3575476
KP,KP.12,Pyongyang,,,1871856
KP,KP.15,P'yongan-namdo,,,1871952
KP,KP.11,P'yongan-bukto,,,1871954
KP,KP.09,Kangwon-do,,,1876101
KP,KP.06,Hwanghae-namdo,,,1876884
KP,KP.07,Hwanghae-bukto,,,1876888
KP,KP.03,Hamgyong-namdo,,,1877450
KP,KP.13,Yanggang-do,,,2039332
KP,KP.17,Hamgyong-bukto,,,2044245
KP,KP.01,Chagang-do,,,2045265
KP,KP.18,Rason,,,2054927
KR,KR.21,Ulsan,,,1833742
KR,KR.19,Daejeon,,,1835224
KR,KR.15,Daegu,,,1835327
KR,KR.11,Seoul,,,1835847
KR,KR.10,Busan,,,1838519
KR,KR.14,Gyeongsangbuk-do,,,1841597
KR,KR.13,Gyeonggi-do,,,1841610
KR,KR.18,Gwangju,,,1841808
KR,KR.06,Gangwon-do,,,1843125
KR,KR.12,Incheon,,,1843561
KR,KR.17,Chungcheongnam-do,,,1845105
KR,KR.05,Chungcheongbuk-do,,,1845106
KR,KR.16,Jeollanam-do,,,1845788
KR,KR.03,Jeollabuk-do,,,1845789
KR,KR.01,Jeju-do,,,1846265
KR,KR.20,Gyeongsangnam-do,,,1902028
KR,KR.22,Sejong-si,,,8394437
KW,KW.08,Hawalli,,,285628
KW,KW.02,Al Asimah,,,285788
KW,KW.05,Muhafazat al Jahra',,,285798
KW,KW.07,Al Farwaniyah,,,285816
KW,KW.04,Al Ahmadi Governorate,,,285841
KW,KW.09,Muhafazat Mubarak al Kabir,,,7733358
KZ,KZ.07,Batys Qazaqstan,,,607847
KZ,KZ.09,Mangghystau,,,608879
KZ,KZ.06,Atyrau,,,609862
KZ,KZ.04,Aqtoebe,,,610688
KZ,KZ.15,East Kazakhstan,,,1517381
KZ,KZ.03,Aqmola,,,1518003
KZ,KZ.16,Soltustik Qazaqstan,,,1519367
KZ,KZ.11,Pavlodar,,,1520239
KZ,KZ.14,Qyzylorda,,,1521406
KZ,KZ.13,Qostanay,,,1521671
KZ,KZ.12,Qaraghandy,,,1523401
KZ,KZ.17,Zhambyl,,,1524444
KZ,KZ.10,Ongtustik Qazaqstan,,,1524787
KZ,KZ.02,Almaty Qalasy,,,1526395
KZ,KZ.01,Almaty Oblysy,,,1537162
KZ,KZ.08,Bayqongyr Qalasy,,,1538316
KZ,KZ.05,Astana Qalasy,,,1538317
LA,LA.14,Xiangkhoang,,,1652077
LA,LA.13,Xiagnabouli,,,1652210
LA,LA.27,Vientiane,,,1652238
LA,LA.20,Savannahkhet,,,1653315
LA,LA.19,Salavan,,,1653333
LA,LA.18,Phongsali,,,1653893
LA,LA.07,Oudomxai,,,1654491
LA,LA.17,Louangphabang,,,1655558
LA,LA.16,Loungnamtha,,,1655561
LA,LA.15,Khammouan,,,1656538
LA,LA.03,Houaphan,,,1657114
LA,LA.02,Champasak,,,1657818
LA,LA.01,Attapu,,,1665045
LA,LA.26,Xekong,,,1904615
LA,LA.22,Bokeo,,,1904616
LA,LA.23,Bolikhamxai,,,1904617
LA,LA.24,Vientiane,,,1904618
LB,LB.05,Mont-Liban,,,273607
LB,LB.04,Beyrouth,,,276780
LB,LB.09,Liban-Nord,,,278297
LB,LB.06,Liban-Sud,,,279894
LB,LB.08,Beqaa,,,280282
LB,LB.07,Nabatiye,,,444191
LB,LB.10,Aakkar,,,6201370
LB,LB.11,Baalbek-Hermel,,,6201371
LC,LC.10,Vieux-Fort,,,3576413
LC,LC.09,Soufriere,,,3576441
LC,LC.11,Praslin,,,3576507
LC,LC.08,Micoud Quarter,,,3576567
LC,LC.07,Laborie Quarter,,,3576662
LC,LC.06,Gros-Islet,,,3576685
LC,LC.05,Dennery Quarter,,,3576764
LC,LC.02,Dauphin,,,3576771
LC,LC.04,Choiseul Quarter,,,3576794
LC,LC.03,Castries Quarter,,,3576810
LC,LC.01,Anse-la-Raye,,,3576891
LI,LI.11,Vaduz,,,3042031
LI,LI.10,Triesenberg,,,3042034
LI,LI.09,Triesen,,,3042036
LI,LI.08,Schellenberg,,,3042038
LI,LI.07,Schaan,,,3042042
LI,LI.06,Ruggell,,,3042047
LI,LI.05,Planken,,,3042050
LI,LI.04,Mauren,,,3042056
LI,LI.03,Gamprin,,,3042063
LI,LI.02,Eschen,,,3042069
LI,LI.01,Balzers,,,3042074
LK,LK.36,Western,,,1223421
LK,LK.35,Uva,,,1225265
LK,LK.34,Southern,,,1227618
LK,LK.33,Sabaragamuwa,,,1228435
LK,LK.32,North Western,,,1232860
LK,LK.30,North Central,,,1232870
LK,LK.29,Central,,,1249296
LK,LK.38,Northern Province,,,7671049
LK,LK.37,Eastern Province,,,8133521
LR,LR.10,Sinoe,,,2273898
LR,LR.09,Nimba,,,2274688
LR,LR.14,Montserrado,,,2274890
LR,LR.13,Maryland,,,2275099
LR,LR.20,Lofa,,,2275344
LR,LR.19,Grand Gedeh,,,2276622
LR,LR.12,Grand Cape Mount,,,2276627
LR,LR.11,Grand Bassa,,,2276630
LR,LR.01,Bong,,,2278292
LR,LR.15,Bomi,,,2278324
LR,LR.16,Grand Kru,,,2588490
LR,LR.17,Margibi,,,2588491
LR,LR.18,River Cess,,,2588492
LR,LR.21,Gbarpolu,,,2593119
LR,LR.22,River Gee,,,2593120
LS,LS.19,Thaba-Tseka,,,932011
LS,LS.18,Quthing,,,932184
LS,LS.17,Qacha's Nek,,,932219
LS,LS.16,Mokhotlong,,,932418
LS,LS.15,Mohale's Hoek District,,,932439
LS,LS.14,Maseru,,,932506
LS,LS.13,Mafeteng,,,932615
LS,LS.12,Leribe,,,932700
LS,LS.11,Butha-Buthe,,,932888
LS,LS.10,Berea,,,932932
LT,LT.56,Alytaus Apskritis,,,864389
LT,LT.57,Kauno Apskritis,,,864477
LT,LT.58,Klaipedos Apskritis,,,864478
LT,LT.59,Marijampoles Apskritis,,,864479
LT,LT.60,Panevezys County,,,864480
LT,LT.61,Siauliu Apskritis,,,864481
LT,LT.62,Taurages Apskritis,,,864482
LT,LT.63,Telsiu Apskritis,,,864483
LT,LT.64,Utenos Apskritis,,,864484
LT,LT.65,Vilniaus Apskritis,,,864485
LU,LU.03,Luxembourg,,,2960314
LU,LU.02,Grevenmacher,,,2960513
LU,LU.01,Diekirch,,,2960655
LV,LV.33,Ventspils Rajons,,,454307
LV,LV.32,Ventspils,,,454311
LV,LV.31,Valmieras Rajons,,,454564
LV,LV.30,Valkas Rajons,,,454571
LV,LV.29,Tukuma Rajons,,,454771
LV,LV.28,Talsu Rajons,,,454968
LV,LV.27,Saldus Rajons,,,455888
LV,LV.25,Riga,,,456173
LV,LV.24,Rezeknes Rajons,,,456197
LV,LV.23,Rezekne,,,456203
LV,LV.22,Preilu Rajons,,,456528
LV,LV.21,Ogre,,,457061
LV,LV.20,Madonas Rajons,,,457712
LV,LV.19,Ludzas Rajons,,,457773
LV,LV.18,Limbazu Rajons,,,457889
LV,LV.16,Liepaja,,,457955
LV,LV.15,Kuldigas Rajons,,,458459
LV,LV.14,Kraslavas Rajons,,,458621
LV,LV.13,Jurmala,,,459202
LV,LV.12,Jelgavas Rajons,,,459278
LV,LV.11,Jelgava,,,459281
LV,LV.10,Jekabpils Rajons,,,459282
LV,LV.09,Gulbenes Rajons,,,459664
LV,LV.08,Dobeles Rajons,,,460311
LV,LV.07,Daugavpils,,,460410
LV,LV.06,Daugavpils,,,460414
LV,LV.05,Cesu Rajons,,,460569
LV,LV.04,Bauskas Rajons,,,461112
LV,LV.03,Balvu Rajons,,,461160
LV,LV.02,Aluksnes Rajons,,,461525
LV,LV.01,Aizkraukles Rajons,,,461613
LV,LV.60,Dundagas Novads,,,7628298
LV,LV.40,Alsungas Novads,,,7628299
LV,LV.A5,Pavilostas,,,7628300
LV,LV.99,Nica,,,7628301
LV,LV.B6,Rucavas,,,7628302
LV,LV.65,Grobina,,,7628303
LV,LV.61,Durbes Novads,,,7628304
LV,LV.37,Aizpute,,,7628305
LV,LV.A8,Priekule,,,7628306
LV,LV.D7,Vainode,,,7628307
LV,LV.C9,Skrunda,,,7628308
LV,LV.51,Brocenu Novads,,,7628309
LV,LV.B4,Rojas,,,7628310
LV,LV.77,Kandava,,,7628311
LV,LV.44,Auces Novads,,,7628312
LV,LV.73,Jaunpils,,,7628313
LV,LV.62,Engures Novads,,,7628314
LV,LV.D5,Tervete,,,7628315
LV,LV.A3,Ozolnieku,,,7628316
LV,LV.B9,Rundales,,,7628317
LV,LV.45,Babites Novads,,,7628318
LV,LV.95,Marupe,,,7628319
LV,LV.A2,Olaine,,,7628320
LV,LV.67,Lecava,,,7628321
LV,LV.80,Kekava,,,7628322
LV,LV.C3,Salaspils,,,7628323
LV,LV.46,Baldones Novads,,,7628324
LV,LV.D2,Stopini,,,7628325
LV,LV.53,Carnikavas Novads,,,7628326
LV,LV.34,Adazi,,,7628327
LV,LV.64,Garkalne,,,7628328
LV,LV.E4,Vecumnieki,,,7628329
LV,LV.79,Kegums,,,7628330
LV,LV.87,Lielvarde,,,7628331
LV,LV.C8,Skriveri,,,7628332
LV,LV.71,Jaunjelgava,,,7628333
LV,LV.98,Nereta,,,7628334
LV,LV.E6,Viesite,,,7628335
LV,LV.C2,Salas,,,7628336
LV,LV.74,Jekabpils,,,7628337
LV,LV.38,Aknistes Novads,,,7628338
LV,LV.69,Ilukstes Novads,,,7628339
LV,LV.E2,Varkava,,,7628340
LV,LV.90,Livani,,,7628341
LV,LV.E1,Varaklani,,,7628342
LV,LV.E8,Vilanu,,,7628343
LV,LV.B3,Riebinu,,,7628344
LV,LV.35,Aglona,,,7628345
LV,LV.56,Ciblas Novads,,,7628346
LV,LV.E9,Zilupes,,,7628347
LV,LV.E7,Vilaka,,,7628348
LV,LV.47,Baltinavas Novads,,,7628349
LV,LV.57,Dagdas Novads,,,7628350
LV,LV.78,Karsava,,,7628351
LV,LV.B7,Rugaju,,,7628352
LV,LV.55,Cesvaines Novads,,,7628353
LV,LV.91,Lubana,,,7628354
LV,LV.85,Krustpils,,,7628355
LV,LV.A6,Plavinu,,,7628356
LV,LV.82,Koknese,,,7628357
LV,LV.68,Ikskile,,,7628358
LV,LV.B5,Ropazu,,,7628359
LV,LV.70,Incukalns,,,7628360
LV,LV.84,Krimulda,,,7628361
LV,LV.C7,Sigulda,,,7628362
LV,LV.88,Ligatne,,,7628363
LV,LV.94,Malpils,,,7628364
LV,LV.C6,Seja,,,7628365
LV,LV.C5,Saulkrastu,,,7628366
LV,LV.C1,Salacgrivas,,,7628367
LV,LV.39,Alojas Novads,,,7628368
LV,LV.97,Naukseni,,,7628369
LV,LV.B8,Rujienas,,,7628370
LV,LV.96,Mazsalaca,,,7628371
LV,LV.52,Burtnieku Novads,,,7628372
LV,LV.A4,Pargaujas,,,7628373
LV,LV.81,Kocenu Novads,,,7628374
LV,LV.42,Amatas Novads,,,7628375
LV,LV.A9,Priekuli,,,7628376
LV,LV.B1,Raunas,,,7628377
LV,LV.D3,Strenci,,,7628378
LV,LV.50,Beverinas Novads,,,7628379
LV,LV.D1,Smiltene,,,7628380
LV,LV.72,Jaunpiebalga,,,7628381
LV,LV.63,Ergli,,,7628382
LV,LV.E3,Vecpiebalga,,,7628383
LV,LV.43,Apes Novads,,,7628384
LV,LV.F1,Mesraga,,,8299767
LY,LY.70,Darnah,,,87204
LY,LY.69,Banghazi,,,88318
LY,LY.66,Al Marj,,,88904
LY,LY.65,Kufra District,,,88932
LY,LY.63,Al Jabal al Akhdar,,,443289
LY,LY.77,Tripoli District,,,2210245
LY,LY.76,Surt,,,2210553
LY,LY.75,Sabha,,,2212774
LY,LY.74,Sha`biyat Nalut,,,2214432
LY,LY.73,Murzuq,,,2214602
LY,LY.72,Misratah,,,2214845
LY,LY.71,Sha`biyat Ghat,,,2217350
LY,LY.68,Az Zawiyah,,,2218972
LY,LY.78,Sha`biyat Wadi ash Shati',,,2219413
LY,LY.64,Jufra District,,,2219944
LY,LY.67,An Nuqat al Khams,,,2593778
LY,LY.79,Sha`biyat al Butnan,,,7602688
LY,LY.80,Sha`biyat al Jabal al Gharbi,,,7602689
LY,LY.81,Sha`biyat al Jafarah,,,7602690
LY,LY.82,Al Marqab,,,7602691
LY,LY.83,Sha`biyat al Wahat,,,7602692
LY,LY.84,Sha`biyat Wadi al Hayat,,,7602693
MA,MA.49,Rabat-Sale-Zemmour-Zaer,,,2538470
MA,MA.48,Meknes-Tafilalet,,,2542710
MA,MA.47,Marrakech-Tensift-Al Haouz,,,2542995
MA,MA.46,Fes-Boulemane,,,2548882
MA,MA.45,Grand Casablanca,,,2553603
MA,MA.50,Chaouia-Ouardigha,,,2597548
MA,MA.51,Doukkala-Abda,,,2597549
MA,MA.52,Gharb-Chrarda-Beni Hssen,,,2597550
MA,MA.53,Guelmim-Es Smara,,,2597551
MA,MA.54,Oriental,,,2597553
MA,MA.55,Souss-Massa-Draa,,,2597554
MA,MA.56,Tadla-Azilal,,,2597555
MA,MA.57,Tanger-Tetouan,,,2597556
MA,MA.58,Taza-Al Hoceima-Taounate,,,2597557
MA,MA.59,Laayoune-Boujdour-Sakia El Hamra,,,6545402
MA,MA.EH,Oued ed Dahab-Lagouira,,,7627603
MC,MC.00,Commune de Monaco,,,3319178
MD,MD.73,Raionul Edinet,,,617077
MD,MD.92,Ungheni,,,617181
MD,MD.91,Telenesti District,,,617255
MD,MD.90,Taraclia District,,,617264
MD,MD.88,Stefan-Voda,,,617283
MD,MD.89,Straseni,,,617301
MD,MD.87,Raionul Soroca,,,617366
MD,MD.84,Riscani District,,,617483
MD,MD.83,Rezina District,,,617501
MD,MD.82,Orhei District,,,617639
MD,MD.81,Raionul Ocnita,,,617656
MD,MD.59,Anenii Noi District,,,617715
MD,MD.80,Nisporeni District,,,617754
MD,MD.79,Leova District,,,617903
MD,MD.85,Singerei District,,,617913
MD,MD.69,Criuleni District,,,617962
MD,MD.78,Ialoveni District,,,617991
MD,MD.57,Chisinau,,,618069
MD,MD.67,Causeni,,,618119
MD,MD.65,Cantemir District,,,618142
MD,MD.66,Calarasi,,,618162
MD,MD.64,Cahul,,,618164
MD,MD.76,Glodeni District,,,618260
MD,MD.75,Floresti District,,,618331
MD,MD.74,Falesti District,,,618345
MD,MD.72,Dubasari,,,618363
MD,MD.71,Drochia,,,618369
MD,MD.70,Donduseni District,,,618381
MD,MD.68,Cimislia District,,,618430
MD,MD.63,Briceni District,,,618511
MD,MD.61,Basarabeasca District,,,618565
MD,MD.77,Hincesti District,,,858803
MD,MD.86,Soldanesti District,,,858808
MD,MD.58,Stinga Nistrului,,,858889
MD,MD.51,Gagauzia,,,858895
MD,MD.62,Bender,,,861487
MD,MD.60,Balti,,,873909
ME,ME.17,Opstina Rozaje,,,786233
ME,ME.21,Opstina Zabljak,,,3186995
ME,ME.20,Ulcinj,,,3188514
ME,ME.19,Tivat,,,3189071
ME,ME.16,Podgorica,,,3189077
ME,ME.18,Opstina Savnik,,,3191221
ME,ME.15,Opstina Pluzine,,,3193129
ME,ME.14,Pljevlja,,,3193160
ME,ME.13,Opstina Plav,,,3193227
ME,ME.12,Opstina Niksic,,,3194493
ME,ME.11,Mojkovac,,,3194925
ME,ME.10,Kotor,,,3197537
ME,ME.09,Opstina Kolasin,,,3197895
ME,ME.03,Berane,,,3199070
ME,ME.08,Herceg Novi,,,3199393
ME,ME.07,Danilovgrad,,,3202193
ME,ME.06,Cetinje,,,3202640
ME,ME.05,Budva,,,3203104
ME,ME.04,Bijelo Polje,,,3204173
ME,ME.02,Bar,,,3204508
ME,ME.01,Andrijevica,,,3343959
MG,MG.7670842,Diana,,,7670842
MG,MG.7670846,Sava,,,7670846
MG,MG.7670847,Sofia,,,7670847
MG,MG.7670848,Analanjirofo,,,7670848
MG,MG.7670849,Boeny,,,7670849
MG,MG.7670850,Betsiboka,,,7670850
MG,MG.7670851,Alaotra Mangoro,,,7670851
MG,MG.7670852,Melaky,,,7670852
MG,MG.7670853,Bongolava,,,7670853
MG,MG.7670854,Vakinankaratra,,,7670854
MG,MG.7670855,Itasy,,,7670855
MG,MG.7670856,Analamanga,,,7670856
MG,MG.7670857,Atsinanana,,,7670857
MG,MG.7670902,Menabe,,,7670902
MG,MG.7670904,Amoron'i Mania,,,7670904
MG,MG.7670905,Upper Matsiatra,,,7670905
MG,MG.7670906,Vatovavy Fitovinany,,,7670906
MG,MG.7670907,Ihorombe,,,7670907
MG,MG.7670908,Atsimo-Atsinanana,,,7670908
MG,MG.7670910,Anosy,,,7670910
MG,MG.7670911,Androy,,,7670911
