code,year,value,budget-type
AM,2003,18.10314988,Actual
AM,2004,3.303814714,Actual
AM,2005,2.784882069,Actual
AM,2006,2.535624476,Actual
AM,2007,3.71541502,Actual
AM,2008,2.06622879,Actual
AM,2009,3.233679073,Actual
AM,2010,3.84039221,Actual
AM,2011,6.938286399,Actual
AM,2012,1.893345283,Actual
AM,2013,1.049154847,Projected 
AM,2014,1.010762752,Projected 
AM,2015,2.376836646,Projected 
AM,2016,1.221849545,Projected 
AM,2017,,Projected 
AM,2018,,Projected 
AM,2019,,Projected 
AM,2020,,Projected 
AO,2000,,Actual
AO,2001,,Actual
AO,2002,,Actual
AO,2003,,Actual
AO,2004,,Actual
AO,2005,,Actual
AO,2006,0,Actual
AO,2007,0.108133521,Actual
AO,2008,0.062131097,Actual
AO,2009,0.096525097,Actual
AO,2010,0.060661207,Actual
AO,2011,0.041858518,Actual
AO,2012,0.039556962,Actual
AO,2013,0.040633889,Actual
AO,2014,0.020652623,Projected 
AO,2015,0,Projected 
AO,2016,,Projected 
AO,2017,,Projected 
AO,2018,,Projected 
AO,2019,,Projected 
AO,2020,,Projected 
AZ,2000,,Actual
AZ,2001,,Actual
AZ,2002,,Actual
AZ,2003,0.313807531,Actual
AZ,2004,0,Actual
AZ,2005,0.349984092,Actual
AZ,2006,0.095183705,Actual
AZ,2007,0,Actual
AZ,2008,0,Actual
AZ,2009,0,Actual
AZ,2010,0.015475085,Actual
AZ,2011,0.030053237,Actual
AZ,2012,0,Actual
AZ,2013,0,Projected 
AZ,2014,0,Projected 
AZ,2015,0,Projected 
AZ,2016,,Projected 
AZ,2017,,Projected 
AZ,2018,,Projected 
AZ,2019,,Projected 
AZ,2020,,Projected 
BA,2000,17.6337757,Actual
BA,2001,14.57691179,Actual
BA,2002,12.88549302,Actual
BA,2003,12.64822134,Actual
BA,2004,7.013574661,Actual
BA,2005,6.578947368,Actual
BA,2006,5.462184874,Actual
BA,2007,6.58436214,Actual
BA,2008,4.793047841,Actual
BA,2009,4.759572285,Actual
BA,2010,5.376344086,Actual
BA,2011,4.575163399,Actual
BA,2012,4.75161987,Actual
BA,2013,5.298013245,Actual
BA,2014,5.543237251,Projected 
BA,2015,5.739514349,Projected 
BA,2016,5.921052632,Projected 
BA,2017,6.140350877,Projected 
BA,2018,6.373626374,Projected 
BA,2019,6.593406593,Projected 
BA,2020,,Projected 
BD,2000,,Actual
BD,2001,,Actual
BD,2002,0,Actual
BD,2003,0,Actual
BD,2004,0,Actual
BD,2005,0,Actual
BD,2006,0,Actual
BD,2007,5.479452055,Actual
BD,2008,3.902439024,Actual
BD,2009,3.148425787,Actual
BD,2010,5.256570713,Actual
BD,2011,2.212855638,Actual
BD,2012,4.128053917,Actual
BD,2013,3.880597015,Actual
BD,2014,3.997421019,Projected 
BD,2015,3.511705686,Projected 
BD,2016,,Projected 
BD,2017,,Projected 
BD,2018,,Projected 
BD,2019,,Projected 
BD,2020,,Projected 
BF,2000,,Actual
BF,2001,39.41004518,Actual
BF,2002,31.36736313,Actual
BF,2003,30.57471264,Actual
BF,2004,25.40060632,Actual
BF,2005,26.47473324,Actual
BF,2006,31.1524294,Actual
BF,2007,32.32897771,Actual
BF,2008,23.2878884,Actual
BF,2009,30.12313675,Actual
BF,2010,22.59713701,Actual
BF,2011,24.22419555,Actual
BF,2012,21.73913043,Actual
BF,2013,22.50121384,Projected 
BF,2014,21.72566372,Projected 
BF,2015,21.55252737,Projected 
BF,2016,21.42436412,Projected 
BF,2017,,Projected 
BF,2018,,Projected 
BF,2019,,Projected 
BF,2020,,Projected 
BI,2000,,Actual
BI,2001,,Actual
BI,2002,,Actual
BI,2003,,Actual
BI,2004,42.44322631,Actual
BI,2005,36.93660682,Actual
BI,2006,48.59114434,Actual
BI,2007,52.85134813,Actual
BI,2008,66.96428571,Actual
BI,2009,57.45341615,Actual
BI,2010,60.96067054,Actual
BI,2011,57.36940299,Actual
BI,2012,53.67226669,Actual
BI,2013,55.28474711,Actual
BI,2014,48.67277425,Actual
BI,2015,50.56109726,Projected 
BI,2016,48.48580641,Projected 
BI,2017,47.94512815,Projected 
BI,2018,47.38947584,Projected 
BI,2019,,Projected 
BI,2020,,Projected 
BJ,2000,9.208731241,Actual
BJ,2001,14.06727829,Actual
BJ,2002,5.634638197,Actual
BJ,2003,9.496774194,Actual
BJ,2004,13.68214198,Actual
BJ,2005,11.10595873,Actual
BJ,2006,11.78586543,Actual
BJ,2007,12.58573935,Actual
BJ,2008,8.210958471,Actual
BJ,2009,14.80988312,Actual
BJ,2010,3.085824494,Actual
BJ,2011,11.25439625,Actual
BJ,2012,5.666536101,Actual
BJ,2013,3.411850413,Projected 
BJ,2014,8.242126424,Projected 
BJ,2015,8.307629036,Projected 
BJ,2016,8.246247387,Projected 
BJ,2017,8.189239006,Projected 
BJ,2018,8.130015401,Projected 
BJ,2019,8.117054089,Projected 
BJ,2020,,Projected 
BO,2000,,Actual
BO,2001,9.432320742,Actual
BO,2002,8.896153579,Actual
BO,2003,11.89042546,Actual
BO,2004,9.192009698,Actual
BO,2005,6.793679533,Actual
BO,2006,5.37600244,Actual
BO,2007,4.782056708,Actual
BO,2008,3.092783505,Actual
BO,2009,3.342618384,Actual
BO,2010,3.303303303,Actual
BO,2011,2.209944751,Actual
BO,2012,1.846965699,Actual
BO,2013,1.291989664,Projected 
BO,2014,1.344086022,Projected 
BO,2015,1.366120219,Projected 
BO,2016,,Projected 
BO,2017,,Projected 
BO,2018,,Projected 
BO,2019,,Projected 
BO,2020,,Projected 
BR,2000,,Actual
BR,2001,,Actual
BR,2002,,Actual
BR,2003,,Actual
BR,2004,,Actual
BR,2005,,Actual
BR,2006,,Actual
BR,2007,,Actual
BR,2008,0,Actual
BR,2009,0,Actual
BR,2010,0,Actual
BR,2011,0,Actual
BR,2012,0,Actual
BR,2013,0,Actual
BR,2014,0,Actual
BR,2015,,Projected 
BR,2016,,Projected 
BR,2017,,Projected 
BR,2018,,Projected 
BR,2019,,Projected 
BR,2020,,Projected 
BT,2000,,Actual
BT,2001,,Actual
BT,2002,42.36636908,Actual
BT,2003,32.16614687,Actual
BT,2004,51.49217925,Actual
BT,2005,41.89098573,Actual
BT,2006,48.20678271,Actual
BT,2007,37.31269042,Actual
BT,2008,32.46362542,Actual
BT,2009,31.88033359,Actual
BT,2010,35.87931591,Actual
BT,2011,37.26395002,Actual
BT,2012,38.05088873,Projected 
BT,2013,31.18640751,Projected 
BT,2014,29.14240506,Projected 
BT,2015,26.96775453,Projected 
BT,2016,,Projected 
BT,2017,,Projected 
BT,2018,,Projected 
BT,2019,,Projected 
BT,2020,,Projected 
BW,2000,,Actual
BW,2001,,Actual
BW,2002,,Actual
BW,2003,,Actual
BW,2004,0.376612953,Actual
BW,2005,1.937962911,Actual
BW,2006,0.507477433,Actual
BW,2007,1.641807454,Actual
BW,2008,2.015438891,Actual
BW,2009,2.107363935,Actual
BW,2010,2.649622713,Actual
BW,2011,1.054149311,Actual
BW,2012,1.384883207,Actual
BW,2013,0.249651928,Projected 
BW,2014,0.959802756,Projected 
BW,2015,0.985957574,Projected 
BW,2016,1.036986483,Projected 
BW,2017,1.078665969,Projected 
BW,2018,1.011393514,Projected 
BW,2019,,Projected 
BW,2020,,Projected 
BY,2000,,Actual
BY,2001,,Actual
BY,2002,,Actual
BY,2003,,Actual
BY,2004,,Actual
BY,2005,,Actual
BY,2006,,Actual
BY,2007,,Actual
BY,2008,0,Actual
BY,2009,0,Actual
BY,2010,0,Actual
BY,2011,0,Actual
BY,2012,0,Actual
BY,2013,0,Actual
BY,2014,0,Actual
BY,2015,0,Projected 
BY,2016,,Projected 
BY,2017,,Projected 
BY,2018,,Projected 
BY,2019,,Projected 
BY,2020,,Projected 
BZ,2000,7.079646018,Actual
BZ,2001,6.306306306,Actual
BZ,2002,4.06504065,Actual
BZ,2003,1.408450704,Actual
BZ,2004,6.578947368,Actual
BZ,2005,2.564102564,Actual
BZ,2006,3.673469388,Actual
BZ,2007,5.826771654,Actual
BZ,2008,3.41997264,Actual
BZ,2009,11.18251928,Actual
BZ,2010,4.619565217,Actual
BZ,2011,0.899742931,Actual
BZ,2012,3.947368421,Actual
BZ,2013,2.508960573,Actual
BZ,2014,4.439511654,Actual
BZ,2015,4.811715481,Projected 
BZ,2016,4.717948718,Projected 
BZ,2017,4.577114428,Projected 
BZ,2018,,Projected 
BZ,2019,,Projected 
BZ,2020,,Projected 
CD,2000,,Actual
CD,2001,,Actual
CD,2002,,Actual
CD,2003,,Actual
CD,2004,,Actual
CD,2005,,Actual
CD,2006,,Actual
CD,2007,13.22690992,Actual
CD,2008,11.13569322,Actual
CD,2009,30.77969175,Actual
CD,2010,42.65716467,Actual
CD,2011,31.11675127,Actual
CD,2012,25.76445058,Actual
CD,2013,25.27105922,Actual
CD,2014,20.08312866,Projected 
CD,2015,22.98739088,Projected 
CD,2016,23.69816451,Projected 
CD,2017,23.14109539,Projected 
CD,2018,22.08708872,Projected 
CD,2019,20.71076012,Projected 
CD,2020,,Projected 
CF,2000,,Actual
CF,2001,27.77142857,Actual
CF,2002,25.96789424,Actual
CF,2003,15.830721,Actual
CF,2004,28.91719745,Actual
CF,2005,33.52272727,Actual
CF,2006,58.36642087,Actual
CF,2007,28.54700855,Actual
CF,2008,31.40311804,Actual
CF,2009,32.86759814,Actual
CF,2010,32.30586841,Actual
CF,2011,19.04417089,Actual
CF,2012,29.78488693,Actual
CF,2013,32.44514107,Actual
CF,2014,31.07569721,Projected 
CF,2015,28.86505809,Projected 
CF,2016,,Projected 
CF,2017,,Projected 
CF,2018,,Projected 
CF,2019,,Projected 
CF,2020,,Projected 
CG,2000,1.115851657,Actual
CG,2001,0.632911392,Actual
CG,2002,0.695652174,Actual
CG,2003,1.628664495,Actual
CG,2004,1.072386059,Actual
CG,2005,0.481540931,Actual
CG,2006,0.278396437,Actual
CG,2007,0.949968334,Actual
CG,2008,1.401682018,Actual
CG,2009,1.123595506,Actual
CG,2010,0.179291797,Actual
CG,2011,1.209398756,Actual
CG,2012,0.336021505,Actual
CG,2013,0.832532821,Actual
CG,2014,1.190103351,Projected 
CG,2015,0.710534445,Projected 
CG,2016,0.779844031,Projected 
CG,2017,0.714489854,Projected 
CG,2018,0.816326531,Projected 
CG,2019,0.864464341,Projected 
CG,2020,,Projected 
CI,2000,,Actual
CI,2001,,Actual
CI,2002,,Actual
CI,2003,,Actual
CI,2004,5.034825871,Actual
CI,2005,6.040868455,Actual
CI,2006,3.212735166,Actual
CI,2007,2.864471997,Actual
CI,2008,8.324830721,Actual
CI,2009,2.975292343,Actual
CI,2010,2.700527587,Actual
CI,2011,1.906251811,Actual
CI,2012,3.097581445,Actual
CI,2013,6.629379832,Actual
CI,2014,9.230582377,Projected 
CI,2015,9.768891197,Projected 
CI,2016,9.836837151,Projected 
CI,2017,9.128591167,Projected 
CI,2018,8.742288429,Projected 
CI,2019,,Projected 
CI,2020,,Projected 
CL,2000,0.917431193,Actual
CL,2001,1.376146789,Actual
CL,2002,0.943396226,Actual
CL,2003,0.961538462,Actual
CL,2004,0.454545455,Actual
CL,2005,0.840336134,Actual
CL,2006,0.775193798,Actual
CL,2007,0.740740741,Actual
CL,2008,0.411522634,Actual
CL,2009,0.523560209,Actual
CL,2010,0.465116279,Actual
CL,2011,0.438596491,Actual
CL,2012,0.448430493,Actual
CL,2013,0.476190476,Actual
CL,2014,0,Projected 
CL,2015,0.46728972,Projected 
CL,2016,,Projected 
CL,2017,,Projected 
CL,2018,,Projected 
CL,2019,,Projected 
CL,2020,,Projected 
CM,2000,,Actual
CM,2001,,Actual
CM,2002,1.777777778,Actual
CM,2003,3.85126162,Actual
CM,2004,1.477449456,Actual
CM,2005,2.955974843,Actual
CM,2006,59.5706619,Actual
CM,2007,5.944584383,Actual
CM,2008,4.155374887,Actual
CM,2009,4.519480519,Actual
CM,2010,3.659793814,Actual
CM,2011,2.666666667,Actual
CM,2012,2.308326463,Actual
CM,2013,1.753717118,Actual
CM,2014,2.909594735,Projected 
CM,2015,2.754098361,Projected 
CM,2016,1.658841941,Projected 
CM,2017,1.44075272,Projected 
CM,2018,1.211120286,Projected 
CM,2019,1.021189686,Projected 
CM,2020,,Projected 
CO,2000,0,Actual
CO,2001,0,Actual
CO,2002,0,Actual
CO,2003,0,Actual
CO,2004,0,Actual
CO,2005,0,Actual
CO,2006,0,Actual
CO,2007,0,Actual
CO,2008,0,Actual
CO,2009,0,Actual
CO,2010,0,Actual
CO,2011,0,Actual
CO,2012,0,Actual
CO,2013,0,Actual
CO,2014,0,Projected 
CO,2015,0,Projected 
CO,2016,0,Projected 
CO,2017,0,Projected 
CO,2018,0,Projected 
CO,2019,0,Projected 
CO,2020,,Projected 
CR,2000,,Actual
CR,2001,,Actual
CR,2002,,Actual
CR,2003,,Actual
CR,2004,,Actual
CR,2005,,Actual
CR,2006,0,Actual
CR,2007,0,Actual
CR,2008,0,Actual
CR,2009,0,Actual
CR,2010,0,Actual
CR,2011,0,Actual
CR,2012,0,Actual
CR,2013,0,Actual
CR,2014,0,Projected 
CR,2015,0,Projected 
CR,2016,0,Projected 
CR,2017,0,Projected 
CR,2018,0,Projected 
CR,2019,0,Projected 
CR,2020,,Projected 
CV,2000,,Actual
CV,2001,21.69312169,Actual
CV,2002,27.39130435,Actual
CV,2003,20.0913242,Actual
CV,2004,31.78571429,Actual
CV,2005,21.12476194,Actual
CV,2006,18.64772581,Actual
CV,2007,15.86063591,Actual
CV,2008,16.40850282,Actual
CV,2009,18.74657909,Actual
CV,2010,22.3853211,Actual
CV,2011,11.45162992,Actual
CV,2012,7.897289586,Actual
CV,2013,9.951957916,Actual
CV,2014,11.53610193,Projected 
CV,2015,7.257731011,Projected 
CV,2016,6.250529886,Projected 
CV,2017,5.064708077,Projected 
CV,2018,,Projected 
CV,2019,,Projected 
CV,2020,,Projected 
DJ,2000,21.32799422,Actual
DJ,2001,17.6270244,Actual
DJ,2002,20.12149805,Actual
DJ,2003,17.75799399,Actual
DJ,2004,19.19774172,Actual
DJ,2005,16.66095817,Actual
DJ,2006,11.05316074,Actual
DJ,2007,14.09192106,Actual
DJ,2008,31.24555355,Actual
DJ,2009,17.32774499,Actual
DJ,2010,15.05117822,Actual
DJ,2011,17.64043455,Actual
DJ,2012,18.47879083,Projected 
DJ,2013,,Projected 
DJ,2014,,Projected 
DJ,2015,,Projected 
DJ,2016,,Projected 
DJ,2017,,Projected 
DJ,2018,,Projected 
DJ,2019,,Projected 
DJ,2020,,Projected 
DM,2000,8.524448291,Actual
DM,2001,24.38149875,Actual
DM,2002,0,Actual
DM,2003,13.86894075,Actual
DM,2004,22.1754386,Actual
DM,2005,15.27586207,Actual
DM,2006,18.63987635,Actual
DM,2007,18.70967742,Actual
DM,2008,25.49019608,Actual
DM,2009,25.12695959,Actual
DM,2010,24.20963293,Actual
DM,2011,26.31142442,Actual
DM,2012,15.70308672,Projected 
DM,2013,13.59006211,Projected 
DM,2014,13.69465279,Projected 
DM,2015,13.80368098,Projected 
DM,2016,13.89908257,Projected 
DM,2017,13.98446171,Projected 
DM,2018,13.91378574,Projected 
DM,2019,,Projected 
DM,2020,,Projected 
DO,2000,,Actual
DO,2001,,Actual
DO,2002,,Actual
DO,2003,,Actual
DO,2004,,Actual
DO,2005,,Actual
DO,2006,,Actual
DO,2007,1.124531445,Actual
DO,2008,1.160928743,Actual
DO,2009,1.52173913,Actual
DO,2010,0.769822941,Projected 
DO,2011,1.330150068,Projected 
DO,2012,,Projected 
DO,2013,,Projected 
DO,2014,,Projected 
DO,2015,,Projected 
DO,2016,,Projected 
DO,2017,,Projected 
DO,2018,,Projected 
DO,2019,,Projected 
DO,2020,,Projected 
DZ,2000,0,Actual
DZ,2001,1.054695423,Actual
DZ,2002,0,Actual
DZ,2003,0.148916504,Actual
DZ,2004,0.01805706,Actual
DZ,2005,0,Actual
DZ,2006,0.002747328,Actual
DZ,2007,0.005423141,Actual
DZ,2008,0,Actual
DZ,2009,0,Actual
DZ,2010,0,Actual
DZ,2011,0,Actual
DZ,2012,0,Actual
DZ,2013,0,Actual
DZ,2014,0,Projected 
DZ,2015,0,Projected 
DZ,2016,0,Projected 
DZ,2017,0,Projected 
DZ,2018,0,Projected 
DZ,2019,0,Projected 
DZ,2020,,Projected 
EG,2000,,Actual
EG,2001,,Actual
EG,2002,,Actual
EG,2003,,Actual
EG,2004,4.106280193,Actual
EG,2005,2.170658683,Actual
EG,2006,1.359773371,Actual
EG,2007,1.805054152,Actual
EG,2008,0.716845878,Actual
EG,2009,2.877697842,Actual
EG,2010,0.826446281,Actual
EG,2011,0.836820084,Actual
EG,2012,2.894812267,Actual
EG,2013,1.288404361,Actual
EG,2014,15.11324915,Actual
EG,2015,4.557640751,Projected 
EG,2016,0.369139904,Projected 
EG,2017,0.362677217,Projected 
EG,2018,0.279493969,Projected 
EG,2019,0.254862508,Projected 
EG,2020,,Projected 
ET,2000,15.36268045,Actual
ET,2001,20.52483599,Actual
ET,2002,18.89027431,Actual
ET,2003,29.00082787,Actual
ET,2004,22.33941626,Actual
ET,2005,22.65846032,Actual
ET,2006,19.46723846,Actual
ET,2007,25.80919642,Actual
ET,2008,24.96159174,Actual
ET,2009,26.45944313,Actual
ET,2010,18.68442109,Actual
ET,2011,19.26271157,Actual
ET,2012,11.06269292,Actual
ET,2013,9.559595312,Actual
ET,2014,10.1110372,Actual
ET,2015,9.172893995,Projected 
ET,2016,8.27859032,Projected 
ET,2017,7.397103156,Projected 
ET,2018,6.781289838,Projected 
ET,2019,6.719927272,Projected 
ET,2020,,Projected 
FJ,2000,,Actual
FJ,2001,,Actual
FJ,2002,,Actual
FJ,2003,,Actual
FJ,2004,,Actual
FJ,2005,0,Actual
FJ,2006,0,Actual
FJ,2007,0.287976962,Actual
FJ,2008,0.89347079,Actual
FJ,2009,0.425230333,Actual
FJ,2010,0.585175553,Actual
FJ,2011,0.387811634,Actual
FJ,2012,0.674273859,Actual
FJ,2013,0.907354346,Actual
FJ,2014,1.710526316,Projected 
FJ,2015,1.663201663,Projected 
FJ,2016,,Projected 
FJ,2017,,Projected 
FJ,2018,,Projected 
FJ,2019,,Projected 
FJ,2020,,Projected 
FM,2000,64.65053763,Actual
FM,2001,67.75336641,Actual
FM,2002,70.67997505,Actual
FM,2003,71.65492958,Actual
FM,2004,55.31437126,Actual
FM,2005,61.73657101,Actual
FM,2006,60.70150322,Actual
FM,2007,63.70523416,Actual
FM,2008,62.9506008,Actual
FM,2009,67.56017505,Actual
FM,2010,68.24762856,Actual
FM,2011,68.05970149,Actual
FM,2012,65.33457249,Actual
FM,2013,5.966343702,Actual
FM,2014,45.43770264,Actual
FM,2015,50.12800819,Projected 
FM,2016,49.1997935,Projected 
FM,2017,48.88663968,Projected 
FM,2018,48.63252113,Projected 
FM,2019,48.21864324,Projected 
FM,2020,47.99043062,Projected 
GA,2000,0,Actual
GA,2001,0,Actual
GA,2002,0.17432792,Actual
GA,2003,0.112781955,Actual
GA,2004,0.183920126,Actual
GA,2005,0.139450565,Actual
GA,2006,0,Actual
GA,2007,0.012221204,Actual
GA,2008,0,Actual
GA,2009,0.059347181,Actual
GA,2010,0,Actual
GA,2011,0,Actual
GA,2012,0,Actual
GA,2013,0,Actual
GA,2014,0,Actual
GA,2015,0,Projected 
GA,2016,0,Projected 
GA,2017,0,Projected 
GA,2018,0,Projected 
GA,2019,0,Projected 
GA,2020,0,Projected 
GD,2000,9.863842663,Actual
GD,2001,13.67624811,Actual
GD,2002,7.371392723,Actual
GD,2003,20.06292352,Actual
GD,2004,22.57486563,Actual
GD,2005,30.17258096,Actual
GD,2006,25.82485202,Actual
GD,2007,3.880663975,Actual
GD,2008,13.77711849,Actual
GD,2009,14.41232327,Actual
GD,2010,16.36115445,Actual
GD,2011,14.20225624,Actual
GD,2012,5.274872023,Actual
GD,2013,6.593638087,Actual
GD,2014,15.23053013,Projected 
GD,2015,14.89290495,Projected 
GD,2016,9.340749223,Projected 
GD,2017,9.020968472,Projected 
GD,2018,8.998714469,Projected 
GD,2019,8.963093146,Projected 
GD,2020,,Projected 
GE,2000,1.773787365,Actual
GE,2001,4.242536279,Actual
GE,2002,1.531472118,Actual
GE,2003,1.992662398,Actual
GE,2004,5.725102729,Actual
GE,2005,3.830570902,Actual
GE,2006,4.567699837,Actual
GE,2007,2.051488335,Actual
GE,2008,10.53980184,Actual
GE,2009,7.389817629,Actual
GE,2010,8.063416297,Actual
GE,2011,3.202328967,Actual
GE,2012,3.674227351,Actual
GE,2013,2.816138641,Actual
GE,2014,2.079679278,Actual
GE,2015,2.394526796,Projected 
GE,2016,1.852420428,Projected 
GE,2017,1.694596121,Projected 
GE,2018,1.562364378,Projected 
GE,2019,1.432114569,Projected 
GE,2020,,Projected 
GH,2000,,Actual
GH,2001,,Actual
GH,2002,,Actual
GH,2003,,Actual
GH,2004,,Actual
GH,2005,,Actual
GH,2006,,Actual
GH,2007,,Actual
GH,2008,,Actual
GH,2009,,Actual
GH,2010,,Actual
GH,2011,10.5759986,Actual
GH,2012,8.324363114,Actual
GH,2013,2.802303263,Projected 
GH,2014,3.899588004,Projected 
GH,2015,7.544517338,Projected 
GH,2016,6.164989676,Projected 
GH,2017,4.285598333,Projected 
GH,2018,,Projected 
GH,2019,,Projected 
GH,2020,,Projected 
GM,2000,10.90225564,Actual
GM,2001,12.07248823,Actual
GM,2002,21.38418264,Actual
GM,2003,13.52450011,Actual
GM,2004,17.85318108,Actual
GM,2005,7.795289534,Actual
GM,2006,5.619731502,Actual
GM,2007,5.296205296,Actual
GM,2008,6.515353805,Actual
GM,2009,20.79853331,Actual
GM,2010,21.18981297,Actual
GM,2011,24.11461114,Actual
GM,2012,35.29809382,Actual
GM,2013,12.09946595,Projected 
GM,2014,16.64507772,Projected 
GM,2015,20.15503876,Projected 
GM,2016,14.44129221,Projected 
GM,2017,13.30391436,Projected 
GM,2018,12.97135341,Projected 
GM,2019,12.78012128,Projected 
GM,2020,,Projected 
GN,2000,17.40761323,Actual
GN,2001,23.23024055,Actual
GN,2002,12.88630403,Actual
GN,2003,20.84601658,Actual
GN,2004,8.896242943,Actual
GN,2005,4.598405886,Actual
GN,2006,9.382819016,Actual
GN,2007,5.458015267,Actual
GN,2008,3.072792363,Actual
GN,2009,2.211906062,Actual
GN,2010,2.418976045,Actual
GN,2011,17.02813599,Actual
GN,2012,11.8381784,Actual
GN,2013,7.478932584,Actual
GN,2014,27.34499205,Actual
GN,2015,11.69750192,Projected 
GN,2016,11.82883417,Projected 
GN,2017,11.77755586,Projected 
GN,2018,,Projected 
GN,2019,,Projected 
GN,2020,,Projected 
GQ,2000,,Actual
GQ,2001,,Actual
GQ,2002,,Actual
GQ,2003,,Actual
GQ,2004,,Actual
GQ,2005,,Actual
GQ,2006,0,Actual
GQ,2007,0,Actual
GQ,2008,0,Actual
GQ,2009,0,Actual
GQ,2010,0,Actual
GQ,2011,0,Actual
GQ,2012,0,Projected 
GQ,2013,0,Projected 
GQ,2014,0,Projected 
GQ,2015,0,Projected 
GQ,2016,0,Projected 
GQ,2017,0,Projected 
GQ,2018,0,Projected 
GQ,2019,0,Projected 
GQ,2020,,Projected 
GT,2000,0,Actual
GT,2001,0,Actual
GT,2002,0,Actual
GT,2003,0,Actual
GT,2004,0,Actual
GT,2005,0,Actual
GT,2006,0,Actual
GT,2007,0,Actual
GT,2008,0,Actual
GT,2009,0,Actual
GT,2010,0,Actual
GT,2011,0,Actual
GT,2012,0,Actual
GT,2013,0,Actual
GT,2014,0,Projected 
GT,2015,0,Projected 
GT,2016,0,Projected 
GT,2017,0,Projected 
GT,2018,0,Projected 
GT,2019,0,Projected 
GT,2020,,Projected 
GW,2000,,Actual
GW,2001,46.27192982,Actual
GW,2002,28.61842105,Actual
GW,2003,40.74074074,Actual
GW,2004,49.89816701,Actual
GW,2005,41.90871369,Actual
GW,2006,37.74703557,Actual
GW,2007,50.55762082,Actual
GW,2008,61.25419933,Actual
GW,2009,63.69230769,Actual
GW,2010,47.28132388,Actual
GW,2011,39.54022989,Actual
GW,2012,20.82616179,Actual
GW,2013,30.22071307,Actual
GW,2014,41.66666667,Projected 
GW,2015,32.90246769,Projected 
GW,2016,32.07343413,Projected 
GW,2017,,Projected 
GW,2018,,Projected 
GW,2019,,Projected 
GW,2020,,Projected 
GY,2000,,Actual
GY,2001,,Actual
GY,2002,,Actual
GY,2003,,Actual
GY,2004,,Actual
GY,2005,,Actual
GY,2006,20.4778157,Actual
GY,2007,11.5942029,Actual
GY,2008,16.21621622,Actual
GY,2009,14.63620981,Actual
GY,2010,9.594706369,Actual
GY,2011,10.04464286,Actual
GY,2012,8.982035928,Actual
GY,2013,8.184143223,Projected 
GY,2014,9.004474273,Projected 
GY,2015,8.284313725,Projected 
GY,2016,8.724832215,Projected 
GY,2017,8.651286602,Projected 
GY,2018,5.157847932,Projected 
GY,2019,,Projected 
GY,2020,,Projected 
HN,2000,5.319148936,Actual
HN,2001,9,Actual
HN,2002,5.670103093,Actual
HN,2003,4.545454545,Actual
HN,2004,4.854368932,Actual
HN,2005,6.285714286,Actual
HN,2006,8.196721311,Actual
HN,2007,6.451612903,Actual
HN,2008,10.43624739,Actual
HN,2009,10.67926054,Actual
HN,2010,8.076207074,Actual
HN,2011,5.3854203,Actual
HN,2012,5.952380952,Actual
HN,2013,4.678362573,Actual
HN,2014,4.761904762,Projected 
HN,2015,4.324324324,Projected 
HN,2016,3.225806452,Projected 
HN,2017,2.673796791,Projected 
HN,2018,2.139037433,Projected 
HN,2019,2.139037433,Projected 
HN,2020,,Projected 
HT,2000,,Actual
HT,2001,,Actual
HT,2002,,Actual
HT,2003,,Actual
HT,2004,12.91765693,Actual
HT,2005,26.29669931,Actual
