id-to,year,destination-institution-type,creditor-type,creditor-institution,financing-type,value
ER,2005,ppg,official,multilateral,non-concessional,0
ER,2006,ppg,official,bilateral,concessional,7659554.398
ER,2006,ppg,official,bilateral,non-concessional,0
ER,2006,ppg,official,multilateral,concessional,42166412.42
ER,2006,ppg,official,multilateral,non-concessional,0
ER,2007,ppg,official,bilateral,concessional,28691752.06
ER,2007,ppg,official,bilateral,non-concessional,0
ER,2007,ppg,official,multilateral,concessional,25396642.86
ER,2007,ppg,official,multilateral,non-concessional,0
ER,2008,ppg,official,bilateral,concessional,62196623.61
ER,2008,ppg,official,bilateral,non-concessional,69204250.35
ER,2008,ppg,official,multilateral,concessional,26242254.4
ER,2008,ppg,official,multilateral,non-concessional,0
ER,2009,ppg,official,bilateral,concessional,4305886.36
ER,2009,ppg,official,bilateral,non-concessional,58640116.31
ER,2009,ppg,official,multilateral,concessional,4777896.514
ER,2009,ppg,official,multilateral,non-concessional,0
ER,2010,ppg,official,bilateral,concessional,0
ER,2010,ppg,official,bilateral,non-concessional,0
ER,2010,ppg,official,multilateral,concessional,0
ER,2010,ppg,official,multilateral,non-concessional,0
ER,2011,ppg,official,bilateral,concessional,0
ER,2011,ppg,official,bilateral,non-concessional,0
ER,2011,ppg,official,multilateral,concessional,1411993.229
ER,2011,ppg,official,multilateral,non-concessional,0
ER,2012,ppg,official,bilateral,concessional,0
ER,2012,ppg,official,bilateral,non-concessional,4000
ER,2012,ppg,official,multilateral,concessional,2632000
ER,2012,ppg,official,multilateral,non-concessional,0
ER,2013,ppg,official,bilateral,concessional,17565430.51
ER,2013,ppg,official,bilateral,non-concessional,909.742892
ER,2013,ppg,official,multilateral,concessional,4182906.738
ER,2013,ppg,official,multilateral,non-concessional,0
ES,2000,ppg,official,bilateral,concessional,
ES,2000,ppg,official,bilateral,non-concessional,
ES,2000,ppg,official,multilateral,concessional,
ES,2000,ppg,official,multilateral,non-concessional,
ES,2001,ppg,official,bilateral,concessional,
ES,2001,ppg,official,bilateral,non-concessional,
ES,2001,ppg,official,multilateral,concessional,
ES,2001,ppg,official,multilateral,non-concessional,
ES,2002,ppg,official,bilateral,concessional,
ES,2002,ppg,official,bilateral,non-concessional,
ES,2002,ppg,official,multilateral,concessional,
ES,2002,ppg,official,multilateral,non-concessional,
ES,2003,ppg,official,bilateral,concessional,
ES,2003,ppg,official,bilateral,non-concessional,
ES,2003,ppg,official,multilateral,concessional,
ES,2003,ppg,official,multilateral,non-concessional,
ES,2004,ppg,official,bilateral,concessional,
ES,2004,ppg,official,bilateral,non-concessional,
ES,2004,ppg,official,multilateral,concessional,
ES,2004,ppg,official,multilateral,non-concessional,
ES,2005,ppg,official,bilateral,concessional,
ES,2005,ppg,official,bilateral,non-concessional,
ES,2005,ppg,official,multilateral,concessional,
ES,2005,ppg,official,multilateral,non-concessional,
ES,2006,ppg,official,bilateral,concessional,
ES,2006,ppg,official,bilateral,non-concessional,
ES,2006,ppg,official,multilateral,concessional,
ES,2006,ppg,official,multilateral,non-concessional,
ES,2007,ppg,official,bilateral,concessional,
ES,2007,ppg,official,bilateral,non-concessional,
ES,2007,ppg,official,multilateral,concessional,
ES,2007,ppg,official,multilateral,non-concessional,
ES,2008,ppg,official,bilateral,concessional,
ES,2008,ppg,official,bilateral,non-concessional,
ES,2008,ppg,official,multilateral,concessional,
ES,2008,ppg,official,multilateral,non-concessional,
ES,2009,ppg,official,bilateral,concessional,
ES,2009,ppg,official,bilateral,non-concessional,
ES,2009,ppg,official,multilateral,concessional,
ES,2009,ppg,official,multilateral,non-concessional,
ES,2010,ppg,official,bilateral,concessional,
ES,2010,ppg,official,bilateral,non-concessional,
ES,2010,ppg,official,multilateral,concessional,
ES,2010,ppg,official,multilateral,non-concessional,
ES,2011,ppg,official,bilateral,concessional,
ES,2011,ppg,official,bilateral,non-concessional,
ES,2011,ppg,official,multilateral,concessional,
ES,2011,ppg,official,multilateral,non-concessional,
ES,2012,ppg,official,bilateral,concessional,
ES,2012,ppg,official,bilateral,non-concessional,
ES,2012,ppg,official,multilateral,concessional,
ES,2012,ppg,official,multilateral,non-concessional,
ES,2013,ppg,official,bilateral,concessional,
ES,2013,ppg,official,bilateral,non-concessional,
ES,2013,ppg,official,multilateral,concessional,
ES,2013,ppg,official,multilateral,non-concessional,
ET,2000,ppg,official,bilateral,concessional,0
ET,2000,ppg,official,bilateral,non-concessional,0
ET,2000,ppg,official,multilateral,concessional,61163916.19
ET,2000,ppg,official,multilateral,non-concessional,4768724.294
ET,2001,ppg,official,bilateral,concessional,6036304.631
ET,2001,ppg,official,bilateral,non-concessional,0
ET,2001,ppg,official,multilateral,concessional,165028106.7
ET,2001,ppg,official,multilateral,non-concessional,19504762.17
ET,2002,ppg,official,bilateral,concessional,42638958.71
ET,2002,ppg,official,bilateral,non-concessional,0
ET,2002,ppg,official,multilateral,concessional,267241400.5
ET,2002,ppg,official,multilateral,non-concessional,51139389.87
ET,2003,ppg,official,bilateral,concessional,0
ET,2003,ppg,official,bilateral,non-concessional,0
ET,2003,ppg,official,multilateral,concessional,110430391.2
ET,2003,ppg,official,multilateral,non-concessional,9629559.267
ET,2004,ppg,official,bilateral,concessional,1375766.889
ET,2004,ppg,official,bilateral,non-concessional,0
ET,2004,ppg,official,multilateral,concessional,220135518.8
ET,2004,ppg,official,multilateral,non-concessional,8368318.88
ET,2005,ppg,official,bilateral,concessional,41717367.65
ET,2005,ppg,official,bilateral,non-concessional,0
ET,2005,ppg,official,multilateral,concessional,163303908.8
ET,2005,ppg,official,multilateral,non-concessional,8368840.819
ET,2006,ppg,official,bilateral,concessional,33400464
ET,2006,ppg,official,bilateral,non-concessional,0
ET,2006,ppg,official,multilateral,concessional,67561848.31
ET,2006,ppg,official,multilateral,non-concessional,48508123.99
ET,2007,ppg,official,bilateral,concessional,74254406.41
ET,2007,ppg,official,bilateral,non-concessional,0
ET,2007,ppg,official,multilateral,concessional,0
ET,2007,ppg,official,multilateral,non-concessional,44710886.51
ET,2008,ppg,official,bilateral,concessional,44974639.64
ET,2008,ppg,official,bilateral,non-concessional,0
ET,2008,ppg,official,multilateral,concessional,21332788.98
ET,2008,ppg,official,multilateral,non-concessional,10849674.64
ET,2009,ppg,official,bilateral,concessional,292948687.5
ET,2009,ppg,official,bilateral,non-concessional,0
ET,2009,ppg,official,multilateral,concessional,0
ET,2009,ppg,official,multilateral,non-concessional,0
ET,2010,ppg,official,bilateral,concessional,599838930.1
ET,2010,ppg,official,bilateral,non-concessional,0
ET,2010,ppg,official,multilateral,concessional,0
ET,2010,ppg,official,multilateral,non-concessional,0
ET,2011,ppg,official,bilateral,concessional,616128145.6
ET,2011,ppg,official,bilateral,non-concessional,0
ET,2011,ppg,official,multilateral,concessional,170106929
ET,2011,ppg,official,multilateral,non-concessional,0
ET,2012,ppg,official,bilateral,concessional,882060000
ET,2012,ppg,official,bilateral,non-concessional,0
ET,2012,ppg,official,multilateral,concessional,0
ET,2012,ppg,official,multilateral,non-concessional,5769000
ET,2013,ppg,official,bilateral,concessional,645514828.2
ET,2013,ppg,official,bilateral,non-concessional,0
ET,2013,ppg,official,multilateral,concessional,22516994.17
ET,2013,ppg,official,multilateral,non-concessional,0
FI,2000,ppg,official,bilateral,concessional,
FI,2000,ppg,official,bilateral,non-concessional,
FI,2000,ppg,official,multilateral,concessional,
FI,2000,ppg,official,multilateral,non-concessional,
FI,2001,ppg,official,bilateral,concessional,
FI,2001,ppg,official,bilateral,non-concessional,
FI,2001,ppg,official,multilateral,concessional,
FI,2001,ppg,official,multilateral,non-concessional,
FI,2002,ppg,official,bilateral,concessional,
FI,2002,ppg,official,bilateral,non-concessional,
FI,2002,ppg,official,multilateral,concessional,
FI,2002,ppg,official,multilateral,non-concessional,
FI,2003,ppg,official,bilateral,concessional,
FI,2003,ppg,official,bilateral,non-concessional,
FI,2003,ppg,official,multilateral,concessional,
FI,2003,ppg,official,multilateral,non-concessional,
FI,2004,ppg,official,bilateral,concessional,
FI,2004,ppg,official,bilateral,non-concessional,
FI,2004,ppg,official,multilateral,concessional,
FI,2004,ppg,official,multilateral,non-concessional,
FI,2005,ppg,official,bilateral,concessional,
FI,2005,ppg,official,bilateral,non-concessional,
FI,2005,ppg,official,multilateral,concessional,
FI,2005,ppg,official,multilateral,non-concessional,
FI,2006,ppg,official,bilateral,concessional,
FI,2006,ppg,official,bilateral,non-concessional,
FI,2006,ppg,official,multilateral,concessional,
FI,2006,ppg,official,multilateral,non-concessional,
FI,2007,ppg,official,bilateral,concessional,
FI,2007,ppg,official,bilateral,non-concessional,
FI,2007,ppg,official,multilateral,concessional,
FI,2007,ppg,official,multilateral,non-concessional,
FI,2008,ppg,official,bilateral,concessional,
FI,2008,ppg,official,bilateral,non-concessional,
FI,2008,ppg,official,multilateral,concessional,
FI,2008,ppg,official,multilateral,non-concessional,
FI,2009,ppg,official,bilateral,concessional,
FI,2009,ppg,official,bilateral,non-concessional,
FI,2009,ppg,official,multilateral,concessional,
FI,2009,ppg,official,multilateral,non-concessional,
FI,2010,ppg,official,bilateral,concessional,
FI,2010,ppg,official,bilateral,non-concessional,
FI,2010,ppg,official,multilateral,concessional,
FI,2010,ppg,official,multilateral,non-concessional,
FI,2011,ppg,official,bilateral,concessional,
FI,2011,ppg,official,bilateral,non-concessional,
FI,2011,ppg,official,multilateral,concessional,
FI,2011,ppg,official,multilateral,non-concessional,
FI,2012,ppg,official,bilateral,concessional,
FI,2012,ppg,official,bilateral,non-concessional,
FI,2012,ppg,official,multilateral,concessional,
FI,2012,ppg,official,multilateral,non-concessional,
FI,2013,ppg,official,bilateral,concessional,
FI,2013,ppg,official,bilateral,non-concessional,
FI,2013,ppg,official,multilateral,concessional,
FI,2013,ppg,official,multilateral,non-concessional,
FJ,2000,ppg,official,bilateral,concessional,1054174.182
FJ,2000,ppg,official,bilateral,non-concessional,0
FJ,2000,ppg,official,multilateral,concessional,0
FJ,2000,ppg,official,multilateral,non-concessional,1873266.614
FJ,2001,ppg,official,bilateral,concessional,0
FJ,2001,ppg,official,bilateral,non-concessional,0
FJ,2001,ppg,official,multilateral,concessional,0
FJ,2001,ppg,official,multilateral,non-concessional,1494485.203
FJ,2002,ppg,official,bilateral,concessional,4363739.883
FJ,2002,ppg,official,bilateral,non-concessional,0
FJ,2002,ppg,official,multilateral,concessional,0
FJ,2002,ppg,official,multilateral,non-concessional,1563229.165
FJ,2003,ppg,official,bilateral,concessional,965024.8266
FJ,2003,ppg,official,bilateral,non-concessional,0
FJ,2003,ppg,official,multilateral,concessional,236297.7386
FJ,2003,ppg,official,multilateral,non-concessional,1209091.325
FJ,2004,ppg,official,bilateral,concessional,96372.28911
FJ,2004,ppg,official,bilateral,non-concessional,0
FJ,2004,ppg,official,multilateral,concessional,0
FJ,2004,ppg,official,multilateral,non-concessional,322677.7805
FJ,2005,ppg,official,bilateral,concessional,0
FJ,2005,ppg,official,bilateral,non-concessional,0
FJ,2005,ppg,official,multilateral,concessional,0
FJ,2005,ppg,official,multilateral,non-concessional,462530.2229
FJ,2006,ppg,official,bilateral,concessional,3730748.961
FJ,2006,ppg,official,bilateral,non-concessional,0
FJ,2006,ppg,official,multilateral,concessional,0
FJ,2006,ppg,official,multilateral,non-concessional,426956.0045
FJ,2007,ppg,official,bilateral,concessional,0
FJ,2007,ppg,official,bilateral,non-concessional,0
FJ,2007,ppg,official,multilateral,concessional,0
FJ,2007,ppg,official,multilateral,non-concessional,218935.0309
FJ,2008,ppg,official,bilateral,concessional,3346119.699
FJ,2008,ppg,official,bilateral,non-concessional,0
FJ,2008,ppg,official,multilateral,concessional,0
FJ,2008,ppg,official,multilateral,non-concessional,0
FJ,2009,ppg,official,bilateral,concessional,12081194.03
FJ,2009,ppg,official,bilateral,non-concessional,0
FJ,2009,ppg,official,multilateral,concessional,0
FJ,2009,ppg,official,multilateral,non-concessional,1028718.325
FJ,2010,ppg,official,bilateral,concessional,18595825.37
FJ,2010,ppg,official,bilateral,non-concessional,0
FJ,2010,ppg,official,multilateral,concessional,0
FJ,2010,ppg,official,multilateral,non-concessional,2241282.576
FJ,2011,ppg,official,bilateral,concessional,45656975.97
FJ,2011,ppg,official,bilateral,non-concessional,0
FJ,2011,ppg,official,multilateral,concessional,0
FJ,2011,ppg,official,multilateral,non-concessional,1305712.169
FJ,2012,ppg,official,bilateral,concessional,60132000
FJ,2012,ppg,official,bilateral,non-concessional,0
FJ,2012,ppg,official,multilateral,concessional,0
FJ,2012,ppg,official,multilateral,non-concessional,0
FJ,2013,ppg,official,bilateral,concessional,44061064.38
FJ,2013,ppg,official,bilateral,non-concessional,0
FJ,2013,ppg,official,multilateral,concessional,0
FJ,2013,ppg,official,multilateral,non-concessional,0
FM,2000,ppg,official,bilateral,concessional,
FM,2000,ppg,official,bilateral,non-concessional,
FM,2000,ppg,official,multilateral,concessional,
FM,2000,ppg,official,multilateral,non-concessional,
FM,2001,ppg,official,bilateral,concessional,
FM,2001,ppg,official,bilateral,non-concessional,
FM,2001,ppg,official,multilateral,concessional,
FM,2001,ppg,official,multilateral,non-concessional,
FM,2002,ppg,official,bilateral,concessional,
FM,2002,ppg,official,bilateral,non-concessional,
FM,2002,ppg,official,multilateral,concessional,
FM,2002,ppg,official,multilateral,non-concessional,
FM,2003,ppg,official,bilateral,concessional,
FM,2003,ppg,official,bilateral,non-concessional,
FM,2003,ppg,official,multilateral,concessional,
FM,2003,ppg,official,multilateral,non-concessional,
FM,2004,ppg,official,bilateral,concessional,
FM,2004,ppg,official,bilateral,non-concessional,
FM,2004,ppg,official,multilateral,concessional,
FM,2004,ppg,official,multilateral,non-concessional,
FM,2005,ppg,official,bilateral,concessional,
FM,2005,ppg,official,bilateral,non-concessional,
FM,2005,ppg,official,multilateral,concessional,
FM,2005,ppg,official,multilateral,non-concessional,
FM,2006,ppg,official,bilateral,concessional,
FM,2006,ppg,official,bilateral,non-concessional,
FM,2006,ppg,official,multilateral,concessional,
FM,2006,ppg,official,multilateral,non-concessional,
FM,2007,ppg,official,bilateral,concessional,
FM,2007,ppg,official,bilateral,non-concessional,
FM,2007,ppg,official,multilateral,concessional,
FM,2007,ppg,official,multilateral,non-concessional,
FM,2008,ppg,official,bilateral,concessional,
FM,2008,ppg,official,bilateral,non-concessional,
FM,2008,ppg,official,multilateral,concessional,
FM,2008,ppg,official,multilateral,non-concessional,
FM,2009,ppg,official,bilateral,concessional,
FM,2009,ppg,official,bilateral,non-concessional,
FM,2009,ppg,official,multilateral,concessional,
FM,2009,ppg,official,multilateral,non-concessional,
FM,2010,ppg,official,bilateral,concessional,
FM,2010,ppg,official,bilateral,non-concessional,
FM,2010,ppg,official,multilateral,concessional,
FM,2010,ppg,official,multilateral,non-concessional,
FM,2011,ppg,official,bilateral,concessional,
FM,2011,ppg,official,bilateral,non-concessional,
FM,2011,ppg,official,multilateral,concessional,
FM,2011,ppg,official,multilateral,non-concessional,
FM,2012,ppg,official,bilateral,concessional,
FM,2012,ppg,official,bilateral,non-concessional,
FM,2012,ppg,official,multilateral,concessional,
FM,2012,ppg,official,multilateral,non-concessional,
FM,2013,ppg,official,bilateral,concessional,
FM,2013,ppg,official,bilateral,non-concessional,
FM,2013,ppg,official,multilateral,concessional,
FM,2013,ppg,official,multilateral,non-concessional,
FR,2000,ppg,official,bilateral,concessional,
FR,2000,ppg,official,bilateral,non-concessional,
FR,2000,ppg,official,multilateral,concessional,
FR,2000,ppg,official,multilateral,non-concessional,
FR,2001,ppg,official,bilateral,concessional,
FR,2001,ppg,official,bilateral,non-concessional,
FR,2001,ppg,official,multilateral,concessional,
FR,2001,ppg,official,multilateral,non-concessional,
FR,2002,ppg,official,bilateral,concessional,
FR,2002,ppg,official,bilateral,non-concessional,
FR,2002,ppg,official,multilateral,concessional,
FR,2002,ppg,official,multilateral,non-concessional,
FR,2003,ppg,official,bilateral,concessional,
FR,2003,ppg,official,bilateral,non-concessional,
FR,2003,ppg,official,multilateral,concessional,
FR,2003,ppg,official,multilateral,non-concessional,
FR,2004,ppg,official,bilateral,concessional,
FR,2004,ppg,official,bilateral,non-concessional,
FR,2004,ppg,official,multilateral,concessional,
FR,2004,ppg,official,multilateral,non-concessional,
FR,2005,ppg,official,bilateral,concessional,
FR,2005,ppg,official,bilateral,non-concessional,
FR,2005,ppg,official,multilateral,concessional,
FR,2005,ppg,official,multilateral,non-concessional,
FR,2006,ppg,official,bilateral,concessional,
FR,2006,ppg,official,bilateral,non-concessional,
FR,2006,ppg,official,multilateral,concessional,
FR,2006,ppg,official,multilateral,non-concessional,
FR,2007,ppg,official,bilateral,concessional,
FR,2007,ppg,official,bilateral,non-concessional,
FR,2007,ppg,official,multilateral,concessional,
FR,2007,ppg,official,multilateral,non-concessional,
FR,2008,ppg,official,bilateral,concessional,
FR,2008,ppg,official,bilateral,non-concessional,
FR,2008,ppg,official,multilateral,concessional,
FR,2008,ppg,official,multilateral,non-concessional,
FR,2009,ppg,official,bilateral,concessional,
FR,2009,ppg,official,bilateral,non-concessional,
FR,2009,ppg,official,multilateral,concessional,
FR,2009,ppg,official,multilateral,non-concessional,
FR,2010,ppg,official,bilateral,concessional,
FR,2010,ppg,official,bilateral,non-concessional,
FR,2010,ppg,official,multilateral,concessional,
FR,2010,ppg,official,multilateral,non-concessional,
FR,2011,ppg,official,bilateral,concessional,
FR,2011,ppg,official,bilateral,non-concessional,
FR,2011,ppg,official,multilateral,concessional,
FR,2011,ppg,official,multilateral,non-concessional,
FR,2012,ppg,official,bilateral,concessional,
FR,2012,ppg,official,bilateral,non-concessional,
FR,2012,ppg,official,multilateral,concessional,
FR,2012,ppg,official,multilateral,non-concessional,
FR,2013,ppg,official,bilateral,concessional,
FR,2013,ppg,official,bilateral,non-concessional,
FR,2013,ppg,official,multilateral,concessional,
FR,2013,ppg,official,multilateral,non-concessional,
GA,2000,ppg,official,bilateral,concessional,4597746.78
GA,2000,ppg,official,bilateral,non-concessional,0
GA,2000,ppg,official,multilateral,concessional,0
GA,2000,ppg,official,multilateral,non-concessional,723067.791
GA,2001,ppg,official,bilateral,concessional,0
GA,2001,ppg,official,bilateral,non-concessional,0
GA,2001,ppg,official,multilateral,concessional,0
GA,2001,ppg,official,multilateral,non-concessional,2343011.298
GA,2002,ppg,official,bilateral,concessional,35043742.01
GA,2002,ppg,official,bilateral,non-concessional,0
GA,2002,ppg,official,multilateral,concessional,0
GA,2002,ppg,official,multilateral,non-concessional,15021532.52
GA,2003,ppg,official,bilateral,concessional,10055152.32
GA,2003,ppg,official,bilateral,non-concessional,0
GA,2003,ppg,official,multilateral,concessional,0
GA,2003,ppg,official,multilateral,non-concessional,25433668.69
GA,2004,ppg,official,bilateral,concessional,24898395.33
GA,2004,ppg,official,bilateral,non-concessional,0
GA,2004,ppg,official,multilateral,concessional,10207262.88
GA,2004,ppg,official,multilateral,non-concessional,64126253.77
GA,2005,ppg,official,bilateral,concessional,0
GA,2005,ppg,official,bilateral,non-concessional,0
GA,2005,ppg,official,multilateral,concessional,12069958.64
GA,2005,ppg,official,multilateral,non-concessional,8291498.456
GA,2006,ppg,official,bilateral,concessional,0
GA,2006,ppg,official,bilateral,non-concessional,0
GA,2006,ppg,official,multilateral,concessional,23815116.07
GA,2006,ppg,official,multilateral,non-concessional,2838101.402
GA,2007,ppg,official,bilateral,concessional,0
GA,2007,ppg,official,bilateral,non-concessional,0
GA,2007,ppg,official,multilateral,concessional,34358847.63
GA,2007,ppg,official,multilateral,non-concessional,3028196.81
GA,2008,ppg,official,bilateral,concessional,20469387.07
GA,2008,ppg,official,bilateral,non-concessional,0
GA,2008,ppg,official,multilateral,concessional,0
GA,2008,ppg,official,multilateral,non-concessional,0
GA,2009,ppg,official,bilateral,concessional,80079254.99
GA,2009,ppg,official,bilateral,non-concessional,0
GA,2009,ppg,official,multilateral,concessional,0
GA,2009,ppg,official,multilateral,non-concessional,13405293.87
GA,2010,ppg,official,bilateral,concessional,99734901.52
GA,2010,ppg,official,bilateral,non-concessional,2110158.118
GA,2010,ppg,official,multilateral,concessional,19375485.83
GA,2010,ppg,official,multilateral,non-concessional,2254927.527
GA,2011,ppg,official,bilateral,concessional,42465942.54
GA,2011,ppg,official,bilateral,non-concessional,4871782.83
GA,2011,ppg,official,multilateral,concessional,17523730.52
GA,2011,ppg,official,multilateral,non-concessional,0
GA,2012,ppg,official,bilateral,concessional,52948000
GA,2012,ppg,official,bilateral,non-concessional,0
GA,2012,ppg,official,multilateral,concessional,2184000
GA,2012,ppg,official,multilateral,non-concessional,0
GA,2013,ppg,official,bilateral,concessional,186414296
GA,2013,ppg,official,bilateral,non-concessional,0
GA,2013,ppg,official,multilateral,concessional,19133078.24
GA,2013,ppg,official,multilateral,non-concessional,0
GB,2000,ppg,official,bilateral,concessional,
GB,2000,ppg,official,bilateral,non-concessional,
GB,2000,ppg,official,multilateral,concessional,
GB,2000,ppg,official,multilateral,non-concessional,
GB,2001,ppg,official,bilateral,concessional,
GB,2001,ppg,official,bilateral,non-concessional,
GB,2001,ppg,official,multilateral,concessional,
GB,2001,ppg,official,multilateral,non-concessional,
GB,2002,ppg,official,bilateral,concessional,
GB,2002,ppg,official,bilateral,non-concessional,
GB,2002,ppg,official,multilateral,concessional,
GB,2002,ppg,official,multilateral,non-concessional,
GB,2003,ppg,official,bilateral,concessional,
GB,2003,ppg,official,bilateral,non-concessional,
GB,2003,ppg,official,multilateral,concessional,
GB,2003,ppg,official,multilateral,non-concessional,
GB,2004,ppg,official,bilateral,concessional,
GB,2004,ppg,official,bilateral,non-concessional,
GB,2004,ppg,official,multilateral,concessional,
GB,2004,ppg,official,multilateral,non-concessional,
GB,2005,ppg,official,bilateral,concessional,
GB,2005,ppg,official,bilateral,non-concessional,
GB,2005,ppg,official,multilateral,concessional,
GB,2005,ppg,official,multilateral,non-concessional,
GB,2006,ppg,official,bilateral,concessional,
GB,2006,ppg,official,bilateral,non-concessional,
GB,2006,ppg,official,multilateral,concessional,
GB,2006,ppg,official,multilateral,non-concessional,
GB,2007,ppg,official,bilateral,concessional,
GB,2007,ppg,official,bilateral,non-concessional,
GB,2007,ppg,official,multilateral,concessional,
GB,2007,ppg,official,multilateral,non-concessional,
GB,2008,ppg,official,bilateral,concessional,
GB,2008,ppg,official,bilateral,non-concessional,
GB,2008,ppg,official,multilateral,concessional,
GB,2008,ppg,official,multilateral,non-concessional,
GB,2009,ppg,official,bilateral,concessional,
GB,2009,ppg,official,bilateral,non-concessional,
GB,2009,ppg,official,multilateral,concessional,
GB,2009,ppg,official,multilateral,non-concessional,
GB,2010,ppg,official,bilateral,concessional,
GB,2010,ppg,official,bilateral,non-concessional,
GB,2010,ppg,official,multilateral,concessional,
GB,2010,ppg,official,multilateral,non-concessional,
GB,2011,ppg,official,bilateral,concessional,
GB,2011,ppg,official,bilateral,non-concessional,
GB,2011,ppg,official,multilateral,concessional,
GB,2011,ppg,official,multilateral,non-concessional,
GB,2012,ppg,official,bilateral,concessional,
GB,2012,ppg,official,bilateral,non-concessional,
GB,2012,ppg,official,multilateral,concessional,
GB,2012,ppg,official,multilateral,non-concessional,
GB,2013,ppg,official,bilateral,concessional,
GB,2013,ppg,official,bilateral,non-concessional,
GB,2013,ppg,official,multilateral,concessional,
GB,2013,ppg,official,multilateral,non-concessional,
GD,2000,ppg,official,bilateral,concessional,4569290.41
GD,2000,ppg,official,bilateral,non-concessional,1113419.187
GD,2000,ppg,official,multilateral,concessional,755253.6529
GD,2000,ppg,official,multilateral,non-concessional,0
GD,2001,ppg,official,bilateral,concessional,11501001.92
GD,2001,ppg,official,bilateral,non-concessional,0
GD,2001,ppg,official,multilateral,concessional,0
GD,2001,ppg,official,multilateral,non-concessional,0
GD,2002,ppg,official,bilateral,concessional,0
GD,2002,ppg,official,bilateral,non-concessional,0
GD,2002,ppg,official,multilateral,concessional,0
GD,2002,ppg,official,multilateral,non-concessional,0
GD,2003,ppg,official,bilateral,concessional,10311.92699
GD,2003,ppg,official,bilateral,non-concessional,0
GD,2003,ppg,official,multilateral,concessional,4528226.22
GD,2003,ppg,official,multilateral,non-concessional,0
GD,2004,ppg,official,bilateral,concessional,52839.04347
GD,2004,ppg,official,bilateral,non-concessional,0
GD,2004,ppg,official,multilateral,concessional,3578015.257
GD,2004,ppg,official,multilateral,non-concessional,0
GD,2005,ppg,official,bilateral,concessional,15490338.7
GD,2005,ppg,official,bilateral,non-concessional,0
GD,2005,ppg,official,multilateral,concessional,7263788.508
GD,2005,ppg,official,multilateral,non-concessional,0
GD,2006,ppg,official,bilateral,concessional,4519981.782
GD,2006,ppg,official,bilateral,non-concessional,0
GD,2006,ppg,official,multilateral,concessional,0
GD,2006,ppg,official,multilateral,non-concessional,0
GD,2007,ppg,official,bilateral,concessional,0
GD,2007,ppg,official,bilateral,non-concessional,0
GD,2007,ppg,official,multilateral,concessional,2818216.129
GD,2007,ppg,official,multilateral,non-concessional,0
GD,2008,ppg,official,bilateral,concessional,0
GD,2008,ppg,official,bilateral,non-concessional,0
GD,2008,ppg,official,multilateral,concessional,6958949.817
GD,2008,ppg,official,multilateral,non-concessional,0
GD,2009,ppg,official,bilateral,concessional,38402.1973
GD,2009,ppg,official,bilateral,non-concessional,0
GD,2009,ppg,official,multilateral,concessional,0
GD,2009,ppg,official,multilateral,non-concessional,0
GD,2010,ppg,official,bilateral,concessional,280256.1603
GD,2010,ppg,official,bilateral,non-concessional,0
GD,2010,ppg,official,multilateral,concessional,0
GD,2010,ppg,official,multilateral,non-concessional,0
GD,2011,ppg,official,bilateral,concessional,0
GD,2011,ppg,official,bilateral,non-concessional,0
GD,2011,ppg,official,multilateral,concessional,1226900.177
GD,2011,ppg,official,multilateral,non-concessional,0
GD,2012,ppg,official,bilateral,concessional,0
GD,2012,ppg,official,bilateral,non-concessional,0
GD,2012,ppg,official,multilateral,concessional,706000
GD,2012,ppg,official,multilateral,non-concessional,0
GD,2013,ppg,official,bilateral,concessional,12839961.67
GD,2013,ppg,official,bilateral,non-concessional,0
GD,2013,ppg,official,multilateral,concessional,1396968.297
GD,2013,ppg,official,multilateral,non-concessional,0
GE,2000,ppg,official,bilateral,concessional,16554172.88
GE,2000,ppg,official,bilateral,non-concessional,0
GE,2000,ppg,official,multilateral,concessional,19374341.66
GE,2000,ppg,official,multilateral,non-concessional,0
GE,2001,ppg,official,bilateral,concessional,18582732.08
GE,2001,ppg,official,bilateral,non-concessional,0
GE,2001,ppg,official,multilateral,concessional,2179325.777
GE,2001,ppg,official,multilateral,non-concessional,0
GE,2002,ppg,official,bilateral,concessional,19957003.77
GE,2002,ppg,official,bilateral,non-concessional,0
GE,2002,ppg,official,multilateral,concessional,16427060.55
GE,2002,ppg,official,multilateral,non-concessional,0
GE,2003,ppg,official,bilateral,concessional,23169931.94
GE,2003,ppg,official,bilateral,non-concessional,0
GE,2003,ppg,official,multilateral,concessional,44861709.2
GE,2003,ppg,official,multilateral,non-concessional,0
GE,2004,ppg,official,bilateral,concessional,22207969.92
GE,2004,ppg,official,bilateral,non-concessional,0
GE,2004,ppg,official,multilateral,concessional,23065229.26
GE,2004,ppg,official,multilateral,non-concessional,0
GE,2005,ppg,official,bilateral,concessional,10103900.09
GE,2005,ppg,official,bilateral,non-concessional,0
GE,2005,ppg,official,multilateral,concessional,0
GE,2005,ppg,official,multilateral,non-concessional,0
GE,2006,ppg,official,bilateral,concessional,22799812.07
GE,2006,ppg,official,bilateral,non-concessional,0
GE,2006,ppg,official,multilateral,concessional,0
GE,2006,ppg,official,multilateral,non-concessional,0
GE,2007,ppg,official,bilateral,concessional,5732202.57
GE,2007,ppg,official,bilateral,non-concessional,0
GE,2007,ppg,official,multilateral,concessional,0
GE,2007,ppg,official,multilateral,non-concessional,0
GE,2008,ppg,official,bilateral,concessional,0
