id,year,budget-type,l1,l2,l3,l4,value
d314,2016,budget,statutory-bodies,revenue,recurrent-revenues,conditional-grant-to-dsc-chairs-salaries,24523000
d314,2015,budget,statutory-bodies,revenue,recurrent-revenues,conditional-transfers-to-contracts-committeedscpa,53303000
d314,2016,budget,statutory-bodies,revenue,recurrent-revenues,conditional-transfers-to-contracts-committeedscpa,53303000
d314,2015,budget,statutory-bodies,revenue,recurrent-revenues,conditional-transfers-to-councillors-allowances-and-ex,54385000
d314,2016,budget,statutory-bodies,revenue,recurrent-revenues,conditional-transfers-to-councillors-allowances-and-ex,54385000
d314,2015,budget,statutory-bodies,revenue,recurrent-revenues,conditional-transfers-to-dsc-operational-costs,19442000
d314,2016,budget,statutory-bodies,revenue,recurrent-revenues,conditional-transfers-to-dsc-operational-costs,19442000
d314,2015,budget,statutory-bodies,revenue,recurrent-revenues,conditional-transfers-to-salary-and-gratuity-for-lg-ele,111946000
d314,2016,budget,statutory-bodies,revenue,recurrent-revenues,conditional-transfers-to-salary-and-gratuity-for-lg-ele,111946000
d314,2015,budget,statutory-bodies,revenue,recurrent-revenues,district-unconditional-grant-non-wage,24057000
d314,2016,budget,statutory-bodies,revenue,recurrent-revenues,district-unconditional-grant-non-wage,24057000
d314,2015,budget,statutory-bodies,revenue,recurrent-revenues,locally-raised-revenues,26145000
d314,2016,budget,statutory-bodies,revenue,recurrent-revenues,locally-raised-revenues,26145000
d314,2015,budget,statutory-bodies,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,43842000
d314,2016,budget,statutory-bodies,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,43842000
d314,2015,budget,statutory-bodies,revenue,recurrent-revenues,unspent-balances-other-government-transfers,0
d314,2016,budget,statutory-bodies,revenue,recurrent-revenues,unspent-balances-other-government-transfers,0
d314,2015,budget,statutory-bodies,expenditure,recurrent-expenditure,wage,180311000
d314,2016,budget,statutory-bodies,expenditure,recurrent-expenditure,wage,180311000
d314,2015,budget,statutory-bodies,expenditure,recurrent-expenditure,non-wage,177330000
d314,2016,budget,statutory-bodies,expenditure,recurrent-expenditure,non-wage,177330000
d314,2015,budget,statutory-bodies,expenditure,development-expenditure,domestic-development,0
d314,2016,budget,statutory-bodies,expenditure,development-expenditure,domestic-development,0
d314,2015,budget,statutory-bodies,expenditure,development-expenditure,donor-development,0
d314,2016,budget,statutory-bodies,expenditure,development-expenditure,donor-development,0
d314,2015,budget,production-and-marketing,revenue,recurrent-revenues,conditional-grant-to-agric-ext-salaries,13304000
d314,2016,budget,production-and-marketing,revenue,recurrent-revenues,conditional-grant-to-agric-ext-salaries,13304000
d314,2015,budget,production-and-marketing,revenue,recurrent-revenues,conditional-transfers-to-production-and-marketing,24524000
d314,2016,budget,production-and-marketing,revenue,recurrent-revenues,conditional-transfers-to-production-and-marketing,24524000
d314,2015,budget,production-and-marketing,revenue,recurrent-revenues,district-unconditional-grant-non-wage,888000
d314,2016,budget,production-and-marketing,revenue,recurrent-revenues,district-unconditional-grant-non-wage,888000
d314,2015,budget,production-and-marketing,revenue,recurrent-revenues,locally-raised-revenues,0
d314,2016,budget,production-and-marketing,revenue,recurrent-revenues,locally-raised-revenues,0
d314,2015,budget,production-and-marketing,revenue,recurrent-revenues,naads-districts-wage,98345000
d314,2016,budget,production-and-marketing,revenue,recurrent-revenues,naads-districts-wage,98345000
d314,2015,budget,production-and-marketing,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,60453000
d314,2016,budget,production-and-marketing,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,60453000
d314,2015,budget,production-and-marketing,revenue,development-revenues,conditional-grant-for-naads,133979000
d314,2016,budget,production-and-marketing,revenue,development-revenues,conditional-grant-for-naads,133979000
d314,2015,budget,production-and-marketing,revenue,development-revenues,conditional-transfers-to-production-and-marketing,107276000
d314,2016,budget,production-and-marketing,revenue,development-revenues,conditional-transfers-to-production-and-marketing,107276000
d314,2015,budget,production-and-marketing,revenue,development-revenues,donor-funding,125463000
d314,2016,budget,production-and-marketing,revenue,development-revenues,donor-funding,0
d314,2015,budget,production-and-marketing,revenue,development-revenues,locally-raised-revenues,7519000
d314,2016,budget,production-and-marketing,revenue,development-revenues,locally-raised-revenues,7519000
d314,2015,budget,production-and-marketing,revenue,development-revenues,unspent-balances-conditional-grants,0
d314,2016,budget,production-and-marketing,revenue,development-revenues,unspent-balances-conditional-grants,0
d314,2015,budget,production-and-marketing,expenditure,recurrent-expenditure,wage,172102000
d314,2016,budget,production-and-marketing,expenditure,recurrent-expenditure,wage,172102000
d314,2015,budget,production-and-marketing,expenditure,recurrent-expenditure,non-wage,25411000
d314,2016,budget,production-and-marketing,expenditure,recurrent-expenditure,non-wage,25411000
d314,2015,budget,production-and-marketing,expenditure,development-expenditure,domestic-development,248774000
d314,2016,budget,production-and-marketing,expenditure,development-expenditure,domestic-development,248774000
d314,2015,budget,production-and-marketing,expenditure,development-expenditure,donor-development,125463000
d314,2016,budget,production-and-marketing,expenditure,development-expenditure,donor-development,0
d314,2015,budget,health,revenue,recurrent-revenues,conditional-grant-to-district-hospitals,137577000
d314,2016,budget,health,revenue,recurrent-revenues,conditional-grant-to-district-hospitals,137577000
d314,2015,budget,health,revenue,recurrent-revenues,conditional-grant-to-ngo-hospitals,119867000
d314,2016,budget,health,revenue,recurrent-revenues,conditional-grant-to-ngo-hospitals,119867000
d314,2015,budget,health,revenue,recurrent-revenues,conditional-grant-to-phc-non-wage,90040000
d314,2016,budget,health,revenue,recurrent-revenues,conditional-grant-to-phc-non-wage,90040000
d314,2015,budget,health,revenue,recurrent-revenues,conditional-grant-to-phc-salaries,1938193000
d314,2016,budget,health,revenue,recurrent-revenues,conditional-grant-to-phc-salaries,1938193000
d314,2015,budget,health,revenue,recurrent-revenues,unspent-balances-other-government-transfers,0
d314,2016,budget,health,revenue,recurrent-revenues,unspent-balances-other-government-transfers,0
d314,2015,budget,health,revenue,development-revenues,conditional-grant-to-phc-development,370085000
d314,2016,budget,health,revenue,development-revenues,conditional-grant-to-phc-development,370085000
d314,2015,budget,health,revenue,development-revenues,donor-funding,1761902000
d314,2016,budget,health,revenue,development-revenues,donor-funding,1761902000
d314,2015,budget,health,revenue,development-revenues,unspent-balances-conditional-grants,0
d314,2016,budget,health,revenue,development-revenues,unspent-balances-conditional-grants,0
d314,2015,budget,health,revenue,development-revenues,unspent-balances-donor,0
d314,2016,budget,health,revenue,development-revenues,unspent-balances-donor,0
d314,2015,budget,health,expenditure,recurrent-expenditure,wage,1938193000
d314,2016,budget,health,expenditure,recurrent-expenditure,wage,1938193000
d314,2015,budget,health,expenditure,recurrent-expenditure,non-wage,347484000
d314,2016,budget,health,expenditure,recurrent-expenditure,non-wage,347484000
d314,2015,budget,health,expenditure,development-expenditure,domestic-development,370085000
d314,2016,budget,health,expenditure,development-expenditure,domestic-development,370085000
d314,2015,budget,health,expenditure,development-expenditure,donor-development,1761902000
d314,2016,budget,health,expenditure,development-expenditure,donor-development,1761902000
d314,2015,budget,education,revenue,recurrent-revenues,conditional-grant-to-primary-education,209670000
d314,2016,budget,education,revenue,recurrent-revenues,conditional-grant-to-primary-education,209670000
d314,2015,budget,education,revenue,recurrent-revenues,conditional-grant-to-primary-salaries,3520509000
d314,2016,budget,education,revenue,recurrent-revenues,conditional-grant-to-primary-salaries,3520509000
d314,2015,budget,education,revenue,recurrent-revenues,conditional-grant-to-secondary-education,470627000
d314,2016,budget,education,revenue,recurrent-revenues,conditional-grant-to-secondary-education,470627000
d314,2015,budget,education,revenue,recurrent-revenues,conditional-grant-to-secondary-salaries,486792000
d314,2016,budget,education,revenue,recurrent-revenues,conditional-grant-to-secondary-salaries,486792000
d314,2015,budget,education,revenue,recurrent-revenues,conditional-grant-to-tertiary-salaries,272274000
d314,2016,budget,education,revenue,recurrent-revenues,conditional-grant-to-tertiary-salaries,272274000
d314,2015,budget,education,revenue,recurrent-revenues,conditional-transfers-for-non-wage-technical-institut,162512000
d314,2016,budget,education,revenue,recurrent-revenues,conditional-transfers-for-non-wage-technical-institut,162512000
d314,2015,budget,education,revenue,recurrent-revenues,conditional-transfers-to-school-inspection-grant,15413000
d314,2016,budget,education,revenue,recurrent-revenues,conditional-transfers-to-school-inspection-grant,15413000
d314,2015,budget,education,revenue,recurrent-revenues,district-unconditional-grant-non-wage,2131000
d314,2016,budget,education,revenue,recurrent-revenues,district-unconditional-grant-non-wage,2131000
d314,2015,budget,education,revenue,recurrent-revenues,locally-raised-revenues,7000000
d314,2016,budget,education,revenue,recurrent-revenues,locally-raised-revenues,7000000
d314,2015,budget,education,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,48657000
d314,2016,budget,education,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,48657000
d314,2015,budget,education,revenue,development-revenues,conditional-grant-to-sfg,385173000
d314,2016,budget,education,revenue,development-revenues,conditional-grant-to-sfg,385173000
d314,2015,budget,education,revenue,development-revenues,donor-funding,259145000
d314,2016,budget,education,revenue,development-revenues,donor-funding,259145000
d314,2015,budget,education,revenue,development-revenues,unspent-balances-conditional-grants,0
d314,2016,budget,education,revenue,development-revenues,unspent-balances-conditional-grants,0
d314,2015,budget,education,expenditure,recurrent-expenditure,wage,4328232000
d314,2016,budget,education,expenditure,recurrent-expenditure,wage,4328232000
d314,2015,budget,education,expenditure,recurrent-expenditure,non-wage,867353000
d314,2016,budget,education,expenditure,recurrent-expenditure,non-wage,867353000
d314,2015,budget,education,expenditure,development-expenditure,domestic-development,385173000
d314,2016,budget,education,expenditure,development-expenditure,domestic-development,385173000
d314,2015,budget,education,expenditure,development-expenditure,donor-development,259145000
d314,2016,budget,education,expenditure,development-expenditure,donor-development,259145000
d314,2015,budget,roads-and-engineering,revenue,recurrent-revenues,district-unconditional-grant-non-wage,0
d314,2016,budget,roads-and-engineering,revenue,recurrent-revenues,district-unconditional-grant-non-wage,13449000
d314,2015,budget,roads-and-engineering,revenue,recurrent-revenues,locally-raised-revenues,0
d314,2016,budget,roads-and-engineering,revenue,recurrent-revenues,locally-raised-revenues,59551000
d314,2015,budget,roads-and-engineering,revenue,recurrent-revenues,multisectoral-transfers-to-llgs,163536000
d314,2016,budget,roads-and-engineering,revenue,recurrent-revenues,multisectoral-transfers-to-llgs,0
d314,2015,budget,roads-and-engineering,revenue,recurrent-revenues,other-transfers-from-central-government,325603000
d314,2016,budget,roads-and-engineering,revenue,recurrent-revenues,other-transfers-from-central-government,0
d314,2015,budget,roads-and-engineering,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,57818000
d314,2016,budget,roads-and-engineering,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,57818000
d314,2015,budget,roads-and-engineering,revenue,development-revenues,district-unconditional-grant-non-wage,13449000
d314,2016,budget,roads-and-engineering,revenue,development-revenues,district-unconditional-grant-non-wage,0
d314,2015,budget,roads-and-engineering,revenue,development-revenues,locally-raised-revenues,62551000
d314,2016,budget,roads-and-engineering,revenue,development-revenues,locally-raised-revenues,0
d314,2015,budget,roads-and-engineering,revenue,development-revenues,multisectoral-transfers-to-llgs,0
d314,2016,budget,roads-and-engineering,revenue,development-revenues,multisectoral-transfers-to-llgs,126127000
d314,2015,budget,roads-and-engineering,revenue,development-revenues,other-transfers-from-central-government,0
d314,2016,budget,roads-and-engineering,revenue,development-revenues,other-transfers-from-central-government,363012000
d314,2015,budget,roads-and-engineering,revenue,development-revenues,roads-rehabilitation-grant,220344000
d314,2016,budget,roads-and-engineering,revenue,development-revenues,roads-rehabilitation-grant,220344000
d314,2015,budget,roads-and-engineering,revenue,development-revenues,unspent-balances-conditional-grants,0
d314,2016,budget,roads-and-engineering,revenue,development-revenues,unspent-balances-conditional-grants,0
d314,2015,budget,roads-and-engineering,expenditure,recurrent-expenditure,wage,57818000
d314,2016,budget,roads-and-engineering,expenditure,recurrent-expenditure,wage,57818000
d314,2015,budget,roads-and-engineering,expenditure,recurrent-expenditure,non-wage,489139000
d314,2016,budget,roads-and-engineering,expenditure,recurrent-expenditure,non-wage,73000000
d314,2015,budget,roads-and-engineering,expenditure,development-expenditure,domestic-development,296343000
d314,2016,budget,roads-and-engineering,expenditure,development-expenditure,domestic-development,709483000
d314,2015,budget,roads-and-engineering,expenditure,development-expenditure,donor-development,0
d314,2016,budget,roads-and-engineering,expenditure,development-expenditure,donor-development,0
d314,2015,budget,water,revenue,recurrent-revenues,sanitation-and-hygiene,22000000
d314,2016,budget,water,revenue,recurrent-revenues,sanitation-and-hygiene,22000000
d314,2015,budget,water,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,22970000
d314,2016,budget,water,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,22970000
d314,2015,budget,water,revenue,development-revenues,conditional-transfer-for-rural-water,739807000
d314,2016,budget,water,revenue,development-revenues,conditional-transfer-for-rural-water,739807000
d314,2015,budget,water,revenue,development-revenues,donor-funding,439900000
d314,2016,budget,water,revenue,development-revenues,donor-funding,439900000
d314,2015,budget,water,revenue,development-revenues,unspent-balances-conditional-grants,0
d314,2016,budget,water,revenue,development-revenues,unspent-balances-conditional-grants,0
d314,2015,budget,water,expenditure,recurrent-expenditure,wage,22970000
d314,2016,budget,water,expenditure,recurrent-expenditure,wage,22970000
d314,2015,budget,water,expenditure,recurrent-expenditure,non-wage,22000000
d314,2016,budget,water,expenditure,recurrent-expenditure,non-wage,22000000
d314,2015,budget,water,expenditure,development-expenditure,domestic-development,739807000
d314,2016,budget,water,expenditure,development-expenditure,domestic-development,739807000
d314,2015,budget,water,expenditure,development-expenditure,donor-development,439900000
d314,2016,budget,water,expenditure,development-expenditure,donor-development,439900000
d314,2015,budget,natural-resources,revenue,recurrent-revenues,conditional-grant-to-district-natural-res-wetlands,51206000
d314,2016,budget,natural-resources,revenue,recurrent-revenues,conditional-grant-to-district-natural-res-wetlands,51206000
d314,2015,budget,natural-resources,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,40076000
d314,2016,budget,natural-resources,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,40076000
d314,2015,budget,natural-resources,revenue,recurrent-revenues,unspent-balances-other-government-transfers,0
d314,2016,budget,natural-resources,revenue,recurrent-revenues,unspent-balances-other-government-transfers,0
d314,2015,budget,natural-resources,expenditure,recurrent-expenditure,wage,40076000
d314,2016,budget,natural-resources,expenditure,recurrent-expenditure,wage,40076000
d314,2015,budget,natural-resources,expenditure,recurrent-expenditure,non-wage,51206000
d314,2016,budget,natural-resources,expenditure,recurrent-expenditure,non-wage,51206000
d314,2015,budget,natural-resources,expenditure,development-expenditure,domestic-development,0
d314,2016,budget,natural-resources,expenditure,development-expenditure,domestic-development,0
d314,2015,budget,natural-resources,expenditure,development-expenditure,donor-development,0
d314,2016,budget,natural-resources,expenditure,development-expenditure,donor-development,0
d314,2015,budget,community-based-services,revenue,recurrent-revenues,conditional-grant-to-community-devt-assistants-non,1603000
d314,2016,budget,community-based-services,revenue,recurrent-revenues,conditional-grant-to-community-devt-assistants-non,1603000
d314,2015,budget,community-based-services,revenue,recurrent-revenues,conditional-grant-to-functional-adult-lit,6327000
d314,2016,budget,community-based-services,revenue,recurrent-revenues,conditional-grant-to-functional-adult-lit,6327000
d314,2015,budget,community-based-services,revenue,recurrent-revenues,conditional-grant-to-women-youth-and-disability-gra,5771000
d314,2016,budget,community-based-services,revenue,recurrent-revenues,conditional-grant-to-women-youth-and-disability-gra,5771000
d314,2015,budget,community-based-services,revenue,recurrent-revenues,conditional-transfers-to-special-grant-for-pwds,12049000
d314,2016,budget,community-based-services,revenue,recurrent-revenues,conditional-transfers-to-special-grant-for-pwds,12049000
d314,2015,budget,community-based-services,revenue,recurrent-revenues,district-unconditional-grant-non-wage,1550000
d314,2016,budget,community-based-services,revenue,recurrent-revenues,district-unconditional-grant-non-wage,1550000
d314,2015,budget,community-based-services,revenue,recurrent-revenues,locally-raised-revenues,3000000
d314,2016,budget,community-based-services,revenue,recurrent-revenues,locally-raised-revenues,3000000
d314,2015,budget,community-based-services,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,61137000
d314,2016,budget,community-based-services,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,61137000
d314,2015,budget,community-based-services,revenue,development-revenues,donor-funding,70785000
d314,2016,budget,community-based-services,revenue,development-revenues,donor-funding,70785000
d314,2015,budget,community-based-services,revenue,development-revenues,unspent-balances-donor,0
d314,2016,budget,community-based-services,revenue,development-revenues,unspent-balances-donor,0
d314,2015,budget,community-based-services,expenditure,recurrent-expenditure,wage,61137000
d314,2016,budget,community-based-services,expenditure,recurrent-expenditure,wage,61137000
d314,2015,budget,community-based-services,expenditure,recurrent-expenditure,non-wage,30301000
d314,2016,budget,community-based-services,expenditure,recurrent-expenditure,non-wage,30301000
d314,2015,budget,community-based-services,expenditure,development-expenditure,domestic-development,0
d314,2016,budget,community-based-services,expenditure,development-expenditure,domestic-development,0
d314,2015,budget,community-based-services,expenditure,development-expenditure,donor-development,70785000
d314,2016,budget,community-based-services,expenditure,development-expenditure,donor-development,70785000
d314,2015,budget,planning,revenue,recurrent-revenues,conditional-grant-to-paf-monitoring,22390000
d314,2016,budget,planning,revenue,recurrent-revenues,conditional-grant-to-paf-monitoring,22390000
d314,2015,budget,planning,revenue,recurrent-revenues,district-unconditional-grant-non-wage,14020000
d314,2016,budget,planning,revenue,recurrent-revenues,district-unconditional-grant-non-wage,14020000
d314,2015,budget,planning,revenue,recurrent-revenues,locally-raised-revenues,26145000
d314,2016,budget,planning,revenue,recurrent-revenues,locally-raised-revenues,26145000
d314,2015,budget,planning,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,37081000
d314,2016,budget,planning,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,37081000
d314,2015,budget,planning,revenue,development-revenues,donor-funding,352513000
d314,2016,budget,planning,revenue,development-revenues,donor-funding,148023000
d314,2015,budget,planning,revenue,development-revenues,lgmsd-former-lgdp,77413000
d314,2016,budget,planning,revenue,development-revenues,lgmsd-former-lgdp,77413000
d314,2015,budget,planning,revenue,development-revenues,locally-raised-revenues,7900000
d314,2016,budget,planning,revenue,development-revenues,locally-raised-revenues,7900000
d314,2015,budget,planning,revenue,development-revenues,multisectoral-transfers-to-llgs,143767000
d314,2016,budget,planning,revenue,development-revenues,multisectoral-transfers-to-llgs,143767000
d314,2015,budget,planning,revenue,development-revenues,unspent-balances-conditional-grants,0
d314,2016,budget,planning,revenue,development-revenues,unspent-balances-conditional-grants,0
d314,2015,budget,planning,revenue,development-revenues,unspent-balances-donor,0
d314,2016,budget,planning,revenue,development-revenues,unspent-balances-donor,0
d314,2015,budget,planning,expenditure,recurrent-expenditure,wage,37081000
d314,2016,budget,planning,expenditure,recurrent-expenditure,wage,37081000
d314,2015,budget,planning,expenditure,recurrent-expenditure,non-wage,62554000
d314,2016,budget,planning,expenditure,recurrent-expenditure,non-wage,62554000
d314,2015,budget,planning,expenditure,development-expenditure,domestic-development,229081000
d314,2016,budget,planning,expenditure,development-expenditure,domestic-development,229081000
d314,2015,budget,planning,expenditure,development-expenditure,donor-development,352513000
d314,2016,budget,planning,expenditure,development-expenditure,donor-development,148023000
d314,2015,budget,internal-audit,revenue,recurrent-revenues,district-unconditional-grant-non-wage,7694000
d314,2016,budget,internal-audit,revenue,recurrent-revenues,district-unconditional-grant-non-wage,7694000
d314,2015,budget,internal-audit,revenue,recurrent-revenues,locally-raised-revenues,13072000
d314,2016,budget,internal-audit,revenue,recurrent-revenues,locally-raised-revenues,13072000
d314,2015,budget,internal-audit,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,32214000
d314,2016,budget,internal-audit,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,32214000
d314,2015,budget,internal-audit,expenditure,recurrent-expenditure,wage,32214000
d314,2016,budget,internal-audit,expenditure,recurrent-expenditure,wage,32214000
d314,2015,budget,internal-audit,expenditure,recurrent-expenditure,non-wage,20766000
d314,2016,budget,internal-audit,expenditure,recurrent-expenditure,non-wage,20766000
d314,2015,budget,internal-audit,expenditure,development-expenditure,domestic-development,0
d314,2016,budget,internal-audit,expenditure,development-expenditure,domestic-development,0
d314,2015,budget,internal-audit,expenditure,development-expenditure,donor-development,0
d314,2016,budget,internal-audit,expenditure,development-expenditure,donor-development,0
d301,2015,budget,administration,revenue,recurrent-revenues,conditional-grant-to-ifms-running-costs,30000000
d301,2016,budget,administration,revenue,recurrent-revenues,conditional-grant-to-ifms-running-costs,30000000
d301,2015,budget,administration,revenue,recurrent-revenues,conditional-grant-to-paf-monitoring,12771000
d301,2016,budget,administration,revenue,recurrent-revenues,conditional-grant-to-paf-monitoring,12771000
d301,2015,budget,administration,revenue,recurrent-revenues,district-unconditional-grant-non-wage,90599000
d301,2016,budget,administration,revenue,recurrent-revenues,district-unconditional-grant-non-wage,90599000
d301,2015,budget,administration,revenue,recurrent-revenues,locally-raised-revenues,179089000
d301,2016,budget,administration,revenue,recurrent-revenues,locally-raised-revenues,179089000
d301,2015,budget,administration,revenue,recurrent-revenues,multisectoral-transfers-to-llgs,207760000
d301,2016,budget,administration,revenue,recurrent-revenues,multisectoral-transfers-to-llgs,203273000
d301,2015,budget,administration,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,399706000
d301,2016,budget,administration,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,417916000
d301,2015,budget,administration,revenue,development-revenues,district-equalisation-grant,122941000
d301,2016,budget,administration,revenue,development-revenues,district-equalisation-grant,122941000
d301,2015,budget,administration,revenue,development-revenues,donor-funding,66962000
d301,2016,budget,administration,revenue,development-revenues,donor-funding,66962000
d301,2015,budget,administration,revenue,development-revenues,lgmsd-former-lgdp,313834000
d301,2016,budget,administration,revenue,development-revenues,lgmsd-former-lgdp,313834000
d301,2015,budget,administration,revenue,development-revenues,multisectoral-transfers-to-llgs,36389000
d301,2016,budget,administration,revenue,development-revenues,multisectoral-transfers-to-llgs,36389000
d301,2015,budget,administration,revenue,development-revenues,other-transfers-from-central-government,659971000
d301,2016,budget,administration,revenue,development-revenues,other-transfers-from-central-government,0
d301,2015,budget,administration,revenue,development-revenues,unspent-balances-conditional-grants,61579000
d301,2016,budget,administration,revenue,development-revenues,unspent-balances-conditional-grants,0
d301,2015,budget,administration,expenditure,recurrent-expenditure,wage,452694000
d301,2016,budget,administration,expenditure,recurrent-expenditure,wage,417916000
d301,2015,budget,administration,expenditure,recurrent-expenditure,non-wage,467231000
d301,2016,budget,administration,expenditure,recurrent-expenditure,non-wage,515733000
d301,2015,budget,administration,expenditure,development-expenditure,domestic-development,1194714000
d301,2016,budget,administration,expenditure,development-expenditure,domestic-development,473164000
d301,2015,budget,administration,expenditure,development-expenditure,donor-development,66962000
d301,2016,budget,administration,expenditure,development-expenditure,donor-development,66962000
d301,2015,budget,finance,revenue,recurrent-revenues,conditional-grant-to-paf-monitoring,9675000
d301,2016,budget,finance,revenue,recurrent-revenues,conditional-grant-to-paf-monitoring,9675000
d301,2015,budget,finance,revenue,recurrent-revenues,district-unconditional-grant-non-wage,81539000
d301,2016,budget,finance,revenue,recurrent-revenues,district-unconditional-grant-non-wage,81539000
d301,2015,budget,finance,revenue,recurrent-revenues,locally-raised-revenues,43594000
d301,2016,budget,finance,revenue,recurrent-revenues,locally-raised-revenues,43594000
d301,2015,budget,finance,revenue,recurrent-revenues,multisectoral-transfers-to-llgs,63961000
d301,2016,budget,finance,revenue,recurrent-revenues,multisectoral-transfers-to-llgs,68739000
d301,2015,budget,finance,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,130890000
