id,parent,oda-oof-flow,year,value
gavi,Global Alliance for Vaccines and Immunization,oda,2007,997094826.23
gavi,Global Alliance for Vaccines and Immunization,oda,2008,729277983.70
gavi,Global Alliance for Vaccines and Immunization,oda,2009,492199292.59
gavi,Global Alliance for Vaccines and Immunization,oda,2010,800740388.88
gavi,Global Alliance for Vaccines and Immunization,oda,2011,800872978.68
gavi,Global Alliance for Vaccines and Immunization,oda,2012,1068260000.00
gavi,Global Alliance for Vaccines and Immunization,oda,2013,1535213708.56
gavi,Global Alliance for Vaccines and Immunization,oda,2014,1401395844.36
gef,Global Environment Facility,oda,2001,712866727.96
gef,Global Environment Facility,oda,2002,590867446.46
gef,Global Environment Facility,oda,2003,657157150.98
gef,Global Environment Facility,oda,2004,748374766.02
gef,Global Environment Facility,oda,2005,683557255.77
gef,Global Environment Facility,oda,2006,639524902.87
gef,Global Environment Facility,oda,2007,1131514587.13
gef,Global Environment Facility,oda,2008,825503923.41
gef,Global Environment Facility,oda,2009,745469943.31
gef,Global Environment Facility,oda,2010,549650836.59
gef,Global Environment Facility,oda,2011,463070204.04
gef,Global Environment Facility,oda,2012,539150000.00
gef,Global Environment Facility,oda,2013,570625890.24
gef,Global Environment Facility,oda,2014,599951515.20
gggi,Global Green Growth Institute,oda,2013,15639170.04
gggi,Global Green Growth Institute,oda,2014,15373720.43
global-fund,Global Fund,oda,2003,285263728.17
global-fund,Global Fund,oda,2004,706271052.47
global-fund,Global Fund,oda,2005,1180770880.06
global-fund,Global Fund,oda,2006,1439149040.89
global-fund,Global Fund,oda,2007,1733798642.23
global-fund,Global Fund,oda,2008,2203203724.30
global-fund,Global Fund,oda,2009,2449946406.39
global-fund,Global Fund,oda,2010,3145495228.45
global-fund,Global Fund,oda,2011,2586703513.76
global-fund,Global Fund,oda,2012,3358840000.00
global-fund,Global Fund,oda,2013,3985860717.54
global-fund,Global Fund,oda,2014,2859928041.46
iaea,International Atomic Energy Agency,oda,2006,84369646.38
iaea,International Atomic Energy Agency,oda,2007,77251144.19
iaea,International Atomic Energy Agency,oda,2008,76808285.66
iaea,International Atomic Energy Agency,oda,2009,68009218.94
iaea,International Atomic Energy Agency,oda,2010,91186409.56
iaea,International Atomic Energy Agency,oda,2011,68639553.46
iaea,International Atomic Energy Agency,oda,2012,68920000.00
iaea,International Atomic Energy Agency,oda,2013,78504060.17
iaea,International Atomic Energy Agency,oda,2014,73371873.21
ida,World Bank Group,oda,2000,7738160397.06
ida,World Bank Group,oda,2001,9501635669.97
ida,World Bank Group,oda,2002,11572031488.11
ida,World Bank Group,oda,2003,9436388620.83
ida,World Bank Group,oda,2004,11372440355.86
ida,World Bank Group,oda,2005,10443081999.96
ida,World Bank Group,oda,2006,46252580680.96
ida,World Bank Group,oda,2007,11537449329.41
ida,World Bank Group,oda,2008,9426084064.81
ida,World Bank Group,oda,2009,13412462174.76
ida,World Bank Group,oda,2010,12582416815.13
ida,World Bank Group,oda,2011,11438391131.42
ida,World Bank Group,oda,2012,12522780000.00
ida,World Bank Group,oda,2013,12236382919.48
ida,World Bank Group,oda,2014,13629585715.62
idb-special-fund,Inter-American Development Bank,oda,2000,651092232.96
idb-special-fund,Inter-American Development Bank,oda,2001,845190635.53
idb-special-fund,Inter-American Development Bank,oda,2002,636124104.00
idb-special-fund,Inter-American Development Bank,oda,2003,781367682.41
idb-special-fund,Inter-American Development Bank,oda,2004,676863748.81
idb-special-fund,Inter-American Development Bank,oda,2005,627360804.19
idb-special-fund,Inter-American Development Bank,oda,2006,589566322.65
idb-special-fund,Inter-American Development Bank,oda,2007,4743269261.20
idb-special-fund,Inter-American Development Bank,oda,2008,559632209.99
idb-special-fund,Inter-American Development Bank,oda,2009,1074298238.70
idb-special-fund,Inter-American Development Bank,oda,2010,2069410491.10
idb-special-fund,Inter-American Development Bank,oda,2011,1664736406.17
idb-special-fund,Inter-American Development Bank,oda,2012,1619240000.00
idb-special-fund,Inter-American Development Bank,oda,2013,2156614704.59
idb-special-fund,Inter-American Development Bank,oda,2014,1920120228.42
ifad,International Fund for Agricultural Development,oda,2000,368264237.67
ifad,International Fund for Agricultural Development,oda,2001,394395395.17
ifad,International Fund for Agricultural Development,oda,2002,374632873.93
ifad,International Fund for Agricultural Development,oda,2003,347995121.47
ifad,International Fund for Agricultural Development,oda,2004,339514092.20
ifad,International Fund for Agricultural Development,oda,2005,371419938.54
ifad,International Fund for Agricultural Development,oda,2006,399817806.10
ifad,International Fund for Agricultural Development,oda,2007,490983171.99
ifad,International Fund for Agricultural Development,oda,2008,498031376.48
ifad,International Fund for Agricultural Development,oda,2009,418109397.37
ifad,International Fund for Agricultural Development,oda,2010,539915706.59
ifad,International Fund for Agricultural Development,oda,2011,606750977.99
ifad,International Fund for Agricultural Development,oda,2012,630500000.00
ifad,International Fund for Agricultural Development,oda,2013,608138025.37
ifad,International Fund for Agricultural Development,oda,2014,525589067.21
imf-concessional-trust-funds,International Monetary Fund,oda,2000,1111275200.78
imf-concessional-trust-funds,International Monetary Fund,oda,2001,2210007913.04
imf-concessional-trust-funds,International Monetary Fund,oda,2002,3095588322.29
imf-concessional-trust-funds,International Monetary Fund,oda,2003,2046672671.43
imf-concessional-trust-funds,International Monetary Fund,oda,2004,1740895448.26
imf-concessional-trust-funds,International Monetary Fund,oda,2005,1229985312.71
imf-concessional-trust-funds,International Monetary Fund,oda,2006,5413426384.68
imf-concessional-trust-funds,International Monetary Fund,oda,2007,555236606.09
imf-concessional-trust-funds,International Monetary Fund,oda,2008,1053179467.82
imf-concessional-trust-funds,International Monetary Fund,oda,2009,2730674455.67
imf-concessional-trust-funds,International Monetary Fund,oda,2010,3085351221.69
imf-concessional-trust-funds,International Monetary Fund,oda,2011,1421971509.63
imf-concessional-trust-funds,International Monetary Fund,oda,2012,1506450000.00
imf-concessional-trust-funds,International Monetary Fund,oda,2013,1205309741.43
imf-concessional-trust-funds,International Monetary Fund,oda,2014,824237454.62
international-labour-organisation,International Labour Organisation,oda,2012,238050000.00
international-labour-organisation,International Labour Organisation,oda,2013,296637175.68
islamic-dev-bank,Islamic Development Bank,oda,2000,10445645.08
islamic-dev-bank,Islamic Development Bank,oda,2001,207487487.72
islamic-dev-bank,Islamic Development Bank,oda,2002,158997330.61
islamic-dev-bank,Islamic Development Bank,oda,2003,34509516.21
islamic-dev-bank,Islamic Development Bank,oda,2004,274484289.94
islamic-dev-bank,Islamic Development Bank,oda,2005,264366226.32
islamic-dev-bank,Islamic Development Bank,oda,2006,352681874.19
islamic-dev-bank,Islamic Development Bank,oda,2007,289124472.64
islamic-dev-bank,Islamic Development Bank,oda,2008,257055652.10
islamic-dev-bank,Islamic Development Bank,oda,2009,508113890.14
islamic-dev-bank,Islamic Development Bank,oda,2010,398424206.30
islamic-dev-bank,Islamic Development Bank,oda,2011,370123862.96
islamic-dev-bank,Islamic Development Bank,oda,2012,279620000.00
islamic-dev-bank,Islamic Development Bank,oda,2013,235532065.02
islamic-dev-bank,Islamic Development Bank,oda,2014,243582335.94
montreal-protocol,Montreal Protocol,oda,2000,82445458.23
montreal-protocol,Montreal Protocol,oda,2001,110999365.11
montreal-protocol,Montreal Protocol,oda,2002,89809455.75
montreal-protocol,Montreal Protocol,oda,2003,87539227.34
montreal-protocol,Montreal Protocol,oda,2004,71692394.50
montreal-protocol,Montreal Protocol,oda,2005,97231947.77
montreal-protocol,Montreal Protocol,oda,2006,93067074.91
montreal-protocol,Montreal Protocol,oda,2007,100561791.48
montreal-protocol,Montreal Protocol,oda,2008,76595239.30
montreal-protocol,Montreal Protocol,oda,2009,30770318.73
montreal-protocol,Montreal Protocol,oda,2010,21317651.40
montreal-protocol,Montreal Protocol,oda,2011,9382595.95
montreal-protocol,Montreal Protocol,oda,2012,4860000.00
montreal-protocol,Montreal Protocol,oda,2013,37015022.29
montreal-protocol,Montreal Protocol,oda,2014,44367843.95
nordic-dev-fund,Nordic Development Fund,oda,2000,57178488.81
nordic-dev-fund,Nordic Development Fund,oda,2001,50843668.92
nordic-dev-fund,Nordic Development Fund,oda,2002,51995736.26
nordic-dev-fund,Nordic Development Fund,oda,2003,72933977.54
nordic-dev-fund,Nordic Development Fund,oda,2004,89793847.45
nordic-dev-fund,Nordic Development Fund,oda,2005,80322554.00
nordic-dev-fund,Nordic Development Fund,oda,2006,83945101.72
nordic-dev-fund,Nordic Development Fund,oda,2007,78305876.41
nordic-dev-fund,Nordic Development Fund,oda,2008,105539109.19
nordic-dev-fund,Nordic Development Fund,oda,2009,79887505.53
nordic-dev-fund,Nordic Development Fund,oda,2010,67471300.77
nordic-dev-fund,Nordic Development Fund,oda,2011,68160650.13
nordic-dev-fund,Nordic Development Fund,oda,2012,56080000.00
nordic-dev-fund,Nordic Development Fund,oda,2013,48379021.88
nordic-dev-fund,Nordic Development Fund,oda,2014,49132508.59
ofid,OPEC Fund for International Development,oda,2000,223292238.20
ofid,OPEC Fund for International Development,oda,2001,278491695.69
ofid,OPEC Fund for International Development,oda,2002,287504073.94
ofid,OPEC Fund for International Development,oda,2003,231640843.55
ofid,OPEC Fund for International Development,oda,2004,264351345.67
ofid,OPEC Fund for International Development,oda,2005,204989729.13
ofid,OPEC Fund for International Development,oda,2006,302229904.22
ofid,OPEC Fund for International Development,oda,2007,353548368.51
ofid,OPEC Fund for International Development,oda,2008,339524883.92
ofid,OPEC Fund for International Development,oda,2009,341335617.45
ofid,OPEC Fund for International Development,oda,2010,339484117.54
ofid,OPEC Fund for International Development,oda,2011,286491703.06
ofid,OPEC Fund for International Development,oda,2012,312670000.00
ofid,OPEC Fund for International Development,oda,2013,402422788.68
ofid,OPEC Fund for International Development,oda,2014,455921943.64
osce,Organization for Security and Co-operation in Europe,oda,2010,155398828.86
osce,Organization for Security and Co-operation in Europe,oda,2011,147365397.56
osce,Organization for Security and Co-operation in Europe,oda,2012,134810000.00
osce,Organization for Security and Co-operation in Europe,oda,2013,133464856.09
osce,Organization for Security and Co-operation in Europe,oda,2014,129279913.23
unaids,The Joint United Nations Programme on HIV/AIDS,oda,2005,144228562.64
unaids,The Joint United Nations Programme on HIV/AIDS,oda,2006,207326960.49
unaids,The Joint United Nations Programme on HIV/AIDS,oda,2007,205726050.80
unaids,The Joint United Nations Programme on HIV/AIDS,oda,2008,211981129.16
unaids,The Joint United Nations Programme on HIV/AIDS,oda,2009,254790819.79
unaids,The Joint United Nations Programme on HIV/AIDS,oda,2010,255064557.40
unaids,The Joint United Nations Programme on HIV/AIDS,oda,2011,259458098.49
unaids,The Joint United Nations Programme on HIV/AIDS,oda,2012,242010000.00
unaids,The Joint United Nations Programme on HIV/AIDS,oda,2013,245007035.81
unaids,The Joint United Nations Programme on HIV/AIDS,oda,2014,236420480.36
undp,United Nations Development Programme,oda,2000,575011399.10
undp,United Nations Development Programme,oda,2001,437696322.00
undp,United Nations Development Programme,oda,2002,411353365.09
undp,United Nations Development Programme,oda,2003,390571797.32
undp,United Nations Development Programme,oda,2004,452234028.36
undp,United Nations Development Programme,oda,2005,468029958.57
undp,United Nations Development Programme,oda,2006,500859436.19
undp,United Nations Development Programme,oda,2007,468034755.97
undp,United Nations Development Programme,oda,2008,502647380.96
undp,United Nations Development Programme,oda,2009,661032414.50
undp,United Nations Development Programme,oda,2010,636291417.85
undp,United Nations Development Programme,oda,2011,483154823.48
undp,United Nations Development Programme,oda,2012,487210000.00
undp,United Nations Development Programme,oda,2013,465774849.39
undp,United Nations Development Programme,oda,2014,458606401.27
unece,United Nations Economic Commission for Europe,oda,2008,10956669.99
unece,United Nations Economic Commission for Europe,oda,2009,13482327.05
unece,United Nations Economic Commission for Europe,oda,2010,12703410.57
unece,United Nations Economic Commission for Europe,oda,2011,12207148.27
unece,United Nations Economic Commission for Europe,oda,2012,12300000.00
unece,United Nations Economic Commission for Europe,oda,2013,14217427.31
unece,United Nations Economic Commission for Europe,oda,2014,13877952.53
unfpa,United Nations Population Fund,oda,2000,196213118.79
unfpa,United Nations Population Fund,oda,2001,483139015.10
unfpa,United Nations Population Fund,oda,2002,464502232.59
unfpa,United Nations Population Fund,oda,2003,356839997.48
unfpa,United Nations Population Fund,oda,2004,237713068.54
unfpa,United Nations Population Fund,oda,2005,239536054.76
unfpa,United Nations Population Fund,oda,2006,245168806.51
unfpa,United Nations Population Fund,oda,2007,231838663.46
unfpa,United Nations Population Fund,oda,2008,279151603.25
unfpa,United Nations Population Fund,oda,2009,365343804.81
unfpa,United Nations Population Fund,oda,2010,327538345.01
unfpa,United Nations Population Fund,oda,2011,308188956.18
unfpa,United Nations Population Fund,oda,2012,348620000.00
unfpa,United Nations Population Fund,oda,2013,352731388.89
unfpa,United Nations Population Fund,oda,2014,336805327.55
unhcr,United Nations High Commissioner for Refugees,oda,2000,725655575.37
unhcr,United Nations High Commissioner for Refugees,oda,2001,845376876.08
unhcr,United Nations High Commissioner for Refugees,oda,2002,948697550.78
unhcr,United Nations High Commissioner for Refugees,oda,2003,704294671.98
unhcr,United Nations High Commissioner for Refugees,oda,2004,419090352.64
unhcr,United Nations High Commissioner for Refugees,oda,2005,263720829.61
unhcr,United Nations High Commissioner for Refugees,oda,2006,211205233.37
unhcr,United Nations High Commissioner for Refugees,oda,2007,274134490.58
unhcr,United Nations High Commissioner for Refugees,oda,2008,281728449.71
unhcr,United Nations High Commissioner for Refugees,oda,2009,315366936.19
unhcr,United Nations High Commissioner for Refugees,oda,2010,407422455.46
unhcr,United Nations High Commissioner for Refugees,oda,2011,431345301.50
unhcr,United Nations High Commissioner for Refugees,oda,2012,423790000.00
unhcr,United Nations High Commissioner for Refugees,oda,2013,415019628.12
unhcr,United Nations High Commissioner for Refugees,oda,2014,475555135.58
unicef,United Nations Children's Fund,oda,2000,849161700.53
unicef,United Nations Children's Fund,oda,2001,931776969.14
unicef,United Nations Children's Fund,oda,2002,848929234.26
unicef,United Nations Children's Fund,oda,2003,829559734.08
unicef,United Nations Children's Fund,oda,2004,785956139.29
unicef,United Nations Children's Fund,oda,2005,834040299.24
unicef,United Nations Children's Fund,oda,2006,847804220.32
unicef,United Nations Children's Fund,oda,2007,1046496778.46
unicef,United Nations Children's Fund,oda,2008,1001632393.53
unicef,United Nations Children's Fund,oda,2009,1156901080.70
unicef,United Nations Children's Fund,oda,2010,1089888279.88
unicef,United Nations Children's Fund,oda,2011,1079340607.50
unicef,United Nations Children's Fund,oda,2012,1151950000.00
unicef,United Nations Children's Fund,oda,2013,1244949519.53
unicef,United Nations Children's Fund,oda,2014,1329747571.25
unpbf,United Nations Peacebuilding Fund,oda,2007,10174437.00
unpbf,United Nations Peacebuilding Fund,oda,2008,34422204.89
unpbf,United Nations Peacebuilding Fund,oda,2009,44881681.26
unpbf,United Nations Peacebuilding Fund,oda,2010,52962013.20
unpbf,United Nations Peacebuilding Fund,oda,2011,60732761.67
unpbf,United Nations Peacebuilding Fund,oda,2012,66940000.00
unpbf,United Nations Peacebuilding Fund,oda,2013,49114748.89
unpbf,United Nations Peacebuilding Fund,oda,2014,64397265.80
unrwa,United Nations Relief and Works Agency for Palestine Refugees in the Near East,oda,2000,443136971.54
unrwa,United Nations Relief and Works Agency for Palestine Refugees in the Near East,oda,2001,557743873.61
unrwa,United Nations Relief and Works Agency for Palestine Refugees in the Near East,oda,2002,587348149.80
unrwa,United Nations Relief and Works Agency for Palestine Refugees in the Near East,oda,2003,566889325.53
unrwa,United Nations Relief and Works Agency for Palestine Refugees in the Near East,oda,2004,542656650.39
unrwa,United Nations Relief and Works Agency for Palestine Refugees in the Near East,oda,2005,410836075.70
unrwa,United Nations Relief and Works Agency for Palestine Refugees in the Near East,oda,2006,426621490.85
unrwa,United Nations Relief and Works Agency for Palestine Refugees in the Near East,oda,2007,413838566.41
unrwa,United Nations Relief and Works Agency for Palestine Refugees in the Near East,oda,2008,480054321.64
unrwa,United Nations Relief and Works Agency for Palestine Refugees in the Near East,oda,2009,495711407.33
unrwa,United Nations Relief and Works Agency for Palestine Refugees in the Near East,oda,2010,565602750.03
unrwa,United Nations Relief and Works Agency for Palestine Refugees in the Near East,oda,2011,594172435.30
unrwa,United Nations Relief and Works Agency for Palestine Refugees in the Near East,oda,2012,667340000.00
unrwa,United Nations Relief and Works Agency for Palestine Refugees in the Near East,oda,2013,535529723.52
unrwa,United Nations Relief and Works Agency for Palestine Refugees in the Near East,oda,2014,673689901.08
unta,United Nations Transitional Authorities,oda,2000,669552590.21
unta,United Nations Transitional Authorities,oda,2001,637020265.81
unta,United Nations Transitional Authorities,oda,2002,698108652.50
unta,United Nations Transitional Authorities,oda,2003,663879784.01
unta,United Nations Transitional Authorities,oda,2004,524567289.26
unta,United Nations Transitional Authorities,oda,2005,680482820.54
unta,United Nations Transitional Authorities,oda,2006,425290485.95
unta,United Nations Transitional Authorities,oda,2007,491856788.57
unta,United Nations Transitional Authorities,oda,2008,654630596.85
wfp,World Food Programme,oda,2000,525258305.38
wfp,World Food Programme,oda,2001,588489083.66
wfp,World Food Programme,oda,2002,525064086.69
wfp,World Food Programme,oda,2003,420006384.68
wfp,World Food Programme,oda,2004,305463530.06
wfp,World Food Programme,oda,2005,650700696.07
wfp,World Food Programme,oda,2006,543279480.07
wfp,World Food Programme,oda,2007,247979262.48
wfp,World Food Programme,oda,2008,321618844.53
wfp,World Food Programme,oda,2009,306759634.09
wfp,World Food Programme,oda,2010,252999215.32
wfp,World Food Programme,oda,2011,337050212.25
wfp,World Food Programme,oda,2012,354860000.00
wfp,World Food Programme,oda,2013,363349719.22
wfp,World Food Programme,oda,2014,305899394.72
who,World Health Organisation,oda,2009,457927343.04
who,World Health Organisation,oda,2010,380105971.28
who,World Health Organisation,oda,2011,442018004.39
who,World Health Organisation,oda,2012,397030000.00
who,World Health Organisation,oda,2013,472714544.68
who,World Health Organisation,oda,2014,466917323.59
afdb,African Development Bank and Fund,oof,2000,744896777.74
afdb,African Development Bank and Fund,oof,2001,952465189.74
afdb,African Development Bank and Fund,oof,2002,1017526008.11
afdb,African Development Bank and Fund,oof,2003,1277748450.94
afdb,African Development Bank and Fund,oof,2004,1183510962.40
afdb,African Development Bank and Fund,oof,2005,998487380.59
afdb,African Development Bank and Fund,oof,2006,946688704.55
afdb,African Development Bank and Fund,oof,2007,1489558884.87
afdb,African Development Bank and Fund,oof,2008,1136835672.22
afdb,African Development Bank and Fund,oof,2009,3801974291.94
afdb,African Development Bank and Fund,oof,2010,2119508009.76
afdb,African Development Bank and Fund,oof,2011,2981691255.98
afdb,African Development Bank and Fund,oof,2012,3510110000.00
afdb,African Development Bank and Fund,oof,2013,2290884883.48
afdb,African Development Bank and Fund,oof,2014,3016230834.42
asdb,Asian Development Bank,oof,2000,4246633546.53
asdb,Asian Development Bank,oof,2001,4420202066.62
asdb,Asian Development Bank,oof,2002,4592382633.25
asdb,Asian Development Bank,oof,2003,3543433961.14
asdb,Asian Development Bank,oof,2004,3032712832.90
asdb,Asian Development Bank,oof,2005,4105192445.93
asdb,Asian Development Bank,oof,2006,5071748249.23
asdb,Asian Development Bank,oof,2007,5575985670.14
asdb,Asian Development Bank,oof,2008,6566281601.09
asdb,Asian Development Bank,oof,2009,8279920590.95
asdb,Asian Development Bank,oof,2010,5471143059.14
asdb,Asian Development Bank,oof,2011,5498748541.92
asdb,Asian Development Bank,oof,2012,6899660000.00
asdb,Asian Development Bank,oof,2013,6127353249.44
asdb,Asian Development Bank,oof,2014,7528833822.14
cardb,Caribbean Development Bank,oof,2000,96191278.91
cardb,Caribbean Development Bank,oof,2001,78158948.92
cardb,Caribbean Development Bank,oof,2002,162127258.28
cardb,Caribbean Development Bank,oof,2003,98348166.72
cardb,Caribbean Development Bank,oof,2004,192066452.04
cardb,Caribbean Development Bank,oof,2005,40765603.01
cardb,Caribbean Development Bank,oof,2006,96279845.34
cardb,Caribbean Development Bank,oof,2007,109010303.05
cardb,Caribbean Development Bank,oof,2008,102850667.02
cardb,Caribbean Development Bank,oof,2009,119736902.97
cardb,Caribbean Development Bank,oof,2010,256507183.28
cardb,Caribbean Development Bank,oof,2011,81227869.69
cardb,Caribbean Development Bank,oof,2012,36000000.00
cardb,Caribbean Development Bank,oof,2013,54065992.81
cardb,Caribbean Development Bank,oof,2014,48052782.09
ceb,Council of Europe Development Bank,oof,2010,152181461.80
ceb,Council of Europe Development Bank,oof,2011,430240891.77
ceb,Council of Europe Development Bank,oof,2012,171210000.00
ceb,Council of Europe Development Bank,oof,2013,295473931.63
ceb,Council of Europe Development Bank,oof,2014,282690227.86
cif,Climate Investment Funds,oof,2013,69595798.02
cif,Climate Investment Funds,oof,2014,55719830.81
ebrd,European Bank for Reconstruction and Development,oof,2000,646200901.27
ebrd,European Bank for Reconstruction and Development,oof,2001,851243453.26
ebrd,European Bank for Reconstruction and Development,oof,2002,938828544.39
ebrd,European Bank for Reconstruction and Development,oof,2003,1125922397.57
ebrd,European Bank for Reconstruction and Development,oof,2004,2053094121.47
ebrd,European Bank for Reconstruction and Development,oof,2005,1815465737.75
ebrd,European Bank for Reconstruction and Development,oof,2006,1548027536.00
ebrd,European Bank for Reconstruction and Development,oof,2007,2372508247.18
ebrd,European Bank for Reconstruction and Development,oof,2008,2799358167.59
ebrd,European Bank for Reconstruction and Development,oof,2009,3373360002.11
