"id-to","entity-to-name","year","value"
"NP","Nepal",1986,0
"NP","Nepal",1987,0
"NP","Nepal",1988,0
"NP","Nepal",1989,0
"NP","Nepal",1990,0
"NP","Nepal",1992,0
"NP","Nepal",1993,0
"NP","Nepal",1995,0
"NP","Nepal",1996,0
"NP","Nepal",1997,0
"NP","Nepal",1998,0
"NP","Nepal",1999,0
"NP","Nepal",2000,0
"NP","Nepal",2001,0
"NP","Nepal",2002,0
"NP","Nepal",2003,0
"NP","Nepal",2004,0
"NP","Nepal",2005,0
"NP","Nepal",2006,0
"NP","Nepal",2009,0
"NP","Nepal",2010,104709936.63
"NP","Nepal",2011,184818137.92
"NP","Nepal",2012,81609422.3
"NP","Nepal",2013,145606301.86
"NP","Nepal",2014,137548426.89
"NP","Nepal",2015,163823680
"MP","Northern Mariana Islands",1991,0
"oceania","Oceania, regional",2010,140792.6
"oceania","Oceania, regional",2011,0
"oceania","Oceania, regional",2012,0
"oceania","Oceania, regional",2013,175582.24
"oceania","Oceania, regional",2014,604506.79
"PK","Pakistan",1977,0
"PK","Pakistan",1978,0
"PK","Pakistan",1979,0
"PK","Pakistan",1980,0
"PK","Pakistan",1981,0
"PK","Pakistan",1982,0
"PK","Pakistan",1983,0
"PK","Pakistan",1984,0
"PK","Pakistan",1985,0
"PK","Pakistan",1986,0
"PK","Pakistan",1987,0
"PK","Pakistan",1988,0
"PK","Pakistan",1989,0
"PK","Pakistan",1990,0
"PK","Pakistan",1991,0
"PK","Pakistan",1992,0
"PK","Pakistan",1993,0
"PK","Pakistan",1994,0
"PK","Pakistan",1995,0
"PK","Pakistan",1996,0
"PK","Pakistan",1997,0
"PK","Pakistan",1998,0
"PK","Pakistan",1999,0
"PK","Pakistan",2000,0
"PK","Pakistan",2001,0
"PK","Pakistan",2002,0
"PK","Pakistan",2003,0
"PK","Pakistan",2004,0
"PK","Pakistan",2005,0
"PK","Pakistan",2006,0
"PK","Pakistan",2007,0
"PK","Pakistan",2008,0
"PK","Pakistan",2009,0
"PK","Pakistan",2010,329626462.57
"PK","Pakistan",2011,83591545.22
"PK","Pakistan",2012,43133628.81
"PK","Pakistan",2013,78632850.56
"PK","Pakistan",2014,473056535.6
"PK","Pakistan",2015,397192330
"PW","Palau",2011,3073858
"PW","Palau",2012,0
"PW","Palau",2013,402488.53
"PW","Palau",2014,162916.14
"PW","Palau",2015,449410
"PG","Papua New Guinea",1978,0
"PG","Papua New Guinea",1979,0
"PG","Papua New Guinea",1980,0
"PG","Papua New Guinea",1981,0
"PG","Papua New Guinea",1983,0
"PG","Papua New Guinea",1984,0
"PG","Papua New Guinea",1986,0
"PG","Papua New Guinea",1987,0
"PG","Papua New Guinea",1988,0
"PG","Papua New Guinea",1989,0
"PG","Papua New Guinea",1990,0
"PG","Papua New Guinea",1991,0
"PG","Papua New Guinea",1992,0
"PG","Papua New Guinea",1993,0
"PG","Papua New Guinea",1997,0
"PG","Papua New Guinea",1999,0
"PG","Papua New Guinea",2001,0
"PG","Papua New Guinea",2002,0
"PG","Papua New Guinea",2004,0
"PG","Papua New Guinea",2005,0
"PG","Papua New Guinea",2006,0
"PG","Papua New Guinea",2008,0
"PG","Papua New Guinea",2009,0
"PG","Papua New Guinea",2010,13074279.8
"PG","Papua New Guinea",2011,11595446.25
"PG","Papua New Guinea",2012,54512305.92
"PG","Papua New Guinea",2013,79011108.73
"PG","Papua New Guinea",2014,51208512.56
"PG","Papua New Guinea",2015,68863200
"PH","Philippines",1978,0
"PH","Philippines",1979,0
"PH","Philippines",1980,0
"PH","Philippines",1981,0
"PH","Philippines",1986,0
"PH","Philippines",1988,0
"PH","Philippines",1989,0
"PH","Philippines",1990,0
"PH","Philippines",1991,0
"PH","Philippines",1992,0
"PH","Philippines",1993,0
"PH","Philippines",1995,0
"PH","Philippines",1996,0
"PH","Philippines",1997,0
"PH","Philippines",1998,0
"PH","Philippines",2010,0
"PH","Philippines",2011,2655424.98
"PH","Philippines",2012,0
"PH","Philippines",2013,6177253.42
"PH","Philippines",2014,3081118.09
"PH","Philippines",2015,3865690
"WS","Samoa",1977,0
"WS","Samoa",1978,0
"WS","Samoa",1979,0
"WS","Samoa",1980,0
"WS","Samoa",1981,0
"WS","Samoa",1983,0
"WS","Samoa",1985,0
"WS","Samoa",1986,0
"WS","Samoa",1989,0
"WS","Samoa",1990,0
"WS","Samoa",1992,0
"WS","Samoa",1993,0
"WS","Samoa",2000,0
"WS","Samoa",2001,0
"WS","Samoa",2002,0
"WS","Samoa",2004,0
"WS","Samoa",2005,0
"WS","Samoa",2006,0
"WS","Samoa",2008,0
"WS","Samoa",2010,26363159.08
"WS","Samoa",2011,11844011.63
"WS","Samoa",2012,20190448.17
"WS","Samoa",2013,15942867.62
"WS","Samoa",2014,7106853.93
"WS","Samoa",2015,7299540
"SB","Solomon Islands",1977,0
"SB","Solomon Islands",1979,0
"SB","Solomon Islands",1980,0
"SB","Solomon Islands",1983,0
"SB","Solomon Islands",1984,0
"SB","Solomon Islands",1987,0
"SB","Solomon Islands",1991,0
"SB","Solomon Islands",1993,0
"SB","Solomon Islands",1998,0
"SB","Solomon Islands",2001,0
"SB","Solomon Islands",2010,9753576.81
"SB","Solomon Islands",2011,12846144.31
"SB","Solomon Islands",2012,9216184.2
"SB","Solomon Islands",2013,13301030.19
"SB","Solomon Islands",2014,6581886.59
"SB","Solomon Islands",2015,4084190
"LK","Sri Lanka",1977,0
"LK","Sri Lanka",1978,0
"LK","Sri Lanka",1979,0
"LK","Sri Lanka",1980,0
"LK","Sri Lanka",1981,0
"LK","Sri Lanka",1982,0
"LK","Sri Lanka",1983,0
"LK","Sri Lanka",1984,0
"LK","Sri Lanka",1985,0
"LK","Sri Lanka",1986,0
"LK","Sri Lanka",1987,0
"LK","Sri Lanka",1988,0
"LK","Sri Lanka",1989,0
"LK","Sri Lanka",1990,0
"LK","Sri Lanka",1991,0
"LK","Sri Lanka",1992,0
"LK","Sri Lanka",1993,0
"LK","Sri Lanka",1994,0
"LK","Sri Lanka",1995,0
"LK","Sri Lanka",1996,0
"LK","Sri Lanka",1998,0
"LK","Sri Lanka",1999,0
"LK","Sri Lanka",2000,0
"LK","Sri Lanka",2001,0
"LK","Sri Lanka",2002,0
"LK","Sri Lanka",2003,0
"LK","Sri Lanka",2004,0
"LK","Sri Lanka",2005,0
"LK","Sri Lanka",2006,0
"LK","Sri Lanka",2007,0
"LK","Sri Lanka",2009,0
"LK","Sri Lanka",2010,105439468.01
"LK","Sri Lanka",2011,99135285.14
"LK","Sri Lanka",2012,67324400.9
"LK","Sri Lanka",2013,74079498.77
"LK","Sri Lanka",2014,121521667
"LK","Sri Lanka",2015,151376410
"TJ","Tajikistan",1999,0
"TJ","Tajikistan",2001,0
"TJ","Tajikistan",2002,0
"TJ","Tajikistan",2003,0
"TJ","Tajikistan",2004,0
"TJ","Tajikistan",2005,0
"TJ","Tajikistan",2006,0
"TJ","Tajikistan",2007,0
"TJ","Tajikistan",2010,47018496.51
"TJ","Tajikistan",2011,66169777.49
"TJ","Tajikistan",2012,54524565.45
"TJ","Tajikistan",2013,90719292.84
"TJ","Tajikistan",2014,77216798.43
"TJ","Tajikistan",2015,188418430
"TH","Thailand",1978,0
"TH","Thailand",1979,0
"TH","Thailand",1980,0
"TH","Thailand",1982,0
"TH","Thailand",2011,0
"TH","Thailand",2012,2716953.81
"TH","Thailand",2013,335064.94
"TH","Thailand",2014,393765.18
"TH","Thailand",2015,374580
"TL","Timor-Leste",2010,1415191.45
"TL","Timor-Leste",2011,2644423.56
"TL","Timor-Leste",2012,8650496.44
"TL","Timor-Leste",2013,17136826.87
"TL","Timor-Leste",2014,16375278.55
"TL","Timor-Leste",2015,25235320
"TO","Tonga",1977,0
"TO","Tonga",1978,0
"TO","Tonga",1979,0
"TO","Tonga",1981,0
"TO","Tonga",1983,0
"TO","Tonga",1986,0
"TO","Tonga",1988,0
"TO","Tonga",1990,0
"TO","Tonga",1991,0
"TO","Tonga",1995,0
"TO","Tonga",1996,0
"TO","Tonga",1997,0
"TO","Tonga",2010,5312057.02
"TO","Tonga",2011,6269759.33
"TO","Tonga",2012,3487015.05
"TO","Tonga",2013,13216390.55
"TO","Tonga",2014,2228330.52
"TO","Tonga",2015,4386380
"TM","Turkmenistan",2014,0
"TV","Tuvalu",1999,0
"TV","Tuvalu",2004,0
"TV","Tuvalu",2005,0
"TV","Tuvalu",2010,313979.28
"TV","Tuvalu",2011,1770283.32
"TV","Tuvalu",2012,0
"TV","Tuvalu",2013,2311382.65
"TV","Tuvalu",2014,51880
"TV","Tuvalu",2015,2200410
"UZ","Uzbekistan",1998,0
"UZ","Uzbekistan",2007,0
"UZ","Uzbekistan",2008,0
"UZ","Uzbekistan",2009,0
"UZ","Uzbekistan",2010,34664839.49
"UZ","Uzbekistan",2011,53970834.86
"UZ","Uzbekistan",2012,52544811.13
"UZ","Uzbekistan",2013,68256471.27
"UZ","Uzbekistan",2014,86468410.7
"UZ","Uzbekistan",2015,119084110
"VU","Vanuatu",1982,0
"VU","Vanuatu",1983,0
"VU","Vanuatu",1986,0
"VU","Vanuatu",1988,0
"VU","Vanuatu",1991,0
"VU","Vanuatu",1992,0
"VU","Vanuatu",1996,0
"VU","Vanuatu",1998,0
"VU","Vanuatu",1999,0
"VU","Vanuatu",2010,0
"VU","Vanuatu",2011,0
"VU","Vanuatu",2012,0
"VU","Vanuatu",2013,23410.97
"VU","Vanuatu",2014,516600.12
"VU","Vanuatu",2015,3604420
"VN","Viet Nam",1993,0
"VN","Viet Nam",1994,0
"VN","Viet Nam",1995,0
"VN","Viet Nam",1996,0
"VN","Viet Nam",1997,0
"VN","Viet Nam",1998,0
"VN","Viet Nam",1999,0
"VN","Viet Nam",2000,0
"VN","Viet Nam",2001,0
"VN","Viet Nam",2002,0
"VN","Viet Nam",2003,0
"VN","Viet Nam",2004,0
"VN","Viet Nam",2005,0
"VN","Viet Nam",2006,0
"VN","Viet Nam",2007,0
"VN","Viet Nam",2008,0
"VN","Viet Nam",2009,0
"VN","Viet Nam",2010,225439799.72
"VN","Viet Nam",2011,328799626.32
"VN","Viet Nam",2012,289868521.77
"VN","Viet Nam",2013,347804111.13
"VN","Viet Nam",2014,402324309.45
"VN","Viet Nam",2015,440404280
